sequence,v115@EhD8EeE8DeF8BeG8Jem6IvhFFcBxdB0fBqlB3hBzpB,v115@EhD8EeE8DeF8BeG8JeT6IvhF/gB1hBUhBxiBupBiqB,v115@EhD8EeE8DeF8BeG8JeT6IvhF0cBxdBigBWqBFmBXqB,v115@EhD8EeE8DeF8BeG8Je//IvhFUbBxdBlhBmlBCmBzpB,v115@EhD8EeE8DeF8BeG8Jem6IvhFxdB0fBfmBlhBCmBzpB,v115@EhD8EeE8DeF8BeG8Jey/IvhFxdBulB3hB0fBFmBzpB
ZJSOLTI,X,X,X,X,X,O
ZJSOLIT,X,X,X,X,X,O
ZJOTILS,X,O,O,X,X,X
ZJOTISL,X,O,O,X,X,X
ZJOTLIS,X,O,O,X,X,X
ZJOTLSI,X,O,O,X,X,X
ZJOTSIL,X,O,O,X,X,X
ZJOTSLI,X,O,O,X,X,X
ZJOITLS,X,O,O,X,X,X
ZJOITSL,X,O,O,X,X,X
ZJOILTS,O,X,O,X,X,X
ZJOILST,O,X,X,X,X,O
ZJOISTL,X,O,O,X,O,X
ZJOISLT,X,X,X,X,X,O
ZJOLTIS,O,X,O,X,X,X
ZJOLTSI,X,X,O,X,X,X
ZJOLITS,O,X,O,X,X,X
ZJOLIST,O,X,X,X,X,O
ZJOLSTI,O,X,X,X,X,O
ZJOLSIT,O,X,X,X,X,O
ZJOSTIL,X,O,O,X,O,X
ZJOSTLI,X,O,O,X,O,X
ZJOSITL,X,O,O,X,O,X
ZJOSILT,X,X,X,X,X,O
ZJOSLTI,X,X,X,X,X,O
ZJOSLIT,X,X,X,X,X,O
ZSTILJO,O,X,X,O,O,X
ZSTILOJ,O,X,X,X,X,X
ZSTIJLO,X,X,X,O,O,X
ZSTIJOL,X,X,O,O,O,X
ZSTIOLJ,O,X,X,X,O,X
ZSTIOJL,X,X,O,O,O,X
ZSTLIJO,O,X,X,O,O,X
ZSTLIOJ,O,X,X,X,X,X
ZSTLJIO,O,X,X,O,O,X
ZSTLJOI,O,X,X,O,O,X
ZSTLOIJ,O,X,X,X,X,X
ZSTLOJI,O,X,X,X,X,X
ZSTJILO,X,X,X,O,O,X
ZSTJIOL,X,X,O,O,O,X
ZSTJLIO,X,X,X,O,O,X
ZSTJLOI,X,X,X,O,O,X
ZSTJOIL,X,X,O,O,O,X
ZSTJOLI,X,X,O,O,O,X
ZSTOILJ,O,X,X,X,O,X
ZSTOIJL,X,X,O,O,O,X
ZSTOLIJ,O,X,X,X,O,X
ZSTOLJI,O,X,X,X,O,X
ZSTOJIL,X,X,O,O,O,X
ZSTOJLI,X,X,O,O,O,X
ZSITLJO,O,X,X,O,O,X
ZSITLOJ,O,X,X,X,X,X
ZSITJLO,X,X,X,O,O,X
ZSITJOL,X,X,O,O,O,X
ZSITOLJ,O,X,X,X,O,X
ZSITOJL,X,X,O,O,O,X
ZSILTJO,O,X,X,O,O,X
ZSILTOJ,O,X,X,X,X,X
ZSILJTO,O,X,X,O,O,O
ZSILJOT,O,X,X,X,X,O
ZSILOTJ,O,X,X,X,X,X
ZSILOJT,O,X,X,X,X,X
ZSIJTLO,X,X,X,O,O,X
ZSIJTOL,X,X,O,O,O,X
ZSIJLTO,O,X,X,O,O,O
ZSIJLOT,O,X,X,X,X,O
ZSIJOTL,X,X,O,O,O,X
ZSIJOLT,X,X,X,X,X,O
ZSIOTLJ,O,X,X,X,O,X
ZSIOTJL,X,X,O,O,O,X
ZSIOLTJ,O,X,X,X,O,X
ZSIOLJT,O,X,X,X,O,O
ZSIOJTL,X,X,O,O,O,X
ZSIOJLT,O,X,X,X,O,O
ZSLTIJO,O,X,X,O,O,X
ZSLTIOJ,O,X,X,X,X,X
ZSLTJIO,O,X,X,O,O,X
ZSLTJOI,O,X,X,O,O,X
ZSLTOIJ,O,X,X,X,X,X
ZSLTOJI,O,X,X,X,X,X
ZSLITJO,O,X,X,O,O,X
ZSLITOJ,O,X,X,X,X,X
ZSLIJTO,O,X,X,O,O,O
ZSLIJOT,O,X,X,X,X,O
ZSLIOTJ,O,X,X,X,X,X
ZSLIOJT,O,X,X,X,X,X
ZSLJTIO,O,X,X,O,O,O
ZSLJTOI,O,X,X,O,O,O
ZSLJITO,O,X,X,O,O,O
ZSLJIOT,O,X,X,X,X,O
ZSLJOTI,O,X,X,X,X,O
ZSLJOIT,O,X,X,X,X,O
ZSLOTIJ,O,X,X,X,X,X
ZSLOTJI,O,X,X,X,X,X
ZSLOITJ,O,X,X,X,X,X
ZSLOIJT,O,X,X,X,X,X
ZSLOJTI,O,X,X,X,X,X
ZSLOJIT,O,X,X,X,X,X
ZSJTILO,X,X,X,O,O,X
ZSJTIOL,X,X,O,O,O,X
ZSJTLIO,X,X,X,O,O,X
ZSJTLOI,X,X,X,O,O,X
ZSJTOIL,X,X,O,O,O,X
ZSJTOLI,X,X,O,O,O,X
ZSJITLO,X,X,X,O,O,X
ZSJITOL,X,X,O,O,O,X
ZSJILTO,O,X,X,O,O,O
ZSJILOT,O,X,X,X,X,O
ZSJIOTL,X,X,O,O,O,X
ZSJIOLT,X,X,X,X,X,O
ZSJLTIO,O,X,X,O,O,O
ZSJLTOI,O,X,X,O,O,O
ZSJLITO,O,X,X,O,O,O
ZSJLIOT,O,X,X,X,X,O
ZSJLOTI,O,X,X,X,X,O
ZSJLOIT,O,X,X,X,X,O
ZSJOTIL,X,X,O,O,O,X
ZSJOTLI,X,X,O,O,O,X
ZSJOITL,X,X,O,O,O,X
ZSJOILT,X,X,X,X,X,O
ZSJOLTI,X,X,X,X,X,O
ZSJOLIT,X,X,X,X,X,O
ZSOTILJ,O,X,X,X,O,X
ZSOTIJL,X,X,O,O,O,X
ZSOTLIJ,O,X,X,X,O,X
ZSOTLJI,O,X,X,X,O,X
ZSOTJIL,X,X,O,O,O,X
ZSOTJLI,X,X,O,O,O,X
ZSOITLJ,O,X,X,X,O,X
ZSOITJL,X,X,O,O,O,X
ZSOILTJ,O,X,X,X,O,X
ZSOILJT,O,X,X,X,O,O
ZSOIJTL,X,X,O,O,O,X
ZSOIJLT,O,X,X,X,O,O
ZSOLTIJ,O,X,X,X,O,X
ZSOLTJI,O,X,X,X,O,X
ZSOLITJ,O,X,X,X,O,X
ZSOLIJT,O,X,X,X,O,O
ZSOLJTI,O,X,X,X,O,O
ZSOLJIT,O,X,X,X,O,O
ZSOJTIL,X,X,O,O,O,X
ZSOJTLI,X,X,O,O,O,X
ZSOJITL,X,X,O,O,O,X
ZSOJILT,O,X,X,X,O,O
ZSOJLTI,O,X,X,X,O,O
ZSOJLIT,O,X,X,X,O,O
ZOTILJS,O,X,O,X,X,X
ZOTILSJ,O,O,X,X,X,X
ZOTIJLS,O,O,O,X,X,X
ZOTIJSL,X,O,O,O,O,X
ZOTISLJ,O,X,X,O,O,X
ZOTISJL,X,X,O,O,O,X
ZOTLIJS,O,X,O,X,X,X
ZOTLISJ,O,O,X,X,X,X
ZOTLJIS,O,X,O,X,X,X
ZOTLJSI,O,X,O,X,X,X
ZOTLSIJ,O,O,X,X,X,X
ZOTLSJI,O,O,X,X,X,X
ZOTJILS,O,O,O,X,X,X
ZOTJISL,X,O,O,O,O,X
ZOTJLIS,O,O,O,X,X,X
ZOTJLSI,O,O,O,X,X,X
ZOTJSIL,X,O,O,O,O,X
ZOTJSLI,X,O,O,O,O,X
ZOTSILJ,O,X,X,O,O,X
ZOTSIJL,X,X,O,O,O,X
ZOTSLIJ,O,X,X,O,O,X
ZOTSLJI,O,X,X,O,O,X
ZOTSJIL,X,X,O,O,O,X
ZOTSJLI,X,X,O,O,O,X
ZOITLJS,O,X,O,X,X,X
ZOITLSJ,O,O,X,X,X,X
ZOITJLS,O,O,O,X,X,X
ZOITJSL,X,O,O,O,O,X
ZOITSLJ,O,X,X,O,O,X
ZOITSJL,X,X,O,O,O,X
ZOILTJS,O,X,O,X,X,X
ZOILTSJ,O,O,X,X,X,X
ZOILJTS,O,X,O,X,X,X
ZOILJST,O,X,X,X,O,O
ZOILSTJ,O,O,X,X,O,X
ZOILSJT,O,X,X,X,O,O
ZOIJTLS,O,O,O,X,X,X
ZOIJTSL,X,O,O,O,O,X
ZOIJLTS,O,X,O,X,X,X
ZOIJLST,O,X,X,X,O,O
ZOIJSTL,X,O,O,O,O,X
ZOIJSLT,O,X,X,O,O,O
ZOISTLJ,O,X,X,O,O,X
ZOISTJL,X,X,O,O,O,X
ZOISLTJ,O,X,X,O,O,X
ZOISLJT,O,X,X,O,O,O
ZOISJTL,X,X,O,O,O,X
ZOISJLT,O,X,X,O,O,O
ZOLTIJS,O,X,O,X,X,X
ZOLTISJ,O,O,X,X,X,X
ZOLTJIS,O,X,O,X,X,X
ZOLTJSI,O,X,O,X,X,X
ZOLTSIJ,O,O,X,X,X,X
ZOLTSJI,O,O,X,X,X,X
ZOLITJS,O,X,O,X,X,X
ZOLITSJ,O,O,X,X,X,X
ZOLIJTS,O,X,O,X,X,X
ZOLIJST,O,X,X,X,O,O
ZOLISTJ,O,O,X,X,O,X
ZOLISJT,O,X,X,X,O,O
ZOLJTIS,O,X,O,X,X,X
ZOLJTSI,O,X,O,X,X,X
ZOLJITS,O,X,O,X,X,X
ZOLJIST,O,X,X,X,O,O
ZOLJSTI,O,X,X,X,O,O
ZOLJSIT,O,X,X,X,O,O
ZOLSTIJ,O,O,X,X,O,X
ZOLSTJI,O,O,X,X,O,X
ZOLSITJ,O,O,X,X,O,X
ZOLSIJT,O,X,X,X,O,O
ZOLSJTI,O,X,X,X,O,O
ZOLSJIT,O,X,X,X,O,O
ZOJTILS,O,O,O,X,X,X
ZOJTISL,X,O,O,O,O,X
ZOJTLIS,O,O,O,X,X,X
ZOJTLSI,O,O,O,X,X,X
ZOJTSIL,X,O,O,O,O,X
ZOJTSLI,X,O,O,O,O,X
ZOJITLS,O,O,O,X,X,X
ZOJITSL,X,O,O,O,O,X
ZOJILTS,O,X,O,X,X,X
ZOJILST,O,X,X,X,O,O
ZOJISTL,X,O,O,O,O,X
ZOJISLT,O,X,X,O,O,O
ZOJLTIS,O,X,O,X,X,X
ZOJLTSI,O,X,O,X,X,X
ZOJLITS,O,X,O,X,X,X
ZOJLIST,O,X,X,X,O,O
ZOJLSTI,O,X,X,X,O,O
ZOJLSIT,O,X,X,X,O,O
ZOJSTIL,X,O,O,O,O,X
ZOJSTLI,X,O,O,O,O,X
ZOJSITL,X,O,O,O,O,X
ZOJSILT,O,X,X,O,O,O
ZOJSLTI,O,X,X,O,O,O
ZOJSLIT,O,X,X,O,O,O
ZOSTILJ,O,X,X,O,O,X
ZOSTIJL,X,X,O,O,O,X
ZOSTLIJ,O,X,X,O,O,X
ZOSTLJI,O,X,X,O,O,X
ZOSTJIL,X,X,O,O,O,X
ZOSTJLI,X,X,O,O,O,X
ZOSITLJ,O,X,X,O,O,X
ZOSITJL,X,X,O,O,O,X
ZOSILTJ,O,X,X,O,O,X
ZOSILJT,O,X,X,O,O,O
ZOSIJTL,X,X,O,O,O,X
ZOSIJLT,O,X,X,O,O,O
ZOSLTIJ,O,X,X,O,O,X
ZOSLTJI,O,X,X,O,O,X
ZOSLITJ,O,X,X,O,O,X
ZOSLIJT,O,X,X,O,O,O
ZOSLJTI,O,X,X,O,O,O
ZOSLJIT,O,X,X,O,O,O
ZOSJTIL,X,X,O,O,O,X
ZOSJTLI,X,X,O,O,O,X
ZOSJITL,X,X,O,O,O,X
ZOSJILT,O,X,X,O,O,O
ZOSJLTI,O,X,X,O,O,O
ZOSJLIT,O,X,X,O,O,O
OTILJSZ,X,O,O,O,X,O
OTILJZS,O,O,O,X,X,X
OTILSJZ,O,O,X,O,X,O
OTILSZJ,O,O,X,O,O,X
OTILZJS,O,X,O,X,X,X
OTILZSJ,O,O,X,X,X,X
OTIJLSZ,X,O,O,O,X,O
OTIJLZS,X,O,O,X,X,X
OTIJSLZ,X,O,O,O,X,O
OTIJSZL,X,O,O,O,O,X
OTIJZLS,X,O,O,X,X,X
OTIJZSL,X,O,O,O,X,X
OTISLJZ,O,O,X,O,X,O
OTISLZJ,O,O,X,O,O,X
OTISJLZ,O,O,O,O,X,O
OTISJZL,X,O,O,O,O,X
OTISZLJ,O,X,X,O,O,X
OTISZJL,X,X,O,O,O,X
OTIZLJS,O,X,O,X,X,X
OTIZLSJ,O,O,X,X,X,X
OTIZJLS,O,O,O,X,X,X
OTIZJSL,X,O,O,O,O,X
OTIZSLJ,O,X,X,O,O,X
OTIZSJL,X,X,O,O,O,X
OTLIJSZ,X,O,O,O,X,O
OTLIJZS,O,O,O,X,X,X
OTLISJZ,O,O,X,O,X,O
OTLISZJ,O,O,X,O,O,X
OTLIZJS,O,X,O,X,X,X
OTLIZSJ,O,O,X,X,X,X
OTLJISZ,X,O,O,O,X,O
OTLJIZS,O,O,O,X,X,X
OTLJSIZ,X,O,O,O,X,O
OTLJSZI,X,O,O,O,X,O
OTLJZIS,O,O,O,X,X,X
OTLJZSI,O,O,O,X,X,X
OTLSIJZ,O,O,X,O,X,O
OTLSIZJ,O,O,X,O,O,X
OTLSJIZ,O,O,X,O,X,O
OTLSJZI,O,O,X,O,X,O
OTLSZIJ,O,O,X,O,O,X
OTLSZJI,O,O,X,O,O,X
OTLZIJS,O,X,O,X,X,X
OTLZISJ,O,O,X,X,X,X
OTLZJIS,O,X,O,X,X,X
OTLZJSI,O,X,O,X,X,X
OTLZSIJ,O,O,X,X,X,X
OTLZSJI,O,O,X,X,X,X
OTJILSZ,X,O,O,O,X,O
OTJILZS,X,O,O,X,X,X
OTJISLZ,X,O,O,O,X,O
OTJISZL,X,O,O,O,O,X
OTJIZLS,X,O,O,X,X,X
OTJIZSL,X,O,O,O,X,X
OTJLISZ,X,O,O,O,X,O
OTJLIZS,X,O,O,X,X,X
OTJLSIZ,X,O,O,O,X,O
OTJLSZI,X,O,O,O,X,O
OTJLZIS,X,O,O,X,X,X
OTJLZSI,X,O,O,X,X,X
OTJSILZ,X,O,O,O,X,O
OTJSIZL,X,O,O,O,O,X
OTJSLIZ,X,O,O,O,X,O
OTJSLZI,X,O,O,O,X,O
OTJSZIL,X,O,O,O,O,X
OTJSZLI,X,O,O,O,O,X
OTJZILS,X,O,O,X,X,X
OTJZISL,X,O,O,O,X,X
OTJZLIS,X,O,O,X,X,X
OTJZLSI,X,O,O,X,X,X
OTJZSIL,X,O,O,O,X,X
OTJZSLI,X,O,O,O,X,X
OTSILJZ,O,O,X,O,X,O
OTSILZJ,O,O,X,O,O,X
OTSIJLZ,O,O,O,O,X,O
OTSIJZL,X,O,O,O,O,X
OTSIZLJ,O,X,X,O,O,X
OTSIZJL,X,X,O,O,O,X
OTSLIJZ,O,O,X,O,X,O
OTSLIZJ,O,O,X,O,O,X
OTSLJIZ,O,O,X,O,X,O
OTSLJZI,O,O,X,O,X,O
OTSLZIJ,O,O,X,O,O,X
OTSLZJI,O,O,X,O,O,X
OTSJILZ,O,O,O,O,X,O
OTSJIZL,X,O,O,O,O,X
OTSJLIZ,O,O,O,O,X,O
OTSJLZI,O,O,O,O,X,O
OTSJZIL,X,O,O,O,O,X
OTSJZLI,X,O,O,O,O,X
OTSZILJ,O,X,X,O,O,X
OTSZIJL,X,X,O,O,O,X
OTSZLIJ,O,X,X,O,O,X
OTSZLJI,O,X,X,O,O,X
OTSZJIL,X,X,O,O,O,X
OTSZJLI,X,X,O,O,O,X
OTZILJS,O,X,O,X,X,X
OTZILSJ,O,O,X,X,X,X
OTZIJLS,O,O,O,X,X,X
OTZIJSL,X,O,O,O,O,X
OTZISLJ,O,X,X,O,O,X
OTZISJL,X,X,O,O,O,X
OTZLIJS,O,X,O,X,X,X
OTZLISJ,O,O,X,X,X,X
OTZLJIS,O,X,O,X,X,X
OTZLJSI,O,X,O,X,X,X
OTZLSIJ,O,O,X,X,X,X
OTZLSJI,O,O,X,X,X,X
OTZJILS,O,O,O,X,X,X
OTZJISL,X,O,O,O,O,X
OTZJLIS,O,O,O,X,X,X
OTZJLSI,O,O,O,X,X,X
OTZJSIL,X,O,O,O,O,X
OTZJSLI,X,O,O,O,O,X
OTZSILJ,O,X,X,O,O,X
OTZSIJL,X,X,O,O,O,X
OTZSLIJ,O,X,X,O,O,X
OTZSLJI,O,X,X,O,O,X
OTZSJIL,X,X,O,O,O,X
OTZSJLI,X,X,O,O,O,X
OITLJSZ,X,O,O,O,X,O
OITLJZS,O,O,O,X,X,X
OITLSJZ,O,O,X,O,X,O
OITLSZJ,O,O,X,O,O,X
OITLZJS,O,X,O,X,X,X
OITLZSJ,O,O,X,X,X,X
OITJLSZ,X,O,O,O,X,O
OITJLZS,X,O,O,X,X,X
OITJSLZ,X,O,O,O,X,O
OITJSZL,X,O,O,O,O,X
OITJZLS,X,O,O,X,X,X
OITJZSL,X,O,O,O,X,X
OITSLJZ,O,O,X,O,X,O
OITSLZJ,O,O,X,O,O,X
OITSJLZ,O,O,O,O,X,O
OITSJZL,X,O,O,O,O,X
OITSZLJ,O,X,X,O,O,X
OITSZJL,X,X,O,O,O,X
OITZLJS,O,X,O,X,X,X
OITZLSJ,O,O,X,X,X,X
OITZJLS,O,O,O,X,X,X
OITZJSL,X,O,O,O,O,X
OITZSLJ,O,X,X,O,O,X
OITZSJL,X,X,O,O,O,X
OILTJSZ,X,O,O,O,X,O
OILTJZS,O,O,O,X,X,X
OILTSJZ,O,O,X,O,X,O
OILTSZJ,O,O,X,O,O,X
OILTZJS,O,X,O,X,X,X
OILTZSJ,O,O,X,X,X,X
OILJTSZ,X,O,O,O,X,O
OILJTZS,O,O,O,X,X,X
OILJSTZ,O,O,X,O,X,O
OILJSZT,O,O,X,O,X,O
OILJZTS,O,O,O,X,X,X
OILJZST,O,O,X,X,X,O
OILSTJZ,O,O,X,O,X,O
OILSTZJ,O,O,X,O,O,X
OILSJTZ,O,O,X,O,X,O
OILSJZT,O,X,X,O,X,O
OILSZTJ,O,O,X,O,O,X
OILSZJT,O,X,X,O,O,O
OILZTJS,O,X,O,X,X,X
OILZTSJ,O,O,X,X,X,X
OILZJTS,O,X,O,X,X,X
OILZJST,O,X,X,X,O,O
OILZSTJ,O,O,X,X,O,X
OILZSJT,O,X,X,X,O,O
OIJTLSZ,X,O,O,O,X,O
OIJTLZS,X,O,O,X,X,X
OIJTSLZ,X,O,O,O,X,O
OIJTSZL,X,O,O,O,O,X
OIJTZLS,X,O,O,X,X,X
OIJTZSL,X,O,O,O,X,X
OIJLTSZ,X,O,O,O,X,O
OIJLTZS,O,O,O,X,X,X
OIJLSTZ,O,O,X,O,X,O
OIJLSZT,O,X,X,O,X,O
OIJLZTS,O,X,O,X,X,X
OIJLZST,O,X,X,X,X,O
OIJSTLZ,O,O,O,O,X,O
OIJSTZL,X,O,O,O,O,X
OIJSLTZ,O,O,X,O,X,O
OIJSLZT,O,X,X,O,X,O
OIJSZTL,X,O,O,O,O,X
OIJSZLT,O,X,X,O,O,O
OIJZTLS,O,O,O,X,X,X
OIJZTSL,X,O,O,O,O,X
OIJZLTS,O,X,O,X,X,X
OIJZLST,O,X,X,X,O,O
OIJZSTL,X,O,O,O,O,X
OIJZSLT,O,X,X,O,O,O
OISTLJZ,O,O,X,O,X,O
OISTLZJ,O,O,X,O,O,X
OISTJLZ,O,O,O,O,X,O
OISTJZL,X,O,O,O,O,X
OISTZLJ,O,X,X,O,O,X
OISTZJL,X,X,O,O,O,X
OISLTJZ,O,O,X,O,X,O
OISLTZJ,O,O,X,O,O,X
OISLJTZ,O,O,X,O,X,O
OISLJZT,O,X,X,O,X,O
OISLZTJ,O,O,X,O,O,X
OISLZJT,O,X,X,O,O,O
OISJTLZ,O,O,O,O,X,O
OISJTZL,X,O,O,O,O,X
OISJLTZ,O,O,X,O,X,O
OISJLZT,O,X,X,O,X,O
OISJZTL,X,O,O,O,O,X
OISJZLT,O,X,X,O,O,O
OISZTLJ,O,X,X,O,O,X
OISZTJL,X,X,O,O,O,X
OISZLTJ,O,X,X,O,O,X
OISZLJT,O,X,X,O,O,O
OISZJTL,X,X,O,O,O,X
OISZJLT,O,X,X,O,O,O
OIZTLJS,O,X,O,X,X,X
OIZTLSJ,O,O,X,X,X,X
OIZTJLS,O,O,O,X,X,X
OIZTJSL,X,O,O,O,O,X
OIZTSLJ,O,X,X,O,O,X
OIZTSJL,X,X,O,O,O,X
OIZLTJS,O,X,O,X,X,X
OIZLTSJ,O,O,X,X,X,X
OIZLJTS,O,X,O,X,X,X
OIZLJST,O,X,X,X,O,O
OIZLSTJ,O,O,X,X,O,X
OIZLSJT,O,X,X,X,O,O
OIZJTLS,O,O,O,X,X,X
OIZJTSL,X,O,O,O,O,X
OIZJLTS,O,X,O,X,X,X
OIZJLST,O,X,X,X,O,O
OIZJSTL,X,O,O,O,O,X
OIZJSLT,O,X,X,O,O,O
OIZSTLJ,O,X,X,O,O,X
OIZSTJL,X,X,O,O,O,X
OIZSLTJ,O,X,X,O,O,X
OIZSLJT,O,X,X,O,O,O
OIZSJTL,X,X,O,O,O,X
OIZSJLT,O,X,X,O,O,O
OLTIJSZ,X,O,O,O,X,O
OLTIJZS,O,O,O,X,X,X
OLTISJZ,O,O,X,O,X,O
OLTISZJ,O,O,X,O,O,X
OLTIZJS,O,X,O,X,X,X
OLTIZSJ,O,O,X,X,X,X
OLTJISZ,X,O,O,O,X,O
OLTJIZS,O,O,O,X,X,X
OLTJSIZ,X,O,O,O,X,O
OLTJSZI,X,O,O,O,X,O
OLTJZIS,O,O,O,X,X,X
OLTJZSI,O,O,O,X,X,X
OLTSIJZ,O,O,X,O,X,O
OLTSIZJ,O,O,X,O,O,X
OLTSJIZ,O,O,X,O,X,O
OLTSJZI,O,O,X,O,X,O
OLTSZIJ,O,O,X,O,O,X
OLTSZJI,O,O,X,O,O,X
OLTZIJS,O,X,O,X,X,X
OLTZISJ,O,O,X,X,X,X
OLTZJIS,O,X,O,X,X,X
OLTZJSI,O,X,O,X,X,X
OLTZSIJ,O,O,X,X,X,X
OLTZSJI,O,O,X,X,X,X
OLITJSZ,X,O,O,O,X,O
OLITJZS,O,O,O,X,X,X
OLITSJZ,O,O,X,O,X,O
OLITSZJ,O,O,X,O,O,X
OLITZJS,O,X,O,X,X,X
OLITZSJ,O,O,X,X,X,X
OLIJTSZ,X,O,O,O,X,O
OLIJTZS,O,O,O,X,X,X
OLIJSTZ,O,O,X,O,X,O
OLIJSZT,O,O,X,O,X,O
OLIJZTS,O,O,O,X,X,X
OLIJZST,O,O,X,X,X,O
OLISTJZ,O,O,X,O,X,O
OLISTZJ,O,O,X,O,O,X
OLISJTZ,O,O,X,O,X,O
OLISJZT,O,X,X,O,X,O
OLISZTJ,O,O,X,O,O,X
OLISZJT,O,X,X,O,O,O
OLIZTJS,O,X,O,X,X,X
OLIZTSJ,O,O,X,X,X,X
OLIZJTS,O,X,O,X,X,X
OLIZJST,O,X,X,X,O,O
OLIZSTJ,O,O,X,X,O,X
OLIZSJT,O,X,X,X,O,O
OLJTISZ,X,O,O,O,X,O
OLJTIZS,O,O,O,X,X,X
OLJTSIZ,X,O,O,O,X,O
OLJTSZI,X,O,O,O,X,O
OLJTZIS,O,O,O,X,X,X
OLJTZSI,O,O,O,X,X,X
OLJITSZ,X,O,O,O,X,O
OLJITZS,O,O,O,X,X,X
OLJISTZ,O,O,X,O,X,O
OLJISZT,O,O,X,O,X,O
OLJIZTS,O,O,O,X,X,X
OLJIZST,O,O,X,X,X,O
OLJSTIZ,O,O,X,O,X,O
OLJSTZI,O,O,X,O,X,O
OLJSITZ,O,O,X,O,X,O
OLJSIZT,O,O,X,O,X,O
OLJSZTI,O,O,X,O,X,O
OLJSZIT,O,O,X,O,X,O
OLJZTIS,O,O,O,X,X,X
OLJZTSI,O,O,O,X,X,X
OLJZITS,O,O,O,X,X,X
OLJZIST,O,O,X,X,X,O
OLJZSTI,O,O,X,X,X,O
OLJZSIT,O,O,X,X,X,O
OLSTIJZ,O,O,X,O,X,O
OLSTIZJ,O,O,X,O,O,X
OLSTJIZ,O,O,X,O,X,O
OLSTJZI,O,O,X,O,X,O
OLSTZIJ,O,O,X,O,O,X
OLSTZJI,O,O,X,O,O,X
OLSITJZ,O,O,X,O,X,O
OLSITZJ,O,O,X,O,O,X
OLSIJTZ,O,O,X,O,X,O
OLSIJZT,O,X,X,O,X,O
OLSIZTJ,O,O,X,O,O,X
OLSIZJT,O,X,X,O,O,O
OLSJTIZ,O,O,X,O,X,O
OLSJTZI,O,O,X,O,X,O
OLSJITZ,O,O,X,O,X,O
OLSJIZT,O,X,X,O,X,O
OLSJZTI,O,X,X,O,X,O
OLSJZIT,O,X,X,O,X,O
OLSZTIJ,O,O,X,O,O,X
OLSZTJI,O,O,X,O,O,X
OLSZITJ,O,O,X,O,O,X
OLSZIJT,O,X,X,O,O,O
OLSZJTI,O,X,X,O,O,O
OLSZJIT,O,X,X,O,O,O
OLZTIJS,O,X,O,X,X,X
OLZTISJ,O,O,X,X,X,X
OLZTJIS,O,X,O,X,X,X
OLZTJSI,O,X,O,X,X,X
OLZTSIJ,O,O,X,X,X,X
OLZTSJI,O,O,X,X,X,X
OLZITJS,O,X,O,X,X,X
OLZITSJ,O,O,X,X,X,X
OLZIJTS,O,X,O,X,X,X
OLZIJST,O,X,X,X,O,O
OLZISTJ,O,O,X,X,O,X
OLZISJT,O,X,X,X,O,O
OLZJTIS,O,X,O,X,X,X
OLZJTSI,O,X,O,X,X,X
OLZJITS,O,X,O,X,X,X
OLZJIST,O,X,X,X,O,O
OLZJSTI,O,X,X,X,O,O
OLZJSIT,O,X,X,X,O,O
OLZSTIJ,O,O,X,X,O,X
OLZSTJI,O,O,X,X,O,X
OLZSITJ,O,O,X,X,O,X
OLZSIJT,O,X,X,X,O,O
OLZSJTI,O,X,X,X,O,O
OLZSJIT,O,X,X,X,O,O
OJTILSZ,X,O,O,O,X,O
OJTILZS,X,O,O,X,X,X
OJTISLZ,X,O,O,O,X,O
OJTISZL,X,O,O,O,O,X
OJTIZLS,X,O,O,X,X,X
OJTIZSL,X,O,O,O,X,X
OJTLISZ,X,O,O,O,X,O
OJTLIZS,X,O,O,X,X,X
OJTLSIZ,X,O,O,O,X,O
OJTLSZI,X,O,O,O,X,O
OJTLZIS,X,O,O,X,X,X
OJTLZSI,X,O,O,X,X,X
OJTSILZ,X,O,O,O,X,O
OJTSIZL,X,O,O,O,O,X
OJTSLIZ,X,O,O,O,X,O
OJTSLZI,X,O,O,O,X,O
OJTSZIL,X,O,O,O,O,X
OJTSZLI,X,O,O,O,O,X
OJTZILS,X,O,O,X,X,X
OJTZISL,X,O,O,O,X,X
OJTZLIS,X,O,O,X,X,X
OJTZLSI,X,O,O,X,X,X
OJTZSIL,X,O,O,O,X,X
OJTZSLI,X,O,O,O,X,X
OJITLSZ,X,O,O,O,X,O
OJITLZS,X,O,O,X,X,X
OJITSLZ,X,O,O,O,X,O
OJITSZL,X,O,O,O,O,X
OJITZLS,X,O,O,X,X,X
OJITZSL,X,O,O,O,X,X
OJILTSZ,X,O,O,O,X,O
OJILTZS,O,O,O,X,X,X
OJILSTZ,O,O,X,O,X,O
OJILSZT,O,X,X,O,X,O
OJILZTS,O,X,O,X,X,X
OJILZST,O,X,X,X,X,O
OJISTLZ,O,O,O,O,X,O
OJISTZL,X,O,O,O,O,X
OJISLTZ,O,O,X,O,X,O
OJISLZT,O,X,X,O,X,O
OJISZTL,X,O,O,O,O,X
OJISZLT,O,X,X,O,O,O
OJIZTLS,O,O,O,X,X,X
OJIZTSL,X,O,O,O,O,X
OJIZLTS,O,X,O,X,X,X
OJIZLST,O,X,X,X,O,O
OJIZSTL,X,O,O,O,O,X
OJIZSLT,O,X,X,O,O,O
OJLTISZ,X,O,O,O,X,O
OJLTIZS,O,O,O,X,X,X
OJLTSIZ,X,O,O,O,X,O
