sequence,v115@4gE8FeD8GeD8FeE8DeD8JeN/IvhFagBUcB5lBfqBmm?BTrB,v115@4gE8FeD8GeD8FeE8DeD8JeO/IvhF/gBUcBtkByqBzm?BxvB,v115@4gE8FeD8GeD8FeE8DeD8JeT6IvhFOgB/hBtlB0kByr?BxvB,v115@4gE8FeD8GeD8FeE8DeD8JeN/IvhF3bBThBUgBWqByr?BxvB,v115@4gE8FeD8GeD8FeE8DeD8JeN/IvhFRbB8kBChB2rBTq?B3rB,v115@4gE8FeD8GeD8FeE8DeD8JeO/IvhFTbBqkBxlB8rB3q?BNrB,v115@4gE8FeD8GeD8FeE8DeD8JeK/IvhFWgBNhBXlBzmB0l?BxvB,v115@4gE8FeD8GeD8FeE8DeD8JeN/IvhFRbBThBGlB8rBXl?ByvB,v115@4gE8FeD8GeD8FeE8DeD8Jei6IvhF9kBxgBOqBXmB8r?BzqB,v115@4gE8FeD8GeD8FeE8DeD8JeT6IvhFUcBxkBimBGqB3r?BNqB,v115@4gE8FeD8GeD8FeE8DeD8Je06IvhF/kBzgB2vBRrBtr?BiqB,v115@4gE8FeD8GeD8FeE8DeD8JeO/IvhFTbB8rBRqBfqBCr?BNrB,v115@4gE8FeD8GeD8FeE8DeD8JeK/IvhFWgBNhB0lBzmBXl?BxvB,v115@4gE8FeD8GeD8FeE8DeD8Jex6IvhFNhB/kBUgBzmBiq?BWwB,v115@4gE8FeD8GeD8FeE8DeD8JeT6IvhF/gBahB0kBRrBtr?B2vB,v115@4gE8FeD8GeD8FeE8DeD8JeK/IvhFGbBxlB8rBzkB3q?BNrB,v115@4gE8FeD8GeD8FeE8DeD8JeG7IvhFNhBxkBzmB/kBKq?BUrB,v115@4gE8FeD8GeD8FeE8DeD8JeT6IvhFNgBahBfnB0kBWr?BxvB,v115@4gE8FeD8GeD8FeE8DeD8Jex6IvhF/hBTfB6lBdqBer?B8rB,v115@4gE8FeD8GeD8FeE8DeD8JeSAJvhFNhB/kB0lBzmBmk?BxvB,v115@4gE8FeD8GeD8FeE8DeD8JeU7IvhFNhBxkBzmB/kBiq?BWwB,v115@4gE8FeD8GeD8FeE8DeD8Jex6IvhFTfBelBSmB8rB3q?BdrB,v115@4gE8FeD8GeD8FeE8DeD8JeO/IvhFTbBZhBtkBfnBcq?BSwB,v115@4gE8FeD8GeD8FeE8DeD8JeK/IvhFzaB5gB/hBdqBer?B8rB,v115@4gE8FeD8GeD8FeE8DeD8Jex6IvhFNhBifBfqB0lBzm?BWwB,v115@4gE8FeD8GeD8FeE8DeD8Jex6IvhFTfBfnBmlB8lBdq?BSwB,v115@4gE8FeD8GeD8FeE8DeD8JeT6IvhF/hBxkBerB8rB6l?BdqB,v115@4gE8FeD8GeD8FeE8DeD8Jex6IvhFdhB/kBUgByrBTq?B+rB
OIJSTZL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJSLTZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSLZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSZTL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJSZLT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJZTLS,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJZTSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJZLTS,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZLST,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJZSTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJZSLT,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OISTLJZ,O,O,X,X,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OISTLZJ,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OISTJLZ,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OISTJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OISTZLJ,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OISTZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OISLTJZ,O,O,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OISLTZJ,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OISLJTZ,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
OISLJZT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OISLZTJ,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OISLZJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJTLZ,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OISJTZL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OISJLTZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OISJLZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OISJZTL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OISJZLT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OISZTLJ,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X
OISZTJL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OISZLTJ,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X
OISZLJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OISZJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OISZJLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIZTLJS,X,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OIZTLSJ,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X
OIZTJLS,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OIZTJSL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OIZTSLJ,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X
OIZTSJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
OIZLTJS,X,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OIZLTSJ,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X
OIZLJTS,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZLJST,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIZLSTJ,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OIZLSJT,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJTLS,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OIZJTSL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OIZJLTS,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJLST,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIZJSTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OIZJSLT,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIZSTLJ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OIZSTJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
OIZSLTJ,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OIZSLJT,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OIZSJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
OIZSJLT,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OLTIJSZ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OLTIJZS,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTISJZ,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OLTISZJ,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OLTIZJS,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTIZSJ,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OLTJISZ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OLTJIZS,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJSIZ,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJSZI,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJZIS,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJZSI,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTSIJZ,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OLTSIZJ,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OLTSJIZ,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLTSJZI,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLTSZIJ,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLTSZJI,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLTZIJS,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTZISJ,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OLTZJIS,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTZJSI,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTZSIJ,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTZSJI,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLITJSZ,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OLITJZS,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLITSJZ,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OLITSZJ,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OLITZJS,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLITZSJ,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OLIJTSZ,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OLIJTZS,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJSTZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJSZT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJZTS,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJZST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLISTJZ,O,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OLISTZJ,O,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OLISJTZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLISJZT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLISZTJ,O,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OLISZJT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIZTJS,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLIZTSJ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OLIZJTS,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIZJST,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIZSTJ,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OLIZSJT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLJTISZ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OLJTIZS,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLJTSIZ,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLJTSZI,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLJTZIS,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLJTZSI,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLJITSZ,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OLJITZS,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLJISTZ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLJISZT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLJIZTS,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLJIZST,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLJSTIZ,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLJSTZI,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLJSITZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLJSIZT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLJSZTI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O
OLJSZIT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OLJZTIS,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLJZTSI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLJZITS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLJZIST,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLJZSTI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLJZSIT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLSTIJZ,O,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OLSTIZJ,O,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OLSTJIZ,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
OLSTJZI,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
OLSTZIJ,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLSTZJI,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLSITJZ,O,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OLSITZJ,O,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OLSIJTZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
OLSIJZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLSIZTJ,O,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OLSIZJT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLSJTIZ,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
OLSJTZI,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
OLSJITZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
OLSJIZT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OLSJZTI,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,O
OLSJZIT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OLSZTIJ,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLSZTJI,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OLSZITJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OLSZIJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OLSZJTI,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,O
OLSZJIT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OLZTIJS,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLZTISJ,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OLZTJIS,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLZTJSI,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLZTSIJ,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLZTSJI,X,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLZITJS,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLZITSJ,X,O,X,O,O,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OLZIJTS,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLZIJST,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OLZISTJ,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OLZISJT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OLZJTIS,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLZJTSI,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLZJITS,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLZJIST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLZJSTI,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLZJSIT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OLZSTIJ,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLZSTJI,X,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OLZSITJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OLZSIJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OLZSJTI,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,O,X,X,O
OLZSJIT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
OJTILSZ,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OJTILZS,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OJTISLZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OJTISZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OJTIZLS,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OJTIZSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OJTLISZ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OJTLIZS,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OJTLSIZ,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OJTLSZI,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OJTLZIS,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OJTLZSI,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OJTSILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OJTSIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OJTSLIZ,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OJTSLZI,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OJTSZIL,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
