sequence,v115@9gA8BeA8FeD8FeE8CeH8AeC8Je06IvhFxbBOiBXeBT?hBSoBFsB,v115@9gA8BeA8FeD8FeE8CeH8AeC8Je06IvhFxbBidB+jBT?hB3iBFsB,v115@9gA8BeA8FeD8FeE8CeH8AeC8Je06IvhFxbBXdB6jB2?mBziBFsB,v115@9gA8BeA8FeD8FeE8CeH8AeC8Je06IvhFxbBTeB/mBF?iBCoBOsB,v115@9gA8BeA8FeD8FeE8CeH8AeC8Je06IvhFxbBTeBihBW?oBXiBFsB,v115@9gA8BeA8FeD8FeE8CeH8AeC8Je06IvhFmbBzcBfjB6?jBxmBFsB
ZJOILST,O,O,O,X,O,O
ZJOISTL,X,O,O,X,X,O
ZJOISLT,X,O,O,X,O,O
ZJOLTIS,X,O,O,X,O,X
ZJOLTSI,X,O,O,X,O,X
ZJOLITS,X,O,O,X,O,X
ZJOLIST,O,O,O,X,O,X
ZJOLSTI,O,O,O,X,O,X
ZJOLSIT,O,O,O,X,O,O
ZJOSTIL,X,O,O,X,O,X
ZJOSTLI,X,O,O,X,O,X
ZJOSITL,X,O,O,X,X,O
ZJOSILT,X,O,O,X,O,O
ZJOSLTI,X,O,O,X,O,X
ZJOSLIT,X,O,O,X,O,O
ZSTILJO,O,X,O,O,O,O
ZSTILOJ,O,X,O,O,X,O
ZSTIJLO,O,O,O,O,O,O
ZSTIJOL,X,O,O,X,O,O
ZSTIOLJ,O,X,O,O,X,O
ZSTIOJL,O,O,O,X,X,O
ZSTLIJO,O,X,O,O,O,O
ZSTLIOJ,O,X,O,O,X,O
ZSTLJIO,O,X,O,O,O,O
ZSTLJOI,O,X,O,O,O,X
ZSTLOIJ,O,X,O,O,X,X
ZSTLOJI,O,X,O,O,X,X
ZSTJILO,O,O,O,O,O,O
ZSTJIOL,X,O,O,X,O,O
ZSTJLIO,O,O,O,O,O,O
ZSTJLOI,O,O,O,O,O,X
ZSTJOIL,O,O,O,X,O,X
ZSTJOLI,O,O,O,X,O,X
ZSTOILJ,O,X,O,O,X,X
ZSTOIJL,O,O,O,X,X,X
ZSTOLIJ,O,X,O,O,X,X
ZSTOLJI,O,X,O,O,X,X
ZSTOJIL,O,O,O,X,X,X
ZSTOJLI,O,O,O,X,X,X
ZSITLJO,O,X,O,O,O,O
ZSITLOJ,O,X,O,O,X,O
ZSITJLO,O,O,O,O,O,O
ZSITJOL,X,O,O,X,O,O
ZSITOLJ,O,X,O,O,X,O
ZSITOJL,O,O,O,X,X,O
ZSILTJO,O,X,O,O,O,O
ZSILTOJ,O,X,O,O,X,O
ZSILJTO,O,X,O,O,X,O
ZSILJOT,O,X,O,O,O,O
ZSILOTJ,X,X,O,O,X,O
ZSILOJT,O,X,O,O,X,O
ZSIJTLO,X,O,O,O,X,O
ZSIJTOL,X,O,O,X,X,O
ZSIJLTO,X,O,O,O,X,O
ZSIJLOT,X,O,O,O,O,O
ZSIJOTL,X,O,O,X,X,O
ZSIJOLT,X,O,O,X,O,O
ZSIOTLJ,O,X,O,O,X,O
ZSIOTJL,O,O,X,X,X,O
ZSIOLTJ,O,X,O,O,X,O
ZSIOLJT,O,X,O,O,X,O
ZSIOJTL,X,O,O,X,X,O
ZSIOJLT,X,O,O,X,X,O
ZSLTIJO,O,X,O,O,O,O
ZSLTIOJ,O,X,O,O,X,O
ZSLTJIO,O,X,O,O,O,O
ZSLTJOI,O,X,O,O,O,X
ZSLTOIJ,O,X,O,O,X,X
ZSLTOJI,O,X,O,O,X,X
ZSLITJO,O,X,O,O,O,O
ZSLITOJ,O,X,O,O,X,O
ZSLIJTO,O,X,O,O,X,O
ZSLIJOT,O,X,O,O,O,O
ZSLIOTJ,O,X,O,O,X,O
ZSLIOJT,O,X,O,O,X,O
ZSLJTIO,O,X,O,O,X,O
ZSLJTOI,O,X,X,O,X,X
ZSLJITO,O,X,O,O,X,O
ZSLJIOT,O,X,O,O,O,O
ZSLJOTI,O,X,X,O,O,X
ZSLJOIT,O,X,O,O,O,O
ZSLOTIJ,O,X,O,O,X,X
ZSLOTJI,O,X,O,O,X,X
ZSLOITJ,O,X,O,O,X,O
ZSLOIJT,O,X,O,O,X,O
ZSLOJTI,O,X,O,O,X,X
ZSLOJIT,O,X,O,O,X,O
ZSJTILO,X,O,O,O,O,O
ZSJTIOL,X,O,O,X,O,O
ZSJTLIO,X,O,O,O,O,O
ZSJTLOI,X,O,X,O,O,X
ZSJTOIL,X,O,O,X,O,X
ZSJTOLI,X,O,O,X,O,X
ZSJITLO,X,O,O,O,X,O
ZSJITOL,X,O,O,X,X,O
ZSJILTO,X,O,O,O,X,O
ZSJILOT,X,O,O,O,O,O
ZSJIOTL,X,O,O,X,X,O
ZSJIOLT,X,O,O,X,O,O
ZSJLTIO,X,O,O,O,X,O
ZSJLTOI,X,O,X,O,X,X
ZSJLITO,X,O,O,O,X,O
ZSJLIOT,X,O,O,O,O,O
ZSJLOTI,X,O,O,O,O,X
ZSJLOIT,X,O,O,O,O,O
ZSJOTIL,X,O,O,X,O,X
ZSJOTLI,X,O,O,X,O,X
ZSJOITL,X,O,O,X,X,O
ZSJOILT,X,O,O,X,O,O
ZSJOLTI,X,O,O,X,O,X
ZSJOLIT,X,O,O,X,O,O
ZSOTILJ,O,X,O,O,X,X
ZSOTIJL,O,O,O,X,X,X
ZSOTLIJ,O,X,O,O,X,X
ZSOTLJI,O,X,O,O,X,X
ZSOTJIL,O,O,O,X,X,X
ZSOTJLI,O,O,O,X,X,X
ZSOITLJ,O,X,O,O,X,O
ZSOITJL,O,O,X,X,X,O
ZSOILTJ,O,X,O,O,X,O
ZSOILJT,O,X,O,O,X,O
ZSOIJTL,X,O,O,X,X,O
ZSOIJLT,X,O,O,X,X,O
ZSOLTIJ,O,X,O,O,X,X
ZSOLTJI,O,X,O,O,X,X
ZSOLITJ,O,X,O,O,X,O
ZSOLIJT,O,X,O,O,X,O
ZSOLJTI,O,X,O,O,X,X
ZSOLJIT,O,X,O,O,X,O
ZSOJTIL,X,O,O,X,X,X
ZSOJTLI,X,O,O,X,X,X
ZSOJITL,X,O,O,X,X,O
ZSOJILT,X,O,O,X,X,O
ZSOJLTI,X,O,O,X,X,X
ZSOJLIT,X,O,O,X,X,O
ZOTILJS,O,O,O,X,O,O
ZOTILSJ,O,X,O,X,X,O
ZOTIJLS,O,O,O,X,O,O
ZOTIJSL,O,O,O,X,O,O
ZOTISLJ,O,X,O,X,X,O
ZOTISJL,O,O,O,X,X,O
ZOTLIJS,O,O,O,X,O,X
ZOTLISJ,O,X,O,X,X,X
ZOTLJIS,O,O,O,X,O,X
ZOTLJSI,O,O,O,X,O,X
ZOTLSIJ,O,X,O,X,X,X
ZOTLSJI,O,X,O,X,X,X
ZOTJILS,O,O,O,X,O,O
ZOTJISL,O,O,O,X,O,O
ZOTJLIS,O,O,O,X,O,X
ZOTJLSI,O,O,O,X,O,X
ZOTJSIL,O,O,O,X,O,X
ZOTJSLI,O,O,O,X,O,X
ZOTSILJ,O,X,O,X,X,X
ZOTSIJL,O,O,O,X,X,X
ZOTSLIJ,O,X,O,X,X,X
ZOTSLJI,O,X,O,X,X,X
ZOTSJIL,O,O,O,X,X,X
ZOTSJLI,O,O,O,X,X,X
ZOITLJS,O,O,O,X,O,X
ZOITLSJ,O,X,O,X,X,X
ZOITJLS,O,O,O,X,O,X
ZOITJSL,O,O,O,X,O,O
ZOITSLJ,O,X,O,X,X,O
ZOITSJL,O,O,O,X,X,O
ZOILTJS,O,O,O,X,O,X
ZOILTSJ,O,X,O,O,X,X
ZOILJTS,X,O,O,X,O,X
ZOILJST,O,O,O,O,O,O
ZOILSTJ,O,X,O,O,X,O
ZOILSJT,O,X,O,O,X,O
ZOIJTLS,O,O,O,X,O,X
ZOIJTSL,O,O,O,X,X,O
ZOIJLTS,X,O,O,X,O,X
ZOIJLST,O,O,O,X,O,O
ZOIJSTL,X,O,O,X,X,O
ZOIJSLT,X,O,O,X,O,O
ZOISTLJ,O,X,O,O,X,O
ZOISTJL,O,O,X,X,X,O
ZOISLTJ,O,X,O,O,X,O
ZOISLJT,O,X,O,O,X,O
ZOISJTL,X,O,O,X,X,O
ZOISJLT,X,O,O,X,X,O
ZOLTIJS,O,O,O,X,O,X
ZOLTISJ,O,X,O,O,X,X
ZOLTJIS,O,O,O,X,O,X
ZOLTJSI,O,O,O,X,O,X
ZOLTSIJ,O,X,O,O,X,X
ZOLTSJI,O,X,O,O,X,X
ZOLITJS,O,O,O,X,O,X
ZOLITSJ,O,X,O,O,X,X
ZOLIJTS,X,O,O,X,O,X
ZOLIJST,O,O,O,O,O,X
ZOLISTJ,O,X,O,O,X,X
ZOLISJT,O,X,O,O,X,X
ZOLJTIS,X,O,O,X,O,X
ZOLJTSI,X,O,O,X,O,X
ZOLJITS,X,O,O,X,O,X
ZOLJIST,O,O,O,O,O,X
ZOLJSTI,O,O,O,O,O,X
ZOLJSIT,O,O,O,O,O,O
ZOLSTIJ,O,X,O,O,X,X
ZOLSTJI,O,X,O,O,X,X
ZOLSITJ,O,X,O,O,X,O
ZOLSIJT,O,X,O,O,X,O
ZOLSJTI,O,X,O,O,X,X
ZOLSJIT,O,X,O,O,X,O
ZOJTILS,O,O,O,X,O,O
ZOJTISL,O,O,O,X,O,O
ZOJTLIS,O,O,O,X,O,X
ZOJTLSI,O,O,O,X,O,X
ZOJTSIL,O,O,O,X,O,X
ZOJTSLI,O,O,O,X,O,X
ZOJITLS,O,O,O,X,O,X
ZOJITSL,O,O,O,X,O,O
ZOJILTS,X,O,O,X,O,X
ZOJILST,O,O,O,X,O,O
ZOJISTL,X,O,O,X,X,O
ZOJISLT,X,O,O,X,O,O
ZOJLTIS,X,O,O,X,O,X
ZOJLTSI,X,O,O,X,O,X
ZOJLITS,X,O,O,X,O,X
ZOJLIST,O,O,O,X,O,X
ZOJLSTI,O,O,O,X,O,X
ZOJLSIT,O,O,O,X,O,O
ZOJSTIL,X,O,O,X,O,X
ZOJSTLI,X,O,O,X,O,X
ZOJSITL,X,O,O,X,X,O
ZOJSILT,X,O,O,X,O,O
ZOJSLTI,X,O,O,X,O,X
ZOJSLIT,X,O,O,X,O,O
ZOSTILJ,O,X,O,O,X,X
ZOSTIJL,O,O,O,X,X,X
ZOSTLIJ,O,X,O,O,X,X
ZOSTLJI,O,X,O,O,X,X
ZOSTJIL,O,O,O,X,X,X
ZOSTJLI,O,O,O,X,X,X
ZOSITLJ,O,X,O,O,X,O
ZOSITJL,O,O,X,X,X,O
ZOSILTJ,O,X,O,O,X,O
ZOSILJT,O,X,O,O,X,O
ZOSIJTL,X,O,O,X,X,O
ZOSIJLT,X,O,O,X,X,O
ZOSLTIJ,O,X,O,O,X,X
ZOSLTJI,O,X,O,O,X,X
ZOSLITJ,O,X,O,O,X,O
ZOSLIJT,O,X,O,O,X,O
ZOSLJTI,O,X,O,O,X,X
ZOSLJIT,O,X,O,O,X,O
ZOSJTIL,X,O,O,X,X,X
ZOSJTLI,X,O,O,X,X,X
ZOSJITL,X,O,O,X,X,O
ZOSJILT,X,O,O,X,X,O
ZOSJLTI,X,O,O,X,X,X
ZOSJLIT,X,O,O,X,X,O
OTILJSZ,O,O,O,X,O,O
OTILJZS,O,O,O,X,O,O
OTILSJZ,O,X,O,X,X,O
OTILSZJ,O,X,O,X,X,O
OTILZJS,O,O,O,X,O,O
OTILZSJ,O,X,O,X,X,O
OTIJLSZ,O,O,O,X,O,O
OTIJLZS,O,O,O,X,O,O
OTIJSLZ,O,O,O,X,O,O
OTIJSZL,O,O,O,X,O,O
OTIJZLS,O,O,O,X,O,O
OTIJZSL,O,O,O,X,O,O
OTISLJZ,O,X,O,X,X,O
OTISLZJ,O,X,O,X,X,O
OTISJLZ,O,O,O,X,X,O
OTISJZL,O,O,O,X,X,O
OTISZLJ,O,X,O,X,X,O
OTISZJL,O,O,O,X,X,O
OTIZLJS,O,O,O,X,O,O
OTIZLSJ,O,X,O,X,X,O
OTIZJLS,O,O,O,X,O,O
OTIZJSL,O,O,O,X,O,O
OTIZSLJ,O,X,O,X,X,O
OTIZSJL,O,O,O,X,X,O
OTLIJSZ,O,O,O,X,O,X
OTLIJZS,O,O,O,X,O,X
OTLISJZ,O,X,O,X,X,X
OTLISZJ,O,X,O,X,X,X
OTLIZJS,O,O,O,X,O,X
OTLIZSJ,O,X,O,X,X,X
OTLJISZ,O,O,O,X,O,X
OTLJIZS,O,O,O,X,O,X
OTLJSIZ,O,O,O,X,O,X
OTLJSZI,O,O,O,X,O,X
OTLJZIS,O,O,O,X,O,X
OTLJZSI,O,O,O,X,O,X
OTLSIJZ,O,X,O,X,X,X
OTLSIZJ,O,X,O,X,X,X
OTLSJIZ,O,X,O,X,X,X
OTLSJZI,O,X,O,X,X,X
OTLSZIJ,O,X,O,X,X,X
OTLSZJI,O,X,O,X,X,X
OTLZIJS,O,O,O,X,O,X
OTLZISJ,O,X,O,X,X,X
OTLZJIS,O,O,O,X,O,X
OTLZJSI,O,O,O,X,O,X
OTLZSIJ,O,X,O,X,X,X
OTLZSJI,O,X,O,X,X,X
OTJILSZ,O,O,O,X,O,O
OTJILZS,O,O,O,X,O,O
OTJISLZ,O,O,O,X,O,O
OTJISZL,O,O,O,X,O,O
OTJIZLS,O,O,O,X,O,O
OTJIZSL,O,O,O,X,O,O
OTJLISZ,O,O,O,X,O,X
OTJLIZS,O,O,O,X,O,X
OTJLSIZ,O,O,O,X,O,X
OTJLSZI,O,O,O,X,O,X
OTJLZIS,O,O,O,X,O,X
OTJLZSI,O,O,O,X,O,X
OTJSILZ,O,O,O,X,O,X
OTJSIZL,O,O,O,X,O,X
OTJSLIZ,O,O,O,X,O,X
OTJSLZI,O,O,O,X,O,X
OTJSZIL,O,O,O,X,O,X
OTJSZLI,O,O,O,X,O,X
OTJZILS,O,O,O,X,O,O
OTJZISL,O,O,O,X,O,O
OTJZLIS,O,O,O,X,O,X
OTJZLSI,O,O,O,X,O,X
OTJZSIL,O,O,O,X,O,X
OTJZSLI,O,O,O,X,O,X
OTSILJZ,O,X,O,X,X,X
OTSILZJ,O,X,O,X,X,X
OTSIJLZ,O,O,O,X,X,X
OTSIJZL,O,O,O,X,X,X
OTSIZLJ,O,X,O,X,X,X
OTSIZJL,O,O,O,X,X,X
OTSLIJZ,O,X,O,X,X,X
OTSLIZJ,O,X,O,X,X,X
OTSLJIZ,O,X,O,X,X,X
OTSLJZI,O,X,O,X,X,X
OTSLZIJ,O,X,O,X,X,X
OTSLZJI,O,X,O,X,X,X
OTSJILZ,O,O,O,X,X,X
OTSJIZL,O,O,O,X,X,X
OTSJLIZ,O,O,O,X,X,X
OTSJLZI,O,O,O,X,X,X
OTSJZIL,O,O,O,X,X,X
OTSJZLI,O,O,O,X,X,X
OTSZILJ,O,X,O,X,X,X
OTSZIJL,O,O,O,X,X,X
OTSZLIJ,O,X,O,X,X,X
OTSZLJI,O,X,O,X,X,X
OTSZJIL,O,O,O,X,X,X
OTSZJLI,O,O,O,X,X,X
OTZILJS,O,O,O,X,O,O
OTZILSJ,O,X,O,X,X,O
OTZIJLS,O,O,O,X,O,O
OTZIJSL,O,O,O,X,O,O
OTZISLJ,O,X,O,X,X,O
OTZISJL,O,O,O,X,X,O
OTZLIJS,O,O,O,X,O,X
OTZLISJ,O,X,O,X,X,X
OTZLJIS,O,O,O,X,O,X
OTZLJSI,O,O,O,X,O,X
OTZLSIJ,O,X,O,X,X,X
OTZLSJI,O,X,O,X,X,X
OTZJILS,O,O,O,X,O,O
OTZJISL,O,O,O,X,O,O
OTZJLIS,O,O,O,X,O,X
OTZJLSI,O,O,O,X,O,X
OTZJSIL,O,O,O,X,O,X
OTZJSLI,O,O,O,X,O,X
OTZSILJ,O,X,O,X,X,X
OTZSIJL,O,O,O,X,X,X
OTZSLIJ,O,X,O,X,X,X
OTZSLJI,O,X,O,X,X,X
OTZSJIL,O,O,O,X,X,X
OTZSJLI,O,O,O,X,X,X
OITLJSZ,O,O,O,X,O,X
OITLJZS,O,O,O,X,O,X
OITLSJZ,O,X,O,X,X,X
OITLSZJ,O,X,O,X,X,X
OITLZJS,O,O,O,X,O,X
OITLZSJ,O,X,O,X,X,X
OITJLSZ,O,O,O,X,O,X
OITJLZS,O,O,O,X,O,X
OITJSLZ,O,O,O,X,O,O
OITJSZL,O,O,O,X,O,O
OITJZLS,O,O,O,X,O,X
OITJZSL,O,O,O,X,O,O
OITSLJZ,O,X,O,X,X,O
OITSLZJ,O,X,O,X,X,O
OITSJLZ,O,O,O,X,X,O
OITSJZL,O,O,O,X,X,O
OITSZLJ,O,X,O,X,X,O
OITSZJL,O,O,O,X,X,O
OITZLJS,O,O,O,X,O,X
OITZLSJ,O,X,O,X,X,X
OITZJLS,O,O,O,X,O,X
OITZJSL,O,O,O,X,O,O
OITZSLJ,O,X,O,X,X,O
OITZSJL,O,O,O,X,X,O
OILTJSZ,O,O,O,X,O,X
OILTJZS,O,O,O,X,O,X
OILTSJZ,O,X,O,O,X,X
OILTSZJ,O,X,O,O,X,X
OILTZJS,O,O,O,X,O,X
OILTZSJ,O,X,O,O,X,X
OILJTSZ,X,O,O,X,X,X
OILJTZS,X,O,O,X,O,X
OILJSTZ,O,O,O,O,X,O
OILJSZT,O,O,O,O,O,O
OILJZTS,X,O,O,X,O,X
OILJZST,O,O,O,O,O,O
OILSTJZ,O,X,X,O,X,O
OILSTZJ,O,X,O,O,X,O
OILSJTZ,O,X,O,O,X,O
OILSJZT,O,X,O,O,X,O
OILSZTJ,O,X,O,O,X,O
OILSZJT,O,X,O,O,X,O
OILZTJS,O,O,O,X,O,X
OILZTSJ,O,X,O,O,X,X
OILZJTS,X,O,O,X,O,X
OILZJST,O,O,O,O,O,O
OILZSTJ,O,X,O,O,X,O
OILZSJT,O,X,O,O,X,O
OIJTLSZ,O,O,O,X,X,X
OIJTLZS,O,O,O,X,O,X
OIJTSLZ,O,O,O,X,X,O
OIJTSZL,O,O,O,X,X,O
OIJTZLS,O,O,O,X,O,X
OIJTZSL,O,O,O,X,X,O
OIJLTSZ,X,O,O,X,X,X
OIJLTZS,X,O,O,X,O,X
OIJLSTZ,O,O,O,X,X,O
OIJLSZT,O,O,O,X,O,O
OIJLZTS,X,O,O,X,O,X
OIJLZST,O,O,O,X,O,O
OIJSTLZ,X,O,O,X,X,O
OIJSTZL,X,O,O,X,X,O
OIJSLTZ,X,O,O,X,X,O
OIJSLZT,X,O,O,X,O,O
OIJSZTL,X,O,O,X,X,O
OIJSZLT,X,O,O,X,O,O
OIJZTLS,O,O,O,X,O,X
OIJZTSL,O,O,O,X,X,O
OIJZLTS,X,O,O,X,O,X
OIJZLST,O,O,O,X,O,O
OIJZSTL,X,O,O,X,X,O
OIJZSLT,X,O,O,X,O,O
OISTLJZ,O,X,X,O,X,O
OISTLZJ,O,X,O,O,X,O
OISTJLZ,O,O,X,X,X,O
OISTJZL,O,O,X,X,X,O
OISTZLJ,O,X,O,O,X,O
OISTZJL,O,O,X,X,X,O
OISLTJZ,O,X,X,O,X,O
OISLTZJ,O,X,O,O,X,O
OISLJTZ,O,X,O,O,X,O
OISLJZT,O,X,O,O,X,O
OISLZTJ,O,X,O,O,X,O
OISLZJT,O,X,O,O,X,O
OISJTLZ,X,O,O,X,X,O
OISJTZL,X,O,O,X,X,O
OISJLTZ,X,O,O,X,X,O
OISJLZT,X,O,O,X,X,O
OISJZTL,X,O,O,X,X,O
OISJZLT,X,O,O,X,X,O
OISZTLJ,O,X,O,O,X,O
OISZTJL,O,O,X,X,X,O
OISZLTJ,O,X,O,O,X,O
OISZLJT,O,X,O,O,X,O
OISZJTL,X,O,O,X,X,O
OISZJLT,X,O,O,X,X,O
OIZTLJS,O,O,O,X,O,X
OIZTLSJ,O,X,O,X,X,X
OIZTJLS,O,O,O,X,O,X
OIZTJSL,O,O,O,X,O,O
OIZTSLJ,O,X,O,X,X,O
OIZTSJL,O,O,O,X,X,O
OIZLTJS,O,O,O,X,O,X
OIZLTSJ,O,X,O,O,X,X
OIZLJTS,X,O,O,X,O,X
OIZLJST,O,O,O,O,O,O
OIZLSTJ,O,X,O,O,X,O
OIZLSJT,O,X,O,O,X,O
OIZJTLS,O,O,O,X,O,X
OIZJTSL,O,O,O,X,X,O
OIZJLTS,X,O,O,X,O,X
OIZJLST,O,O,O,X,O,O
OIZJSTL,X,O,O,X,X,O
OIZJSLT,X,O,O,X,O,O
OIZSTLJ,O,X,O,O,X,O
OIZSTJL,O,O,X,X,X,O
OIZSLTJ,O,X,O,O,X,O
OIZSLJT,O,X,O,O,X,O
OIZSJTL,X,O,O,X,X,O
OIZSJLT,X,O,O,X,X,O
OLTIJSZ,O,O,O,X,O,X
OLTIJZS,O,O,O,X,O,X
OLTISJZ,O,X,O,O,X,X
OLTISZJ,O,X,O,O,X,X
OLTIZJS,O,O,O,X,O,X
OLTIZSJ,O,X,O,O,X,X
OLTJISZ,O,O,O,X,O,X
OLTJIZS,O,O,O,X,O,X
OLTJSIZ,O,O,O,X,O,X
OLTJSZI,O,O,O,X,O,X
OLTJZIS,O,O,O,X,O,X
OLTJZSI,O,O,O,X,O,X
OLTSIJZ,O,X,O,O,X,X
OLTSIZJ,O,X,O,O,X,X
OLTSJIZ,O,X,O,O,X,X
OLTSJZI,O,X,O,O,X,X
OLTSZIJ,O,X,O,O,X,X
OLTSZJI,O,X,O,O,X,X
OLTZIJS,O,O,O,X,O,X
OLTZISJ,O,X,O,O,X,X
OLTZJIS,O,O,O,X,O,X
OLTZJSI,O,O,O,X,O,X
OLTZSIJ,O,X,O,O,X,X
OLTZSJI,O,X,O,O,X,X
OLITJSZ,O,O,O,X,O,X
OLITJZS,O,O,O,X,O,X
OLITSJZ,O,X,O,O,X,X
OLITSZJ,O,X,O,O,X,X
OLITZJS,O,O,O,X,O,X
OLITZSJ,O,X,O,O,X,X
OLIJTSZ,X,O,O,X,X,X
OLIJTZS,X,O,O,X,O,X
OLIJSTZ,O,O,O,O,X,X
OLIJSZT,O,O,O,O,O,X
OLIJZTS,X,O,O,X,O,X
OLIJZST,O,O,O,O,O,X
OLISTJZ,O,X,X,O,X,X
OLISTZJ,O,X,O,O,X,X
OLISJTZ,O,X,O,O,X,X
OLISJZT,O,X,O,O,X,X
OLISZTJ,O,X,O,O,X,X
OLISZJT,O,X,O,O,X,X
OLIZTJS,O,O,O,X,O,X
OLIZTSJ,O,X,O,O,X,X
OLIZJTS,X,O,O,X,O,X
OLIZJST,O,O,O,O,O,X
OLIZSTJ,O,X,O,O,X,X
OLIZSJT,O,X,O,O,X,X
OLJTISZ,X,O,O,X,X,X
OLJTIZS,X,O,O,X,O,X
OLJTSIZ,X,O,O,X,X,X
OLJTSZI,X,O,O,X,X,X
OLJTZIS,X,O,O,X,O,X
OLJTZSI,X,O,O,X,O,X
OLJITSZ,X,O,O,X,X,X
OLJITZS,X,O,O,X,O,X
OLJISTZ,O,O,O,O,X,X
OLJISZT,O,O,O,O,O,X
OLJIZTS,X,O,O,X,O,X
OLJIZST,O,O,O,O,O,X
OLJSTIZ,O,O,O,O,X,X
OLJSTZI,O,O,O,O,X,X
OLJSITZ,O,O,O,O,X,O
OLJSIZT,O,O,O,O,O,O
OLJSZTI,O,O,O,O,O,X
OLJSZIT,O,O,O,O,O,O
OLJZTIS,X,O,O,X,O,X
OLJZTSI,X,O,O,X,O,X
OLJZITS,X,O,O,X,O,X
OLJZIST,O,O,O,O,O,X
OLJZSTI,O,O,O,O,O,X
OLJZSIT,O,O,O,O,O,O
OLSTIJZ,O,X,O,O,X,X
OLSTIZJ,O,X,O,O,X,X
OLSTJIZ,O,X,O,O,X,X
OLSTJZI,O,X,O,O,X,X
OLSTZIJ,O,X,O,O,X,X
OLSTZJI,O,X,O,O,X,X
OLSITJZ,O,X,X,O,X,O
OLSITZJ,O,X,O,O,X,O
OLSIJTZ,O,X,O,O,X,O
OLSIJZT,O,X,O,O,X,O
OLSIZTJ,O,X,O,O,X,O
OLSIZJT,O,X,O,O,X,O
OLSJTIZ,O,X,O,O,X,X
OLSJTZI,O,X,O,O,X,X
OLSJITZ,O,X,O,O,X,O
OLSJIZT,O,X,O,O,X,O
OLSJZTI,O,X,O,O,X,X
OLSJZIT,O,X,O,O,X,O
OLSZTIJ,O,X,O,O,X,X
OLSZTJI,O,X,O,O,X,X
OLSZITJ,O,X,O,O,X,O
OLSZIJT,O,X,O,O,X,O
OLSZJTI,O,X,O,O,X,X
OLSZJIT,O,X,O,O,X,O
OLZTIJS,O,O,O,X,O,X
OLZTISJ,O,X,O,O,X,X
OLZTJIS,O,O,O,X,O,X
OLZTJSI,O,O,O,X,O,X
OLZTSIJ,O,X,O,O,X,X
OLZTSJI,O,X,O,O,X,X
OLZITJS,O,O,O,X,O,X
OLZITSJ,O,X,O,O,X,X
OLZIJTS,X,O,O,X,O,X
OLZIJST,O,O,O,O,O,X
OLZISTJ,O,X,O,O,X,X
OLZISJT,O,X,O,O,X,X
OLZJTIS,X,O,O,X,O,X
OLZJTSI,X,O,O,X,O,X
OLZJITS,X,O,O,X,O,X
OLZJIST,O,O,O,O,O,X
OLZJSTI,O,O,O,O,O,X
OLZJSIT,O,O,O,O,O,O
OLZSTIJ,O,X,O,O,X,X
OLZSTJI,O,X,O,O,X,X
OLZSITJ,O,X,O,O,X,O
OLZSIJT,O,X,O,O,X,O
OLZSJTI,O,X,O,O,X,X
OLZSJIT,O,X,O,O,X,O
OJTILSZ,O,O,O,X,O,O
OJTILZS,O,O,O,X,O,O
OJTISLZ,O,O,O,X,O,O
OJTISZL,O,O,O,X,O,O
OJTIZLS,O,O,O,X,O,O
OJTIZSL,O,O,O,X,O,O
OJTLISZ,O,O,O,X,O,X
OJTLIZS,O,O,O,X,O,X
OJTLSIZ,O,O,O,X,O,X
OJTLSZI,O,O,O,X,O,X
OJTLZIS,O,O,O,X,O,X
OJTLZSI,O,O,O,X,O,X
OJTSILZ,O,O,O,X,O,X
OJTSIZL,O,O,O,X,O,X
OJTSLIZ,O,O,O,X,O,X
OJTSLZI,O,O,O,X,O,X
OJTSZIL,O,O,O,X,O,X
OJTSZLI,O,O,O,X,O,X
OJTZILS,O,O,O,X,O,O
OJTZISL,O,O,O,X,O,O
OJTZLIS,O,O,O,X,O,X
OJTZLSI,O,O,O,X,O,X
OJTZSIL,O,O,O,X,O,X
OJTZSLI,O,O,O,X,O,X
OJITLSZ,O,O,O,X,O,X
OJITLZS,O,O,O,X,O,X
OJITSLZ,O,O,O,X,O,O
OJITSZL,O,O,O,X,O,O
OJITZLS,O,O,O,X,O,X
OJITZSL,O,O,O,X,O,O
OJILTSZ,X,O,O,X,X,X
OJILTZS,X,O,O,X,O,X
OJILSTZ,O,O,O,X,X,O
OJILSZT,O,O,O,X,O,O
OJILZTS,X,O,O,X,O,X
OJILZST,O,O,O,X,O,O
OJISTLZ,X,O,O,X,X,O
OJISTZL,X,O,O,X,X,O
OJISLTZ,X,O,O,X,X,O
OJISLZT,X,O,O,X,O,O
OJISZTL,X,O,O,X,X,O
OJISZLT,X,O,O,X,O,O
OJIZTLS,O,O,O,X,O,X
OJIZTSL,O,O,O,X,O,O
OJIZLTS,X,O,O,X,O,X
OJIZLST,O,O,O,X,O,O
OJIZSTL,X,O,O,X,X,O
OJIZSLT,X,O,O,X,O,O
OJLTISZ,X,O,O,X,O,X
OJLTIZS,X,O,O,X,O,X
OJLTSIZ,X,O,O,X,O,X
OJLTSZI,X,O,O,X,O,X
OJLTZIS,X,O,O,X,O,X
OJLTZSI,X,O,O,X,O,X
OJLITSZ,X,O,O,X,X,X
OJLITZS,X,O,O,X,O,X
OJLISTZ,O,O,O,X,X,X
OJLISZT,O,O,O,X,O,X
OJLIZTS,X,O,O,X,O,X
OJLIZST,O,O,O,X,O,X
