sequence,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhB6oBXmBm?nBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhBynB+oBX?mBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeeFJvhFChBxiBlmBc?sBToB3qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JexAJvhFXiB6oBllBz?nBUqBmrB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeiAJvhFzhBGjBUoBR?qBFsB3qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8Je/FJvhFRhBziB+oBi?mBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JezBJvhFfoB6oBRqBF?sBOqB8qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhBVrBasBG?oBXoBUqB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeyFJvhFUiBGjBfsBV?tBRqBTqB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JemAJvhFUiBFjBfsBS?tBRqBTqB
JIZTSLO,O,O,O,O,O,O,X,X,X,X
JIZTSOL,O,O,X,O,O,O,X,X,X,X
JIZTOLS,O,O,O,O,O,O,X,O,X,X
JIZTOSL,X,X,O,O,O,O,X,X,X,X
JIZLTSO,O,O,O,O,O,X,X,O,X,O
JIZLTOS,O,O,O,O,O,X,X,O,X,X
JIZLSTO,O,O,X,O,O,O,X,X,X,O
JIZLSOT,O,O,X,O,X,O,X,X,X,O
JIZLOTS,O,O,X,X,O,X,X,X,X,X
JIZLOST,O,O,X,X,X,O,X,X,X,X
JIZSTLO,O,O,O,O,O,O,X,X,X,O
JIZSTOL,O,O,X,O,O,O,X,X,X,O
JIZSLTO,O,O,X,O,O,O,X,X,X,O
JIZSLOT,O,O,X,O,X,O,X,X,X,O
JIZSOTL,O,O,X,O,X,O,X,X,X,O
JIZSOLT,O,O,X,O,X,O,X,X,X,O
JIZOTLS,O,O,O,O,O,O,X,O,X,X
JIZOTSL,O,X,O,O,O,O,X,X,X,X
JIZOLTS,O,O,O,O,O,X,X,X,X,X
JIZOLST,O,O,X,O,X,O,X,X,X,X
JIZOSTL,O,O,O,O,X,O,X,X,X,X
JIZOSLT,O,O,X,O,X,O,X,X,X,X
JIOTLSZ,X,X,X,O,X,X,X,X,X,X
JIOTLZS,X,X,O,O,X,O,X,X,X,X
JIOTSLZ,X,X,X,O,X,X,X,X,X,X
JIOTSZL,X,X,X,O,X,X,X,X,X,X
JIOTZLS,X,X,O,O,X,O,X,X,X,X
JIOTZSL,X,X,O,O,X,O,X,X,X,X
JIOLTSZ,X,X,X,O,X,X,X,O,X,O
JIOLTZS,X,X,X,O,X,X,X,O,X,X
JIOLSTZ,O,X,X,O,X,X,X,X,X,O
JIOLSZT,O,X,X,O,X,X,X,X,X,O
JIOLZTS,O,X,O,O,X,X,X,X,X,X
JIOLZST,O,X,X,O,X,O,X,X,X,X
JIOSTLZ,O,X,X,O,X,X,X,X,X,X
JIOSTZL,X,X,X,O,X,X,X,X,X,X
JIOSLTZ,O,X,X,O,X,X,X,X,X,O
JIOSLZT,O,X,X,O,X,X,X,X,X,O
JIOSZTL,O,X,O,O,X,X,X,X,X,O
JIOSZLT,O,X,X,O,X,X,X,X,X,O
JIOZTLS,O,X,O,O,X,O,X,X,X,X
JIOZTSL,X,X,O,O,X,O,X,X,X,X
JIOZLTS,O,X,O,O,X,X,X,X,X,X
JIOZLST,O,X,X,O,X,O,X,X,X,X
JIOZSTL,O,X,O,O,X,O,X,X,X,X
JIOZSLT,O,X,X,O,X,O,X,X,X,X
JLTISZO,O,O,X,O,X,X,X,O,X,O
JLTISOZ,O,O,X,O,X,X,X,O,X,O
JLTIZSO,O,O,O,O,X,O,X,O,X,O
JLTIZOS,O,O,O,X,X,O,X,O,X,X
JLTIOSZ,O,O,X,O,X,X,X,O,X,O
JLTIOZS,O,O,O,O,X,O,X,O,X,X
JLTSIZO,O,O,X,O,X,X,X,O,X,O
JLTSIOZ,O,O,X,O,X,X,X,O,X,O
JLTSZIO,O,O,O,O,X,O,X,O,X,O
JLTSZOI,O,O,O,O,X,O,X,O,X,X
JLTSOIZ,O,O,X,O,X,X,X,O,X,X
JLTSOZI,O,O,O,O,X,O,X,O,X,X
JLTZISO,O,O,O,O,X,O,X,O,X,X
JLTZIOS,O,O,O,O,X,O,X,O,X,X
JLTZSIO,O,O,O,O,X,O,X,O,X,X
JLTZSOI,O,O,O,O,X,O,X,O,X,X
JLTZOIS,O,O,O,O,X,O,X,O,X,X
JLTZOSI,O,O,O,O,X,O,X,O,X,X
JLTOISZ,O,O,X,O,X,X,X,O,X,X
JLTOIZS,O,O,O,O,X,O,X,O,X,X
JLTOSIZ,O,O,X,O,X,X,X,O,X,X
JLTOSZI,O,O,O,O,X,O,X,O,X,X
JLTOZIS,O,O,O,O,X,O,X,O,X,X
JLTOZSI,O,O,O,O,X,O,X,O,X,X
JLITSZO,O,O,X,O,X,X,X,O,X,O
JLITSOZ,O,O,X,O,X,X,X,O,X,O
JLITZSO,O,O,X,O,X,X,X,O,X,O
JLITZOS,O,O,X,X,X,X,X,O,X,X
JLITOSZ,X,X,X,O,X,X,X,O,X,O
JLITOZS,X,X,X,X,X,X,X,O,X,X
JLISTZO,O,O,X,O,X,X,O,O,X,O
JLISTOZ,O,O,X,O,X,X,O,O,X,O
JLISZTO,O,O,X,O,X,X,X,X,X,O
JLISZOT,O,O,X,O,X,X,X,X,X,O
JLISOTZ,O,O,X,O,X,X,X,X,X,O
JLISOZT,O,O,X,O,X,X,X,X,X,O
JLIZTSO,O,O,X,O,X,X,X,O,X,O
JLIZTOS,O,O,X,O,X,X,X,O,X,X
JLIZSTO,O,O,X,O,X,O,X,X,X,O
JLIZSOT,O,O,X,O,X,O,X,X,X,O
JLIZOTS,O,O,X,X,X,X,X,X,X,X
JLIZOST,O,O,X,X,X,O,X,X,X,X
JLIOTSZ,X,X,X,X,X,X,X,O,X,O
JLIOTZS,X,X,X,X,X,X,X,O,X,X
JLIOSTZ,O,O,X,X,X,X,X,X,X,O
JLIOSZT,O,O,X,X,X,X,X,X,X,O
JLIOZTS,O,O,X,X,X,X,X,X,X,X
JLIOZST,O,O,X,X,X,O,X,X,X,X
JLSTIZO,O,O,X,O,X,X,O,O,X,O
JLSTIOZ,O,O,X,O,X,X,O,O,X,O
JLSTZIO,O,O,X,O,X,X,X,O,X,O
JLSTZOI,O,O,X,O,X,X,X,O,X,X
JLSTOIZ,O,O,X,O,X,X,O,O,X,X
JLSTOZI,O,O,X,O,X,X,X,O,X,X
JLSITZO,O,O,X,O,X,X,O,O,X,O
JLSITOZ,O,O,X,O,X,X,O,O,X,O
JLSIZTO,O,O,X,O,X,X,X,X,X,O
JLSIZOT,O,O,X,O,X,X,X,X,X,O
JLSIOTZ,O,O,X,O,X,X,X,X,X,O
JLSIOZT,O,O,X,O,X,X,X,X,X,O
JLSZTIO,O,O,X,O,X,O,X,X,X,O
JLSZTOI,O,O,X,O,X,O,X,X,X,X
JLSZITO,O,O,X,O,X,O,X,X,X,O
JLSZIOT,O,O,X,O,X,O,X,X,X,O
JLSZOTI,O,O,X,O,X,O,X,X,X,X
JLSZOIT,O,O,X,O,X,O,X,X,X,X
JLSOTIZ,O,O,X,O,X,X,X,X,X,X
JLSOTZI,O,O,X,O,X,X,X,X,X,X
JLSOITZ,O,O,X,O,X,X,X,X,X,X
JLSOIZT,O,O,X,O,X,X,X,X,X,X
JLSOZTI,O,O,X,O,X,O,X,X,X,X
JLSOZIT,O,O,X,O,X,O,X,X,X,X
JLZTISO,O,O,O,O,X,O,X,O,X,X
JLZTIOS,O,O,O,O,X,O,X,O,X,X
JLZTSIO,O,O,O,O,X,O,X,O,X,X
JLZTSOI,O,O,O,O,X,O,X,O,X,X
JLZTOIS,O,O,O,O,X,O,X,O,X,X
JLZTOSI,O,O,O,O,X,O,X,O,X,X
JLZITSO,O,O,O,O,X,X,X,O,X,X
JLZITOS,O,O,O,O,X,X,X,O,X,X
JLZISTO,O,O,X,O,X,O,X,X,X,X
JLZISOT,O,O,X,O,X,O,X,X,X,X
JLZIOTS,O,O,X,X,X,X,X,X,X,X
JLZIOST,O,O,X,X,X,O,X,X,X,X
JLZSTIO,O,O,X,O,X,O,X,X,X,X
JLZSTOI,O,O,X,O,X,O,X,X,X,X
JLZSITO,O,O,X,O,X,O,X,X,X,X
JLZSIOT,O,O,X,O,X,O,X,X,X,X
JLZSOTI,O,O,X,O,X,O,X,X,X,X
JLZSOIT,O,O,X,O,X,O,X,X,X,X
JLZOTIS,O,O,O,O,X,O,X,O,X,X
JLZOTSI,O,O,O,O,X,O,X,O,X,X
JLZOITS,O,O,O,O,X,X,X,X,X,X
JLZOIST,O,O,X,O,X,O,X,X,X,X
JLZOSTI,O,O,X,O,X,O,X,X,X,X
JLZOSIT,O,O,X,O,X,O,X,X,X,X
JLOTISZ,X,X,X,O,X,X,X,O,X,X
JLOTIZS,X,X,O,O,X,O,X,O,X,X
JLOTSIZ,X,X,X,O,X,X,X,O,X,X
JLOTSZI,X,X,O,O,X,O,X,O,X,X
JLOTZIS,X,X,O,O,X,O,X,O,X,X
JLOTZSI,X,X,O,O,X,O,X,O,X,X
JLOITSZ,X,X,X,O,X,X,X,O,X,X
JLOITZS,X,X,X,O,X,X,X,O,X,X
JLOISTZ,O,O,X,O,X,X,X,X,X,X
JLOISZT,O,O,X,O,X,X,X,X,X,X
JLOIZTS,O,O,O,O,X,X,X,X,X,X
JLOIZST,O,O,X,O,X,O,X,X,X,X
JLOSTIZ,O,O,X,O,X,X,X,X,X,X
JLOSTZI,O,O,X,O,X,X,X,X,X,X
JLOSITZ,O,O,X,O,X,X,X,X,X,X
JLOSIZT,O,O,X,O,X,X,X,X,X,X
JLOSZTI,O,O,X,O,X,O,X,X,X,X
JLOSZIT,O,O,X,O,X,O,X,X,X,X
JLOZTIS,O,O,O,O,X,O,X,X,X,X
JLOZTSI,O,O,O,O,X,O,X,X,X,X
JLOZITS,O,O,O,O,X,X,X,X,X,X
JLOZIST,O,O,X,O,X,O,X,X,X,X
JLOZSTI,O,O,X,O,X,O,X,X,X,X
JLOZSIT,O,O,X,O,X,O,X,X,X,X
JSTILZO,O,O,O,O,X,X,O,X,O,X
JSTILOZ,O,O,O,O,X,X,O,X,O,X
JSTIZLO,O,O,X,O,X,X,X,X,O,X
JSTIZOL,O,O,X,O,X,X,X,X,O,X
JSTIOLZ,O,O,O,O,X,X,O,X,O,X
JSTIOZL,O,O,X,O,X,X,X,X,O,X
JSTLIZO,O,O,O,O,X,X,O,O,O,X
JSTLIOZ,O,O,O,O,X,X,O,O,O,X
JSTLZIO,O,O,O,O,X,O,X,O,O,X
JSTLZOI,O,O,O,O,X,O,X,O,X,X
JSTLOIZ,O,O,O,O,X,X,O,O,X,X
JSTLOZI,O,O,O,O,X,O,X,O,X,X
JSTZILO,O,O,O,O,X,O,X,X,O,X
JSTZIOL,O,O,O,O,X,O,X,X,O,X
JSTZLIO,O,O,O,O,X,O,X,O,O,X
JSTZLOI,O,O,O,O,X,O,X,O,X,X
JSTZOIL,O,O,O,O,X,O,X,X,O,X
JSTZOLI,O,O,O,O,X,O,X,O,X,X
JSTOILZ,O,O,O,O,X,X,O,X,O,X
JSTOIZL,O,O,O,O,X,X,X,X,O,X
JSTOLIZ,O,O,O,O,X,X,O,O,X,X
JSTOLZI,O,O,O,O,X,O,X,O,X,X
JSTOZIL,O,O,O,O,X,O,X,X,O,X
JSTOZLI,O,O,O,O,X,O,X,X,X,X
JSITLZO,O,O,O,O,X,X,O,X,O,O
JSITLOZ,O,O,O,O,X,X,O,X,O,O
JSITZLO,O,O,X,O,X,X,X,X,O,O
JSITZOL,O,O,X,O,X,X,X,X,O,O
JSITOLZ,O,O,O,O,X,X,O,X,O,X
JSITOZL,O,O,X,O,X,X,X,X,O,X
JSILTZO,O,O,O,O,X,X,O,O,O,O
JSILTOZ,O,O,O,O,X,X,O,O,O,O
JSILZTO,O,O,O,O,X,X,X,X,O,O
JSILZOT,O,O,O,O,X,X,X,X,X,O
JSILOTZ,O,O,O,O,X,X,X,X,X,O
JSILOZT,O,O,O,O,X,X,X,X,X,O
JSIZTLO,O,O,O,O,X,X,X,X,O,O
JSIZTOL,O,O,O,O,X,X,X,X,O,O
JSIZLTO,O,O,O,O,X,X,X,X,O,O
JSIZLOT,O,O,O,O,X,X,X,X,X,O
JSIZOTL,O,O,O,O,X,X,X,X,X,O
JSIZOLT,O,O,O,O,X,X,X,X,X,O
JSIOTLZ,O,O,O,O,X,X,X,X,X,X
JSIOTZL,O,O,O,O,X,X,X,X,X,X
JSIOLTZ,O,O,O,O,X,X,X,X,X,O
JSIOLZT,O,O,O,O,X,X,X,X,X,O
JSIOZTL,O,O,O,O,X,X,X,X,X,O
JSIOZLT,O,O,O,O,X,X,X,X,X,O
JSLTIZO,O,O,O,O,X,X,O,O,X,O
JSLTIOZ,O,O,O,O,X,X,O,O,X,O
JSLTZIO,O,O,O,O,X,X,X,O,X,O
JSLTZOI,O,O,O,O,X,X,X,O,X,X
JSLTOIZ,O,O,O,O,X,X,O,O,X,X
JSLTOZI,O,O,O,O,X,X,X,O,X,X
JSLITZO,O,O,O,O,X,X,O,O,X,O
JSLITOZ,O,O,O,O,X,X,O,O,X,O
JSLIZTO,O,O,O,O,X,X,X,X,X,O
JSLIZOT,O,O,O,O,X,X,X,X,X,O
JSLIOTZ,O,O,O,O,X,X,X,X,X,O
JSLIOZT,O,O,O,O,X,X,X,X,X,O
JSLZTIO,O,O,O,O,X,O,X,X,X,O
JSLZTOI,O,O,O,O,X,O,X,X,X,X
JSLZITO,O,O,O,O,X,O,X,X,X,O
JSLZIOT,O,O,O,O,X,O,X,X,X,O
JSLZOTI,O,O,O,O,X,O,X,X,X,X
JSLZOIT,O,O,O,O,X,O,X,X,X,X
JSLOTIZ,O,O,O,O,X,X,X,X,X,X
JSLOTZI,O,O,O,O,X,X,X,X,X,X
JSLOITZ,O,O,O,O,X,X,X,X,X,X
JSLOIZT,O,O,O,O,X,X,X,X,X,X
JSLOZTI,O,O,O,O,X,O,X,X,X,X
JSLOZIT,O,O,O,O,X,O,X,X,X,X
JSZTILO,O,O,O,O,X,O,X,X,O,O
JSZTIOL,O,O,O,O,X,O,X,X,O,O
JSZTLIO,O,O,O,O,X,O,X,O,O,X
JSZTLOI,O,O,O,O,X,O,X,O,X,X
JSZTOIL,O,O,O,O,X,O,X,X,O,X
JSZTOLI,O,O,O,O,X,O,X,O,X,X
JSZITLO,O,O,O,O,X,O,X,X,O,O
JSZITOL,O,O,O,O,X,O,X,X,O,O
JSZILTO,O,O,O,O,X,O,X,X,O,O
JSZILOT,O,O,O,O,X,O,X,X,X,O
JSZIOTL,O,O,O,O,X,O,X,X,X,O
JSZIOLT,O,O,O,O,X,O,X,X,X,O
JSZLTIO,O,O,O,O,X,O,X,X,X,O
JSZLTOI,O,O,O,O,X,O,X,X,X,X
JSZLITO,O,O,O,O,X,O,X,X,X,O
JSZLIOT,O,O,O,O,X,O,X,X,X,O
JSZLOTI,O,O,O,O,X,O,X,X,X,X
JSZLOIT,O,O,O,O,X,O,X,X,X,X
JSZOTIL,O,O,O,O,X,O,X,X,X,X
JSZOTLI,O,O,O,O,X,O,X,O,X,X
JSZOITL,O,O,O,O,X,O,X,X,X,X
JSZOILT,O,O,O,O,X,O,X,X,X,X
JSZOLTI,O,O,O,O,X,O,X,X,X,X
JSZOLIT,O,O,O,O,X,O,X,X,X,X
JSOTILZ,O,O,O,O,X,X,X,X,X,X
JSOTIZL,O,O,O,O,X,X,X,X,X,X
JSOTLIZ,O,O,O,O,X,X,X,X,X,X
JSOTLZI,O,O,O,O,X,O,X,X,X,X
JSOTZIL,O,O,O,O,X,O,X,X,X,X
JSOTZLI,O,O,O,O,X,O,X,X,X,X
JSOITLZ,O,O,O,O,X,X,X,X,X,X
JSOITZL,O,O,O,O,X,X,X,X,X,X
JSOILTZ,O,O,O,O,X,X,X,X,X,X
JSOILZT,O,O,O,O,X,X,X,X,X,X
JSOIZTL,O,O,O,O,X,X,X,X,X,X
JSOIZLT,O,O,O,O,X,X,X,X,X,X
JSOLTIZ,O,O,O,O,X,X,X,X,X,X
JSOLTZI,O,O,O,O,X,X,X,X,X,X
JSOLITZ,O,O,O,O,X,X,X,X,X,X
JSOLIZT,O,O,O,O,X,X,X,X,X,X
JSOLZTI,O,O,O,O,X,O,X,X,X,X
JSOLZIT,O,O,O,O,X,O,X,X,X,X
JSOZTIL,O,O,O,O,X,O,X,X,X,X
JSOZTLI,O,O,O,O,X,O,X,X,X,X
JSOZITL,O,O,O,O,X,O,X,X,X,X
JSOZILT,O,O,O,O,X,O,X,X,X,X
JSOZLTI,O,O,O,O,X,O,X,X,X,X
JSOZLIT,O,O,O,O,X,O,X,X,X,X
JZTILSO,O,O,O,O,O,O,X,O,X,X
JZTILOS,O,O,O,O,O,O,X,O,X,X
JZTISLO,O,O,O,O,O,O,X,X,X,X
JZTISOL,O,O,O,O,O,O,X,X,X,X
JZTIOLS,O,O,O,O,O,O,X,O,X,X
JZTIOSL,O,X,O,O,O,O,X,X,X,X
JZTLISO,O,O,O,O,O,O,X,O,X,X
JZTLIOS,O,O,O,O,O,O,X,O,X,X
JZTLSIO,O,O,O,O,X,O,X,O,X,X
JZTLSOI,O,O,O,O,X,O,X,O,X,X
JZTLOIS,O,O,O,O,O,O,X,O,X,X
JZTLOSI,O,O,O,O,X,O,X,O,X,X
JZTSILO,O,O,O,O,O,O,X,X,X,X
JZTSIOL,O,O,O,O,O,O,X,X,X,X
JZTSLIO,O,O,O,O,X,O,X,O,X,X
JZTSLOI,O,O,O,O,X,O,X,O,X,X
JZTSOIL,O,O,O,O,O,O,X,X,X,X
JZTSOLI,O,O,O,O,X,O,X,O,X,X
JZTOILS,O,O,O,O,O,O,X,O,X,X
JZTOISL,O,X,O,O,O,O,X,X,X,X
JZTOLIS,O,O,O,O,O,O,X,O,X,X
JZTOLSI,O,O,O,O,X,O,X,O,X,X
JZTOSIL,O,O,O,O,O,O,X,X,X,X
JZTOSLI,O,O,O,O,X,O,X,O,X,X
JZITLSO,O,O,O,O,O,O,X,O,X,X
JZITLOS,O,O,O,O,O,O,X,O,X,X
JZITSLO,O,O,O,O,O,O,X,X,X,X
JZITSOL,O,O,O,O,O,O,X,X,X,X
JZITOLS,O,O,O,O,O,O,X,O,X,X
JZITOSL,X,X,O,O,O,O,X,X,X,X
JZILTSO,O,O,O,O,O,X,X,O,X,X
JZILTOS,O,O,O,O,O,X,X,O,X,X
JZILSTO,O,O,X,O,O,O,X,X,X,X
JZILSOT,O,O,X,O,X,O,X,X,X,X
JZILOTS,O,O,X,X,O,X,X,X,X,X
JZILOST,O,O,X,X,X,O,X,X,X,X
JZISTLO,O,O,O,O,O,O,X,X,X,X
JZISTOL,O,O,O,O,O,O,X,X,X,X
JZISLTO,O,O,O,O,O,O,X,X,X,X
JZISLOT,O,O,O,O,X,O,X,X,X,X
JZISOTL,O,O,O,O,X,O,X,X,X,X
JZISOLT,O,O,O,O,X,O,X,X,X,X
JZIOTLS,O,O,O,O,O,O,X,O,X,X
JZIOTSL,O,X,O,O,O,O,X,X,X,X
JZIOLTS,O,O,O,O,O,X,X,X,X,X
JZIOLST,O,O,X,O,X,O,X,X,X,X
JZIOSTL,O,O,O,O,X,O,X,X,X,X
JZIOSLT,O,O,X,O,X,O,X,X,X,X
JZLTISO,O,O,O,O,O,O,X,O,X,X
JZLTIOS,O,O,O,O,O,O,X,O,X,X
JZLTSIO,O,O,O,O,X,O,X,O,X,X
JZLTSOI,O,O,O,O,X,O,X,O,X,X
JZLTOIS,O,O,O,O,O,O,X,O,X,X
JZLTOSI,O,O,O,O,X,O,X,O,X,X
JZLITSO,O,O,O,O,O,X,X,O,X,X
JZLITOS,O,O,O,O,O,X,X,O,X,X
JZLISTO,O,O,X,O,O,O,X,X,X,X
JZLISOT,O,O,X,O,X,O,X,X,X,X
JZLIOTS,O,O,X,X,O,X,X,X,X,X
JZLIOST,O,O,X,X,X,O,X,X,X,X
JZLSTIO,O,O,X,O,X,O,X,X,X,X
JZLSTOI,O,O,X,O,X,O,X,X,X,X
JZLSITO,O,O,X,O,X,O,X,X,X,X
JZLSIOT,O,O,X,O,X,O,X,X,X,X
JZLSOTI,O,O,X,O,X,O,X,X,X,X
JZLSOIT,O,O,X,O,X,O,X,X,X,X
JZLOTIS,O,O,O,O,X,O,X,O,X,X
JZLOTSI,O,O,O,O,X,O,X,O,X,X
JZLOITS,O,O,O,O,X,X,X,X,X,X
JZLOIST,O,O,X,O,X,O,X,X,X,X
JZLOSTI,O,O,X,O,X,O,X,X,X,X
JZLOSIT,O,O,X,O,X,O,X,X,X,X
JZSTILO,O,O,O,O,O,O,X,X,X,X
JZSTIOL,O,O,O,O,O,O,X,X,X,X
JZSTLIO,O,O,O,O,X,O,X,O,X,X
JZSTLOI,O,O,O,O,X,O,X,O,X,X
JZSTOIL,O,O,O,O,O,O,X,X,X,X
JZSTOLI,O,O,O,O,X,O,X,O,X,X
JZSITLO,O,O,O,O,O,O,X,X,X,X
JZSITOL,O,O,O,O,O,O,X,X,X,X
JZSILTO,O,O,O,O,O,O,X,X,X,X
JZSILOT,O,O,O,O,X,O,X,X,X,X
JZSIOTL,O,O,O,O,X,O,X,X,X,X
JZSIOLT,O,O,O,O,X,O,X,X,X,X
JZSLTIO,O,O,O,O,X,O,X,X,X,X
JZSLTOI,O,O,O,O,X,O,X,X,X,X
JZSLITO,O,O,O,O,X,O,X,X,X,X
JZSLIOT,O,O,O,O,X,O,X,X,X,X
JZSLOTI,O,O,O,O,X,O,X,X,X,X
JZSLOIT,O,O,O,O,X,O,X,X,X,X
JZSOTIL,O,O,O,O,X,O,X,X,X,X
JZSOTLI,O,O,O,O,X,O,X,O,X,X
JZSOITL,O,O,O,O,X,O,X,X,X,X
JZSOILT,O,O,O,O,X,O,X,X,X,X
JZSOLTI,O,O,O,O,X,O,X,X,X,X
JZSOLIT,O,O,O,O,X,O,X,X,X,X
JZOTILS,O,O,O,O,O,O,X,O,X,X
JZOTISL,O,X,O,O,O,O,X,X,X,X
JZOTLIS,O,O,O,O,O,O,X,O,X,X
JZOTLSI,O,O,O,O,X,O,X,O,X,X
JZOTSIL,O,O,O,O,O,O,X,X,X,X
JZOTSLI,O,O,O,O,X,O,X,O,X,X
JZOITLS,O,O,O,O,O,O,X,O,X,X
JZOITSL,O,X,O,O,O,O,X,X,X,X
JZOILTS,O,O,O,O,O,X,X,X,X,X
JZOILST,O,O,X,O,X,O,X,X,X,X
JZOISTL,O,O,O,O,X,O,X,X,X,X
JZOISLT,O,O,O,O,X,O,X,X,X,X
JZOLTIS,O,O,O,O,X,O,X,O,X,X
JZOLTSI,O,O,O,O,X,O,X,O,X,X
JZOLITS,O,O,O,O,X,X,X,X,X,X
JZOLIST,O,O,X,O,X,O,X,X,X,X
JZOLSTI,O,O,X,O,X,O,X,X,X,X
JZOLSIT,O,O,X,O,X,O,X,X,X,X
JZOSTIL,O,O,O,O,X,O,X,X,X,X
JZOSTLI,O,O,O,O,X,O,X,O,X,X
JZOSITL,O,O,O,O,X,O,X,X,X,X
JZOSILT,O,O,O,O,X,O,X,X,X,X
JZOSLTI,O,O,O,O,X,O,X,X,X,X
JZOSLIT,O,O,O,O,X,O,X,X,X,X
JOTILSZ,X,X,X,O,X,X,X,O,X,X
JOTILZS,X,X,O,O,X,O,X,O,X,X
JOTISLZ,X,X,X,O,X,X,X,X,X,X
JOTISZL,X,X,X,O,X,X,X,X,X,X
JOTIZLS,X,X,O,O,X,O,X,X,X,X
JOTIZSL,X,X,O,O,X,O,X,X,X,X
JOTLISZ,X,O,X,O,X,X,X,O,X,X
JOTLIZS,X,O,O,O,X,O,X,O,X,X
JOTLSIZ,X,O,X,O,X,X,X,O,X,X
JOTLSZI,X,O,O,O,X,O,X,O,X,X
JOTLZIS,X,O,O,O,X,O,X,O,X,X
JOTLZSI,X,O,O,O,X,O,X,O,X,X
JOTSILZ,X,O,O,O,X,X,X,X,X,X
JOTSIZL,X,O,X,O,X,X,X,X,X,X
JOTSLIZ,X,O,O,O,X,X,X,O,X,X
JOTSLZI,X,O,O,O,X,O,X,O,X,X
JOTSZIL,X,O,X,O,X,O,X,X,X,X
JOTSZLI,X,O,O,O,X,O,X,X,X,X
JOTZILS,X,O,O,O,X,O,X,O,X,X
JOTZISL,X,X,O,O,X,O,X,X,X,X
JOTZLIS,X,O,O,O,X,O,X,O,X,X
JOTZLSI,X,O,O,O,X,O,X,O,X,X
JOTZSIL,X,O,O,O,X,O,X,X,X,X
JOTZSLI,X,O,O,O,X,O,X,O,X,X
JOITLSZ,X,X,X,O,X,X,X,X,X,X
JOITLZS,X,X,O,O,X,O,X,X,X,X
JOITSLZ,X,X,X,O,X,X,X,X,X,X
JOITSZL,X,X,X,O,X,X,X,X,X,X
JOITZLS,X,X,O,O,X,O,X,X,X,X
JOITZSL,X,X,O,O,X,O,X,X,X,X
JOILTSZ,X,X,X,O,X,X,X,O,X,X
JOILTZS,X,X,X,O,X,X,X,O,X,X
JOILSTZ,O,X,X,O,X,X,X,X,X,X
JOILSZT,O,X,X,O,X,X,X,X,X,X
JOILZTS,O,X,O,O,X,X,X,X,X,X
JOILZST,O,X,X,O,X,O,X,X,X,X
JOISTLZ,O,X,O,O,X,X,X,X,X,X
JOISTZL,X,X,O,O,X,X,X,X,X,X
JOISLTZ,O,X,O,O,X,X,X,X,X,X
JOISLZT,O,X,O,O,X,X,X,X,X,X
JOISZTL,O,X,O,O,X,X,X,X,X,X
JOISZLT,O,X,O,O,X,X,X,X,X,X
JOIZTLS,O,X,O,O,X,O,X,X,X,X
JOIZTSL,X,X,O,O,X,O,X,X,X,X
JOIZLTS,O,X,O,O,X,X,X,X,X,X
JOIZLST,O,X,X,O,X,O,X,X,X,X
JOIZSTL,O,X,O,O,X,O,X,X,X,X
JOIZSLT,O,X,O,O,X,O,X,X,X,X
JOLTISZ,X,X,X,O,X,X,X,O,X,X
JOLTIZS,X,X,O,O,X,O,X,O,X,X
JOLTSIZ,X,X,X,O,X,X,X,O,X,X
JOLTSZI,X,X,O,O,X,O,X,O,X,X
JOLTZIS,X,X,O,O,X,O,X,O,X,X
JOLTZSI,X,X,O,O,X,O,X,O,X,X
JOLITSZ,X,X,X,O,X,X,X,O,X,X
JOLITZS,X,X,X,O,X,X,X,O,X,X
JOLISTZ,O,O,X,O,X,X,X,X,X,X
JOLISZT,O,O,X,O,X,X,X,X,X,X
JOLIZTS,O,O,O,O,X,X,X,X,X,X
JOLIZST,O,O,X,O,X,O,X,X,X,X
JOLSTIZ,O,O,X,O,X,X,X,X,X,X
JOLSTZI,O,O,X,O,X,X,X,X,X,X
JOLSITZ,O,O,X,O,X,X,X,X,X,X
JOLSIZT,O,O,X,O,X,X,X,X,X,X
JOLSZTI,O,O,X,O,X,O,X,X,X,X
JOLSZIT,O,O,X,O,X,O,X,X,X,X
JOLZTIS,O,O,O,O,X,O,X,X,X,X
JOLZTSI,O,O,O,O,X,O,X,X,X,X
JOLZITS,O,O,O,O,X,X,X,X,X,X
JOLZIST,O,O,X,O,X,O,X,X,X,X
JOLZSTI,O,O,X,O,X,O,X,X,X,X
JOLZSIT,O,O,X,O,X,O,X,X,X,X
JOSTILZ,O,O,O,O,X,X,X,X,X,X
JOSTIZL,X,O,O,O,X,X,X,X,X,X
JOSTLIZ,O,O,O,O,X,X,X,X,X,X
JOSTLZI,O,O,O,O,X,O,X,X,X,X
JOSTZIL,X,O,O,O,X,O,X,X,X,X
JOSTZLI,X,O,O,O,X,O,X,X,X,X
