sequence,v115@GhA8HeB8HeB8BeC8AeD8Jex/IvhF8lBzhBunBikB3p?BlrB,v115@GhA8HeB8HeB8BeC8AeD8JeZEJvhFzfBfmBlhBunB8r?BCqB,v115@GhA8HeB8HeB8BeC8AeD8Jei/IvhFRhBunBFlBXmB8r?BTpB,v115@GhA8HeB8HeB8BeC8AeD8Jex/IvhF0hBliB2pBzlBCs?B3pB,v115@GhA8HeB8HeB8BeC8AeD8JeUBJvhFRiB/pBFlBTnBGr?BipB,v115@GhA8HeB8HeB8BeC8AeD8Je2EJvhFRhB3iBFmBUlBTp?BCsB,v115@GhA8HeB8HeB8BeC8AeD8JexAJvhFliB6pBTlB/rBUn?BOpB
ZTOILJS,O,X,O,O,X,X,X
ZTOILSJ,X,X,O,O,X,X,O
ZTOIJLS,O,X,O,X,X,X,X
ZTOIJSL,O,O,O,X,X,O,X
ZTOISLJ,O,O,O,X,X,X,O
ZTOISJL,O,O,O,X,X,O,O
ZTOLIJS,O,X,O,O,X,O,X
ZTOLISJ,X,X,O,O,X,O,O
ZTOLJIS,O,X,O,O,X,O,X
ZTOLJSI,O,X,O,O,X,O,O
ZTOLSIJ,O,X,O,O,X,O,O
ZTOLSJI,O,X,O,O,X,O,O
ZTOJILS,O,X,O,O,X,X,X
ZTOJISL,O,O,O,X,X,O,X
ZTOJLIS,O,X,O,O,X,O,X
ZTOJLSI,O,X,O,O,X,O,O
ZTOJSIL,O,O,O,X,X,O,O
ZTOJSLI,O,O,O,X,X,O,O
ZTOSILJ,O,O,O,X,X,X,O
ZTOSIJL,O,O,O,X,X,O,O
ZTOSLIJ,O,O,O,X,X,X,O
ZTOSLJI,O,O,O,X,X,X,O
ZTOSJIL,O,O,O,X,X,O,O
ZTOSJLI,O,O,O,X,X,O,O
ZITLJSO,X,O,O,X,X,X,X
ZITLJOS,O,O,O,X,X,X,X
ZITLSJO,X,O,O,X,X,X,X
ZITLSOJ,X,O,O,X,X,X,O
ZITLOJS,O,O,O,X,X,X,X
ZITLOSJ,X,O,X,X,X,X,O
ZITJLSO,X,O,O,X,X,X,X
ZITJLOS,O,O,O,X,X,X,X
ZITJSLO,O,O,O,X,X,X,X
ZITJSOL,O,O,O,X,X,X,X
ZITJOLS,O,X,O,X,X,X,X
ZITJOSL,O,O,O,X,X,X,X
ZITSLJO,O,O,O,X,X,X,X
ZITSLOJ,O,O,O,X,X,X,O
ZITSJLO,O,O,O,X,X,X,X
ZITSJOL,O,O,O,X,X,X,O
ZITSOLJ,O,O,O,X,X,X,O
ZITSOJL,O,O,O,X,X,X,O
ZITOLJS,O,X,O,X,X,X,X
ZITOLSJ,X,X,O,X,X,X,O
ZITOJLS,O,X,O,X,X,X,X
ZITOJSL,O,O,O,X,X,X,X
ZITOSLJ,O,O,O,X,X,X,O
ZITOSJL,O,O,O,X,X,X,O
ZILTJSO,X,O,O,X,X,X,X
ZILTJOS,O,O,O,X,X,X,X
ZILTSJO,X,O,O,X,X,X,X
ZILTSOJ,X,O,X,X,X,X,O
ZILTOJS,O,O,O,X,X,X,X
ZILTOSJ,X,O,X,X,X,X,O
ZILJTSO,X,O,O,X,X,X,X
ZILJTOS,O,O,O,X,X,X,X
ZILJSTO,X,O,O,X,X,X,X
ZILJSOT,X,O,O,X,X,X,X
ZILJOTS,X,O,O,X,X,X,X
ZILJOST,X,O,O,X,X,X,X
ZILSTJO,X,O,O,X,X,X,X
ZILSTOJ,X,O,O,X,X,X,X
ZILSJTO,X,O,O,X,X,X,X
ZILSJOT,X,O,O,X,X,X,X
ZILSOTJ,X,O,O,X,X,X,X
ZILSOJT,X,O,O,X,X,X,X
ZILOTJS,X,O,O,X,X,X,X
ZILOTSJ,X,O,O,X,X,X,O
ZILOJTS,X,O,O,X,X,X,X
ZILOJST,X,O,O,X,X,X,X
ZILOSTJ,X,O,O,X,X,X,X
ZILOSJT,X,O,O,X,X,X,X
ZIJTLSO,X,O,O,X,X,X,X
ZIJTLOS,O,O,O,X,X,X,X
ZIJTSLO,O,O,O,X,X,X,X
ZIJTSOL,O,O,O,X,X,X,X
ZIJTOLS,O,X,O,X,X,X,X
ZIJTOSL,O,O,O,X,X,X,X
ZIJLTSO,X,O,O,X,X,X,X
ZIJLTOS,O,O,O,X,X,X,X
ZIJLSTO,X,O,O,X,X,X,X
ZIJLSOT,X,O,O,X,X,X,X
ZIJLOTS,X,O,O,X,X,X,X
ZIJLOST,X,O,O,X,X,X,X
ZIJSTLO,O,O,O,X,X,X,X
ZIJSTOL,O,O,O,X,X,X,X
ZIJSLTO,O,O,O,X,X,X,X
ZIJSLOT,O,O,O,X,X,X,X
ZIJSOTL,O,O,O,X,X,X,X
ZIJSOLT,X,O,O,X,X,X,X
ZIJOTLS,O,X,O,X,X,X,X
ZIJOTSL,O,O,O,X,X,X,X
ZIJOLTS,X,O,O,X,X,X,X
ZIJOLST,X,O,O,X,X,X,X
ZIJOSTL,X,O,O,X,X,X,X
ZIJOSLT,X,O,O,X,X,X,X
ZISTLJO,O,O,O,X,X,X,X
ZISTLOJ,O,O,O,X,X,X,X
ZISTJLO,O,O,O,X,X,X,X
ZISTJOL,O,O,O,X,X,X,X
ZISTOLJ,O,O,O,X,X,X,X
ZISTOJL,O,O,O,X,X,X,X
ZISLTJO,O,O,O,X,X,X,X
ZISLTOJ,O,O,O,X,X,X,X
ZISLJTO,O,O,O,X,X,X,X
ZISLJOT,O,O,O,X,X,X,X
ZISLOTJ,O,O,O,X,X,X,X
ZISLOJT,O,O,O,X,X,X,X
ZISJTLO,O,O,O,X,X,X,X
ZISJTOL,O,O,O,X,X,X,X
ZISJLTO,O,O,O,X,X,X,X
ZISJLOT,O,O,O,X,X,X,X
ZISJOTL,O,O,O,X,X,X,X
ZISJOLT,X,O,O,X,X,X,X
ZISOTLJ,O,O,O,X,X,X,X
ZISOTJL,O,O,O,X,X,X,X
ZISOLTJ,X,O,O,X,X,X,X
ZISOLJT,X,O,O,X,X,X,X
ZISOJTL,O,O,O,X,O,X,X
ZISOJLT,X,O,O,X,O,X,X
ZIOTLJS,O,X,O,X,X,X,X
ZIOTLSJ,X,X,O,X,X,X,O
ZIOTJLS,O,X,O,X,X,X,X
ZIOTJSL,O,O,O,X,X,X,X
ZIOTSLJ,X,O,O,X,X,X,O
ZIOTSJL,O,O,O,X,X,X,O
ZIOLTJS,X,O,O,X,X,X,X
ZIOLTSJ,X,O,O,X,X,X,O
ZIOLJTS,X,O,O,X,X,X,X
ZIOLJST,X,O,O,X,X,X,X
ZIOLSTJ,X,O,O,X,X,X,X
ZIOLSJT,X,O,O,X,X,X,X
ZIOJTLS,O,X,O,X,X,X,X
ZIOJTSL,O,O,O,X,O,X,X
ZIOJLTS,X,O,O,X,X,X,X
ZIOJLST,X,O,O,X,O,X,X
ZIOJSTL,X,O,O,X,O,X,X
ZIOJSLT,X,O,O,X,O,X,X
ZIOSTLJ,X,O,O,X,X,X,X
ZIOSTJL,X,O,O,X,X,X,X
ZIOSLTJ,X,O,O,X,X,X,X
ZIOSLJT,X,O,O,X,X,X,X
ZIOSJTL,X,O,O,X,O,X,X
ZIOSJLT,X,O,O,X,O,X,X
ZLTIJSO,X,O,O,O,X,X,X
ZLTIJOS,O,O,O,O,X,X,X
ZLTISJO,X,O,O,X,X,X,X
ZLTISOJ,X,O,O,X,X,O,O
ZLTIOJS,O,O,O,O,X,O,X
ZLTIOSJ,X,O,X,O,X,O,O
ZLTJISO,X,O,O,O,X,X,X
ZLTJIOS,O,O,O,O,X,X,X
ZLTJSIO,O,O,O,O,X,X,X
ZLTJSOI,O,O,O,X,X,X,O
ZLTJOIS,O,O,O,O,X,X,X
ZLTJOSI,O,O,O,O,X,X,O
ZLTSIJO,O,O,O,X,X,X,X
ZLTSIOJ,O,O,O,X,X,O,O
ZLTSJIO,O,O,O,O,X,X,X
ZLTSJOI,O,O,O,X,X,X,O
ZLTSOIJ,O,O,O,O,X,O,O
ZLTSOJI,O,O,O,O,X,O,O
ZLTOIJS,O,O,O,O,X,O,X
ZLTOISJ,X,O,X,O,X,O,O
ZLTOJIS,O,O,O,O,X,O,X
ZLTOJSI,O,O,O,O,X,O,O
ZLTOSIJ,O,O,O,O,X,O,O
ZLTOSJI,O,O,O,O,X,O,O
ZLITJSO,X,O,O,O,X,X,X
ZLITJOS,O,O,O,O,X,X,X
ZLITSJO,X,O,O,X,X,X,X
ZLITSOJ,X,O,X,X,X,X,O
ZLITOJS,O,O,O,O,X,X,X
ZLITOSJ,X,O,X,O,X,X,O
ZLIJTSO,X,O,O,O,X,X,X
ZLIJTOS,O,O,O,O,X,X,X
ZLIJSTO,X,O,O,O,X,X,X
ZLIJSOT,X,O,O,X,X,X,X
ZLIJOTS,X,O,O,O,X,X,X
ZLIJOST,X,O,O,X,X,X,X
ZLISTJO,X,O,O,X,X,X,X
ZLISTOJ,X,O,O,X,X,X,X
ZLISJTO,X,O,O,X,X,X,X
ZLISJOT,X,O,O,X,X,X,X
ZLISOTJ,X,O,O,X,X,X,X
ZLISOJT,X,O,O,X,X,X,X
ZLIOTJS,X,O,O,O,X,X,X
ZLIOTSJ,X,O,O,O,X,X,O
ZLIOJTS,X,O,O,O,X,X,X
ZLIOJST,X,O,O,O,X,X,X
ZLIOSTJ,X,O,O,O,X,X,X
ZLIOSJT,X,O,O,X,X,X,X
ZLJTISO,X,O,O,O,X,X,X
ZLJTIOS,O,O,O,O,X,X,X
ZLJTSIO,O,O,O,O,X,X,X
ZLJTSOI,O,O,O,X,X,X,O
ZLJTOIS,O,O,O,O,X,X,X
ZLJTOSI,O,O,O,O,X,X,O
ZLJITSO,X,O,O,O,X,X,X
ZLJITOS,O,O,O,O,X,X,X
ZLJISTO,X,O,O,O,X,X,X
ZLJISOT,X,O,O,X,X,X,X
ZLJIOTS,X,O,O,O,X,X,X
ZLJIOST,X,O,O,X,X,X,X
ZLJSTIO,O,O,O,O,X,X,X
ZLJSTOI,O,O,O,X,X,X,X
ZLJSITO,O,O,O,O,X,X,X
ZLJSIOT,O,O,O,X,X,X,X
ZLJSOTI,O,O,O,X,X,X,X
ZLJSOIT,O,O,O,X,X,X,X
ZLJOTIS,X,O,O,O,X,X,X
ZLJOTSI,X,O,O,O,X,X,O
ZLJOITS,X,O,O,O,X,X,X
ZLJOIST,X,O,O,O,X,X,X
ZLJOSTI,X,O,O,O,X,X,X
ZLJOSIT,X,O,O,O,X,X,X
ZLSTIJO,O,O,O,X,X,X,X
ZLSTIOJ,O,O,O,X,X,O,O
ZLSTJIO,O,O,O,O,X,X,X
ZLSTJOI,O,O,O,X,X,X,O
ZLSTOIJ,O,O,O,O,X,O,O
ZLSTOJI,O,O,O,O,X,O,O
ZLSITJO,O,O,O,X,X,X,X
ZLSITOJ,O,O,O,X,X,O,O
ZLSIJTO,O,O,O,X,X,X,X
ZLSIJOT,O,O,O,X,X,X,X
ZLSIOTJ,O,O,O,X,X,O,O
ZLSIOJT,O,O,O,X,X,X,O
ZLSJTIO,O,O,O,O,X,X,X
ZLSJTOI,O,O,O,X,X,X,O
ZLSJITO,O,O,O,O,X,X,X
ZLSJIOT,O,O,O,X,X,X,X
ZLSJOTI,O,O,O,X,X,X,O
ZLSJOIT,O,O,O,X,X,X,O
ZLSOTIJ,O,O,O,O,X,O,O
ZLSOTJI,O,O,O,O,X,O,O
ZLSOITJ,O,O,O,O,X,O,O
ZLSOIJT,O,O,O,X,X,X,O
ZLSOJTI,O,O,O,O,X,O,O
ZLSOJIT,O,O,O,O,X,X,O
ZLOTIJS,X,O,O,O,X,O,X
ZLOTISJ,X,O,O,O,X,O,O
ZLOTJIS,X,O,O,O,X,O,X
ZLOTJSI,X,O,O,O,X,O,O
ZLOTSIJ,X,O,O,O,X,O,O
ZLOTSJI,X,O,O,O,X,O,O
ZLOITJS,X,O,O,O,X,X,X
ZLOITSJ,X,O,O,O,X,X,O
ZLOIJTS,X,O,O,O,X,X,X
ZLOIJST,X,O,O,O,X,X,X
ZLOISTJ,X,O,O,O,X,X,O
ZLOISJT,X,O,O,X,X,X,O
ZLOJTIS,X,O,O,O,X,O,X
ZLOJTSI,X,O,O,O,X,O,O
ZLOJITS,X,O,O,O,X,X,X
ZLOJIST,X,O,O,O,X,X,X
ZLOJSTI,X,O,O,O,X,O,X
ZLOJSIT,X,O,O,O,X,X,X
ZLOSTIJ,X,O,O,O,X,O,O
ZLOSTJI,X,O,O,O,X,O,O
ZLOSITJ,X,O,O,O,X,O,O
ZLOSIJT,X,O,O,X,X,X,O
ZLOSJTI,X,O,O,O,X,O,O
ZLOSJIT,X,O,O,O,X,X,O
ZJTILSO,X,O,O,X,X,X,X
ZJTILOS,O,O,O,X,X,X,X
ZJTISLO,O,O,O,X,X,X,X
ZJTISOL,O,O,O,X,X,X,X
ZJTIOLS,O,X,O,O,X,X,X
ZJTIOSL,O,O,O,X,X,X,X
ZJTLISO,X,O,O,X,X,X,X
ZJTLIOS,O,O,O,X,X,X,X
ZJTLSIO,O,O,O,X,X,X,X
ZJTLSOI,O,O,O,X,X,X,O
ZJTLOIS,O,O,O,X,X,X,X
ZJTLOSI,O,O,O,X,X,X,O
ZJTSILO,O,O,O,X,X,X,X
ZJTSIOL,O,O,O,X,O,X,O
ZJTSLIO,O,O,O,X,X,X,X
ZJTSLOI,O,O,O,X,O,X,O
ZJTSOIL,O,O,O,X,O,X,O
ZJTSOLI,O,O,O,X,O,X,O
ZJTOILS,O,X,O,O,X,X,X
ZJTOISL,O,O,O,X,O,X,X
ZJTOLIS,O,X,O,O,X,X,X
ZJTOLSI,O,X,O,O,X,X,O
ZJTOSIL,O,O,O,X,O,X,O
ZJTOSLI,O,O,O,X,O,X,O
ZJITLSO,X,O,O,X,X,X,X
ZJITLOS,O,O,O,X,X,X,X
ZJITSLO,O,O,O,X,X,X,X
ZJITSOL,O,O,O,X,X,X,X
ZJITOLS,O,X,O,O,X,X,X
ZJITOSL,O,O,O,X,X,X,X
ZJILTSO,X,O,O,O,X,X,X
ZJILTOS,O,O,O,O,X,X,X
ZJILSTO,X,O,O,O,X,X,X
ZJILSOT,X,O,O,X,X,X,X
ZJILOTS,X,O,O,O,X,X,X
ZJILOST,X,O,O,X,X,X,X
ZJISTLO,O,O,O,X,X,X,X
ZJISTOL,O,O,O,X,O,X,X
ZJISLTO,O,O,O,X,X,X,X
ZJISLOT,O,O,O,X,X,X,X
ZJISOTL,O,O,O,X,O,X,X
ZJISOLT,X,O,O,X,O,X,X
ZJIOTLS,O,X,O,O,X,X,X
ZJIOTSL,O,O,O,X,O,X,X
ZJIOLTS,X,O,O,O,X,X,X
ZJIOLST,X,O,O,O,O,X,X
ZJIOSTL,X,O,O,X,O,X,X
ZJIOSLT,X,O,O,O,O,X,X
ZJLTISO,X,O,O,O,X,X,X
ZJLTIOS,O,O,O,O,X,X,X
ZJLTSIO,O,O,O,O,X,X,X
ZJLTSOI,O,O,O,X,X,X,O
ZJLTOIS,O,O,O,O,X,X,X
ZJLTOSI,O,O,O,O,X,X,O
ZJLITSO,X,O,O,O,X,X,X
ZJLITOS,O,O,O,O,X,X,X
ZJLISTO,X,O,O,O,X,X,X
ZJLISOT,X,O,O,X,X,X,X
ZJLIOTS,X,O,O,O,X,X,X
ZJLIOST,X,O,O,X,X,X,X
ZJLSTIO,O,O,O,O,X,X,X
ZJLSTOI,O,O,O,X,O,X,X
ZJLSITO,O,O,O,O,X,X,X
ZJLSIOT,O,O,O,X,X,X,X
ZJLSOTI,O,O,O,X,O,X,X
ZJLSOIT,O,O,O,X,O,X,X
ZJLOTIS,X,O,O,O,X,X,X
ZJLOTSI,X,O,O,O,X,X,O
ZJLOITS,X,O,O,O,X,X,X
ZJLOIST,X,O,O,O,O,X,X
ZJLOSTI,X,O,O,O,O,X,X
ZJLOSIT,X,O,O,O,O,X,X
ZJSTILO,O,O,O,X,X,X,X
ZJSTIOL,O,O,O,X,O,X,X
ZJSTLIO,O,O,O,X,X,X,X
ZJSTLOI,O,O,O,X,O,X,X
ZJSTOIL,O,O,O,X,O,X,X
ZJSTOLI,O,O,O,X,O,X,X
ZJSITLO,O,O,O,X,X,X,X
ZJSITOL,O,O,O,X,O,X,X
ZJSILTO,O,O,O,X,X,X,X
ZJSILOT,O,O,O,X,X,X,X
ZJSIOTL,O,O,O,X,O,X,X
ZJSIOLT,X,O,O,X,O,X,X
ZJSLTIO,O,O,O,X,X,X,X
ZJSLTOI,O,O,O,X,O,X,X
ZJSLITO,O,O,O,X,X,X,X
ZJSLIOT,O,O,O,X,X,X,X
ZJSLOTI,O,O,O,X,O,X,X
ZJSLOIT,O,O,O,X,O,X,X
ZJSOTIL,O,O,O,X,O,X,X
ZJSOTLI,O,O,O,X,O,X,X
ZJSOITL,O,O,O,X,O,X,X
ZJSOILT,X,O,O,X,O,X,X
ZJSOLTI,O,O,O,X,O,X,X
ZJSOLIT,O,O,O,X,O,X,X
ZJOTILS,O,X,O,O,X,X,X
ZJOTISL,O,O,O,X,O,X,X
ZJOTLIS,O,X,O,O,X,X,X
ZJOTLSI,O,X,O,O,X,X,O
ZJOTSIL,O,O,O,X,O,X,O
ZJOTSLI,O,O,O,X,O,X,O
ZJOITLS,O,X,O,O,X,X,X
ZJOITSL,O,O,O,X,O,X,X
ZJOILTS,X,O,O,O,X,X,X
ZJOILST,X,O,O,O,O,X,X
ZJOISTL,X,O,O,X,O,X,X
ZJOISLT,X,O,O,O,O,X,X
ZJOLTIS,X,O,O,O,X,X,X
ZJOLTSI,X,O,O,O,X,X,O
ZJOLITS,X,O,O,O,X,X,X
ZJOLIST,X,O,O,O,O,X,X
ZJOLSTI,X,O,O,O,O,X,X
ZJOLSIT,X,O,O,O,O,X,X
ZJOSTIL,O,O,O,X,O,X,X
ZJOSTLI,O,O,O,X,O,X,X
ZJOSITL,O,O,O,X,O,X,X
ZJOSILT,X,O,O,O,O,X,X
ZJOSLTI,O,O,O,O,O,X,X
ZJOSLIT,O,O,O,O,O,X,X
ZSTILJO,O,O,O,X,X,X,X
ZSTILOJ,O,O,O,X,X,X,O
ZSTIJLO,O,O,O,X,X,X,X
ZSTIJOL,O,O,O,X,X,X,O
ZSTIOLJ,O,O,O,X,X,X,O
ZSTIOJL,O,O,O,X,O,O,O
ZSTLIJO,O,O,O,X,X,X,X
ZSTLIOJ,O,O,O,X,X,X,O
ZSTLJIO,O,O,O,X,X,X,X
ZSTLJOI,O,O,O,X,X,X,O
ZSTLOIJ,O,O,O,X,X,X,O
ZSTLOJI,O,O,O,X,O,X,O
ZSTJILO,O,O,O,X,X,X,X
ZSTJIOL,O,O,O,X,X,X,O
ZSTJLIO,O,O,O,X,X,X,X
ZSTJLOI,O,O,O,X,X,X,O
ZSTJOIL,O,O,O,X,O,X,O
ZSTJOLI,O,O,O,X,O,X,O
ZSTOILJ,O,O,O,X,X,X,O
ZSTOIJL,O,O,O,X,O,O,O
ZSTOLIJ,O,O,O,X,X,X,O
ZSTOLJI,O,O,O,X,O,X,O
ZSTOJIL,O,O,O,X,O,O,O
ZSTOJLI,O,O,O,X,O,O,O
ZSITLJO,O,O,O,X,X,X,X
ZSITLOJ,O,O,O,X,X,X,O
ZSITJLO,O,O,O,X,X,X,X
ZSITJOL,O,O,O,X,X,X,O
ZSITOLJ,O,O,O,X,X,X,O
ZSITOJL,O,O,O,X,X,O,O
ZSILTJO,O,O,O,X,X,X,X
ZSILTOJ,O,O,O,X,X,X,O
ZSILJTO,O,O,O,X,X,X,X
ZSILJOT,O,O,O,X,X,X,X
ZSILOTJ,O,O,O,X,X,X,O
ZSILOJT,O,O,O,X,X,X,O
ZSIJTLO,O,O,O,X,X,X,X
ZSIJTOL,O,O,O,X,X,X,O
ZSIJLTO,O,O,O,X,X,X,X
ZSIJLOT,O,O,O,X,X,X,X
ZSIJOTL,O,O,O,X,X,X,O
ZSIJOLT,X,O,O,X,X,X,O
ZSIOTLJ,O,O,O,X,X,X,O
ZSIOTJL,O,O,O,X,X,O,O
ZSIOLTJ,X,O,O,X,X,X,O
ZSIOLJT,X,O,O,X,X,X,O
ZSIOJTL,O,O,O,X,O,X,O
ZSIOJLT,X,O,O,X,O,X,O
ZSLTIJO,O,O,O,X,X,X,X
ZSLTIOJ,O,O,O,X,X,O,O
ZSLTJIO,O,O,O,X,X,X,X
ZSLTJOI,O,O,O,X,X,X,O
ZSLTOIJ,O,O,O,X,X,O,O
ZSLTOJI,O,O,O,X,X,O,O
ZSLITJO,O,O,O,X,X,X,X
ZSLITOJ,O,O,O,X,X,O,O
ZSLIJTO,O,O,O,X,X,X,X
ZSLIJOT,O,O,O,X,X,X,X
ZSLIOTJ,O,O,O,X,X,O,O
ZSLIOJT,O,O,O,X,X,X,O
ZSLJTIO,O,O,O,X,X,X,X
ZSLJTOI,O,O,O,X,X,X,O
ZSLJITO,O,O,O,X,X,X,X
ZSLJIOT,O,O,O,X,X,X,X
ZSLJOTI,O,O,O,X,X,X,O
ZSLJOIT,O,O,O,X,X,X,O
ZSLOTIJ,O,O,O,X,X,O,O
ZSLOTJI,O,O,O,X,X,O,O
ZSLOITJ,O,O,O,X,X,O,O
ZSLOIJT,O,O,O,X,X,X,O
ZSLOJTI,O,O,O,X,X,O,O
ZSLOJIT,O,O,O,X,X,X,O
ZSJTILO,O,O,O,X,X,X,X
ZSJTIOL,O,O,O,X,O,X,O
ZSJTLIO,O,O,O,X,X,X,X
ZSJTLOI,O,O,O,X,O,X,O
ZSJTOIL,O,O,O,X,O,X,O
ZSJTOLI,O,O,O,X,O,X,O
ZSJITLO,O,O,O,X,X,X,X
ZSJITOL,O,O,O,X,O,X,O
ZSJILTO,O,O,O,X,X,X,X
ZSJILOT,O,O,O,X,X,X,X
ZSJIOTL,O,O,O,X,O,X,O
ZSJIOLT,X,O,O,X,O,X,O
ZSJLTIO,O,O,O,X,X,X,X
ZSJLTOI,O,O,O,X,O,X,O
ZSJLITO,O,O,O,X,X,X,X
ZSJLIOT,O,O,O,X,X,X,X
ZSJLOTI,O,O,O,X,O,X,O
ZSJLOIT,O,O,O,X,O,X,O
ZSJOTIL,O,O,O,X,O,X,O
ZSJOTLI,O,O,O,X,O,X,O
ZSJOITL,O,O,O,X,O,X,O
ZSJOILT,X,O,O,X,O,X,O
ZSJOLTI,O,O,O,X,O,X,O
ZSJOLIT,O,O,O,X,O,X,O
ZSOTILJ,O,O,O,X,X,X,O
ZSOTIJL,O,O,O,X,O,O,O
ZSOTLIJ,O,O,O,X,X,X,O
ZSOTLJI,O,O,O,X,O,X,O
ZSOTJIL,O,O,O,X,O,O,O
ZSOTJLI,O,O,O,X,O,O,O
ZSOITLJ,O,O,O,X,X,X,O
ZSOITJL,O,O,O,X,X,O,O
ZSOILTJ,X,O,O,X,X,X,O
ZSOILJT,X,O,O,X,X,X,O
ZSOIJTL,O,O,O,X,O,X,O
ZSOIJLT,X,O,O,X,O,X,O
ZSOLTIJ,O,O,O,X,X,O,O
ZSOLTJI,O,O,O,X,X,O,O
ZSOLITJ,O,O,O,X,X,O,O
ZSOLIJT,O,O,O,X,X,X,O
ZSOLJTI,O,O,O,X,X,O,O
ZSOLJIT,O,O,O,X,X,X,O
ZSOJTIL,O,O,O,X,O,O,O
ZSOJTLI,O,O,O,X,O,O,O
ZSOJITL,O,O,O,X,O,X,O
ZSOJILT,X,O,O,X,O,X,O
ZSOJLTI,O,O,O,X,O,O,O
ZSOJLIT,O,O,O,X,O,X,O
ZOTILJS,O,X,O,O,X,X,X
ZOTILSJ,X,X,O,O,X,X,O
ZOTIJLS,O,X,O,X,X,X,X
ZOTIJSL,O,O,O,X,X,O,X
ZOTISLJ,O,O,O,X,X,X,O
ZOTISJL,O,O,O,X,X,O,O
ZOTLIJS,O,X,O,O,X,O,X
ZOTLISJ,X,X,O,O,X,O,O
ZOTLJIS,O,X,O,O,X,O,X
ZOTLJSI,O,X,O,O,X,O,O
ZOTLSIJ,O,X,O,O,X,O,O
ZOTLSJI,O,X,O,O,X,O,O
ZOTJILS,O,X,O,O,X,X,X
ZOTJISL,O,O,O,X,X,O,X
ZOTJLIS,O,X,O,O,X,O,X
ZOTJLSI,O,X,O,O,X,O,O
ZOTJSIL,O,O,O,X,X,O,O
ZOTJSLI,O,O,O,X,X,O,O
ZOTSILJ,O,O,O,X,X,X,O
ZOTSIJL,O,O,O,X,X,O,O
ZOTSLIJ,O,O,O,X,X,X,O
ZOTSLJI,O,O,O,X,X,X,O
ZOTSJIL,O,O,O,X,X,O,O
ZOTSJLI,O,O,O,X,X,O,O
ZOITLJS,O,X,O,O,X,X,X
ZOITLSJ,X,X,O,O,X,X,O
ZOITJLS,O,X,O,X,X,X,X
ZOITJSL,O,O,O,X,X,X,X
ZOITSLJ,X,O,O,X,X,X,O
ZOITSJL,O,O,O,X,X,X,O
ZOILTJS,X,O,O,O,X,X,X
ZOILTSJ,X,O,O,O,X,X,O
ZOILJTS,X,O,O,O,X,X,X
ZOILJST,X,O,O,O,X,X,X
ZOILSTJ,X,O,O,O,X,X,O
ZOILSJT,X,O,O,X,X,X,O
ZOIJTLS,O,X,O,O,X,X,X
ZOIJTSL,O,O,O,X,O,X,X
ZOIJLTS,X,O,O,O,X,X,X
ZOIJLST,X,O,O,O,O,X,X
ZOIJSTL,X,O,O,X,O,X,X
ZOIJSLT,X,O,O,O,O,X,X
ZOISTLJ,X,O,O,X,X,X,O
ZOISTJL,X,O,O,X,X,X,O
ZOISLTJ,X,O,O,O,X,X,O
ZOISLJT,X,O,O,X,X,X,O
ZOISJTL,X,O,O,X,O,X,O
ZOISJLT,X,O,O,X,O,X,O
ZOLTIJS,X,O,O,O,X,O,X
ZOLTISJ,X,O,O,O,X,O,O
ZOLTJIS,X,O,O,O,X,O,X
ZOLTJSI,X,O,O,O,X,O,O
ZOLTSIJ,X,O,O,O,X,O,O
ZOLTSJI,X,O,O,O,X,O,O
ZOLITJS,X,O,O,O,X,X,X
ZOLITSJ,X,O,O,O,X,X,O
ZOLIJTS,X,O,O,O,X,X,X
ZOLIJST,X,O,O,O,X,X,X
ZOLISTJ,X,O,O,O,X,X,O
ZOLISJT,X,O,O,X,X,X,O
ZOLJTIS,X,O,O,O,X,O,X
ZOLJTSI,X,O,O,O,X,O,O
ZOLJITS,X,O,O,O,X,X,X
ZOLJIST,X,O,O,O,X,X,X
ZOLJSTI,X,O,O,O,X,O,X
ZOLJSIT,X,O,O,O,X,X,X
ZOLSTIJ,X,O,O,O,X,O,O
ZOLSTJI,X,O,O,O,X,O,O
ZOLSITJ,X,O,O,O,X,O,O
ZOLSIJT,X,O,O,X,X,X,O
ZOLSJTI,X,O,O,O,X,O,O
ZOLSJIT,X,O,O,O,X,X,O
ZOJTILS,O,X,O,O,X,X,X
ZOJTISL,O,O,O,X,O,O,X
ZOJTLIS,O,X,O,O,X,O,X
ZOJTLSI,O,X,O,O,X,O,O
ZOJTSIL,O,O,O,X,O,O,O
ZOJTSLI,O,O,O,X,O,O,O
ZOJITLS,O,X,O,O,X,X,X
ZOJITSL,O,O,O,X,O,X,X
ZOJILTS,X,O,O,O,X,X,X
ZOJILST,X,O,O,O,O,X,X
ZOJISTL,X,O,O,X,O,X,X
ZOJISLT,X,O,O,O,O,X,X
ZOJLTIS,X,O,O,O,X,O,X
ZOJLTSI,X,O,O,O,X,O,O
ZOJLITS,X,O,O,O,X,X,X
ZOJLIST,X,O,O,O,O,X,X
ZOJLSTI,X,O,O,O,O,O,X
ZOJLSIT,X,O,O,O,O,X,X
ZOJSTIL,O,O,O,X,O,O,X
ZOJSTLI,O,O,O,X,O,O,X
ZOJSITL,O,O,O,X,O,X,X
ZOJSILT,X,O,O,O,O,X,X
ZOJSLTI,O,O,O,O,O,O,X
ZOJSLIT,O,O,O,O,O,X,X
