sequence,v115@7gB8HeB8FeD8EeH8AeF8Jex6IvhFXcBTdBOkB8kBSm?BlqB,v115@7gB8HeB8FeD8EeH8AeF8Jex6IvhF8gBGdBKkBzfB3h?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeO/IvhF6hBTdBRgB0gB3k?BlqB,v115@7gB8HeB8FeD8EeH8AeF8Jex6IvhF8gB+hBTdBifB3k?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeZ/IvhFCbBTdB8kBGhBXh?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeZ/IvhF8gBGdBzfB3hBCl?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeZ/IvhFufBTdBcmBXlBll?BCrB,v115@7gB8HeB8FeD8EeH8AeF8Jex6IvhF8gBSiBmfB3hBTk?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeZ/IvhFlbB+hBTdBClBfl?B8qB,v115@7gB8HeB8FeD8EeH8AeF8JeG8IvhFTdB/kBxlBFlB8q?BipB
SJOLTZI,X,O,O,O,X,X,X,X,X,X
SJOLITZ,X,X,O,X,X,X,X,X,O,X
SJOLIZT,X,O,O,O,X,X,O,X,O,X
SJOLZTI,O,O,O,O,X,X,X,X,X,X
SJOLZIT,O,O,O,O,X,X,O,X,X,X
SJOZTIL,O,X,O,O,X,X,O,X,X,X
SJOZTLI,O,X,O,O,X,X,X,X,X,X
SJOZITL,O,X,X,O,X,O,O,X,X,X
SJOZILT,O,O,O,O,O,X,O,X,X,X
SJOZLTI,O,O,O,O,X,X,X,X,X,X
SJOZLIT,O,O,O,O,O,X,O,X,X,X
SZTILJO,O,O,O,O,O,O,X,X,X,X
SZTILOJ,O,O,O,O,O,O,X,X,X,X
SZTIJLO,X,O,O,O,O,O,O,X,X,X
SZTIJOL,X,O,O,O,O,O,O,X,X,X
SZTIOLJ,O,X,O,X,O,O,X,X,X,X
SZTIOJL,X,O,O,O,O,O,O,X,X,X
SZTLIJO,O,O,O,O,O,O,X,X,X,X
SZTLIOJ,O,O,O,O,O,O,X,X,X,X
SZTLJIO,O,O,O,O,O,O,X,X,X,X
SZTLJOI,O,O,O,O,O,O,X,X,X,X
SZTLOIJ,O,O,O,O,O,O,X,X,X,X
SZTLOJI,O,O,O,O,O,O,X,X,X,X
SZTJILO,O,O,O,O,O,O,O,X,X,X
SZTJIOL,O,O,O,O,O,O,O,X,X,X
SZTJLIO,O,O,O,O,O,O,X,X,X,X
SZTJLOI,O,O,O,O,O,O,X,X,X,X
SZTJOIL,O,O,O,O,O,O,O,X,X,X
SZTJOLI,O,O,O,O,O,O,X,X,X,X
SZTOILJ,O,X,O,X,O,O,X,X,X,X
SZTOIJL,X,O,O,O,O,O,O,X,X,X
SZTOLIJ,O,O,O,O,O,O,X,X,X,X
SZTOLJI,O,O,O,O,O,O,X,X,X,X
SZTOJIL,O,O,O,O,O,O,O,X,X,X
SZTOJLI,O,O,O,O,O,O,X,X,X,X
SZITLJO,O,X,X,X,O,O,X,X,X,O
SZITLOJ,O,X,X,X,O,O,X,X,X,O
SZITJLO,X,O,X,X,O,O,O,X,X,O
SZITJOL,X,X,X,X,O,O,O,X,X,O
SZITOLJ,O,X,X,X,O,O,X,X,X,O
SZITOJL,X,X,X,X,O,O,O,X,X,O
SZILTJO,X,O,X,X,O,O,X,X,X,O
SZILTOJ,O,X,X,X,O,O,X,X,X,O
SZILJTO,X,O,X,X,X,O,O,X,X,O
SZILJOT,O,O,O,X,O,X,O,X,X,O
SZILOTJ,O,O,X,X,O,X,X,X,X,O
SZILOJT,O,O,O,X,O,X,O,X,X,O
SZIJTLO,X,O,X,X,X,O,O,X,X,O
SZIJTOL,X,X,X,X,X,O,O,X,X,O
SZIJLTO,X,O,X,X,X,O,O,X,X,O
SZIJLOT,X,O,O,X,O,X,O,X,X,O
SZIJOTL,X,X,X,X,X,O,O,X,X,O
SZIJOLT,X,O,O,X,O,X,O,X,X,O
SZIOTLJ,O,X,X,X,O,O,X,X,X,O
SZIOTJL,X,X,X,X,O,O,O,X,X,O
SZIOLTJ,O,X,X,X,O,X,X,X,X,O
SZIOLJT,O,X,O,X,O,X,O,X,X,O
SZIOJTL,X,X,X,X,X,O,O,X,X,O
SZIOJLT,X,O,O,X,O,X,O,X,X,O
SZLTIJO,X,O,O,O,O,X,X,X,X,X
SZLTIOJ,O,O,O,O,O,X,X,X,X,X
SZLTJIO,O,O,O,O,O,X,X,X,X,X
SZLTJOI,O,O,O,O,O,X,X,X,X,X
SZLTOIJ,O,O,O,O,O,X,X,X,X,X
SZLTOJI,O,O,O,O,O,X,X,X,X,X
SZLITJO,X,O,X,O,O,O,X,X,X,X
SZLITOJ,O,X,X,O,O,O,X,X,X,X
SZLIJTO,O,O,X,X,X,O,O,X,X,X
SZLIJOT,O,O,O,X,O,X,O,X,X,X
SZLIOTJ,O,O,X,X,O,X,X,X,X,X
SZLIOJT,O,O,O,X,O,X,O,X,X,X
SZLJTIO,O,O,O,O,X,X,X,X,X,X
SZLJTOI,O,O,O,O,X,X,X,X,X,X
SZLJITO,O,O,X,O,X,O,O,X,X,X
SZLJIOT,O,O,O,O,O,X,O,X,X,X
SZLJOTI,O,O,O,O,X,X,X,X,X,X
SZLJOIT,O,O,O,O,O,X,O,X,X,X
SZLOTIJ,O,O,O,X,O,X,X,X,X,X
SZLOTJI,O,O,O,O,O,X,X,X,X,X
SZLOITJ,O,O,X,X,O,X,X,X,X,X
SZLOIJT,O,O,O,X,O,X,O,X,X,X
SZLOJTI,O,O,O,O,X,X,X,X,X,X
SZLOJIT,O,O,O,O,O,X,O,X,X,X
SZJTILO,O,O,O,X,X,O,O,X,X,X
SZJTIOL,O,O,O,O,X,O,O,X,X,X
SZJTLIO,O,O,O,O,X,O,X,X,X,X
SZJTLOI,O,O,O,O,X,O,X,X,X,X
SZJTOIL,O,O,O,O,X,O,O,X,X,X
SZJTOLI,O,O,O,O,X,O,X,X,X,X
SZJITLO,O,O,X,X,X,O,O,X,X,X
SZJITOL,O,X,X,O,X,O,O,X,X,X
SZJILTO,O,O,X,O,X,O,O,X,X,X
SZJILOT,O,O,O,O,O,X,O,X,X,X
SZJIOTL,O,X,X,O,X,O,O,X,X,X
SZJIOLT,O,O,O,O,O,X,O,X,X,X
SZJLTIO,O,O,O,O,X,X,X,X,X,X
SZJLTOI,O,O,O,O,X,X,X,X,X,X
SZJLITO,O,O,X,O,X,O,O,X,X,X
SZJLIOT,O,O,O,O,O,X,O,X,X,X
SZJLOTI,O,O,O,O,X,X,X,X,X,X
SZJLOIT,O,O,O,O,O,X,O,X,X,X
SZJOTIL,O,X,O,O,X,X,O,X,X,X
SZJOTLI,O,X,O,O,X,X,X,X,X,X
SZJOITL,O,X,X,O,X,O,O,X,X,X
SZJOILT,O,O,O,O,O,X,O,X,X,X
SZJOLTI,O,O,O,O,X,X,X,X,X,X
SZJOLIT,O,O,O,O,O,X,O,X,X,X
SZOTILJ,O,X,O,X,O,X,X,X,X,X
SZOTIJL,X,X,O,X,O,X,O,X,X,X
SZOTLIJ,O,X,O,X,O,X,X,X,X,X
SZOTLJI,O,X,O,O,O,X,X,X,X,X
SZOTJIL,O,X,O,O,O,X,O,X,X,X
SZOTJLI,O,X,O,O,O,X,X,X,X,X
SZOITLJ,O,X,X,X,O,O,X,X,X,O
SZOITJL,X,X,X,X,O,O,O,X,X,O
SZOILTJ,O,X,X,X,O,X,X,X,X,O
SZOILJT,O,X,O,X,O,X,O,X,X,O
SZOIJTL,X,X,X,X,X,O,O,X,X,O
SZOIJLT,X,O,O,X,O,X,O,X,X,O
SZOLTIJ,O,O,O,X,O,X,X,X,X,X
SZOLTJI,O,O,O,O,O,X,X,X,X,X
SZOLITJ,O,O,X,X,O,X,X,X,X,X
SZOLIJT,O,O,O,X,O,X,O,X,X,X
SZOLJTI,O,O,O,O,X,X,X,X,X,X
SZOLJIT,O,O,O,O,O,X,O,X,X,X
SZOJTIL,O,X,O,O,X,X,O,X,X,X
SZOJTLI,O,X,O,O,X,X,X,X,X,X
SZOJITL,O,X,X,O,X,O,O,X,X,X
SZOJILT,O,O,O,O,O,X,O,X,X,X
SZOJLTI,O,O,O,O,X,X,X,X,X,X
SZOJLIT,O,O,O,O,O,X,O,X,X,X
SOTILJZ,X,X,O,O,X,O,X,X,X,X
SOTILZJ,X,X,O,X,X,O,X,X,X,X
SOTIJLZ,X,X,O,O,X,O,X,X,X,X
SOTIJZL,X,X,O,O,O,O,O,X,X,O
SOTIZLJ,X,X,O,X,O,O,X,X,X,O
SOTIZJL,X,X,O,X,O,O,O,X,X,O
SOTLIJZ,O,O,O,O,X,O,X,X,X,X
SOTLIZJ,O,O,O,O,X,O,X,X,X,X
SOTLJIZ,O,O,O,O,X,O,X,O,X,X
SOTLJZI,O,O,O,O,X,O,X,O,X,X
SOTLZIJ,O,O,O,O,X,O,X,X,X,X
SOTLZJI,O,O,O,O,X,O,X,O,X,X
SOTJILZ,X,X,O,O,X,O,X,O,X,X
SOTJIZL,X,X,O,O,O,O,O,O,X,X
SOTJLIZ,X,O,O,O,X,O,X,O,X,X
SOTJLZI,X,O,O,O,X,O,X,O,X,X
SOTJZIL,X,O,O,O,O,O,O,O,X,X
SOTJZLI,X,O,O,O,O,O,X,O,X,X
SOTZILJ,O,X,O,X,O,O,X,X,X,X
SOTZIJL,X,O,O,O,O,O,O,X,X,X
SOTZLIJ,O,O,O,O,O,O,X,X,X,X
SOTZLJI,O,O,O,O,O,O,X,O,X,X
SOTZJIL,O,O,O,O,O,O,O,O,X,X
SOTZJLI,O,O,O,O,O,O,X,O,X,X
SOITLJZ,X,X,O,O,X,O,X,X,X,X
SOITLZJ,X,X,O,X,X,O,X,X,X,X
SOITJLZ,X,X,O,O,X,O,X,X,X,X
SOITJZL,X,X,O,O,O,O,O,X,X,O
SOITZLJ,X,X,O,X,O,O,X,X,X,O
SOITZJL,X,X,O,X,O,O,O,X,X,O
SOILTJZ,X,X,O,O,X,X,X,X,X,X
SOILTZJ,X,X,O,X,X,X,X,X,X,X
SOILJTZ,X,X,O,X,X,X,X,X,O,X
SOILJZT,X,X,O,O,X,X,O,X,O,O
SOILZTJ,X,X,X,X,X,X,X,X,X,O
SOILZJT,X,X,O,X,X,X,O,X,X,O
SOIJTLZ,X,X,O,X,X,O,X,X,X,X
SOIJTZL,X,X,O,X,O,O,O,X,X,O
SOIJLTZ,X,X,O,X,X,X,X,X,O,X
SOIJLZT,X,X,O,O,X,X,O,X,O,O
SOIJZTL,X,X,X,O,X,O,O,X,X,O
SOIJZLT,X,X,O,O,O,X,O,X,X,O
SOIZTLJ,X,X,X,X,O,O,X,X,X,O
SOIZTJL,X,X,X,X,O,O,O,X,X,O
SOIZLTJ,X,X,X,X,O,X,X,X,X,O
SOIZLJT,X,X,O,X,O,X,O,X,X,O
SOIZJTL,X,X,X,X,X,O,O,X,X,O
SOIZJLT,X,X,O,X,O,X,O,X,X,O
SOLTIJZ,X,O,O,O,X,X,X,X,X,X
SOLTIZJ,O,O,O,O,X,X,X,X,X,X
SOLTJIZ,X,O,O,O,X,X,X,O,X,X
SOLTJZI,X,O,O,O,X,X,X,O,X,X
SOLTZIJ,O,O,O,O,X,X,X,X,X,X
SOLTZJI,O,O,O,O,X,X,X,O,X,X
SOLITJZ,X,X,O,O,X,X,X,X,X,X
SOLITZJ,O,X,O,O,X,X,X,X,X,X
SOLIJTZ,X,X,O,X,X,X,X,X,O,X
SOLIJZT,O,O,O,O,X,X,O,X,O,O
SOLIZTJ,O,O,X,X,X,X,X,X,X,O
SOLIZJT,O,O,O,X,X,X,O,X,X,O
SOLJTIZ,X,O,O,O,X,X,X,O,X,X
SOLJTZI,X,O,O,O,X,X,X,O,X,X
SOLJITZ,X,X,O,X,X,X,X,X,O,X
SOLJIZT,O,O,O,O,X,X,O,X,O,X
SOLJZTI,O,O,O,O,X,X,X,X,X,X
SOLJZIT,O,O,O,O,X,X,O,X,X,X
SOLZTIJ,O,O,O,X,X,X,X,X,X,X
SOLZTJI,O,O,O,O,X,X,X,X,X,X
SOLZITJ,O,O,X,X,X,X,X,X,X,X
SOLZIJT,O,O,O,X,X,X,O,X,X,X
SOLZJTI,O,O,O,O,X,X,X,X,X,X
SOLZJIT,O,O,O,O,X,X,O,X,X,X
SOJTILZ,X,X,O,O,X,O,X,O,X,X
SOJTIZL,X,X,O,O,O,O,O,O,X,X
SOJTLIZ,X,O,O,O,X,O,X,O,X,X
SOJTLZI,X,O,O,O,X,O,X,O,X,X
SOJTZIL,X,O,O,O,O,O,O,O,X,X
SOJTZLI,X,O,O,O,O,O,X,O,X,X
SOJITLZ,X,X,O,X,X,O,X,O,X,X
SOJITZL,X,X,O,X,O,O,O,O,X,O
SOJILTZ,X,X,O,X,X,X,X,X,O,X
SOJILZT,X,X,O,O,X,X,O,X,O,O
SOJIZTL,O,X,X,O,X,O,O,X,X,O
SOJIZLT,O,X,O,O,O,X,O,X,X,O
SOJLTIZ,X,O,O,O,X,X,X,O,X,X
SOJLTZI,X,O,O,O,X,X,X,O,X,X
SOJLITZ,X,X,O,X,X,X,X,X,O,X
SOJLIZT,X,O,O,O,X,X,O,X,O,X
SOJLZTI,O,O,O,O,X,X,X,X,X,X
SOJLZIT,O,O,O,O,X,X,O,X,X,X
SOJZTIL,O,X,O,O,X,X,O,X,X,X
SOJZTLI,O,X,O,O,X,X,X,X,X,X
SOJZITL,O,X,X,O,X,O,O,X,X,X
SOJZILT,O,O,O,O,O,X,O,X,X,X
SOJZLTI,O,O,O,O,X,X,X,X,X,X
SOJZLIT,O,O,O,O,O,X,O,X,X,X
SOZTILJ,O,X,O,X,O,X,X,X,X,X
SOZTIJL,X,X,O,X,O,X,O,X,X,X
SOZTLIJ,O,X,O,X,O,X,X,X,X,X
SOZTLJI,O,X,O,O,O,X,X,X,X,X
SOZTJIL,O,X,O,O,O,X,O,X,X,X
SOZTJLI,O,X,O,O,O,X,X,X,X,X
SOZITLJ,O,X,X,X,O,O,X,X,X,O
SOZITJL,X,X,X,X,O,O,O,X,X,O
SOZILTJ,O,X,X,X,O,X,X,X,X,O
SOZILJT,O,X,O,X,O,X,O,X,X,O
SOZIJTL,X,X,X,X,X,O,O,X,X,O
SOZIJLT,X,O,O,X,O,X,O,X,X,O
SOZLTIJ,O,O,O,X,O,X,X,X,X,X
SOZLTJI,O,O,O,O,O,X,X,X,X,X
SOZLITJ,O,O,X,X,O,X,X,X,X,X
SOZLIJT,O,O,O,X,O,X,O,X,X,X
SOZLJTI,O,O,O,O,X,X,X,X,X,X
SOZLJIT,O,O,O,O,O,X,O,X,X,X
SOZJTIL,O,X,O,O,X,X,O,X,X,X
SOZJTLI,O,X,O,O,X,X,X,X,X,X
SOZJITL,O,X,X,O,X,O,O,X,X,X
SOZJILT,O,O,O,O,O,X,O,X,X,X
SOZJLTI,O,O,O,O,X,X,X,X,X,X
SOZJLIT,O,O,O,O,O,X,O,X,X,X
ZTILJSO,O,O,X,X,O,X,X,O,X,X
ZTILJOS,O,O,X,O,O,X,X,O,X,X
ZTILSJO,O,O,X,X,O,X,X,X,X,X
ZTILSOJ,O,X,X,X,O,X,X,X,X,X
ZTILOJS,O,O,X,X,O,X,X,O,X,X
ZTILOSJ,O,O,X,X,O,X,X,X,X,X
ZTIJLSO,O,O,X,X,O,X,X,O,X,X
ZTIJLOS,O,O,X,O,O,X,X,O,X,X
ZTIJSLO,O,O,X,O,O,O,X,O,X,X
ZTIJSOL,O,O,X,O,O,O,X,X,X,X
ZTIJOLS,O,O,X,O,O,X,X,O,X,X
ZTIJOSL,O,O,X,O,O,O,X,X,X,X
ZTISLJO,O,X,X,O,O,O,X,X,X,X
ZTISLOJ,O,X,X,O,O,O,X,X,X,X
ZTISJLO,X,O,X,O,O,O,O,X,X,X
ZTISJOL,X,O,X,O,O,O,O,X,X,X
ZTISOLJ,O,X,X,X,O,O,X,X,X,X
ZTISOJL,X,X,X,O,O,O,O,X,X,X
ZTIOLJS,O,X,X,X,O,X,X,O,X,X
ZTIOLSJ,O,X,X,X,O,X,X,X,X,X
ZTIOJLS,O,O,X,O,O,X,X,O,X,X
ZTIOJSL,O,O,X,O,O,O,X,O,X,X
ZTIOSLJ,O,X,X,X,O,O,X,X,X,X
ZTIOSJL,X,X,X,X,O,O,O,X,X,X
ZTLIJSO,O,O,X,X,O,X,X,O,X,X
ZTLIJOS,O,O,X,O,O,X,X,O,X,X
ZTLISJO,O,O,X,X,O,X,X,X,X,X
ZTLISOJ,O,X,X,X,O,X,X,X,X,X
ZTLIOJS,O,O,X,X,O,X,X,O,X,X
ZTLIOSJ,O,O,X,X,O,X,X,X,X,X
ZTLJISO,O,O,X,X,O,X,X,O,X,X
ZTLJIOS,O,O,X,O,O,X,X,O,X,X
ZTLJSIO,O,O,X,O,O,X,X,O,X,X
ZTLJSOI,O,O,X,O,O,X,X,O,X,X
ZTLJOIS,O,O,X,O,O,X,X,O,X,X
ZTLJOSI,O,O,X,O,O,X,X,O,X,X
ZTLSIJO,O,O,O,O,O,X,X,X,X,X
ZTLSIOJ,O,O,O,O,O,X,X,X,X,X
ZTLSJIO,O,O,O,O,O,X,X,O,X,X
ZTLSJOI,O,O,O,O,O,X,X,O,X,X
ZTLSOIJ,O,O,O,O,O,X,X,X,X,X
ZTLSOJI,O,O,O,O,O,X,X,O,X,X
ZTLOIJS,O,O,X,X,O,X,X,O,X,X
ZTLOISJ,O,O,X,X,O,X,X,X,X,X
ZTLOJIS,O,O,X,X,O,X,X,O,X,X
ZTLOJSI,O,O,X,X,O,X,X,O,X,X
ZTLOSIJ,O,O,O,X,O,X,X,X,X,X
ZTLOSJI,O,O,O,X,O,X,X,O,X,X
ZTJILSO,O,O,X,X,O,X,X,O,X,X
ZTJILOS,O,O,X,O,O,X,X,O,X,X
ZTJISLO,O,O,X,O,O,O,X,O,X,X
ZTJISOL,O,O,X,O,O,O,X,X,X,X
ZTJIOLS,O,O,X,O,O,X,X,O,X,X
ZTJIOSL,O,O,X,O,O,O,X,X,X,X
ZTJLISO,O,O,X,X,O,X,X,O,X,X
ZTJLIOS,O,O,X,O,O,X,X,O,X,X
ZTJLSIO,O,O,X,O,O,X,X,O,X,X
ZTJLSOI,O,O,X,O,O,X,X,O,X,X
ZTJLOIS,O,O,X,O,O,X,X,O,X,X
ZTJLOSI,O,O,X,O,O,X,X,O,X,X
ZTJSILO,O,O,X,O,O,O,X,O,X,X
ZTJSIOL,O,O,X,O,O,O,X,X,X,X
ZTJSLIO,O,O,X,O,O,O,X,O,X,X
ZTJSLOI,O,O,X,O,O,O,X,O,X,X
ZTJSOIL,O,O,X,O,O,O,X,X,X,X
ZTJSOLI,O,O,X,O,O,O,X,X,X,X
ZTJOILS,O,O,X,O,O,X,X,O,X,X
ZTJOISL,O,O,X,O,O,O,X,O,X,X
ZTJOLIS,O,O,X,O,O,X,X,O,X,X
ZTJOLSI,O,O,X,O,O,X,X,O,X,X
ZTJOSIL,O,X,X,O,O,O,X,O,X,X
ZTJOSLI,O,X,X,O,O,O,X,O,X,X
ZTSILJO,O,O,O,O,O,O,X,X,X,X
ZTSILOJ,O,O,O,O,O,O,X,X,X,X
ZTSIJLO,X,O,O,O,O,O,O,X,X,X
ZTSIJOL,X,O,O,O,O,O,O,X,X,X
ZTSIOLJ,O,X,O,X,O,O,X,X,X,X
ZTSIOJL,X,O,O,O,O,O,O,X,X,X
ZTSLIJO,O,O,O,O,O,O,X,X,X,X
ZTSLIOJ,O,O,O,O,O,O,X,X,X,X
ZTSLJIO,O,O,O,O,O,O,X,O,X,X
ZTSLJOI,O,O,O,O,O,O,X,O,X,X
ZTSLOIJ,O,O,O,O,O,O,X,X,X,X
ZTSLOJI,O,O,O,O,O,O,X,O,X,X
ZTSJILO,O,O,O,O,O,O,O,O,X,X
ZTSJIOL,O,O,O,O,O,O,O,X,X,X
ZTSJLIO,O,O,O,O,O,O,X,O,X,X
ZTSJLOI,O,O,O,O,O,O,X,O,X,X
ZTSJOIL,O,O,O,O,O,O,O,X,X,X
ZTSJOLI,O,O,O,O,O,O,X,X,X,X
ZTSOILJ,O,X,O,X,O,O,X,X,X,X
ZTSOIJL,X,O,O,O,O,O,O,X,X,X
ZTSOLIJ,O,O,O,O,O,O,X,X,X,X
ZTSOLJI,O,O,O,O,O,O,X,O,X,X
ZTSOJIL,O,O,O,O,O,O,O,O,X,X
ZTSOJLI,O,O,O,O,O,O,X,O,X,X
ZTOILJS,O,X,X,X,O,X,X,O,X,X
ZTOILSJ,O,X,X,X,O,X,X,X,X,X
ZTOIJLS,O,O,X,O,O,X,X,O,X,X
ZTOIJSL,O,O,X,O,O,O,X,O,X,X
ZTOISLJ,O,X,X,X,O,O,X,X,X,X
ZTOISJL,X,X,X,X,O,O,O,X,X,X
ZTOLIJS,O,O,X,X,O,X,X,O,X,X
ZTOLISJ,O,O,X,X,O,X,X,X,X,X
ZTOLJIS,O,O,X,X,O,X,X,O,X,X
ZTOLJSI,O,O,X,X,O,X,X,O,X,X
ZTOLSIJ,O,O,O,X,O,X,X,X,X,X
ZTOLSJI,O,O,O,X,O,X,X,O,X,X
ZTOJILS,O,O,X,O,O,X,X,O,X,X
ZTOJISL,O,O,X,O,O,O,X,O,X,X
ZTOJLIS,O,O,X,O,O,X,X,O,X,X
ZTOJLSI,O,O,X,O,O,X,X,O,X,X
ZTOJSIL,O,X,X,O,O,O,X,O,X,X
ZTOJSLI,O,X,X,O,O,O,X,O,X,X
ZTOSILJ,O,X,O,X,O,O,X,X,X,X
ZTOSIJL,X,X,O,O,O,O,O,X,X,X
ZTOSLIJ,O,X,O,O,O,O,X,X,X,X
ZTOSLJI,O,X,O,O,O,O,X,O,X,X
ZTOSJIL,O,X,O,O,O,O,O,O,X,X
ZTOSJLI,O,X,O,O,O,O,X,O,X,X
ZITLJSO,O,X,X,X,O,X,X,X,X,X
ZITLJOS,O,X,X,X,O,X,X,X,X,X
ZITLSJO,O,X,X,X,O,X,X,X,X,X
ZITLSOJ,O,X,X,X,O,X,X,X,X,X
ZITLOJS,O,X,X,X,O,X,X,X,X,X
ZITLOSJ,O,X,X,X,O,X,X,X,X,X
ZITJLSO,O,X,X,X,O,X,X,X,X,X
ZITJLOS,O,X,X,X,O,X,X,X,X,X
ZITJSLO,O,X,X,X,O,O,X,X,X,X
ZITJSOL,O,X,X,X,O,O,X,X,X,X
ZITJOLS,O,X,X,X,O,X,X,X,X,X
ZITJOSL,O,X,X,X,O,O,X,X,X,X
ZITSLJO,O,X,X,X,O,O,X,X,X,X
ZITSLOJ,O,X,X,X,O,O,X,X,X,X
ZITSJLO,X,X,X,X,O,O,O,X,X,X
ZITSJOL,X,X,X,X,O,O,O,X,X,X
ZITSOLJ,O,X,X,X,O,O,X,X,X,X
ZITSOJL,X,X,X,X,O,O,O,X,X,X
ZITOLJS,O,X,X,X,O,X,X,X,X,X
ZITOLSJ,O,X,X,X,O,X,X,X,X,X
ZITOJLS,O,X,X,X,O,X,X,X,X,X
ZITOJSL,O,X,X,X,O,O,X,X,X,X
ZITOSLJ,O,X,X,X,O,O,X,X,X,X
ZITOSJL,X,X,X,X,O,O,O,X,X,X
ZILTJSO,O,X,X,X,O,X,X,X,X,X
ZILTJOS,O,X,X,X,O,X,X,X,X,X
ZILTSJO,O,X,X,X,O,X,X,X,X,X
ZILTSOJ,O,X,X,X,O,X,X,X,X,X
ZILTOJS,O,X,X,X,O,X,X,X,X,X
ZILTOSJ,O,X,X,X,O,X,X,X,X,X
ZILJTSO,O,X,X,X,O,X,X,X,O,X
ZILJTOS,O,X,X,X,O,X,X,X,O,X
ZILJSTO,O,X,X,X,X,X,X,X,O,X
ZILJSOT,O,X,X,X,O,X,X,X,O,X
ZILJOTS,O,X,X,X,O,X,X,X,O,X
ZILJOST,O,X,X,X,O,X,X,X,O,X
ZILSTJO,X,X,X,X,O,X,X,X,X,X
ZILSTOJ,O,X,X,X,O,X,X,X,X,X
ZILSJTO,O,X,X,X,X,X,O,X,X,X
ZILSJOT,O,X,X,X,O,X,O,X,X,X
ZILSOTJ,O,X,X,X,O,X,X,X,X,X
ZILSOJT,O,X,X,X,O,X,O,X,X,X
ZILOTJS,O,X,X,X,O,X,X,X,X,X
ZILOTSJ,O,X,X,X,O,X,X,X,X,X
ZILOJTS,O,X,X,X,O,X,X,X,O,X
ZILOJST,O,X,X,X,O,X,X,X,O,X
ZILOSTJ,O,X,X,X,O,X,X,X,X,X
ZILOSJT,O,X,X,X,O,X,O,X,X,X
ZIJTLSO,O,X,X,X,O,X,X,X,X,X
ZIJTLOS,O,X,X,X,O,X,X,X,X,X
ZIJTSLO,O,X,X,X,O,O,X,X,X,X
ZIJTSOL,O,X,X,X,O,O,X,X,X,X
ZIJTOLS,O,X,X,X,O,X,X,X,X,X
ZIJTOSL,O,X,X,X,O,O,X,X,X,X
ZIJLTSO,O,X,X,X,O,X,X,X,O,X
ZIJLTOS,O,X,X,X,O,X,X,X,O,X
ZIJLSTO,O,X,X,X,X,X,X,X,O,X
ZIJLSOT,O,X,X,X,O,X,X,X,O,X
ZIJLOTS,O,X,X,X,O,X,X,X,O,X
ZIJLOST,O,X,X,X,O,X,X,X,O,X
ZIJSTLO,O,X,X,X,X,O,O,X,X,O
ZIJSTOL,O,X,X,X,X,O,O,X,X,O
ZIJSLTO,O,X,X,X,X,O,O,X,X,O
ZIJSLOT,O,X,X,X,O,X,O,X,X,O
ZIJSOTL,O,X,X,X,X,O,O,X,X,O
ZIJSOLT,O,X,X,X,O,X,O,X,X,O
ZIJOTLS,O,X,X,X,O,X,X,X,X,X
ZIJOTSL,O,X,X,X,O,X,X,X,X,X
ZIJOLTS,O,X,X,X,O,X,X,X,O,X
ZIJOLST,O,X,X,X,O,X,X,X,O,X
ZIJOSTL,O,X,X,X,X,X,O,X,X,O
ZIJOSLT,O,X,X,X,O,X,O,X,X,O
ZISTLJO,O,X,X,X,O,O,X,X,X,O
ZISTLOJ,O,X,X,X,O,O,X,X,X,O
ZISTJLO,X,X,X,X,O,O,O,X,X,O
ZISTJOL,X,X,X,X,O,O,O,X,X,O
ZISTOLJ,O,X,X,X,O,O,X,X,X,O
ZISTOJL,X,X,X,X,O,O,O,X,X,O
ZISLTJO,X,X,X,X,O,O,X,X,X,O
ZISLTOJ,O,X,X,X,O,O,X,X,X,O
ZISLJTO,X,X,X,X,X,O,O,X,X,O
ZISLJOT,O,X,X,X,O,X,O,X,X,O
ZISLOTJ,O,X,X,X,O,X,X,X,X,O
ZISLOJT,O,X,X,X,O,X,O,X,X,O
ZISJTLO,X,X,X,X,X,O,O,X,X,O
ZISJTOL,X,X,X,X,X,O,O,X,X,O
ZISJLTO,X,X,X,X,X,O,O,X,X,O
ZISJLOT,X,X,X,X,O,X,O,X,X,O
ZISJOTL,X,X,X,X,X,O,O,X,X,O
ZISJOLT,X,X,X,X,O,X,O,X,X,O
ZISOTLJ,O,X,X,X,O,O,X,X,X,O
ZISOTJL,X,X,X,X,O,O,O,X,X,O
ZISOLTJ,O,X,X,X,O,X,X,X,X,O
ZISOLJT,O,X,X,X,O,X,O,X,X,O
ZISOJTL,X,X,X,X,X,O,O,X,X,O
ZISOJLT,X,X,X,X,O,X,O,X,X,O
ZIOTLJS,O,X,X,X,O,X,X,X,X,X
ZIOTLSJ,O,X,X,X,O,X,X,X,X,X
ZIOTJLS,O,X,X,X,O,X,X,X,X,X
ZIOTJSL,O,X,X,X,O,X,X,X,X,X
ZIOTSLJ,O,X,X,X,O,X,X,X,X,X
ZIOTSJL,X,X,X,X,O,X,O,X,X,X
ZIOLTJS,O,X,X,X,O,X,X,X,X,X
ZIOLTSJ,O,X,X,X,O,X,X,X,X,X
ZIOLJTS,O,X,X,X,O,X,X,X,O,X
