sequence,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFxcBlgB3hBaqBGr?B0qB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhF2gBFdB5mBUlBar?B3qB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFxcB3hBFlBCrBOq?BUrB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFxbBXdBFlB8qB+r?BiqB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFxcB3hBFlBGrBiq?B0qB,v115@7gB8GeD8EeF8DeF8DeD8Jei6IvhFfhBxcBzfBumBcq?BVwB,v115@7gB8GeD8EeF8DeF8DeD8Je//IvhFUbBahBFdB5mBmq?BTqB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFxcBUhBFlBCrBOq?B3rB,v115@7gB8GeD8EeF8DeF8DeD8Je//IvhF1gBxcBumBUgBKr?BTqB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFfhBxcBumBFlBUr?BKqB,v115@7gB8GeD8EeF8DeF8DeD8Jex6IvhFXdBUhBFlBCrBmp?BTrB,v115@7gB8GeD8EeF8DeF8DeD8Je37IvhF0fBlhBzlBmkBCn?BxvB
STIOZJL,X,O,X,X,X,O,X,X,X,X,X,O
STLIJZO,X,X,O,X,X,O,O,X,O,X,X,X
STLIJOZ,O,X,O,X,X,O,O,X,O,X,X,X
STLIZJO,X,X,O,X,X,O,O,X,X,X,O,X
STLIZOJ,O,X,O,X,X,O,O,X,X,X,X,X
STLIOJZ,O,X,O,X,X,O,X,X,X,X,X,X
STLIOZJ,O,X,O,X,X,O,X,X,X,X,X,X
STLJIZO,O,X,O,X,O,O,O,X,O,X,X,X
STLJIOZ,O,X,O,X,O,O,O,X,O,X,X,X
STLJZIO,O,X,O,X,O,O,O,X,O,X,O,X
STLJZOI,O,X,O,X,O,O,O,X,O,X,O,X
STLJOIZ,O,X,O,X,O,O,X,X,O,X,X,X
STLJOZI,O,X,O,X,O,X,O,X,O,X,X,X
STLZIJO,X,O,O,X,X,O,O,O,X,X,O,X
STLZIOJ,O,O,O,X,X,O,O,O,X,X,X,X
STLZJIO,X,X,O,X,X,O,O,O,O,X,O,X
STLZJOI,X,X,O,X,X,O,X,O,O,X,O,X
STLZOIJ,O,O,O,X,X,O,O,O,X,X,X,X
STLZOJI,O,X,O,X,X,O,X,O,X,X,O,X
STLOIJZ,O,X,O,X,X,O,X,X,O,X,X,X
STLOIZJ,O,X,O,X,X,O,X,X,X,X,X,X
STLOJIZ,O,X,O,X,O,O,X,X,O,X,X,X
STLOJZI,O,X,O,X,O,X,X,X,O,X,X,X
STLOZIJ,O,O,O,X,X,X,X,O,X,X,X,X
STLOZJI,O,X,O,X,X,X,X,O,O,X,O,X
STJILZO,O,X,O,X,O,O,O,X,O,X,X,X
STJILOZ,O,X,O,X,O,O,O,X,O,X,X,X
STJIZLO,X,X,X,O,O,O,O,X,X,X,X,X
STJIZOL,X,X,X,O,O,O,O,X,X,X,X,X
STJIOLZ,X,X,O,X,O,O,O,X,O,X,X,X
STJIOZL,X,X,X,O,O,O,O,X,X,X,X,X
STJLIZO,O,X,O,X,O,O,O,X,O,X,X,X
STJLIOZ,O,X,O,X,O,O,O,X,O,X,X,X
STJLZIO,O,X,O,X,O,O,O,X,O,X,O,X
STJLZOI,O,X,O,X,O,O,O,X,O,X,O,X
STJLOIZ,O,X,O,X,O,O,X,X,O,X,X,X
STJLOZI,O,X,O,X,O,X,O,X,O,X,X,X
STJZILO,X,X,X,O,O,O,O,X,X,X,X,X
STJZIOL,X,X,X,O,O,O,O,X,X,X,X,X
STJZLIO,X,X,X,O,O,O,O,X,X,X,X,X
STJZLOI,X,X,X,O,O,O,O,X,X,X,X,X
STJZOIL,X,X,X,O,O,O,X,X,X,X,X,X
STJZOLI,X,X,X,O,O,O,O,X,X,X,X,X
STJOILZ,X,X,O,X,O,O,O,X,O,X,X,X
STJOIZL,X,X,X,O,O,O,O,X,X,X,X,X
STJOLIZ,X,X,O,X,O,O,X,X,O,X,X,X
STJOLZI,X,X,O,X,O,X,O,X,O,X,X,X
STJOZIL,X,X,X,O,O,O,X,X,X,X,X,X
STJOZLI,X,X,X,O,O,O,O,X,X,X,X,X
STZILJO,X,O,O,X,X,O,O,X,X,X,X,X
STZILOJ,X,O,O,X,X,O,O,X,X,X,X,X
STZIJLO,X,X,X,X,X,O,O,X,X,O,X,X
STZIJOL,X,O,X,X,X,O,O,X,X,O,X,X
STZIOLJ,X,O,O,X,X,O,O,X,X,X,X,X
STZIOJL,X,O,X,X,X,O,X,X,X,X,X,X
STZLIJO,X,O,O,X,X,O,O,O,X,X,O,X
STZLIOJ,X,O,O,X,X,O,O,O,X,X,X,X
STZLJIO,X,X,O,X,X,O,O,O,X,O,O,X
STZLJOI,X,X,O,X,X,O,O,O,X,O,O,X
STZLOIJ,X,O,O,X,X,O,O,O,X,X,X,X
STZLOJI,X,X,O,X,X,O,X,O,X,X,O,X
STZJILO,X,X,X,X,O,O,O,X,X,O,X,X
STZJIOL,X,X,X,X,O,O,O,X,X,O,X,X
STZJLIO,X,X,X,X,O,O,O,X,X,O,X,X
STZJLOI,X,X,X,X,O,O,O,X,X,O,X,X
STZJOIL,X,X,X,X,O,O,X,X,X,O,X,X
STZJOLI,X,X,X,X,O,O,O,X,X,O,X,X
STZOILJ,X,O,O,X,X,O,O,X,X,X,X,X
STZOIJL,X,O,X,X,X,O,X,X,X,X,X,X
STZOLIJ,X,O,O,X,X,O,O,O,X,X,X,X
STZOLJI,X,X,O,X,X,O,X,O,X,X,X,X
STZOJIL,X,X,X,X,O,O,X,X,X,O,X,X
STZOJLI,X,X,X,X,O,O,X,X,X,O,X,X
STOILJZ,O,X,O,X,X,O,X,X,X,X,X,X
STOILZJ,O,O,O,X,X,O,X,X,X,X,X,X
STOIJLZ,X,X,O,X,O,X,O,X,O,X,X,X
STOIJZL,X,X,X,O,O,X,O,X,X,X,X,X
STOIZLJ,X,O,O,X,X,O,O,X,X,X,X,X
STOIZJL,X,O,X,X,X,O,X,X,X,X,X,X
STOLIJZ,O,X,O,X,X,O,X,X,O,X,X,X
STOLIZJ,O,X,O,X,X,O,X,X,X,X,X,X
STOLJIZ,O,X,O,X,O,O,X,X,O,X,X,X
STOLJZI,O,X,O,X,O,X,X,X,O,X,X,X
STOLZIJ,O,O,O,X,X,X,X,O,X,X,X,X
STOLZJI,O,X,O,X,X,X,X,O,O,X,O,X
STOJILZ,X,X,O,X,O,O,O,X,O,X,X,X
STOJIZL,X,X,X,O,O,O,O,X,X,X,X,X
STOJLIZ,X,X,O,X,O,O,X,X,O,X,X,X
STOJLZI,X,X,O,X,O,X,O,X,O,X,X,X
STOJZIL,X,X,X,O,O,O,X,X,X,X,X,X
STOJZLI,X,X,X,O,O,O,O,X,X,X,X,X
STOZILJ,X,O,O,X,X,O,O,X,X,X,X,X
STOZIJL,X,O,X,X,X,O,X,X,X,X,X,X
STOZLIJ,X,O,O,X,X,O,O,O,X,X,X,X
STOZLJI,X,X,O,X,X,O,X,O,X,X,X,X
STOZJIL,X,X,X,X,O,O,X,X,X,X,X,X
STOZJLI,X,X,X,X,O,O,X,X,X,X,X,X
SITLJZO,X,X,O,X,X,O,O,X,X,X,X,X
SITLJOZ,O,X,O,X,X,O,O,X,X,X,X,X
SITLZJO,X,O,O,X,X,O,O,X,X,X,O,X
SITLZOJ,O,O,O,X,X,O,O,X,X,X,X,X
SITLOJZ,O,X,O,X,X,O,X,X,X,X,X,X
SITLOZJ,O,O,O,X,X,O,X,X,X,X,X,X
SITJLZO,O,X,O,X,O,O,O,X,O,X,X,X
SITJLOZ,O,X,O,X,O,O,O,X,O,X,X,X
SITJZLO,X,X,X,O,O,O,O,X,X,X,X,X
SITJZOL,X,X,X,O,O,O,O,X,X,X,X,X
SITJOLZ,X,X,O,X,O,X,O,X,O,X,X,X
SITJOZL,X,X,X,O,O,X,O,X,X,X,X,X
SITZLJO,X,O,O,X,X,O,O,X,X,X,X,X
SITZLOJ,X,O,O,X,X,O,O,X,X,X,X,X
SITZJLO,X,X,X,X,X,O,O,X,X,X,X,X
SITZJOL,X,O,X,X,X,O,O,X,X,X,X,X
SITZOLJ,X,O,O,X,X,O,O,X,X,X,X,X
SITZOJL,X,O,X,X,X,O,X,X,X,X,X,X
SITOLJZ,O,X,O,X,X,O,X,X,X,X,X,X
SITOLZJ,O,O,O,X,X,O,X,X,X,X,X,O
SITOJLZ,X,X,O,X,O,X,O,X,O,X,X,X
SITOJZL,X,X,X,O,O,X,O,X,X,X,X,O
SITOZLJ,X,O,O,X,X,O,O,X,X,X,X,O
SITOZJL,X,O,X,X,X,O,X,X,X,X,X,O
SILTJZO,X,X,O,X,X,X,O,X,O,X,X,X
SILTJOZ,O,X,O,X,X,X,O,X,O,X,X,X
SILTZJO,X,O,O,X,X,X,O,X,X,X,O,X
SILTZOJ,O,O,O,X,X,X,O,X,X,X,X,X
SILTOJZ,O,X,O,X,X,X,X,X,X,X,X,X
SILTOZJ,O,O,O,X,X,X,X,X,X,X,X,X
SILJTZO,O,X,O,X,O,X,O,X,O,X,X,X
SILJTOZ,O,X,O,X,O,X,O,X,O,X,X,X
SILJZTO,O,X,X,O,X,X,O,X,O,X,X,X
SILJZOT,O,X,X,O,X,X,O,X,O,X,X,X
SILJOTZ,O,X,O,X,O,X,O,X,O,X,X,X
SILJOZT,O,X,X,O,X,X,O,X,O,X,X,X
SILZTJO,X,O,O,X,X,X,O,O,X,X,O,X
SILZTOJ,O,O,O,X,X,X,O,O,X,X,X,X
SILZJTO,X,O,X,X,X,X,O,X,X,X,X,X
SILZJOT,X,O,X,X,X,X,O,X,X,X,X,X
SILZOTJ,O,O,O,X,X,X,O,X,X,X,X,X
SILZOJT,X,O,X,X,X,X,X,X,X,X,X,X
SILOTJZ,O,X,O,X,X,X,X,X,O,X,X,X
SILOTZJ,O,O,O,X,X,X,X,X,X,X,X,X
SILOJTZ,O,X,O,X,O,X,X,X,O,X,X,X
SILOJZT,O,X,X,O,X,X,X,X,O,X,X,X
SILOZTJ,O,O,O,X,X,X,X,X,X,X,X,X
SILOZJT,X,O,X,X,X,X,X,X,X,X,X,X
SIJTLZO,O,X,O,X,O,O,O,X,O,X,X,X
SIJTLOZ,O,X,O,X,O,O,O,X,O,X,X,X
SIJTZLO,X,X,X,O,O,O,O,X,X,X,X,X
SIJTZOL,X,X,X,O,O,O,O,X,X,X,X,X
SIJTOLZ,X,X,O,X,O,O,O,X,O,X,X,X
SIJTOZL,X,X,X,O,O,O,O,X,X,X,X,X
SIJLTZO,O,X,O,X,O,X,O,X,O,X,X,X
SIJLTOZ,O,X,O,X,O,X,O,X,O,X,X,X
SIJLZTO,O,X,X,O,X,X,O,X,O,X,X,X
SIJLZOT,O,X,X,O,X,X,O,X,O,X,X,X
SIJLOTZ,O,X,O,X,O,X,O,X,O,X,X,X
SIJLOZT,O,X,X,O,X,X,O,X,O,X,X,X
SIJZTLO,X,X,X,O,O,X,O,X,X,O,X,X
SIJZTOL,X,X,X,O,O,X,O,X,X,O,X,X
SIJZLTO,O,X,X,O,X,X,O,X,O,O,X,X
SIJZLOT,O,X,X,O,X,X,O,X,O,X,X,X
SIJZOTL,X,X,X,O,O,X,O,X,X,O,X,X
SIJZOLT,X,X,X,O,X,X,O,X,O,X,X,X
SIJOTLZ,X,X,O,X,O,X,O,X,O,X,X,X
SIJOTZL,X,X,X,O,O,X,O,X,X,X,X,X
SIJOLTZ,O,X,O,X,O,X,O,X,O,X,X,X
SIJOLZT,O,X,X,O,X,X,O,X,O,X,X,X
SIJOZTL,X,X,X,O,O,X,O,X,X,X,X,X
SIJOZLT,X,X,X,O,X,X,O,X,O,X,X,X
SIZTLJO,X,O,O,X,X,X,O,X,X,X,X,X
SIZTLOJ,X,O,O,X,X,X,O,X,X,X,X,X
SIZTJLO,X,X,X,X,X,X,O,X,X,X,X,X
SIZTJOL,X,O,X,X,X,X,O,X,X,X,X,X
SIZTOLJ,X,O,O,X,X,X,O,X,X,X,X,X
SIZTOJL,X,O,X,X,X,X,X,X,X,X,X,X
SIZLTJO,X,O,O,X,X,X,O,X,X,X,X,X
SIZLTOJ,O,O,O,X,X,X,O,X,X,X,X,X
SIZLJTO,X,O,X,X,X,X,O,X,X,X,X,X
SIZLJOT,X,O,X,X,X,X,O,X,X,X,X,X
SIZLOTJ,O,O,O,X,X,X,O,X,X,X,X,X
SIZLOJT,X,O,X,X,X,X,X,X,X,X,X,X
SIZJTLO,X,X,X,O,O,X,O,X,X,X,X,X
SIZJTOL,X,O,X,O,O,X,O,X,X,X,X,X
SIZJLTO,O,X,X,O,X,X,O,X,O,X,X,X
SIZJLOT,O,X,X,O,X,X,O,X,O,X,X,X
SIZJOTL,X,O,X,O,O,X,O,X,X,X,X,X
SIZJOLT,X,X,X,O,X,X,O,X,O,X,X,X
SIZOTLJ,X,O,O,X,X,X,O,X,X,X,X,O
SIZOTJL,X,O,X,X,X,X,X,X,X,X,X,O
SIZOLTJ,O,O,O,X,X,X,O,X,X,X,X,O
SIZOLJT,X,O,X,X,X,X,X,X,X,X,X,X
SIZOJTL,X,O,X,O,O,X,O,X,X,X,X,O
SIZOJLT,X,X,X,O,X,X,O,X,O,X,X,X
SIOTLJZ,O,X,O,X,X,X,X,X,X,X,X,X
SIOTLZJ,O,O,O,X,X,X,X,X,X,X,X,O
SIOTJLZ,X,X,O,X,O,X,O,X,O,X,X,X
SIOTJZL,X,X,X,O,O,X,O,X,X,X,X,O
SIOTZLJ,X,O,O,X,X,X,O,X,X,X,X,O
SIOTZJL,X,O,X,X,X,X,X,X,X,X,X,O
SIOLTJZ,O,X,O,X,X,X,X,X,O,X,X,X
SIOLTZJ,O,O,O,X,X,X,X,X,X,X,X,O
SIOLJTZ,O,X,O,X,O,X,X,X,O,X,X,X
SIOLJZT,O,X,X,O,X,X,X,X,O,X,X,X
SIOLZTJ,O,O,O,X,X,X,X,X,X,X,X,O
SIOLZJT,X,O,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,X,O,X,O,X,O,X,O,X,X,X
SIOJTZL,X,X,X,O,O,X,O,X,X,X,X,O
SIOJLTZ,O,X,O,X,O,X,O,X,O,X,X,X
SIOJLZT,O,X,X,O,X,X,O,X,O,X,X,X
SIOJZTL,X,X,X,O,O,X,O,X,X,X,X,O
SIOJZLT,X,X,X,O,X,X,O,X,O,X,X,X
SIOZTLJ,X,O,O,X,X,X,O,X,X,X,X,O
SIOZTJL,X,O,X,X,X,X,X,X,X,X,X,O
SIOZLTJ,O,O,O,X,X,X,O,X,X,X,X,O
SIOZLJT,X,O,X,X,X,X,X,X,X,X,X,X
SIOZJTL,X,O,X,O,O,X,O,X,X,X,X,O
SIOZJLT,X,X,X,O,X,X,O,X,O,X,X,X
SLTIJZO,X,X,O,X,X,O,O,X,O,X,X,X
SLTIJOZ,O,X,O,X,X,O,O,X,O,X,X,X
SLTIZJO,X,X,O,X,X,O,O,X,X,X,O,X
SLTIZOJ,O,X,O,X,X,O,O,X,X,X,X,X
SLTIOJZ,O,X,O,X,X,O,X,X,X,X,X,X
SLTIOZJ,O,X,O,X,X,O,X,X,X,X,X,X
SLTJIZO,O,X,O,X,O,O,O,X,O,X,X,X
SLTJIOZ,O,X,O,X,O,O,O,X,O,X,X,X
SLTJZIO,O,X,O,X,O,O,O,X,O,X,O,X
SLTJZOI,O,X,O,X,O,O,O,X,O,X,O,X
SLTJOIZ,O,X,O,X,O,O,X,X,O,X,X,X
SLTJOZI,O,X,O,X,O,X,O,X,O,X,X,X
SLTZIJO,X,O,O,X,X,O,O,O,X,X,O,X
SLTZIOJ,O,O,O,X,X,O,O,O,X,X,X,X
SLTZJIO,X,X,O,X,X,O,O,O,O,X,O,X
SLTZJOI,X,X,O,X,X,O,X,O,O,X,O,X
SLTZOIJ,O,O,O,X,X,O,O,O,X,X,X,X
SLTZOJI,O,X,O,X,X,O,X,O,X,X,O,X
SLTOIJZ,O,X,O,X,X,O,X,X,O,X,X,X
SLTOIZJ,O,X,O,X,X,O,X,X,X,X,X,X
SLTOJIZ,O,X,O,X,O,O,X,X,O,X,X,X
SLTOJZI,O,X,O,X,O,X,X,X,O,X,X,X
SLTOZIJ,O,O,O,X,X,X,X,O,X,X,X,X
SLTOZJI,O,X,O,X,X,X,X,O,O,X,O,X
SLITJZO,X,X,O,X,X,X,O,X,O,X,X,X
SLITJOZ,O,X,O,X,X,X,O,X,O,X,X,X
SLITZJO,X,O,O,X,X,X,O,X,X,X,O,X
SLITZOJ,O,O,O,X,X,X,O,X,X,X,X,X
SLITOJZ,O,X,O,X,X,X,X,X,X,X,X,X
SLITOZJ,O,O,O,X,X,X,X,X,X,X,X,X
SLIJTZO,O,X,O,X,O,X,O,X,O,X,X,X
SLIJTOZ,O,X,O,X,O,X,O,X,O,X,X,X
SLIJZTO,O,X,X,O,X,X,O,X,O,X,X,X
SLIJZOT,O,X,X,O,X,X,O,X,O,X,X,X
SLIJOTZ,O,X,O,X,O,X,O,X,O,X,X,X
SLIJOZT,O,X,X,O,X,X,O,X,O,X,X,X
SLIZTJO,X,O,O,X,X,X,O,O,X,X,O,X
SLIZTOJ,O,O,O,X,X,X,O,O,X,X,X,X
SLIZJTO,X,O,X,X,X,X,O,X,X,X,X,X
SLIZJOT,X,O,X,X,X,X,O,X,X,X,X,X
SLIZOTJ,O,O,O,X,X,X,O,X,X,X,X,X
SLIZOJT,X,O,X,X,X,X,X,X,X,X,X,X
SLIOTJZ,O,X,O,X,X,X,X,X,O,X,X,X
SLIOTZJ,O,O,O,X,X,X,X,X,X,X,X,X
SLIOJTZ,O,X,O,X,O,X,X,X,O,X,X,X
SLIOJZT,O,X,X,O,X,X,X,X,O,X,X,X
SLIOZTJ,O,O,O,X,X,X,X,X,X,X,X,X
SLIOZJT,X,O,X,X,X,X,X,X,X,X,X,X
SLJTIZO,O,X,O,X,O,O,O,X,O,X,X,X
SLJTIOZ,O,X,O,X,O,O,O,X,O,X,X,X
SLJTZIO,O,X,O,X,O,O,O,X,O,X,O,X
SLJTZOI,O,X,O,X,O,O,O,X,O,X,O,X
SLJTOIZ,O,X,O,X,O,O,X,X,O,X,X,X
SLJTOZI,O,X,O,X,O,X,O,X,O,X,X,X
SLJITZO,O,X,O,X,O,X,O,X,O,X,X,X
SLJITOZ,O,X,O,X,O,X,O,X,O,X,X,X
SLJIZTO,O,X,X,O,X,X,O,X,O,X,X,X
SLJIZOT,O,X,X,O,X,X,O,X,O,X,X,X
SLJIOTZ,O,X,O,X,O,X,O,X,O,X,X,X
SLJIOZT,O,X,X,O,X,X,O,X,O,X,X,X
SLJZTIO,O,X,X,O,X,X,O,X,O,X,O,X
SLJZTOI,O,X,X,O,X,X,O,X,O,X,O,X
SLJZITO,O,X,X,O,X,X,O,X,O,X,X,X
SLJZIOT,O,X,X,O,X,X,O,X,O,X,X,X
SLJZOTI,O,X,X,O,X,X,O,X,O,X,X,X
SLJZOIT,O,X,X,O,X,X,O,X,O,X,X,X
SLJOTIZ,O,X,O,X,O,X,X,X,O,X,X,X
SLJOTZI,O,X,O,X,O,X,O,X,O,X,X,X
SLJOITZ,O,X,O,X,O,X,O,X,O,X,X,X
SLJOIZT,O,X,X,O,X,X,O,X,O,X,X,X
SLJOZTI,O,X,X,O,X,X,O,X,O,X,X,X
SLJOZIT,O,X,X,O,X,X,O,X,O,X,X,X
SLZTIJO,X,O,O,X,X,O,O,O,X,X,O,X
SLZTIOJ,O,O,O,X,X,O,O,O,X,X,X,X
SLZTJIO,X,X,O,X,X,O,O,O,O,X,O,X
SLZTJOI,X,X,O,X,X,O,O,O,O,X,O,X
SLZTOIJ,O,O,O,X,X,O,O,O,X,X,X,X
SLZTOJI,O,X,O,X,X,O,X,O,X,X,O,X
SLZITJO,X,O,O,X,X,X,O,O,X,X,O,X
SLZITOJ,O,O,O,X,X,X,O,O,X,X,X,X
SLZIJTO,X,O,X,X,X,X,O,X,X,X,X,X
SLZIJOT,X,O,X,X,X,X,O,X,X,X,X,X
SLZIOTJ,O,O,O,X,X,X,O,X,X,X,X,X
SLZIOJT,X,O,X,X,X,X,X,X,X,X,X,X
SLZJTIO,O,X,X,X,X,X,O,X,O,X,O,X
SLZJTOI,O,X,X,X,X,X,O,X,O,X,O,X
SLZJITO,O,O,X,X,X,X,O,X,O,X,X,X
SLZJIOT,O,O,X,X,X,X,O,X,O,X,X,X
SLZJOTI,O,X,X,X,X,X,O,X,O,X,X,X
SLZJOIT,O,O,X,X,X,X,O,X,O,X,X,X
SLZOTIJ,O,O,O,X,X,X,O,X,X,X,X,X
SLZOTJI,O,X,O,X,X,X,X,X,O,X,O,X
SLZOITJ,O,O,O,X,X,X,O,X,X,X,X,X
SLZOIJT,X,O,X,X,X,X,X,X,X,X,X,X
SLZOJTI,O,X,X,X,X,X,O,X,O,X,X,X
SLZOJIT,O,O,X,X,X,X,O,X,O,X,X,X
SLOTIJZ,O,X,O,X,X,X,X,X,O,X,X,X
SLOTIZJ,O,X,O,X,X,X,X,X,X,X,X,X
SLOTJIZ,O,X,O,X,O,X,X,X,O,X,X,X
SLOTJZI,O,X,O,X,O,X,X,X,O,X,X,X
SLOTZIJ,O,O,O,X,X,X,X,O,X,X,X,X
SLOTZJI,O,X,O,X,X,X,X,O,O,X,O,X
SLOITJZ,O,X,O,X,X,X,X,X,O,X,X,X
SLOITZJ,O,O,O,X,X,X,X,X,X,X,X,X
SLOIJTZ,O,X,O,X,O,X,X,X,O,X,X,X
SLOIJZT,O,X,X,O,X,X,X,X,O,X,X,X
SLOIZTJ,O,O,O,X,X,X,X,X,X,X,X,X
SLOIZJT,X,O,X,X,X,X,X,X,X,X,X,X
SLOJTIZ,O,X,O,X,O,X,X,X,O,X,X,X
SLOJTZI,O,X,O,X,O,X,X,X,O,X,X,X
SLOJITZ,O,X,O,X,O,X,X,X,O,X,X,X
SLOJIZT,O,X,X,O,X,X,X,X,O,X,X,X
SLOJZTI,O,X,X,O,X,X,X,X,O,X,X,X
SLOJZIT,O,X,X,O,X,X,X,X,O,X,X,X
SLOZTIJ,O,O,O,X,X,O,X,X,X,X,X,X
SLOZTJI,O,X,O,X,X,O,X,X,O,X,O,X
SLOZITJ,O,O,O,X,X,X,X,X,X,X,X,X
SLOZIJT,X,O,X,X,X,X,X,X,X,X,X,X
SLOZJTI,O,X,X,X,X,X,X,X,O,X,X,X
SLOZJIT,O,O,X,X,X,X,X,X,O,X,X,X
SJTILZO,O,X,O,X,O,O,O,X,O,X,X,X
SJTILOZ,O,X,O,X,O,O,O,X,O,X,X,X
SJTIZLO,X,X,X,O,O,O,O,X,X,X,X,X
SJTIZOL,X,X,X,O,O,O,O,X,X,X,X,X
SJTIOLZ,X,X,O,X,O,O,O,X,O,X,X,X
SJTIOZL,X,X,X,O,O,O,O,X,X,X,X,X
SJTLIZO,O,X,O,X,O,O,O,X,O,X,X,X
SJTLIOZ,O,X,O,X,O,O,O,X,O,X,X,X
SJTLZIO,O,X,O,X,O,O,O,X,O,X,O,X
SJTLZOI,O,X,O,X,O,O,O,X,O,X,O,X
SJTLOIZ,O,X,O,X,O,O,X,X,O,X,X,X
SJTLOZI,O,X,O,X,O,X,O,X,O,X,X,X
SJTZILO,X,X,X,O,O,O,O,X,X,X,X,X
SJTZIOL,X,X,X,O,O,O,O,X,X,X,X,X
SJTZLIO,X,X,X,O,O,O,O,X,X,X,X,X
SJTZLOI,X,X,X,O,O,O,O,X,X,X,X,X
SJTZOIL,X,X,X,O,O,O,X,X,X,X,X,X
SJTZOLI,X,X,X,O,O,O,O,X,X,X,X,X
SJTOILZ,X,X,O,X,O,O,O,X,O,X,X,X
SJTOIZL,X,X,X,O,O,O,O,X,X,X,X,X
SJTOLIZ,X,X,O,X,O,O,X,X,O,X,X,X
SJTOLZI,X,X,O,X,O,X,O,X,O,X,X,X
SJTOZIL,X,X,X,O,O,O,X,X,X,X,X,X
SJTOZLI,X,X,X,O,O,O,O,X,X,X,X,X
SJITLZO,O,X,O,X,O,O,O,X,O,X,X,X
SJITLOZ,O,X,O,X,O,O,O,X,O,X,X,X
SJITZLO,X,X,X,O,O,O,O,X,X,X,X,X
SJITZOL,X,X,X,O,O,O,O,X,X,X,X,X
SJITOLZ,X,X,O,X,O,O,O,X,O,X,X,X
SJITOZL,X,X,X,O,O,O,O,X,X,X,X,X
SJILTZO,O,X,O,X,O,X,O,X,O,X,X,X
SJILTOZ,O,X,O,X,O,X,O,X,O,X,X,X
SJILZTO,O,X,X,O,X,X,O,X,O,X,X,X
SJILZOT,O,X,X,O,X,X,O,X,O,X,X,X
SJILOTZ,O,X,O,X,O,X,O,X,O,X,X,X
SJILOZT,O,X,X,O,X,X,O,X,O,X,X,X
SJIZTLO,X,X,X,O,O,X,O,X,X,O,X,X
SJIZTOL,X,X,X,O,O,X,O,X,X,O,X,X
SJIZLTO,O,X,X,O,X,X,O,X,O,O,X,X
SJIZLOT,O,X,X,O,X,X,O,X,O,X,X,X
SJIZOTL,X,X,X,O,O,X,O,X,X,O,X,X
SJIZOLT,X,X,X,O,X,X,O,X,O,X,X,X
SJIOTLZ,X,X,O,X,O,X,O,X,O,X,X,X
SJIOTZL,X,X,X,O,O,X,O,X,X,X,X,X
SJIOLTZ,O,X,O,X,O,X,O,X,O,X,X,X
SJIOLZT,O,X,X,O,X,X,O,X,O,X,X,X
SJIOZTL,X,X,X,O,O,X,O,X,X,X,X,X
SJIOZLT,X,X,X,O,X,X,O,X,O,X,X,X
SJLTIZO,O,X,O,X,O,O,O,X,O,X,X,X
SJLTIOZ,O,X,O,X,O,O,O,X,O,X,X,X
SJLTZIO,O,X,O,X,O,O,O,X,O,X,O,X
SJLTZOI,O,X,O,X,O,O,O,X,O,X,O,X
SJLTOIZ,O,X,O,X,O,O,X,X,O,X,X,X
SJLTOZI,O,X,O,X,O,X,O,X,O,X,X,X
SJLITZO,O,X,O,X,O,X,O,X,O,X,X,X
SJLITOZ,O,X,O,X,O,X,O,X,O,X,X,X
SJLIZTO,O,X,X,O,X,X,O,X,O,X,X,X
SJLIZOT,O,X,X,O,X,X,O,X,O,X,X,X
SJLIOTZ,O,X,O,X,O,X,O,X,O,X,X,X
SJLIOZT,O,X,X,O,X,X,O,X,O,X,X,X
SJLZTIO,O,X,X,O,X,X,O,X,O,X,O,X
SJLZTOI,O,X,X,O,X,X,O,X,O,X,O,X
SJLZITO,O,X,X,O,X,X,O,X,O,X,X,X
SJLZIOT,O,X,X,O,X,X,O,X,O,X,X,X
SJLZOTI,O,X,X,O,X,X,O,X,O,X,X,X
SJLZOIT,O,X,X,O,X,X,O,X,O,X,X,X
SJLOTIZ,O,X,O,X,O,X,X,X,O,X,X,X
SJLOTZI,O,X,O,X,O,X,O,X,O,X,X,X
SJLOITZ,O,X,O,X,O,X,O,X,O,X,X,X
SJLOIZT,O,X,X,O,X,X,O,X,O,X,X,X
SJLOZTI,O,X,X,O,X,X,O,X,O,X,X,X
SJLOZIT,O,X,X,O,X,X,O,X,O,X,X,X
SJZTILO,X,X,X,O,O,X,O,X,X,O,X,X
SJZTIOL,X,X,X,O,O,X,O,X,X,O,X,X
SJZTLIO,X,X,X,O,O,X,O,X,X,O,X,X
SJZTLOI,X,X,X,O,O,X,O,X,X,O,X,X
SJZTOIL,X,X,X,O,O,X,X,X,X,O,X,X
SJZTOLI,X,X,X,O,O,X,O,X,X,O,X,X
SJZITLO,X,X,X,O,O,X,O,X,X,O,X,X
SJZITOL,X,X,X,O,O,X,O,X,X,O,X,X
SJZILTO,O,X,X,O,X,X,O,X,O,O,X,X
SJZILOT,O,X,X,O,X,X,O,X,O,X,X,X
SJZIOTL,X,X,X,O,O,X,O,X,X,O,X,X
