sequence,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFUdBRgBWnBllBTr?B3qB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFRcBUgBFhBTiB+r?B3qB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFRcBUgBGhBTiB/r?B1vB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFUdB/lBFhBCnBml?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhF2gBqhB/iBllBUm?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFOgB/iBChB0hBVr?BxvB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFUcBFgBTiB3hBWr?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhF0bB/lBGiBimBlm?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFUdBxmBGrB/qBFr?BiqB,v115@6gC8HeD8FeE8CeF8DeD8Jex6IvhF8gBzcBmfBSnB/r?B1vB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFXcBViB0lBxmBSw?BOqB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFGcB/iBRgBlmBUr?BTqB,v115@6gC8HeD8FeE8CeF8DeD8Jex6IvhF/iB0lBlmB6rBmp?BzqB,v115@6gC8HeD8FeE8CeF8DeD8Je/CJvhFxfB0lBlmBTrBmp?BCrB,v115@6gC8HeD8FeE8CeF8DeD8Je2/IvhFRbBShB/iBlmBUr?BTqB,v115@6gC8HeD8FeE8CeF8DeD8Je/CJvhFxfB0hBllBTrBmp?BCrB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFShB/iBlmBUrBZl?BuqB
JZLIOST,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZLSTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JZLSTOI,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
JZLSITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZLSIOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JZLSOTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZLSOIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZLOTIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOTSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOITS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZLOIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZLOSTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZLOSIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZSTILO,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
JZSTIOL,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O,X,O
JZSTLIO,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
JZSTLOI,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
JZSTOIL,X,O,X,X,X,X,X,O,X,X,X,O,O,O,O,X,O
JZSTOLI,X,O,X,X,X,X,X,O,X,X,X,O,O,X,O,X,O
JZSITLO,X,O,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X
JZSITOL,X,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X
JZSILTO,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JZSILOT,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JZSIOTL,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JZSIOLT,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
JZSLTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JZSLTOI,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
JZSLITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZSLIOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JZSLOTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZSLOIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZSOTIL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
JZSOTLI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
JZSOITL,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JZSOILT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JZSOLTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZSOLIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOTILS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTISL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTLIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTLSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTSIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTSLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOITLS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOITSL,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JZOILTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZOILST,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
JZOISTL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JZOISLT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZOLTIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLTSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLITS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZOLIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZOLSTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOLSIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOSTIL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
JZOSTLI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
JZOSITL,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JZOSILT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JZOSLTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOSLIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTILSZ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOTILZS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOTISLZ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
JOTISZL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
JOTIZLS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOTIZSL,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X
JOTLISZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOTLIZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOTLSIZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOTLSZI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOTLZIS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOTLZSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSILZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JOTSIZL,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JOTSLIZ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOTSLZI,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOTSZIL,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOTSZLI,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOTZILS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZISL,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOTZLIS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOTZLSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZSIL,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOTZSLI,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOITLSZ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JOITLZS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
JOITSLZ,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X
JOITSZL,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X
JOITZLS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOITZSL,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X
JOILTSZ,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JOILTZS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
JOILSTZ,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
JOILSZT,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JOILZTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOILZST,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
JOISTLZ,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
JOISTZL,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
JOISLTZ,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
JOISLZT,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JOISZTL,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
JOISZLT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOIZTLS,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOIZTSL,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
JOIZLTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOIZLST,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
JOIZSTL,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JOIZSLT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOLTISZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOLTIZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOLTSIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTSZI,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLTZIS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOLTZSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLITSZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOLITZS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
JOLISTZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLISZT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOLIZTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOLIZST,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
JOLSTIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLSTZI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLSITZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLSIZT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOLSZTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLSZIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLZTIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZTSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZITS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOLZIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOLZSTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLZSIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSTILZ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JOSTIZL,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JOSTLIZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSTLZI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSTZIL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSTZLI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSITLZ,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
JOSITZL,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
JOSILTZ,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
JOSILZT,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JOSIZTL,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
JOSIZLT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOSLTIZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSLTZI,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSLITZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOSLIZT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOSLZTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSLZIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSZTIL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JOSZTLI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
JOSZITL,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
JOSZILT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOSZLTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSZLIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZTILS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTISL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTSIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTSLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZITLS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZITSL,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZILTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZILST,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
JOZISTL,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZISLT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZLTIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLTSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLITS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZLIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZLSTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZLSIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZSTIL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
JOZSTLI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
JOZSITL,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JOZSILT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOZSLTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZSLIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STILJZO,X,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STILJOZ,X,X,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
STILZJO,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
STILZOJ,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X
STILOJZ,X,X,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
STILOZJ,X,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
STIJLZO,X,X,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X
STIJLOZ,X,X,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
STIJZLO,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
STIJZOL,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,O,X
STIJOLZ,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STIJOZL,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STIZLJO,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X
STIZLOJ,X,X,O,X,O,O,X,X,X,O,X,X,O,O,X,O,X
STIZJLO,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X
STIZJOL,X,X,O,X,O,O,X,O,X,O,X,X,O,O,X,O,X
STIZOLJ,X,X,O,X,O,O,X,X,X,O,X,X,O,O,X,O,X
STIZOJL,X,X,O,X,O,O,X,O,X,X,X,X,O,O,X,O,X
STIOLJZ,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STIOLZJ,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STIOJLZ,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STIOJZL,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STIOZLJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
STIOZJL,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
STLIJZO,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X
STLIJOZ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STLIZJO,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STLIZOJ,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X
STLIOJZ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STLIOZJ,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STLJIZO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STLJIOZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STLJZIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLJZOI,X,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STLJOIZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STLJOZI,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STLZIJO,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X
STLZIOJ,X,X,O,O,X,X,X,X,X,O,X,O,O,O,X,X,X
STLZJIO,X,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X
STLZJOI,X,O,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X
STLZOIJ,X,X,O,O,X,X,X,X,X,O,X,O,O,O,X,X,X
STLZOJI,X,X,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X
STLOIJZ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STLOIZJ,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STLOJIZ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STLOJZI,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STLOZIJ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STLOZJI,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
STJILZO,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
STJILOZ,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
STJIZLO,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
STJIZOL,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X
STJIOLZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJIOZL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STJLIOZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STJLZIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJLZOI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STJLOIZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STJLOZI,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STJZILO,X,O,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X
STJZIOL,X,O,O,X,O,X,X,X,X,O,X,X,O,O,O,X,X
STJZLIO,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
STJZLOI,X,O,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X
STJZOIL,X,O,O,X,O,X,X,O,X,O,X,X,O,O,O,X,X
STJZOLI,X,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X,X
STJOILZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJOIZL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STJOLZI,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STJOZIL,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STJOZLI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STZILJO,X,X,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
STZILOJ,X,X,O,X,O,X,X,X,X,O,X,O,O,O,O,O,O
STZIJLO,X,X,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
STZIJOL,X,X,O,X,O,X,X,O,X,O,X,O,O,O,O,O,O
STZIOLJ,X,X,O,X,O,X,X,X,X,O,X,O,O,O,O,O,O
STZIOJL,X,X,O,X,O,X,X,O,X,X,X,O,O,O,O,O,O
STZLIJO,X,X,O,X,X,X,X,X,X,O,X,O,O,X,O,X,O
STZLIOJ,X,X,O,X,X,X,X,X,X,O,X,O,O,O,O,O,O
STZLJIO,X,O,O,X,X,X,X,X,X,O,X,O,O,X,O,X,O
STZLJOI,X,O,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
STZLOIJ,X,X,O,X,X,X,X,X,X,O,X,O,O,O,O,X,O
STZLOJI,X,X,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
STZJILO,X,O,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
STZJIOL,X,O,O,X,O,X,X,X,X,O,X,O,O,O,O,O,O
STZJLIO,X,O,O,X,X,X,X,X,X,O,X,O,O,X,O,X,O
STZJLOI,X,O,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
STZJOIL,X,O,O,X,O,X,X,O,X,O,X,O,O,O,O,X,O
STZJOLI,X,O,O,X,O,X,X,O,X,O,X,O,O,X,O,X,O
STZOILJ,X,X,O,X,O,X,X,X,X,O,X,O,O,O,O,O,O
STZOIJL,X,X,O,X,O,X,X,O,X,X,X,O,O,O,O,O,O
STZOLIJ,X,X,O,X,X,X,X,X,X,O,X,O,O,O,O,X,O
STZOLJI,X,X,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
STZOJIL,X,X,O,X,O,X,X,O,X,O,X,O,O,O,O,X,O
STZOJLI,X,X,O,X,O,X,X,O,X,O,X,O,O,X,O,X,O
STOILJZ,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STOILZJ,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STOIJLZ,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STOIJZL,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STOIZLJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
STOIZJL,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
STOLIJZ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STOLIZJ,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STOLJIZ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STOLJZI,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STOLZIJ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STOLZJI,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
STOJILZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STOJIZL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STOJLIZ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STOJLZI,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STOJZIL,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STOJZLI,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STOZILJ,X,X,O,X,O,X,X,X,X,O,X,X,O,O,X,O,O
STOZIJL,X,X,O,X,O,X,X,O,X,X,X,X,O,O,X,O,O
STOZLIJ,X,X,O,X,X,X,O,X,X,O,X,X,O,O,X,O,O
STOZLJI,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,O
STOZJIL,X,X,O,X,O,X,X,O,X,O,X,X,O,O,X,O,O
STOZJLI,X,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,O
SITLJZO,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
SITLJOZ,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
SITLZJO,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
SITLZOJ,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,O,X
SITLOJZ,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
SITLOZJ,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
SITJLZO,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X
SITJLOZ,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SITJZLO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SITJZOL,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
SITJOLZ,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SITJOZL,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SITZLJO,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
SITZLOJ,X,X,X,X,O,O,X,X,X,X,X,X,O,O,X,O,X
SITZJLO,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
