sequence,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF8lBzhBaoB5oB+s?BlrB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFmhBziB5oBCmB0r?BlsB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF6mBmiB5oBzlB0n?BVxB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF0hBliB5oBzlBys?BWxB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFVmBUiBaoB5oBGr?BTsB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFlhBaoB5oBzlB8r?B+sB,v115@9gB8HeA8IeC8GeE8CeA8KeVFJvhFUhBanBziB5oBGr?B3sB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF8lB+mBiiB5oBzn?BVxB
SZTJOLI,O,O,O,X,X,O,O,O
SZTOILJ,O,O,O,X,X,X,O,O
SZTOIJL,O,O,O,X,X,O,O,O
SZTOLIJ,O,O,O,X,X,X,O,O
SZTOLJI,O,O,O,X,X,X,O,O
SZTOJIL,O,O,O,X,X,O,O,O
SZTOJLI,O,O,O,X,X,O,O,O
SZITLJO,O,O,O,X,X,O,O,O
SZITLOJ,O,O,O,X,X,X,O,O
SZITJLO,O,O,O,X,X,O,O,O
SZITJOL,O,O,O,X,X,O,O,O
SZITOLJ,O,O,O,X,X,X,O,O
SZITOJL,O,O,O,X,X,O,O,O
SZILTJO,O,O,X,O,X,O,O,O
SZILTOJ,O,O,X,O,X,X,O,O
SZILJTO,O,O,X,O,O,O,O,X
SZILJOT,O,O,X,O,X,O,O,X
SZILOTJ,X,O,X,O,X,X,O,X
SZILOJT,O,O,X,O,O,O,O,X
SZIJTLO,O,O,X,O,O,O,O,O
SZIJTOL,O,O,X,O,O,O,O,O
SZIJLTO,O,O,X,O,O,O,O,X
SZIJLOT,O,O,X,O,X,O,O,X
SZIJOTL,O,X,X,O,O,O,O,X
SZIJOLT,O,X,X,O,O,O,O,X
SZIOTLJ,O,O,O,O,X,O,O,O
SZIOTJL,O,O,O,O,X,O,O,O
SZIOLTJ,X,O,X,O,X,O,O,X
SZIOLJT,O,O,X,O,O,O,O,X
SZIOJTL,O,X,X,O,O,O,O,X
SZIOJLT,O,X,X,O,O,O,O,X
SZLTIJO,O,O,X,O,X,O,O,O
SZLTIOJ,O,O,X,O,X,X,O,O
SZLTJIO,O,O,X,O,X,O,O,O
SZLTJOI,O,O,X,X,X,O,O,O
SZLTOIJ,O,O,X,O,X,X,O,O
SZLTOJI,O,O,X,O,X,X,O,O
SZLITJO,O,O,X,O,X,O,O,O
SZLITOJ,O,O,X,O,X,X,O,O
SZLIJTO,O,O,X,O,O,O,O,X
SZLIJOT,O,O,X,O,X,O,O,X
SZLIOTJ,X,O,X,O,X,X,O,X
SZLIOJT,O,O,X,O,O,O,O,X
SZLJTIO,O,O,X,O,O,O,O,X
SZLJTOI,O,O,X,O,O,O,O,X
SZLJITO,O,O,X,O,O,O,O,X
SZLJIOT,O,O,X,O,X,O,O,X
SZLJOTI,O,O,X,O,X,O,O,X
SZLJOIT,O,O,X,O,X,O,O,X
SZLOTIJ,X,O,X,O,X,X,O,X
SZLOTJI,X,O,X,O,X,X,O,X
SZLOITJ,X,O,X,O,X,X,O,X
SZLOIJT,O,O,X,O,O,O,O,X
SZLOJTI,O,O,X,O,O,O,O,X
SZLOJIT,O,O,X,O,O,O,O,X
SZJTILO,O,O,X,O,O,O,O,O
SZJTIOL,O,O,X,O,O,O,O,O
SZJTLIO,O,O,X,O,O,O,O,O
SZJTLOI,O,O,X,O,O,O,O,O
SZJTOIL,O,O,X,O,O,O,O,O
SZJTOLI,O,O,X,X,O,O,O,O
SZJITLO,O,O,X,O,O,O,O,O
SZJITOL,O,O,X,O,O,O,O,O
SZJILTO,O,O,X,O,O,O,O,X
SZJILOT,O,O,X,O,X,O,O,X
SZJIOTL,O,X,X,O,O,O,O,X
SZJIOLT,O,X,X,O,O,O,O,X
SZJLTIO,O,O,X,O,O,O,O,X
SZJLTOI,O,O,X,O,O,O,O,X
SZJLITO,O,O,X,O,O,O,O,X
SZJLIOT,O,O,X,O,X,O,O,X
SZJLOTI,O,O,X,O,X,O,O,X
SZJLOIT,O,O,X,O,X,O,O,X
SZJOTIL,O,X,X,O,O,O,O,X
SZJOTLI,O,X,X,X,O,O,O,X
SZJOITL,O,X,X,O,O,O,O,X
SZJOILT,O,X,X,O,O,O,O,X
SZJOLTI,O,X,X,O,O,O,O,X
SZJOLIT,O,X,X,O,O,O,O,X
SZOTILJ,O,O,O,O,X,O,O,O
SZOTIJL,O,O,O,O,X,O,O,O
SZOTLIJ,O,O,O,O,X,O,O,O
SZOTLJI,O,O,O,O,X,O,O,O
SZOTJIL,O,O,O,O,X,O,O,O
SZOTJLI,O,O,O,O,X,O,O,O
SZOITLJ,O,O,O,O,X,O,O,O
SZOITJL,O,O,O,O,X,O,O,O
SZOILTJ,X,O,X,O,X,O,O,X
SZOILJT,O,O,X,O,O,O,O,X
SZOIJTL,O,X,X,O,O,O,O,X
SZOIJLT,O,X,X,O,O,O,O,X
SZOLTIJ,X,O,X,O,X,O,O,X
SZOLTJI,X,O,X,O,X,O,O,X
SZOLITJ,X,O,X,O,X,O,O,X
SZOLIJT,O,O,X,O,O,O,O,X
SZOLJTI,O,O,X,O,O,O,O,X
SZOLJIT,O,O,X,O,O,O,O,X
SZOJTIL,O,X,X,O,O,O,O,X
SZOJTLI,O,X,X,O,O,O,O,X
SZOJITL,O,X,X,O,O,O,O,X
SZOJILT,O,X,X,O,O,O,O,X
SZOJLTI,O,X,X,O,O,O,O,X
SZOJLIT,O,X,X,O,O,O,O,X
SOTILJZ,X,O,O,O,O,O,O,X
SOTILZJ,X,O,O,O,X,O,O,O
SOTIJLZ,X,O,O,O,O,O,O,X
SOTIJZL,X,O,O,O,O,O,O,O
SOTIZLJ,X,O,O,O,X,O,O,O
SOTIZJL,X,O,O,O,X,O,O,O
SOTLIJZ,X,O,O,O,O,O,O,X
SOTLIZJ,X,O,O,O,X,O,O,O
SOTLJIZ,X,O,O,O,O,O,O,X
SOTLJZI,X,O,O,O,O,O,O,X
SOTLZIJ,X,O,O,O,X,O,O,O
SOTLZJI,X,O,O,O,X,O,O,O
SOTJILZ,X,O,O,O,O,O,O,X
SOTJIZL,X,O,O,O,O,O,O,O
SOTJLIZ,X,O,O,O,O,O,O,X
SOTJLZI,X,O,O,O,O,O,O,X
SOTJZIL,X,O,O,O,O,O,O,O
SOTJZLI,X,O,O,O,O,O,O,O
SOTZILJ,X,O,O,O,X,O,O,O
SOTZIJL,X,O,O,O,X,O,O,O
SOTZLIJ,X,O,O,O,X,O,O,O
SOTZLJI,X,O,O,O,X,O,O,O
SOTZJIL,X,O,O,O,X,O,O,O
SOTZJLI,X,O,O,O,X,O,O,O
SOITLJZ,X,O,O,O,O,O,O,X
SOITLZJ,X,O,O,O,X,O,O,O
SOITJLZ,X,O,O,O,O,O,O,X
SOITJZL,X,O,O,O,O,O,O,O
SOITZLJ,X,O,O,O,X,O,O,O
SOITZJL,X,O,O,O,X,O,O,O
SOILTJZ,X,O,O,O,O,O,O,X
SOILTZJ,X,O,O,O,X,O,O,X
SOILJTZ,X,O,X,O,O,O,O,X
SOILJZT,O,O,X,O,O,O,O,X
SOILZTJ,X,O,X,O,X,O,O,X
SOILZJT,O,O,X,O,O,O,O,X
SOIJTLZ,X,X,O,O,O,O,O,X
SOIJTZL,X,X,O,O,O,O,O,X
SOIJLTZ,X,X,X,O,O,O,O,X
SOIJLZT,O,X,X,O,O,O,O,X
SOIJZTL,O,X,X,O,O,O,O,X
SOIJZLT,O,X,X,O,O,O,O,X
SOIZTLJ,O,O,O,O,X,O,O,O
SOIZTJL,O,O,O,O,X,O,O,O
SOIZLTJ,X,O,X,O,X,O,O,X
SOIZLJT,O,O,X,O,O,O,O,X
SOIZJTL,O,X,X,O,O,O,O,X
SOIZJLT,O,X,X,O,O,O,O,X
SOLTIJZ,X,O,O,O,O,O,O,X
SOLTIZJ,X,O,O,O,X,O,O,X
SOLTJIZ,X,O,O,O,O,O,O,X
SOLTJZI,X,O,O,O,O,O,O,X
SOLTZIJ,X,O,O,O,X,O,O,X
SOLTZJI,X,O,O,O,X,O,O,X
SOLITJZ,X,O,O,O,O,O,O,X
SOLITZJ,X,O,O,O,X,O,O,X
SOLIJTZ,X,O,X,O,O,O,O,X
SOLIJZT,O,O,X,O,O,O,O,X
SOLIZTJ,X,O,X,O,X,O,O,X
SOLIZJT,O,O,X,O,O,O,O,X
SOLJTIZ,X,O,X,O,O,O,O,X
SOLJTZI,X,O,X,O,O,O,O,X
SOLJITZ,X,O,X,O,O,O,O,X
SOLJIZT,O,O,X,O,O,O,O,X
SOLJZTI,O,O,X,O,O,O,O,X
SOLJZIT,O,O,X,O,O,O,O,X
SOLZTIJ,X,O,X,O,X,O,O,X
SOLZTJI,X,O,X,O,X,O,O,X
SOLZITJ,X,O,X,O,X,O,O,X
SOLZIJT,O,O,X,O,O,O,O,X
SOLZJTI,O,O,X,O,O,O,O,X
SOLZJIT,O,O,X,O,O,O,O,X
SOJTILZ,X,X,O,O,O,O,O,X
SOJTIZL,X,X,O,O,O,O,O,X
SOJTLIZ,X,X,O,O,O,O,O,X
SOJTLZI,X,X,O,O,O,O,O,X
SOJTZIL,X,X,O,O,O,O,O,X
SOJTZLI,X,X,O,O,O,O,O,X
SOJITLZ,X,X,O,O,O,O,O,X
SOJITZL,X,X,O,O,O,O,O,X
SOJILTZ,X,X,X,O,O,O,O,X
SOJILZT,O,X,X,O,O,O,O,X
SOJIZTL,O,X,X,O,O,O,O,X
SOJIZLT,O,X,X,O,O,O,O,X
SOJLTIZ,X,X,X,O,O,O,O,X
SOJLTZI,X,X,X,O,O,O,O,X
SOJLITZ,X,X,X,O,O,O,O,X
SOJLIZT,O,X,X,O,O,O,O,X
SOJLZTI,O,X,X,O,O,O,O,X
SOJLZIT,O,X,X,O,O,O,O,X
SOJZTIL,O,X,X,O,O,O,O,X
SOJZTLI,O,X,X,O,O,O,O,X
SOJZITL,O,X,X,O,O,O,O,X
SOJZILT,O,X,X,O,O,O,O,X
SOJZLTI,O,X,X,O,O,O,O,X
SOJZLIT,O,X,X,O,O,O,O,X
SOZTILJ,O,O,O,O,X,O,O,O
SOZTIJL,O,O,O,O,X,O,O,O
SOZTLIJ,O,O,O,O,X,O,O,O
SOZTLJI,O,O,O,O,X,O,O,O
SOZTJIL,O,O,O,O,X,O,O,O
SOZTJLI,O,O,O,O,X,O,O,O
SOZITLJ,O,O,O,O,X,O,O,O
SOZITJL,O,O,O,O,X,O,O,O
SOZILTJ,X,O,X,O,X,O,O,X
SOZILJT,O,O,X,O,O,O,O,X
SOZIJTL,O,X,X,O,O,O,O,X
SOZIJLT,O,X,X,O,O,O,O,X
SOZLTIJ,X,O,X,O,X,O,O,X
SOZLTJI,X,O,X,O,X,O,O,X
SOZLITJ,X,O,X,O,X,O,O,X
SOZLIJT,O,O,X,O,O,O,O,X
SOZLJTI,O,O,X,O,O,O,O,X
SOZLJIT,O,O,X,O,O,O,O,X
SOZJTIL,O,X,X,O,O,O,O,X
SOZJTLI,O,X,X,O,O,O,O,X
SOZJITL,O,X,X,O,O,O,O,X
SOZJILT,O,X,X,O,O,O,O,X
SOZJLTI,O,X,X,O,O,O,O,X
SOZJLIT,O,X,X,O,O,O,O,X
ZTILJSO,O,O,O,X,X,O,O,O
ZTILJOS,O,O,O,X,X,O,O,O
ZTILSJO,O,O,O,X,X,O,O,O
ZTILSOJ,O,O,O,X,X,X,O,O
ZTILOJS,O,O,O,X,X,X,X,O
ZTILOSJ,O,O,O,X,X,X,O,O
ZTIJLSO,O,O,O,X,X,O,O,O
ZTIJLOS,O,O,O,X,X,O,O,O
ZTIJSLO,O,O,O,X,X,O,O,O
ZTIJSOL,O,O,O,X,X,O,O,O
ZTIJOLS,O,O,O,X,X,O,O,O
ZTIJOSL,O,O,O,X,X,O,O,O
ZTISLJO,O,O,O,X,X,O,O,O
ZTISLOJ,O,O,O,X,X,X,O,O
ZTISJLO,O,O,O,X,X,O,O,O
ZTISJOL,O,O,O,X,X,O,O,O
ZTISOLJ,O,O,O,X,X,X,O,O
ZTISOJL,O,O,O,X,X,O,O,O
ZTIOLJS,O,O,O,X,X,O,X,O
ZTIOLSJ,O,O,O,X,X,O,O,O
ZTIOJLS,O,O,O,X,X,O,O,O
ZTIOJSL,O,O,O,X,X,O,O,O
ZTIOSLJ,O,O,O,X,X,O,O,O
ZTIOSJL,O,O,O,X,X,O,O,O
ZTLIJSO,O,O,O,X,X,O,O,O
ZTLIJOS,O,O,O,X,X,O,O,O
ZTLISJO,O,O,O,X,X,O,O,O
ZTLISOJ,O,O,O,X,X,X,O,O
ZTLIOJS,O,O,O,X,X,X,X,O
ZTLIOSJ,O,O,O,X,X,X,O,O
ZTLJISO,O,O,O,X,X,O,O,O
ZTLJIOS,O,O,O,X,X,O,O,O
ZTLJSIO,O,O,O,X,X,O,O,O
ZTLJSOI,O,O,O,X,X,O,O,O
ZTLJOIS,O,O,O,X,X,O,O,O
ZTLJOSI,O,O,O,X,X,O,X,O
ZTLSIJO,O,O,O,X,X,O,O,O
ZTLSIOJ,O,O,O,X,X,X,O,O
ZTLSJIO,O,O,O,X,X,O,O,O
ZTLSJOI,O,O,O,X,X,O,O,O
ZTLSOIJ,O,O,O,X,X,X,O,O
ZTLSOJI,O,O,O,X,X,X,O,O
ZTLOIJS,O,O,O,X,X,X,X,O
ZTLOISJ,O,O,O,X,X,X,O,O
ZTLOJIS,O,O,O,X,X,X,X,O
ZTLOJSI,O,O,O,X,X,X,X,O
ZTLOSIJ,O,O,O,X,X,X,X,O
ZTLOSJI,O,O,O,X,X,X,X,O
ZTJILSO,O,O,O,X,X,O,O,O
ZTJILOS,O,O,O,X,X,O,O,O
ZTJISLO,O,O,O,X,X,O,O,O
ZTJISOL,O,O,O,X,X,O,O,O
ZTJIOLS,O,O,O,X,X,O,O,O
ZTJIOSL,O,O,O,X,X,O,O,O
ZTJLISO,O,O,O,X,X,O,O,O
ZTJLIOS,O,O,O,X,X,O,O,O
ZTJLSIO,O,O,O,X,X,O,O,O
ZTJLSOI,O,O,O,X,X,O,O,O
ZTJLOIS,O,O,O,X,X,O,O,O
ZTJLOSI,O,O,O,X,X,O,X,O
ZTJSILO,O,O,O,X,X,O,O,O
ZTJSIOL,O,O,O,X,X,O,O,O
ZTJSLIO,O,O,O,X,X,O,O,O
ZTJSLOI,O,O,O,X,X,O,O,O
ZTJSOIL,O,O,O,X,X,O,O,O
ZTJSOLI,O,O,O,X,X,O,O,O
ZTJOILS,O,O,O,X,X,O,O,O
ZTJOISL,O,O,O,X,X,O,O,O
ZTJOLIS,O,O,O,X,X,O,O,O
ZTJOLSI,O,O,O,X,X,O,X,O
ZTJOSIL,O,O,O,X,X,O,O,O
ZTJOSLI,O,O,O,X,X,O,O,O
ZTSILJO,O,O,O,X,X,O,O,O
ZTSILOJ,O,O,O,X,X,X,O,O
ZTSIJLO,O,O,O,X,X,O,O,O
ZTSIJOL,O,O,O,X,X,O,O,O
ZTSIOLJ,O,O,O,X,X,X,O,O
ZTSIOJL,O,O,O,X,X,O,O,O
ZTSLIJO,O,O,O,X,X,O,O,O
ZTSLIOJ,O,O,O,X,X,X,O,O
ZTSLJIO,O,O,O,X,X,O,O,O
ZTSLJOI,O,O,O,X,X,O,O,O
ZTSLOIJ,O,O,O,X,X,X,O,O
ZTSLOJI,O,O,O,X,X,X,O,O
ZTSJILO,O,O,O,X,X,O,O,O
ZTSJIOL,O,O,O,X,X,O,O,O
ZTSJLIO,O,O,O,X,X,O,O,O
ZTSJLOI,O,O,O,X,X,O,O,O
ZTSJOIL,O,O,O,X,X,O,O,O
ZTSJOLI,O,O,O,X,X,O,O,O
ZTSOILJ,O,O,O,X,X,X,O,O
ZTSOIJL,O,O,O,X,X,O,O,O
ZTSOLIJ,O,O,O,X,X,X,O,O
ZTSOLJI,O,O,O,X,X,X,O,O
ZTSOJIL,O,O,O,X,X,O,O,O
ZTSOJLI,O,O,O,X,X,O,O,O
ZTOILJS,O,O,O,X,X,O,X,O
ZTOILSJ,O,O,O,X,X,O,O,O
ZTOIJLS,O,O,O,X,X,O,O,O
ZTOIJSL,O,O,O,X,X,O,O,O
ZTOISLJ,O,O,O,X,X,O,O,O
ZTOISJL,O,O,O,X,X,O,O,O
ZTOLIJS,O,O,O,X,X,O,X,O
ZTOLISJ,O,O,O,X,X,O,O,O
ZTOLJIS,O,O,O,X,X,O,X,O
ZTOLJSI,O,O,O,X,X,O,X,O
ZTOLSIJ,O,O,O,X,X,O,X,O
ZTOLSJI,O,O,O,X,X,O,X,O
ZTOJILS,O,O,O,X,X,O,O,O
ZTOJISL,O,O,O,X,X,O,O,O
ZTOJLIS,O,O,O,X,X,O,O,O
ZTOJLSI,O,O,O,X,X,O,X,O
ZTOJSIL,O,O,O,X,X,O,O,O
ZTOJSLI,O,O,O,X,X,O,O,O
ZTOSILJ,O,O,O,X,X,O,O,O
ZTOSIJL,O,O,O,X,X,O,O,O
ZTOSLIJ,O,O,O,X,X,O,O,O
ZTOSLJI,O,O,O,X,X,O,O,O
ZTOSJIL,O,O,O,X,X,O,O,O
ZTOSJLI,O,O,O,X,X,O,O,O
ZITLJSO,O,O,O,X,X,O,O,O
ZITLJOS,O,O,O,X,X,O,O,O
ZITLSJO,O,O,O,X,X,O,O,O
ZITLSOJ,O,O,O,X,X,X,O,O
ZITLOJS,O,O,O,X,X,X,X,O
ZITLOSJ,O,O,O,X,X,X,O,O
ZITJLSO,O,O,O,X,X,O,O,O
ZITJLOS,O,O,O,X,X,O,O,O
ZITJSLO,O,O,O,X,X,O,O,O
ZITJSOL,O,O,O,X,X,O,O,O
ZITJOLS,O,O,O,X,X,O,O,O
ZITJOSL,O,O,O,X,X,O,O,O
ZITSLJO,O,O,O,X,X,O,O,O
ZITSLOJ,O,O,O,X,X,X,O,O
ZITSJLO,O,O,O,X,X,O,O,O
ZITSJOL,O,O,O,X,X,O,O,O
ZITSOLJ,O,O,O,X,X,X,O,O
ZITSOJL,O,O,O,X,X,O,O,O
ZITOLJS,O,O,O,X,X,O,X,O
ZITOLSJ,O,O,O,X,X,O,O,O
ZITOJLS,O,O,O,X,X,O,O,O
ZITOJSL,O,O,O,X,X,O,O,O
ZITOSLJ,O,O,O,X,X,O,O,O
ZITOSJL,O,O,O,X,X,O,O,O
ZILTJSO,O,O,X,O,X,O,X,O
ZILTJOS,O,O,X,X,X,O,X,O
ZILTSJO,O,O,X,O,X,O,X,O
ZILTSOJ,O,O,X,O,X,X,X,O
ZILTOJS,O,O,X,O,X,X,X,O
ZILTOSJ,O,O,X,O,X,X,X,O
ZILJTSO,O,O,X,O,O,O,X,X
ZILJTOS,O,O,X,O,O,O,X,X
ZILJSTO,O,O,X,O,O,O,X,X
ZILJSOT,O,O,X,O,X,O,X,X
ZILJOTS,O,O,X,O,X,O,X,X
ZILJOST,O,O,X,O,X,O,X,X
ZILSTJO,O,O,X,O,X,O,X,O
ZILSTOJ,O,O,X,O,X,X,X,O
ZILSJTO,O,O,X,O,O,O,X,X
ZILSJOT,O,O,X,O,X,O,X,X
ZILSOTJ,X,O,X,O,X,X,X,X
ZILSOJT,O,O,X,O,O,O,X,X
ZILOTJS,X,O,X,O,O,O,X,X
ZILOTSJ,X,O,X,O,X,O,X,X
ZILOJTS,O,O,X,O,O,O,X,X
ZILOJST,O,O,X,O,O,O,X,X
ZILOSTJ,X,O,X,O,X,O,X,X
ZILOSJT,O,O,X,O,O,O,X,X
ZIJTLSO,O,O,X,O,O,O,O,O
ZIJTLOS,O,O,X,O,O,O,O,O
ZIJTSLO,O,O,X,O,O,O,O,O
ZIJTSOL,O,O,X,O,O,O,O,O
ZIJTOLS,O,O,X,X,O,O,O,O
ZIJTOSL,O,O,X,O,O,O,O,O
ZIJLTSO,O,O,X,O,O,O,X,X
ZIJLTOS,O,O,X,O,O,O,X,X
ZIJLSTO,O,O,X,O,O,O,X,X
ZIJLSOT,O,O,X,O,X,O,X,X
ZIJLOTS,O,O,X,O,X,O,X,X
ZIJLOST,O,O,X,O,X,O,X,X
ZIJSTLO,O,O,X,O,O,O,O,O
ZIJSTOL,O,O,X,O,O,O,O,O
ZIJSLTO,O,O,X,O,O,O,O,X
ZIJSLOT,O,O,X,O,X,O,O,X
ZIJSOTL,O,X,X,O,O,O,O,X
ZIJSOLT,O,X,X,O,O,O,O,X
ZIJOTLS,O,X,X,O,O,O,X,X
ZIJOTSL,O,X,X,O,O,O,X,X
ZIJOLTS,O,X,X,O,O,O,X,X
ZIJOLST,O,X,X,O,O,O,X,X
ZIJOSTL,O,X,X,O,O,O,X,X
ZIJOSLT,O,X,X,O,O,O,X,X
ZISTLJO,O,O,O,X,X,O,O,O
ZISTLOJ,O,O,O,X,X,X,O,O
ZISTJLO,O,O,O,X,X,O,O,O
ZISTJOL,O,O,O,X,X,O,O,O
ZISTOLJ,O,O,O,X,X,X,O,O
ZISTOJL,O,O,O,X,X,O,O,O
ZISLTJO,O,O,X,O,X,O,O,O
ZISLTOJ,O,O,X,O,X,X,O,O
ZISLJTO,O,O,X,O,O,O,O,X
ZISLJOT,O,O,X,O,X,O,O,X
ZISLOTJ,X,O,X,O,X,X,O,X
ZISLOJT,O,O,X,O,O,O,O,X
ZISJTLO,O,O,X,O,O,O,O,O
ZISJTOL,O,O,X,O,O,O,O,O
ZISJLTO,O,O,X,O,O,O,O,X
ZISJLOT,O,O,X,O,X,O,O,X
ZISJOTL,O,X,X,O,O,O,O,X
ZISJOLT,O,X,X,O,O,O,O,X
ZISOTLJ,O,O,O,O,X,O,O,O
ZISOTJL,O,O,O,O,X,O,O,O
ZISOLTJ,X,O,X,O,X,O,O,X
ZISOLJT,O,O,X,O,O,O,O,X
ZISOJTL,O,X,X,O,O,O,O,X
ZISOJLT,O,X,X,O,O,O,O,X
ZIOTLJS,O,O,O,O,O,O,X,O
ZIOTLSJ,O,O,O,O,X,O,X,O
ZIOTJLS,O,O,O,O,O,O,X,O
ZIOTJSL,O,O,O,O,O,O,X,O
ZIOTSLJ,O,O,O,O,X,O,X,O
ZIOTSJL,O,O,O,O,X,O,X,O
ZIOLTJS,X,O,X,O,O,O,X,X
ZIOLTSJ,X,O,X,O,X,O,X,X
ZIOLJTS,O,O,X,O,O,O,X,X
ZIOLJST,O,O,X,O,O,O,X,X
ZIOLSTJ,X,O,X,O,X,O,X,X
ZIOLSJT,O,O,X,O,O,O,X,X
ZIOJTLS,O,X,X,O,O,O,X,X
ZIOJTSL,O,X,X,O,O,O,X,X
ZIOJLTS,O,X,X,O,O,O,X,X
ZIOJLST,O,X,X,O,O,O,X,X
ZIOJSTL,O,X,X,O,O,O,X,X
ZIOJSLT,O,X,X,O,O,O,X,X
ZIOSTLJ,O,O,O,O,X,O,X,O
ZIOSTJL,O,O,O,O,X,O,X,O
ZIOSLTJ,X,O,X,O,X,O,X,X
ZIOSLJT,O,O,X,O,O,O,X,X
ZIOSJTL,O,X,X,O,O,O,X,X
ZIOSJLT,O,X,X,O,O,O,X,X
ZLTIJSO,O,O,X,O,X,O,X,O
ZLTIJOS,O,O,X,X,X,O,X,O
ZLTISJO,O,O,X,O,X,O,X,O
ZLTISOJ,O,O,X,O,X,X,X,O
ZLTIOJS,O,O,X,O,X,X,X,O
ZLTIOSJ,O,O,X,O,X,X,X,O
ZLTJISO,O,O,X,O,X,O,X,O
ZLTJIOS,O,O,X,X,X,O,X,O
ZLTJSIO,O,O,X,O,X,O,X,O
ZLTJSOI,O,O,X,X,X,O,X,O
ZLTJOIS,O,O,X,X,X,O,X,O
ZLTJOSI,O,O,X,X,X,O,X,O
ZLTSIJO,O,O,X,O,X,O,X,O
ZLTSIOJ,O,O,X,O,X,X,X,O
ZLTSJIO,O,O,X,O,X,O,X,O
ZLTSJOI,O,O,X,X,X,O,X,O
ZLTSOIJ,O,O,X,O,X,X,X,O
ZLTSOJI,O,O,X,O,X,X,X,O
ZLTOIJS,O,O,X,O,X,X,X,O
ZLTOISJ,O,O,X,O,X,X,X,O
ZLTOJIS,O,O,X,O,X,X,X,O
ZLTOJSI,O,O,X,O,X,X,X,O
ZLTOSIJ,O,O,X,O,X,X,X,O
ZLTOSJI,O,O,X,O,X,X,X,O
ZLITJSO,O,O,X,O,X,O,X,O
ZLITJOS,O,O,X,X,X,O,X,O
ZLITSJO,O,O,X,O,X,O,X,O
ZLITSOJ,O,O,X,O,X,X,X,O
ZLITOJS,O,O,X,O,X,X,X,O
ZLITOSJ,O,O,X,O,X,X,X,O
ZLIJTSO,O,O,X,O,O,O,X,X
ZLIJTOS,O,O,X,O,O,O,X,X
ZLIJSTO,O,O,X,O,O,O,X,X
ZLIJSOT,O,O,X,O,X,O,X,X
ZLIJOTS,O,O,X,O,X,O,X,X
ZLIJOST,O,O,X,O,X,O,X,X
ZLISTJO,O,O,X,O,X,O,X,O
ZLISTOJ,O,O,X,O,X,X,X,O
ZLISJTO,O,O,X,O,O,O,X,X
ZLISJOT,O,O,X,O,X,O,X,X
ZLISOTJ,X,O,X,O,X,X,X,X
ZLISOJT,O,O,X,O,O,O,X,X
ZLIOTJS,X,O,X,O,O,O,X,X
ZLIOTSJ,X,O,X,O,X,O,X,X
ZLIOJTS,O,O,X,O,O,O,X,X
ZLIOJST,O,O,X,O,O,O,X,X
ZLIOSTJ,X,O,X,O,X,O,X,X
ZLIOSJT,O,O,X,O,O,O,X,X
ZLJTISO,O,O,X,O,O,O,X,X
ZLJTIOS,O,O,X,O,O,O,X,X
ZLJTSIO,O,O,X,O,O,O,X,X
ZLJTSOI,O,O,X,O,O,O,X,X
ZLJTOIS,O,O,X,O,O,O,X,X
ZLJTOSI,O,O,X,O,O,O,X,X
ZLJITSO,O,O,X,O,O,O,X,X
ZLJITOS,O,O,X,O,O,O,X,X
ZLJISTO,O,O,X,O,O,O,X,X
ZLJISOT,O,O,X,O,X,O,X,X
ZLJIOTS,O,O,X,O,X,O,X,X
ZLJIOST,O,O,X,O,X,O,X,X
ZLJSTIO,O,O,X,O,O,O,X,X
ZLJSTOI,O,O,X,O,O,O,X,X
ZLJSITO,O,O,X,O,O,O,X,X
ZLJSIOT,O,O,X,O,X,O,X,X
ZLJSOTI,O,O,X,O,X,O,X,X
ZLJSOIT,O,O,X,O,X,O,X,X
ZLJOTIS,O,O,X,O,X,O,X,X
ZLJOTSI,O,O,X,O,X,O,X,X
ZLJOITS,O,O,X,O,X,O,X,X
ZLJOIST,O,O,X,O,X,O,X,X
ZLJOSTI,O,O,X,O,X,O,X,X
ZLJOSIT,O,O,X,O,X,O,X,X
ZLSTIJO,O,O,X,O,X,O,X,O
ZLSTIOJ,O,O,X,O,X,X,X,O
ZLSTJIO,O,O,X,O,X,O,X,O
ZLSTJOI,O,O,X,X,X,O,X,O
ZLSTOIJ,O,O,X,O,X,X,X,O
ZLSTOJI,O,O,X,O,X,X,X,O
ZLSITJO,O,O,X,O,X,O,X,O
ZLSITOJ,O,O,X,O,X,X,X,O
ZLSIJTO,O,O,X,O,O,O,X,X
ZLSIJOT,O,O,X,O,X,O,X,X
ZLSIOTJ,X,O,X,O,X,X,X,X
ZLSIOJT,O,O,X,O,O,O,X,X
ZLSJTIO,O,O,X,O,O,O,X,X
ZLSJTOI,O,O,X,O,O,O,X,X
ZLSJITO,O,O,X,O,O,O,X,X
ZLSJIOT,O,O,X,O,X,O,X,X
ZLSJOTI,O,O,X,O,X,O,X,X
ZLSJOIT,O,O,X,O,X,O,X,X
ZLSOTIJ,X,O,X,O,X,X,X,X
ZLSOTJI,X,O,X,O,X,X,X,X
