sequence,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8JeO/IvhF8f?BfhB6hBTdBZjBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8Jei6IvhFGc?BTdBZjB3fBUhBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8JeO/IvhF8f?BzbBRdB3hBaoBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8JeO/IvhF8f?BzbBSiBZjB3hBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8Je2/IvhFSh?BTdBZjB3fBUhBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8Jez7IvhFGd?BZjB3hB0kBikBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8JeSBJvhFTd?BZjBlfBUhB/pBmpB
ZSLTJOI,O,O,O,X,X,X,X
ZSLTOIJ,O,O,O,X,X,X,O
ZSLTOJI,O,O,O,X,X,X,X
ZSLITJO,O,O,O,X,X,O,X
ZSLITOJ,O,O,O,X,X,O,O
ZSLIJTO,O,O,O,X,X,O,X
ZSLIJOT,O,O,O,O,X,O,X
ZSLIOTJ,O,O,O,X,X,O,O
ZSLIOJT,O,O,O,O,X,O,X
ZSLJTIO,O,O,O,X,X,X,X
ZSLJTOI,O,O,O,X,X,X,X
ZSLJITO,O,O,O,X,X,O,X
ZSLJIOT,O,O,O,O,X,O,X
ZSLJOTI,O,O,O,X,X,X,X
ZSLJOIT,O,O,O,O,X,O,X
ZSLOTIJ,O,O,O,X,X,X,O
ZSLOTJI,O,O,O,X,X,X,X
ZSLOITJ,O,O,O,X,X,O,O
ZSLOIJT,O,O,O,O,X,O,X
ZSLOJTI,O,O,O,X,X,X,X
ZSLOJIT,O,O,O,O,X,O,X
ZSJTILO,O,O,X,X,X,O,X
ZSJTIOL,O,O,O,X,X,O,X
ZSJTLIO,O,O,O,X,X,X,X
ZSJTLOI,O,O,O,X,X,X,X
ZSJTOIL,O,O,O,X,X,O,X
ZSJTOLI,O,O,O,X,X,X,X
ZSJITLO,O,O,X,X,X,O,X
ZSJITOL,O,O,O,X,X,O,X
ZSJILTO,O,O,O,X,X,O,X
ZSJILOT,O,O,O,O,X,O,X
ZSJIOTL,O,O,O,X,X,O,X
ZSJIOLT,O,O,O,O,X,O,X
ZSJLTIO,O,O,O,X,X,X,X
ZSJLTOI,O,O,O,X,X,X,X
ZSJLITO,O,O,O,X,X,O,X
ZSJLIOT,O,O,O,O,X,O,X
ZSJLOTI,O,O,O,X,X,X,X
ZSJLOIT,O,O,O,O,X,O,X
ZSJOTIL,O,O,O,X,X,O,X
ZSJOTLI,O,O,O,X,X,X,X
ZSJOITL,O,O,O,X,X,O,X
ZSJOILT,O,O,O,O,X,O,X
ZSJOLTI,O,O,O,X,X,X,X
ZSJOLIT,O,O,O,O,X,O,X
ZSOTILJ,O,O,O,X,X,O,O
ZSOTIJL,O,O,O,X,X,O,X
ZSOTLIJ,O,O,O,X,X,X,O
ZSOTLJI,O,O,O,X,X,X,X
ZSOTJIL,O,O,O,X,X,O,X
ZSOTJLI,O,O,O,X,X,X,X
ZSOITLJ,O,O,O,X,X,O,O
ZSOITJL,O,O,O,X,X,O,X
ZSOILTJ,O,O,O,X,X,O,O
ZSOILJT,O,O,O,O,X,O,X
ZSOIJTL,O,O,O,X,X,O,X
ZSOIJLT,O,O,O,O,X,O,X
ZSOLTIJ,O,O,O,X,X,X,O
ZSOLTJI,O,O,O,X,X,X,X
ZSOLITJ,O,O,O,X,X,O,O
ZSOLIJT,O,O,O,O,X,O,X
ZSOLJTI,O,O,O,X,X,X,X
ZSOLJIT,O,O,O,O,X,O,X
ZSOJTIL,O,O,O,X,X,O,X
ZSOJTLI,O,O,O,X,X,X,X
ZSOJITL,O,O,O,X,X,O,X
ZSOJILT,O,O,O,O,X,O,X
ZSOJLTI,O,O,O,X,X,X,X
ZSOJLIT,O,O,O,O,X,O,X
ZOTILJS,O,O,O,O,O,X,X
ZOTILSJ,O,O,O,O,X,X,X
ZOTIJLS,O,O,O,O,O,X,X
ZOTIJSL,O,O,X,O,X,X,X
ZOTISLJ,O,O,X,O,X,X,X
ZOTISJL,O,O,X,O,X,X,X
ZOTLIJS,O,O,O,O,O,X,X
ZOTLISJ,O,O,O,O,X,X,X
ZOTLJIS,O,O,O,O,O,X,X
ZOTLJSI,O,O,O,O,X,X,X
ZOTLSIJ,O,O,O,O,X,X,X
ZOTLSJI,O,O,O,O,X,X,X
ZOTJILS,O,O,O,O,O,X,X
ZOTJISL,O,O,X,O,X,X,X
ZOTJLIS,O,O,O,O,O,X,X
ZOTJLSI,O,O,O,O,X,X,X
ZOTJSIL,O,O,X,O,X,X,X
ZOTJSLI,O,O,O,O,X,X,X
ZOTSILJ,O,O,X,O,X,X,X
ZOTSIJL,O,O,X,O,X,X,X
ZOTSLIJ,O,O,O,O,X,X,X
ZOTSLJI,O,O,O,O,X,X,X
ZOTSJIL,O,O,X,O,X,X,X
ZOTSJLI,O,O,O,O,X,X,X
ZOITLJS,O,O,X,O,O,X,X
ZOITLSJ,O,O,X,O,X,X,X
ZOITJLS,O,O,X,O,O,X,X
ZOITJSL,O,O,X,O,X,X,X
ZOITSLJ,O,O,X,O,X,X,X
ZOITSJL,O,O,X,O,X,X,X
ZOILTJS,X,O,O,O,O,X,X
ZOILTSJ,X,O,X,O,X,X,X
ZOILJTS,X,O,O,O,O,X,X
ZOILJST,O,O,O,O,O,X,X
ZOILSTJ,O,O,X,X,X,X,O
ZOILSJT,O,O,O,O,X,X,X
ZOIJTLS,X,O,X,O,X,X,X
ZOIJTSL,O,O,X,X,X,X,X
ZOIJLTS,X,O,O,O,O,X,X
ZOIJLST,O,O,O,O,O,X,X
ZOIJSTL,O,O,X,X,X,O,X
ZOIJSLT,O,O,X,O,X,O,X
ZOISTLJ,O,O,X,X,X,O,O
ZOISTJL,O,O,X,X,X,O,X
ZOISLTJ,O,O,X,X,X,O,O
ZOISLJT,O,O,X,O,X,O,X
ZOISJTL,O,O,X,X,X,O,X
ZOISJLT,O,O,X,O,X,O,X
ZOLTIJS,X,O,O,O,O,X,X
ZOLTISJ,X,O,O,O,X,X,X
ZOLTJIS,X,O,O,O,O,X,X
ZOLTJSI,X,O,O,O,X,X,X
ZOLTSIJ,X,O,O,O,X,X,X
ZOLTSJI,X,O,O,O,X,X,X
ZOLITJS,X,O,O,O,O,X,X
ZOLITSJ,X,O,O,O,X,X,X
ZOLIJTS,X,O,O,O,O,X,X
ZOLIJST,O,O,O,O,O,X,X
ZOLISTJ,O,O,O,X,X,X,O
ZOLISJT,O,O,O,O,X,X,X
ZOLJTIS,X,O,O,O,X,X,X
ZOLJTSI,X,O,X,X,X,X,X
ZOLJITS,X,O,O,O,O,X,X
ZOLJIST,O,O,O,O,O,X,X
ZOLJSTI,O,O,O,X,X,X,X
ZOLJSIT,O,O,O,O,X,X,X
ZOLSTIJ,O,O,O,X,X,X,O
ZOLSTJI,O,O,O,X,X,X,X
ZOLSITJ,O,O,O,X,X,X,O
ZOLSIJT,O,O,O,O,X,X,X
ZOLSJTI,O,O,O,X,X,X,X
ZOLSJIT,O,O,O,O,X,X,X
ZOJTILS,X,O,X,O,X,X,X
ZOJTISL,O,O,X,X,X,X,X
ZOJTLIS,X,O,O,O,X,X,X
ZOJTLSI,X,O,X,X,X,X,X
ZOJTSIL,O,O,X,X,X,X,X
ZOJTSLI,O,O,X,X,X,X,X
ZOJITLS,X,O,X,O,X,X,X
ZOJITSL,O,O,X,X,X,X,X
ZOJILTS,X,O,O,O,O,X,X
ZOJILST,O,O,O,O,O,X,X
ZOJISTL,O,O,X,X,X,O,X
ZOJISLT,O,O,X,O,X,O,X
ZOJLTIS,X,O,O,O,X,X,X
ZOJLTSI,X,O,X,X,X,X,X
ZOJLITS,X,O,O,O,O,X,X
ZOJLIST,O,O,O,O,O,X,X
ZOJLSTI,O,O,O,X,X,X,X
ZOJLSIT,O,O,O,O,X,X,X
ZOJSTIL,O,O,O,X,X,O,X
ZOJSTLI,O,O,O,X,X,X,X
ZOJSITL,O,O,O,X,X,O,X
ZOJSILT,O,O,O,O,X,O,X
ZOJSLTI,O,O,O,X,X,X,X
ZOJSLIT,O,O,O,O,X,O,X
ZOSTILJ,O,O,X,X,X,O,O
ZOSTIJL,O,O,O,X,X,O,X
ZOSTLIJ,O,O,O,X,X,X,O
ZOSTLJI,O,O,O,X,X,X,X
ZOSTJIL,O,O,O,X,X,O,X
ZOSTJLI,O,O,O,X,X,X,X
ZOSITLJ,O,O,X,X,X,O,O
ZOSITJL,O,O,O,X,X,O,X
ZOSILTJ,O,O,O,X,X,O,O
ZOSILJT,O,O,O,O,X,O,X
ZOSIJTL,O,O,O,X,X,O,X
ZOSIJLT,O,O,O,O,X,O,X
ZOSLTIJ,O,O,O,X,X,X,O
ZOSLTJI,O,O,O,X,X,X,X
ZOSLITJ,O,O,O,X,X,O,O
ZOSLIJT,O,O,O,O,X,O,X
ZOSLJTI,O,O,O,X,X,X,X
ZOSLJIT,O,O,O,O,X,O,X
ZOSJTIL,O,O,O,X,X,O,X
ZOSJTLI,O,O,O,X,X,X,X
ZOSJITL,O,O,O,X,X,O,X
ZOSJILT,O,O,O,O,X,O,X
ZOSJLTI,O,O,O,X,X,X,X
ZOSJLIT,O,O,O,O,X,O,X
OTILJSZ,X,X,X,X,O,X,X
OTILJZS,X,X,O,O,O,X,X
OTILSJZ,O,O,X,X,O,X,O
OTILSZJ,O,O,O,O,X,X,O
OTILZJS,O,O,O,O,O,X,X
OTILZSJ,O,O,O,O,X,X,X
OTIJLSZ,X,X,X,X,O,X,X
OTIJLZS,X,X,X,O,O,X,X
OTIJSLZ,O,O,X,X,O,X,X
OTIJSZL,O,O,X,X,X,X,X
OTIJZLS,O,O,X,O,O,X,X
OTIJZSL,O,O,X,O,X,X,X
OTISLJZ,O,O,X,X,O,X,O
OTISLZJ,O,O,X,O,X,X,O
OTISJLZ,O,O,X,X,O,X,O
OTISJZL,O,O,X,X,X,X,X
OTISZLJ,O,O,X,O,X,X,O
OTISZJL,O,O,X,O,X,X,X
OTIZLJS,O,O,O,O,O,X,X
OTIZLSJ,O,O,O,O,X,X,X
OTIZJLS,O,O,O,O,O,X,X
OTIZJSL,O,O,X,O,X,X,X
OTIZSLJ,O,O,X,O,X,X,X
OTIZSJL,O,O,X,O,X,X,X
OTLIJSZ,X,X,X,X,O,X,X
OTLIJZS,X,X,O,O,O,X,X
OTLISJZ,O,O,O,X,O,X,O
OTLISZJ,O,O,O,O,X,X,O
OTLIZJS,O,O,O,O,O,X,X
OTLIZSJ,O,O,O,O,X,X,X
OTLJISZ,X,X,X,X,O,X,X
OTLJIZS,X,X,O,O,O,X,X
OTLJSIZ,X,X,X,X,O,X,X
OTLJSZI,X,X,X,X,X,X,X
OTLJZIS,X,X,O,O,O,X,X
OTLJZSI,X,X,O,O,X,X,X
OTLSIJZ,O,O,O,X,O,X,O
OTLSIZJ,O,O,O,O,X,X,O
OTLSJIZ,O,O,O,X,O,X,O
OTLSJZI,O,O,O,X,X,X,X
OTLSZIJ,O,O,O,O,X,X,O
OTLSZJI,O,O,O,O,X,X,X
OTLZIJS,O,O,O,O,O,X,X
OTLZISJ,O,O,O,O,X,X,X
OTLZJIS,O,O,O,O,O,X,X
OTLZJSI,O,O,O,O,X,X,X
OTLZSIJ,O,O,O,O,X,X,X
OTLZSJI,O,O,O,O,X,X,X
OTJILSZ,X,X,X,X,O,X,X
OTJILZS,X,X,X,O,O,X,X
OTJISLZ,O,O,X,X,O,X,X
OTJISZL,O,O,X,X,X,X,X
OTJIZLS,O,O,X,O,O,X,X
OTJIZSL,O,O,X,O,X,X,X
OTJLISZ,X,X,X,X,O,X,X
OTJLIZS,X,X,O,O,O,X,X
OTJLSIZ,X,X,X,X,O,X,X
OTJLSZI,X,X,X,X,X,X,X
OTJLZIS,X,X,O,O,O,X,X
OTJLZSI,X,X,O,O,X,X,X
OTJSILZ,O,O,X,X,O,X,X
OTJSIZL,O,O,X,X,X,X,X
OTJSLIZ,O,O,X,X,O,X,X
OTJSLZI,O,O,X,X,X,X,X
OTJSZIL,O,O,X,X,X,X,X
OTJSZLI,O,O,X,X,X,X,X
OTJZILS,O,O,O,O,O,X,X
OTJZISL,O,O,X,O,X,X,X
OTJZLIS,O,O,O,O,O,X,X
OTJZLSI,O,O,O,O,X,X,X
OTJZSIL,O,O,X,O,X,X,X
OTJZSLI,O,O,O,O,X,X,X
OTSILJZ,O,O,O,X,O,X,O
OTSILZJ,O,O,O,O,X,X,O
OTSIJLZ,O,O,X,X,O,X,O
OTSIJZL,O,O,O,X,X,X,X
OTSIZLJ,O,O,O,O,X,X,O
OTSIZJL,O,O,O,O,X,X,X
OTSLIJZ,O,O,O,X,O,X,O
OTSLIZJ,O,O,O,O,X,X,O
OTSLJIZ,O,O,O,X,O,X,O
OTSLJZI,O,O,O,X,X,X,X
OTSLZIJ,O,O,O,O,X,X,O
OTSLZJI,O,O,O,O,X,X,X
OTSJILZ,O,O,X,X,O,X,O
OTSJIZL,O,O,O,X,X,X,X
OTSJLIZ,O,O,O,X,O,X,O
OTSJLZI,O,O,O,X,X,X,X
OTSJZIL,O,O,O,X,X,X,X
OTSJZLI,O,O,O,X,X,X,X
OTSZILJ,O,O,O,O,X,X,O
OTSZIJL,O,O,O,O,X,X,X
OTSZLIJ,O,O,O,O,X,X,O
OTSZLJI,O,O,O,O,X,X,X
OTSZJIL,O,O,O,O,X,X,X
OTSZJLI,O,O,O,O,X,X,X
OTZILJS,O,O,O,O,O,X,X
OTZILSJ,O,O,O,O,X,X,X
OTZIJLS,O,O,O,O,O,X,X
OTZIJSL,O,O,X,O,X,X,X
OTZISLJ,O,O,X,O,X,X,X
OTZISJL,O,O,X,O,X,X,X
OTZLIJS,O,O,O,O,O,X,X
OTZLISJ,O,O,O,O,X,X,X
OTZLJIS,O,O,O,O,O,X,X
OTZLJSI,O,O,O,O,X,X,X
OTZLSIJ,O,O,O,O,X,X,X
OTZLSJI,O,O,O,O,X,X,X
OTZJILS,O,O,O,O,O,X,X
OTZJISL,O,O,X,O,X,X,X
OTZJLIS,O,O,O,O,O,X,X
OTZJLSI,O,O,O,O,X,X,X
OTZJSIL,O,O,O,O,X,X,X
OTZJSLI,O,O,O,O,X,X,X
OTZSILJ,O,O,O,O,X,X,X
OTZSIJL,O,O,O,O,X,X,X
OTZSLIJ,O,O,O,O,X,X,X
OTZSLJI,O,O,O,O,X,X,X
OTZSJIL,O,O,O,O,X,X,X
OTZSJLI,O,O,O,O,X,X,X
OITLJSZ,X,X,X,X,O,X,X
OITLJZS,X,X,O,O,O,X,X
OITLSJZ,O,O,X,X,O,X,O
OITLSZJ,O,O,O,O,X,X,O
OITLZJS,O,O,O,O,O,X,X
OITLZSJ,O,O,O,O,X,X,X
OITJLSZ,X,X,X,X,O,X,X
OITJLZS,X,X,X,O,O,X,X
OITJSLZ,O,O,X,X,O,X,X
OITJSZL,O,O,X,X,X,X,X
OITJZLS,O,O,X,O,O,X,X
OITJZSL,O,O,X,O,X,X,X
OITSLJZ,O,O,X,X,O,X,O
OITSLZJ,O,O,X,O,X,X,O
OITSJLZ,O,O,X,X,O,X,O
OITSJZL,O,O,X,X,X,X,X
OITSZLJ,O,O,X,O,X,X,O
OITSZJL,O,O,X,O,X,X,X
OITZLJS,O,O,O,O,O,X,X
OITZLSJ,O,O,O,O,X,X,X
OITZJLS,O,O,O,O,O,X,X
OITZJSL,O,O,X,O,X,X,X
OITZSLJ,O,O,X,O,X,X,X
OITZSJL,O,O,X,O,X,X,X
OILTJSZ,X,X,X,X,O,X,X
OILTJZS,X,X,O,O,O,X,X
OILTSJZ,O,O,X,X,O,X,O
OILTSZJ,O,O,O,O,X,X,O
OILTZJS,O,O,O,O,O,X,X
OILTZSJ,O,O,O,O,X,X,X
OILJTSZ,X,X,X,X,O,X,X
OILJTZS,X,X,O,O,O,X,X
OILJSTZ,X,X,X,X,O,X,O
OILJSZT,X,X,X,X,O,X,X
OILJZTS,X,X,O,O,O,X,X
OILJZST,X,X,O,O,O,X,X
OILSTJZ,O,X,X,X,O,X,O
OILSTZJ,O,O,O,O,X,X,O
OILSJTZ,O,X,X,X,O,X,O
OILSJZT,O,O,X,X,O,X,X
OILSZTJ,O,O,X,X,X,X,O
OILSZJT,O,O,O,O,X,X,X
OILZTJS,X,O,O,O,O,X,X
OILZTSJ,X,O,O,O,X,X,X
OILZJTS,X,O,O,O,O,X,X
OILZJST,O,O,O,O,O,X,X
OILZSTJ,O,O,X,X,X,X,O
OILZSJT,O,O,O,O,X,X,X
OIJTLSZ,X,X,X,X,O,X,X
OIJTLZS,X,X,X,O,O,X,X
OIJTSLZ,O,O,X,X,O,X,X
OIJTSZL,O,O,X,X,X,X,X
OIJTZLS,O,O,X,O,O,X,X
OIJTZSL,O,O,X,O,X,X,X
OIJLTSZ,X,X,X,X,O,X,X
OIJLTZS,X,X,X,O,O,X,X
OIJLSTZ,X,X,X,X,O,X,O
OIJLSZT,X,X,X,X,O,X,X
OIJLZTS,X,X,X,O,O,X,X
OIJLZST,X,X,X,O,O,X,X
OIJSTLZ,O,X,X,X,X,X,O
OIJSTZL,O,X,X,X,X,O,X
OIJSLTZ,O,X,X,X,O,X,O
OIJSLZT,O,O,X,X,O,O,X
OIJSZTL,O,O,X,X,X,O,X
OIJSZLT,O,O,X,X,X,O,X
OIJZTLS,X,O,X,O,X,X,X
OIJZTSL,O,O,X,X,X,X,X
OIJZLTS,X,O,X,O,O,X,X
OIJZLST,O,O,X,O,O,X,X
OIJZSTL,O,O,X,X,X,O,X
OIJZSLT,O,O,X,O,X,O,X
OISTLJZ,O,O,X,X,O,X,O
OISTLZJ,O,O,X,O,X,X,O
OISTJLZ,O,O,X,X,O,X,O
OISTJZL,O,O,X,X,X,O,X
OISTZLJ,O,O,X,O,X,O,O
OISTZJL,O,O,X,O,X,O,X
OISLTJZ,O,X,X,X,O,X,O
OISLTZJ,O,O,X,O,X,X,O
OISLJTZ,O,X,X,X,O,X,O
OISLJZT,O,O,X,X,O,O,X
OISLZTJ,O,O,X,X,X,O,O
OISLZJT,O,O,X,O,X,O,X
OISJTLZ,O,X,X,X,X,X,O
OISJTZL,O,X,X,X,X,O,X
OISJLTZ,O,X,X,X,O,X,O
OISJLZT,O,O,X,X,O,O,X
OISJZTL,O,O,X,X,X,O,X
OISJZLT,O,O,X,X,X,O,X
OISZTLJ,O,O,X,X,X,O,O
OISZTJL,O,O,X,X,X,O,X
OISZLTJ,O,O,X,X,X,O,O
OISZLJT,O,O,X,O,X,O,X
OISZJTL,O,O,X,X,X,O,X
OISZJLT,O,O,X,O,X,O,X
OIZTLJS,O,O,X,O,O,X,X
OIZTLSJ,O,O,X,O,X,X,X
OIZTJLS,O,O,X,O,O,X,X
OIZTJSL,O,O,X,O,X,X,X
OIZTSLJ,O,O,X,O,X,X,X
OIZTSJL,O,O,X,O,X,X,X
OIZLTJS,X,O,O,O,O,X,X
OIZLTSJ,X,O,X,O,X,X,X
OIZLJTS,X,O,O,O,O,X,X
OIZLJST,O,O,O,O,O,X,X
OIZLSTJ,O,O,X,X,X,X,O
OIZLSJT,O,O,O,O,X,X,X
OIZJTLS,X,O,X,O,X,X,X
OIZJTSL,O,O,X,X,X,X,X
OIZJLTS,X,O,O,O,O,X,X
OIZJLST,O,O,O,O,O,X,X
OIZJSTL,O,O,X,X,X,O,X
OIZJSLT,O,O,X,O,X,O,X
OIZSTLJ,O,O,X,X,X,O,O
OIZSTJL,O,O,X,X,X,O,X
OIZSLTJ,O,O,X,X,X,O,O
OIZSLJT,O,O,X,O,X,O,X
OIZSJTL,O,O,X,X,X,O,X
OIZSJLT,O,O,X,O,X,O,X
OLTIJSZ,X,X,X,X,O,X,X
OLTIJZS,X,X,O,O,O,X,X
OLTISJZ,O,O,O,X,O,X,O
OLTISZJ,O,O,O,O,X,X,O
OLTIZJS,O,O,O,O,O,X,X
OLTIZSJ,O,O,O,O,X,X,X
OLTJISZ,X,X,X,X,O,X,X
OLTJIZS,X,X,O,O,O,X,X
OLTJSIZ,X,X,X,X,O,X,X
OLTJSZI,X,X,X,X,X,X,X
OLTJZIS,X,X,O,O,O,X,X
OLTJZSI,X,X,O,O,X,X,X
OLTSIJZ,O,O,O,X,O,X,O
OLTSIZJ,O,O,O,O,X,X,O
OLTSJIZ,O,O,O,X,O,X,O
OLTSJZI,O,O,O,X,X,X,X
OLTSZIJ,O,O,O,O,X,X,O
OLTSZJI,O,O,O,O,X,X,X
OLTZIJS,O,O,O,O,O,X,X
OLTZISJ,O,O,O,O,X,X,X
OLTZJIS,O,O,O,O,O,X,X
OLTZJSI,O,O,O,O,X,X,X
OLTZSIJ,O,O,O,O,X,X,X
OLTZSJI,O,O,O,O,X,X,X
OLITJSZ,X,X,X,X,O,X,X
OLITJZS,X,X,O,O,O,X,X
OLITSJZ,O,O,O,X,O,X,O
OLITSZJ,O,O,O,O,X,X,O
OLITZJS,O,O,O,O,O,X,X
OLITZSJ,O,O,O,O,X,X,X
OLIJTSZ,X,X,X,X,O,X,X
OLIJTZS,X,X,O,O,O,X,X
OLIJSTZ,X,X,X,X,O,X,O
OLIJSZT,X,X,X,X,O,X,X
OLIJZTS,X,X,O,O,O,X,X
OLIJZST,X,X,O,O,O,X,X
OLISTJZ,O,X,O,X,O,X,O
OLISTZJ,O,O,O,O,X,X,O
OLISJTZ,O,X,O,X,O,X,O
OLISJZT,O,O,O,X,O,X,X
OLISZTJ,O,O,O,X,X,X,O
OLISZJT,O,O,O,O,X,X,X
OLIZTJS,X,O,O,O,O,X,X
OLIZTSJ,X,O,O,O,X,X,X
OLIZJTS,X,O,O,O,O,X,X
OLIZJST,O,O,O,O,O,X,X
OLIZSTJ,O,O,O,X,X,X,O
OLIZSJT,O,O,O,O,X,X,X
OLJTISZ,X,X,X,X,O,X,X
OLJTIZS,X,X,O,O,O,X,X
OLJTSIZ,X,X,X,X,O,X,X
OLJTSZI,X,X,X,X,X,X,X
OLJTZIS,X,X,O,O,O,X,X
OLJTZSI,X,X,O,O,X,X,X
OLJITSZ,X,X,X,X,O,X,X
OLJITZS,X,X,O,O,O,X,X
OLJISTZ,X,X,X,X,O,X,O
OLJISZT,X,X,X,X,O,X,X
OLJIZTS,X,X,O,O,O,X,X
OLJIZST,X,X,O,O,O,X,X
OLJSTIZ,X,X,X,X,X,X,O
OLJSTZI,X,X,X,X,X,X,X
OLJSITZ,X,X,X,X,O,X,O
OLJSIZT,X,X,X,X,O,X,X
OLJSZTI,X,X,X,X,X,X,X
OLJSZIT,X,X,X,X,X,X,X
OLJZTIS,X,X,O,O,X,X,X
OLJZTSI,X,X,X,X,X,X,X
OLJZITS,X,X,O,O,O,X,X
OLJZIST,X,X,O,O,O,X,X
OLJZSTI,X,X,X,X,X,X,X
OLJZSIT,X,X,O,O,X,X,X
OLSTIJZ,O,X,O,X,O,X,O
OLSTIZJ,O,O,O,O,X,X,O
OLSTJIZ,O,X,O,X,O,X,O
OLSTJZI,O,X,O,X,X,X,X
OLSTZIJ,O,O,O,O,X,X,O
OLSTZJI,O,O,O,O,X,X,X
OLSITJZ,O,X,O,X,O,X,O
OLSITZJ,O,O,O,O,X,X,O
OLSIJTZ,O,X,O,X,O,X,O
OLSIJZT,O,O,O,X,O,X,X
OLSIZTJ,O,O,O,X,X,X,O
OLSIZJT,O,O,O,O,X,X,X
OLSJTIZ,O,X,O,X,X,X,O
OLSJTZI,O,X,O,X,X,X,X
OLSJITZ,O,X,O,X,O,X,O
OLSJIZT,O,O,O,X,O,X,X
OLSJZTI,O,O,O,X,X,X,X
OLSJZIT,O,O,O,X,X,X,X
OLSZTIJ,O,O,O,X,X,X,O
OLSZTJI,O,O,O,X,X,X,X
OLSZITJ,O,O,O,X,X,X,O
OLSZIJT,O,O,O,O,X,X,X
OLSZJTI,O,O,O,X,X,X,X
OLSZJIT,O,O,O,O,X,X,X
OLZTIJS,X,O,O,O,O,X,X
OLZTISJ,X,O,O,O,X,X,X
OLZTJIS,X,O,O,O,O,X,X
OLZTJSI,X,O,O,O,X,X,X
OLZTSIJ,X,O,O,O,X,X,X
OLZTSJI,X,O,O,O,X,X,X
OLZITJS,X,O,O,O,O,X,X
OLZITSJ,X,O,O,O,X,X,X
OLZIJTS,X,O,O,O,O,X,X
OLZIJST,O,O,O,O,O,X,X
OLZISTJ,O,O,O,X,X,X,O
OLZISJT,O,O,O,O,X,X,X
OLZJTIS,X,O,O,O,X,X,X
OLZJTSI,X,O,X,X,X,X,X
OLZJITS,X,O,O,O,O,X,X
OLZJIST,O,O,O,O,O,X,X
OLZJSTI,O,O,O,X,X,X,X
OLZJSIT,O,O,O,O,X,X,X
OLZSTIJ,O,O,O,X,X,X,O
OLZSTJI,O,O,O,X,X,X,X
OLZSITJ,O,O,O,X,X,X,O
OLZSIJT,O,O,O,O,X,X,X
OLZSJTI,O,O,O,X,X,X,X
OLZSJIT,O,O,O,O,X,X,X
OJTILSZ,X,X,X,X,O,X,X
OJTILZS,X,X,X,O,O,X,X
OJTISLZ,O,O,X,X,O,X,X
OJTISZL,O,O,X,X,X,X,X
OJTIZLS,O,O,X,O,O,X,X
OJTIZSL,O,O,X,O,X,X,X
OJTLISZ,X,X,X,X,O,X,X
OJTLIZS,X,X,O,O,O,X,X
OJTLSIZ,X,X,X,X,O,X,X
OJTLSZI,X,X,X,X,X,X,X
OJTLZIS,X,X,O,O,O,X,X
OJTLZSI,X,X,O,O,X,X,X
OJTSILZ,O,O,X,X,O,X,X
OJTSIZL,O,O,X,X,X,X,X
OJTSLIZ,O,O,X,X,O,X,X
OJTSLZI,O,O,X,X,X,X,X
OJTSZIL,O,O,X,X,X,X,X
OJTSZLI,O,O,X,X,X,X,X
OJTZILS,O,O,O,O,O,X,X
OJTZISL,O,O,X,O,X,X,X
OJTZLIS,O,O,O,O,O,X,X
OJTZLSI,O,O,O,O,X,X,X
OJTZSIL,O,O,X,O,X,X,X
OJTZSLI,O,O,O,O,X,X,X
OJITLSZ,X,X,X,X,O,X,X
OJITLZS,X,X,X,O,O,X,X
OJITSLZ,O,O,X,X,O,X,X
OJITSZL,O,O,X,X,X,X,X
OJITZLS,O,O,X,O,O,X,X
OJITZSL,O,O,X,O,X,X,X
OJILTSZ,X,X,X,X,O,X,X
OJILTZS,X,X,X,O,O,X,X
OJILSTZ,X,X,X,X,O,X,O
OJILSZT,X,X,X,X,O,X,X
OJILZTS,X,X,X,O,O,X,X
OJILZST,X,X,X,O,O,X,X
OJISTLZ,O,X,X,X,X,X,O
OJISTZL,O,X,X,X,X,O,X
OJISLTZ,O,X,X,X,O,X,O
OJISLZT,O,O,X,X,O,O,X
OJISZTL,O,O,X,X,X,O,X
OJISZLT,O,O,X,X,X,O,X
OJIZTLS,X,O,X,O,X,X,X
OJIZTSL,O,O,X,X,X,X,X
OJIZLTS,X,O,X,O,O,X,X
OJIZLST,O,O,X,O,O,X,X
OJIZSTL,O,O,X,X,X,O,X
OJIZSLT,O,O,X,O,X,O,X
OJLTISZ,X,X,X,X,O,X,X
OJLTIZS,X,X,O,O,O,X,X
OJLTSIZ,X,X,X,X,O,X,X
OJLTSZI,X,X,X,X,X,X,X
OJLTZIS,X,X,O,O,O,X,X
OJLTZSI,X,X,O,O,X,X,X
OJLITSZ,X,X,X,X,O,X,X
OJLITZS,X,X,O,O,O,X,X
OJLISTZ,X,X,X,X,O,X,O
OJLISZT,X,X,X,X,O,X,X
OJLIZTS,X,X,O,O,O,X,X
OJLIZST,X,X,O,O,O,X,X
OJLSTIZ,X,X,X,X,X,X,O
