sequence,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBFiB6rBcs?BzqB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmdBFhBXiBcsB6r?BzqB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcByiBcmBTiBWw?BFsB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFyiBFhBGnBXnBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFeiBzdBFhBcsBXm?BSwB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmdBFhBXiBcsBCr?BTrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBFiBSsBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBFiBcsBCr?BTrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmcBzdB8qBCnBXs?BFrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmcBzdBFhBcsBCr?B3rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFidBFhB3iBWsBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmdBFhBXiBSsBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBlmBcsBzq?BCsB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFzdBFhB/nBumB8q?BywB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFidBGhB3iB8qBFs?BTrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhF0cB3iBTmBuqBln?BywB
LTOSIZJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTOSJIZ,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,O
LTOSJZI,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
LTOSZIJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTOSZJI,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LTOZIJS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LTOZISJ,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X
LTOZJIS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LTOZJSI,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LTOZSIJ,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X
LTOZSJI,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X
LITJSZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LITJSOZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LITJZSO,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LITJZOS,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LITJOSZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LITJOZS,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LITSJZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LITSJOZ,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
LITSZJO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
LITSZOJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X
LITSOJZ,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
LITSOZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LITZJSO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
LITZJOS,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
LITZSJO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,O,X
LITZSOJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X
LITZOJS,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
LITZOSJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
LITOJSZ,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X
LITOJZS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LITOSJZ,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
LITOSZJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LITOZJS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LITOZSJ,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X
LIJTSZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJTSOZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIJTZSO,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LIJTZOS,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LIJTOSZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIJTOZS,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LIJSTZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LIJSZTO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LIJSZOT,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LIJSOTZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJSOZT,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X
LIJZTSO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
LIJZTOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LIJZSTO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LIJZSOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LIJZOTS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
LIJZOST,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
LIJOTSZ,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
LIJOTZS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LIJOSTZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LIJOSZT,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X
LIJOZTS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LIJOZST,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
LISTJZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LISTJOZ,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
LISTZJO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
LISTZOJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X
LISTOJZ,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
LISTOZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LISJTZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
LISJTOZ,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
LISJZTO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LISJZOT,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LISJOTZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LISJOZT,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X
LISZTJO,O,X,X,X,O,O,X,O,O,O,X,X,X,X,O,X
LISZTOJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X
LISZJTO,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
LISZJOT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
LISZOTJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
LISZOJT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
LISOTJZ,O,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X
LISOTZJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LISOJTZ,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O
LISOJZT,O,X,X,X,X,X,O,O,O,X,O,X,O,X,X,O
LISOZTJ,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X
LISOZJT,O,X,X,X,O,X,O,O,O,O,X,X,O,X,X,X
LIZTJSO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
LIZTJOS,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
LIZTSJO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,O,X
LIZTSOJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X
LIZTOJS,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
LIZTOSJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
LIZJTSO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
LIZJTOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LIZJSTO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LIZJSOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LIZJOTS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
LIZJOST,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
LIZSTJO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
LIZSTOJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
LIZSJTO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
LIZSJOT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
LIZSOTJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
LIZSOJT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
LIZOTJS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
LIZOTSJ,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
LIZOJTS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
LIZOJST,O,O,X,X,O,O,X,O,X,O,X,X,O,X,X,X
LIZOSTJ,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X,X
LIZOSJT,O,O,X,X,O,O,X,O,O,O,X,X,O,X,X,X
LIOTJSZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
LIOTJZS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
LIOTSJZ,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
LIOTSZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LIOTZJS,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
LIOTZSJ,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
LIOJTSZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
LIOJTZS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LIOJSTZ,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
LIOJSZT,O,X,X,X,X,X,O,O,X,X,O,O,O,X,X,X
LIOJZTS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LIOJZST,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
LIOSTJZ,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
LIOSTZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LIOSJTZ,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O
LIOSJZT,O,X,X,X,X,X,O,O,O,X,O,O,O,X,X,O
LIOSZTJ,O,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X
LIOSZJT,O,X,X,X,O,X,O,O,O,O,X,O,O,X,X,X
LIOZTJS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LIOZTSJ,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X
LIOZJTS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LIOZJST,O,O,X,X,O,O,O,O,X,O,X,O,O,X,X,X
LIOZSTJ,O,O,X,X,X,O,O,O,O,O,X,O,X,X,X,X
LIOZSJT,O,O,X,X,O,O,O,O,O,O,X,O,O,X,X,X
LJTISZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTISOZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTIZSO,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJTIZOS,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJTIOSZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTIOZS,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTSIZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTSIOZ,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X
LJTSZIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
LJTSOIZ,X,X,X,O,X,X,X,X,X,O,O,O,X,O,X,X
LJTSOZI,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X
LJTZISO,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJTZIOS,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJTZSIO,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJTZSOI,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X
LJTZOIS,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJTZOSI,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJTOISZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTOIZS,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTOSIZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTOSZI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTOZSI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJITSOZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJITZSO,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJITZOS,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJITOSZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJITOZS,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJISTZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJISTOZ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LJISZTO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJISZOT,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJISOTZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJISOZT,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X
LJIZTSO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
LJIZTOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJIZSTO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJIZSOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJIZOTS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
LJIZOST,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
LJIOTSZ,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
LJIOTZS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LJIOSTZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LJIOSZT,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X
LJIOZTS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LJIOZST,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
LJSTIZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSTIOZ,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
LJSTZIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
LJSTOIZ,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X
LJSTOZI,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X
LJSITZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSITOZ,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
LJSIZTO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJSIZOT,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJSIOTZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSIOZT,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X
LJSZTIO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJSZTOI,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
LJSZITO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJSZIOT,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJSZOTI,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJSZOIT,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
LJSOTZI,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
LJSOITZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJSOIZT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJSOZTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJSOZIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZTISO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
LJZTIOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJZTSIO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
LJZTSOI,O,X,O,O,O,O,X,O,X,O,X,X,X,X,O,X
LJZTOIS,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
LJZTOSI,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
LJZITSO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
LJZITOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJZISTO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJZISOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJZIOTS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
LJZIOST,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
LJZSTIO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJZSTOI,O,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X
LJZSITO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJZSIOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJZSOTI,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJZSOIT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJZOTIS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
LJZOTSI,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
LJZOITS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
LJZOIST,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
LJZOSTI,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJZOSIT,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
LJOTISZ,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
LJOTIZS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LJOTSIZ,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
LJOTSZI,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LJOTZIS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LJOTZSI,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOITSZ,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
LJOITZS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LJOISTZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LJOISZT,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X
LJOIZTS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LJOIZST,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
LJOSTIZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O
LJOSTZI,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O
LJOSITZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O
LJOSIZT,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,O
LJOSZTI,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
LJOSZIT,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
LJOZTIS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LJOZTSI,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LJOZITS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LJOZIST,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
LJOZSTI,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X
LJOZSIT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
LSTIJZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LSTIJOZ,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
LSTIZJO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
LSTIZOJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X
LSTIOJZ,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
LSTIOZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSTJIZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LSTJIOZ,X,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X
LSTJZIO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LSTJZOI,X,X,X,O,X,X,X,X,O,X,O,O,X,X,O,X
LSTJOIZ,X,X,X,O,X,X,X,X,O,O,O,O,X,O,X,X
LSTJOZI,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
LSTZIJO,O,X,O,X,O,O,X,O,O,O,X,X,X,X,O,X
LSTZIOJ,O,X,O,X,X,O,X,O,O,O,X,X,X,X,O,X
LSTZJIO,O,X,O,X,O,O,X,O,O,O,X,X,X,X,O,X
LSTZJOI,O,X,O,X,O,O,X,O,O,O,X,O,X,X,O,X
LSTZOIJ,O,X,O,X,X,O,X,O,O,O,X,X,X,X,O,X
LSTZOJI,O,X,O,X,X,O,X,O,O,O,X,X,X,O,O,X
LSTOIJZ,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
LSTOIZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSTOJIZ,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X,O
LSTOJZI,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,O
LSTOZIJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LSTOZJI,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X
LSITJZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LSITJOZ,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
LSITZJO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
LSITZOJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X
LSITOJZ,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
LSITOZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIJTZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
LSIJTOZ,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
LSIJZTO,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LSIJZOT,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LSIJOTZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LSIJOZT,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X
LSIZTJO,O,X,X,X,O,O,X,O,O,O,X,X,X,X,O,X
LSIZTOJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X
LSIZJTO,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
LSIZJOT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
LSIZOTJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
LSIZOJT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
LSIOTJZ,O,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X
LSIOTZJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LSIOJTZ,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O
LSIOJZT,O,X,X,X,X,X,O,O,O,X,O,X,O,X,X,O
LSIOZTJ,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X
LSIOZJT,O,X,X,X,O,X,O,O,O,O,X,X,O,X,X,X
LSJTIZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
LSJTIOZ,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
LSJTZIO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
LSJTZOI,X,X,O,O,X,X,X,X,O,X,O,O,X,X,O,X
LSJTOIZ,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
LSJTOZI,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
LSJITZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
LSJITOZ,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
LSJIZTO,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LSJIZOT,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LSJIOTZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LSJIOZT,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X
LSJZTIO,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LSJZTOI,O,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X
LSJZITO,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LSJZIOT,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LSJZOTI,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LSJZOIT,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LSJOTIZ,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,O
LSJOTZI,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,O
LSJOITZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
LSJOIZT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
LSJOZTI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
LSJOZIT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
LSZTIJO,O,X,X,X,O,O,X,O,O,O,X,X,X,X,O,X
LSZTIOJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X
LSZTJIO,O,X,X,X,O,O,X,O,O,O,X,X,X,X,O,X
LSZTJOI,O,X,X,X,O,O,X,O,O,O,X,O,X,X,O,X
LSZTOIJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X
LSZTOJI,O,X,X,X,X,O,X,O,O,O,X,X,X,O,O,X
