sequence,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je6AJvhFZhBfiB8iB+?jBtrBTsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jem7IvhFxdBfmBSnBT?jBUsBtrB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jem7IvhFCeBfmB5mBN?nBToBUsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jex7IvhFyhBGeBfmBU?jBtrBTsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je6AJvhF0cBxdBTjBm?rB/rB9sB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jex7IvhF8iB+jBChBd?nB/rBTsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jex7IvhF9jBzgBfnB0?rB6sBmsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je07IvhFxdBGiBTjBX?hB9rBKsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je07IvhFxdBTjBmrBt?rB6sBXrB,v115@zgB8HeC8GeC8GeD8CeH8CeB8JeU9IvhF9jBzgB5mBi?nBmlB3sB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je07IvhFXdBTeBWoBd?mB5mBKsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je6AJvhFxdBNmBTjBX?nBGsB0rB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jem7IvhFUdB9jBfmB5?mBziBKsB
JZLOTSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JZLOITS,O,X,X,X,O,X,X,O,O,X,X,X,X
JZLOIST,X,O,X,X,X,X,X,O,X,X,O,X,X
JZLOSTI,X,O,X,X,O,X,X,O,X,X,O,X,X
JZLOSIT,X,O,X,X,X,X,X,O,X,X,O,X,X
JZSTILO,O,X,X,O,O,O,X,X,X,X,X,X,X
JZSTIOL,O,X,X,O,O,X,X,X,X,X,X,X,X
JZSTLIO,O,X,X,O,O,O,X,X,X,X,X,X,X
JZSTLOI,O,O,X,O,O,O,O,X,O,X,X,X,X
JZSTOIL,O,X,X,O,O,X,O,X,X,X,O,X,X
JZSTOLI,O,O,X,O,O,O,O,X,O,X,O,X,X
JZSITLO,O,X,X,O,O,O,X,X,X,X,X,X,X
JZSITOL,O,X,X,O,O,X,X,X,X,X,X,X,X
JZSILTO,O,X,X,O,O,X,X,X,X,X,X,X,X
JZSILOT,X,O,X,O,O,X,X,X,X,X,X,X,X
JZSIOTL,X,X,X,X,X,X,X,X,X,X,O,X,X
JZSIOLT,X,O,X,O,O,X,X,X,X,X,O,X,X
JZSLTIO,O,X,X,O,O,O,X,X,X,X,X,X,X
JZSLTOI,O,O,X,O,O,O,O,X,X,X,O,X,X
JZSLITO,O,X,X,O,O,O,X,X,X,X,X,X,X
JZSLIOT,X,O,X,O,O,X,X,X,X,X,O,X,X
JZSLOTI,X,O,X,X,O,X,O,X,X,X,O,X,X
JZSLOIT,X,O,X,O,O,X,O,X,X,X,O,X,X
JZSOTIL,X,X,X,O,O,X,O,X,X,X,O,X,X
JZSOTLI,X,O,X,O,O,O,O,X,O,X,O,X,X
JZSOITL,X,X,X,X,X,X,O,X,X,X,O,X,X
JZSOILT,X,O,X,O,O,X,O,O,X,X,O,X,X
JZSOLTI,X,O,X,X,O,X,O,O,X,X,O,X,X
JZSOLIT,X,O,X,O,O,X,O,O,X,X,O,X,X
JZOTILS,O,X,X,X,O,X,X,O,O,X,X,X,X
JZOTISL,O,X,X,X,O,X,O,X,X,X,X,X,X
JZOTLIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JZOTLSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JZOTSIL,O,X,X,O,O,X,O,X,X,X,O,X,X
JZOTSLI,O,X,X,O,O,X,O,X,O,X,O,X,X
JZOITLS,O,X,X,X,O,X,X,O,O,X,X,X,X
JZOITSL,O,X,X,X,O,X,O,X,X,X,X,X,X
JZOILTS,O,X,X,X,O,X,X,O,O,X,X,X,X
JZOILST,X,O,X,X,X,X,X,O,X,X,O,X,X
JZOISTL,X,X,X,X,X,X,O,X,X,X,O,X,X
JZOISLT,X,O,X,X,X,X,O,O,X,X,O,X,X
JZOLTIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JZOLTSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JZOLITS,O,X,X,X,O,X,X,O,O,X,X,X,X
JZOLIST,X,O,X,X,X,X,X,O,X,X,O,X,X
JZOLSTI,X,O,X,X,O,X,X,O,X,X,O,X,X
JZOLSIT,X,O,X,X,X,X,X,O,X,X,O,X,X
JZOSTIL,X,X,X,O,O,X,O,X,X,X,O,X,X
JZOSTLI,X,O,X,O,O,O,O,X,O,X,O,X,X
JZOSITL,X,X,X,X,X,X,O,X,X,X,O,X,X
JZOSILT,X,O,X,O,X,X,O,O,X,X,O,X,X
JZOSLTI,X,O,X,X,O,X,O,O,X,X,O,X,X
JZOSLIT,X,O,X,O,X,X,O,O,X,X,O,X,X
JOTILSZ,O,X,O,X,O,X,X,X,O,X,X,X,X
JOTILZS,O,X,X,X,O,X,X,O,O,O,X,X,X
JOTISLZ,O,X,O,X,O,X,X,X,X,X,X,X,X
JOTISZL,O,X,O,X,O,X,X,X,X,X,X,X,X
JOTIZLS,O,X,X,X,O,X,X,O,O,O,X,X,X
JOTIZSL,O,X,X,X,O,X,O,X,X,X,X,X,X
JOTLISZ,O,X,O,X,O,X,X,X,O,X,X,X,X
JOTLIZS,O,X,X,X,O,X,X,O,O,O,X,X,X
JOTLSIZ,O,X,O,X,O,X,X,X,O,X,X,O,X
JOTLSZI,O,X,O,X,O,X,X,X,O,X,O,O,X
JOTLZIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JOTLZSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JOTSILZ,O,X,O,X,O,X,X,X,X,X,X,O,X
JOTSIZL,O,X,O,X,O,X,X,X,X,X,X,X,X
JOTSLIZ,O,X,O,X,O,X,X,X,O,X,X,O,X
JOTSLZI,O,X,O,X,O,X,X,X,O,X,O,O,X
JOTSZIL,O,X,O,X,O,X,X,X,X,X,O,X,X
JOTSZLI,O,X,O,X,O,X,X,X,O,X,O,X,X
JOTZILS,O,X,X,X,O,X,X,O,O,X,X,X,X
JOTZISL,O,X,X,X,O,X,O,X,X,X,X,X,X
JOTZLIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JOTZLSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JOTZSIL,O,X,X,X,O,X,O,X,X,X,O,X,X
JOTZSLI,O,X,X,X,O,X,O,X,O,X,O,X,X
JOITLSZ,O,X,O,X,O,X,X,X,O,X,X,X,X
JOITLZS,O,X,X,X,O,X,X,O,O,O,X,X,X
JOITSLZ,O,X,O,X,O,X,X,X,X,X,X,X,X
JOITSZL,O,X,O,X,O,X,X,X,X,X,X,X,X
JOITZLS,O,X,X,X,O,X,X,O,O,O,X,X,X
JOITZSL,O,X,X,X,O,X,O,X,X,X,X,X,X
JOILTSZ,O,X,X,X,O,X,X,O,O,X,X,X,X
JOILTZS,O,X,X,X,O,X,X,O,O,O,X,X,X
JOILSTZ,X,X,X,X,O,O,X,X,O,X,X,O,X
JOILSZT,X,O,X,X,X,X,X,O,X,X,O,X,X
JOILZTS,O,X,X,X,O,X,X,O,O,O,X,X,X
JOILZST,X,X,X,X,X,X,X,O,X,X,O,X,X
JOISTLZ,X,X,O,X,O,X,X,X,X,X,X,O,X
JOISTZL,X,X,O,X,O,X,X,X,X,X,X,X,X
JOISLTZ,X,X,O,X,O,X,X,X,O,X,X,O,X
JOISLZT,X,O,X,X,X,X,X,O,X,X,O,X,X
JOISZTL,X,X,O,X,X,X,X,X,X,X,O,X,X
JOISZLT,X,O,X,X,X,X,X,O,X,X,O,X,X
JOIZTLS,O,X,X,X,O,X,X,O,O,O,X,X,X
JOIZTSL,O,X,X,X,O,X,O,X,X,X,X,X,X
JOIZLTS,O,X,X,X,O,X,X,O,O,O,X,X,X
JOIZLST,X,O,X,X,X,X,X,O,X,X,O,X,X
JOIZSTL,X,X,X,X,X,X,O,X,X,X,O,X,X
JOIZSLT,X,O,X,X,X,X,O,O,X,X,O,X,X
JOLTISZ,O,X,O,X,O,X,X,O,O,X,X,X,X
JOLTIZS,O,X,X,X,O,X,X,O,O,O,X,X,X
JOLTSIZ,O,X,O,X,O,X,X,O,O,X,X,O,X
JOLTSZI,O,X,O,X,O,X,X,O,O,X,O,O,X
JOLTZIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JOLTZSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JOLITSZ,O,X,X,X,O,X,X,O,O,X,X,X,X
JOLITZS,O,X,X,X,O,X,X,O,O,O,X,X,X
JOLISTZ,X,X,X,X,O,O,X,X,O,X,X,O,X
JOLISZT,X,O,X,X,X,X,X,O,X,X,O,X,X
JOLIZTS,O,X,X,X,O,X,X,O,O,O,X,X,X
JOLIZST,X,X,X,X,X,X,X,O,X,X,O,X,X
JOLSTIZ,X,X,O,X,O,O,X,X,O,X,X,O,X
JOLSTZI,X,O,O,X,O,O,X,X,O,X,O,O,X
JOLSITZ,X,X,O,X,O,O,X,X,O,X,X,O,X
JOLSIZT,X,O,X,X,X,X,X,O,X,X,O,X,X
JOLSZTI,X,O,O,X,O,X,X,O,X,X,O,X,X
JOLSZIT,X,O,X,X,O,X,X,O,X,X,O,X,X
JOLZTIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JOLZTSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JOLZITS,O,X,X,X,O,X,X,O,O,X,X,X,X
JOLZIST,X,X,X,X,X,X,X,O,X,X,O,X,X
JOLZSTI,X,X,X,X,O,X,X,O,X,X,O,X,X
JOLZSIT,X,X,X,X,X,X,X,O,X,X,O,X,X
JOSTILZ,X,X,O,X,O,X,X,X,X,X,X,O,X
JOSTIZL,X,X,O,X,O,X,X,X,X,X,X,X,X
JOSTLIZ,X,X,O,X,O,O,X,X,O,X,X,O,X
JOSTLZI,X,O,O,X,O,O,X,X,O,X,O,O,X
JOSTZIL,X,X,O,X,O,X,X,X,X,X,O,X,X
JOSTZLI,X,O,O,X,O,O,X,X,O,X,O,X,X
JOSITLZ,X,X,O,X,O,X,X,X,X,X,X,O,X
JOSITZL,X,X,O,X,O,X,X,X,X,X,X,X,X
JOSILTZ,X,X,O,X,O,X,X,X,O,X,X,O,X
JOSILZT,X,O,X,X,X,X,X,O,X,X,O,X,X
JOSIZTL,X,X,O,X,X,X,X,X,X,X,O,X,X
JOSIZLT,X,O,X,X,X,X,X,O,X,X,O,X,X
JOSLTIZ,X,X,O,X,O,O,X,X,O,X,X,O,X
JOSLTZI,X,O,O,X,O,O,X,X,O,X,O,O,X
JOSLITZ,X,X,O,X,O,O,X,X,O,X,X,O,X
JOSLIZT,X,O,X,X,X,X,X,O,X,X,O,X,X
JOSLZTI,X,O,O,X,O,X,X,O,X,X,O,X,X
JOSLZIT,X,O,X,X,O,X,X,O,X,X,O,X,X
JOSZTIL,X,X,O,X,O,X,X,X,X,X,O,X,X
JOSZTLI,X,O,O,X,O,O,X,X,O,X,O,X,X
JOSZITL,X,X,O,X,X,X,X,X,X,X,O,X,X
JOSZILT,X,O,X,X,O,X,X,O,X,X,O,X,X
JOSZLTI,X,O,O,X,O,X,X,O,X,X,O,X,X
JOSZLIT,X,O,X,X,O,X,X,O,X,X,O,X,X
JOZTILS,O,X,X,X,O,X,X,O,O,X,X,X,X
JOZTISL,O,X,X,X,O,X,O,X,X,X,X,X,X
JOZTLIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JOZTLSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JOZTSIL,O,X,X,X,O,X,O,X,X,X,O,X,X
JOZTSLI,O,X,X,X,O,X,O,X,O,X,O,X,X
JOZITLS,O,X,X,X,O,X,X,O,O,X,X,X,X
JOZITSL,O,X,X,X,O,X,O,X,X,X,X,X,X
JOZILTS,O,X,X,X,O,X,X,O,O,X,X,X,X
JOZILST,X,O,X,X,X,X,X,O,X,X,O,X,X
JOZISTL,X,X,X,X,X,X,O,X,X,X,O,X,X
JOZISLT,X,O,X,X,X,X,O,O,X,X,O,X,X
JOZLTIS,O,X,X,X,O,X,X,O,O,X,X,X,X
JOZLTSI,O,X,X,X,O,X,X,O,O,X,O,X,X
JOZLITS,O,X,X,X,O,X,X,O,O,X,X,X,X
JOZLIST,X,O,X,X,X,X,X,O,X,X,O,X,X
JOZLSTI,X,O,X,X,O,X,X,O,X,X,O,X,X
JOZLSIT,X,O,X,X,X,X,X,O,X,X,O,X,X
JOZSTIL,X,X,X,X,O,X,O,X,X,X,O,X,X
JOZSTLI,X,O,X,X,O,O,O,X,O,X,O,X,X
JOZSITL,X,X,X,X,X,X,O,X,X,X,O,X,X
JOZSILT,X,O,X,X,X,X,O,O,X,X,O,X,X
JOZSLTI,X,O,X,X,O,X,O,O,X,X,O,X,X
JOZSLIT,X,O,X,X,X,X,O,O,X,X,O,X,X
STILJZO,O,X,X,O,X,O,X,X,X,X,X,X,O
STILJOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
STILZJO,O,X,X,O,X,O,X,X,X,X,X,X,O
STILZOJ,X,X,X,O,X,X,X,X,X,O,X,X,O
STILOJZ,O,X,O,O,X,O,X,X,X,X,X,O,O
STILOZJ,X,X,O,O,X,X,X,X,X,O,X,O,O
STIJLZO,O,X,X,O,X,O,X,X,X,X,X,X,O
STIJLOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
STIJZLO,O,X,X,O,X,O,X,X,X,X,X,X,X
STIJZOL,O,X,O,O,X,X,X,X,X,X,X,X,X
STIJOLZ,O,X,O,O,X,X,X,X,X,X,X,X,X
STIJOZL,O,X,O,O,X,X,X,X,X,X,X,X,X
STIZLJO,O,X,X,O,X,X,X,X,X,X,X,X,X
STIZLOJ,X,X,X,O,X,X,X,X,X,X,X,X,X
STIZJLO,O,X,X,O,X,X,X,X,X,X,X,X,X
STIZJOL,O,X,O,O,X,X,X,X,X,X,X,X,X
STIZOLJ,X,X,O,O,X,X,O,X,X,O,X,X,X
STIZOJL,X,X,O,O,X,X,O,X,X,X,X,X,X
STIOLJZ,O,X,O,O,X,X,X,X,X,X,X,O,X
STIOLZJ,X,X,O,O,X,X,X,X,X,O,X,O,X
STIOJLZ,O,X,O,O,X,X,X,X,X,X,X,O,X
STIOJZL,O,X,O,O,X,X,X,X,X,X,X,X,X
STIOZLJ,X,X,O,O,X,X,O,X,X,O,X,O,X
STIOZJL,X,X,O,O,X,X,O,X,X,X,X,X,X
STLIJZO,O,X,X,O,X,O,X,X,X,X,X,X,O
STLIJOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
STLIZJO,O,X,X,O,X,O,X,X,X,X,X,X,O
STLIZOJ,X,X,X,O,X,X,X,X,X,O,X,X,O
STLIOJZ,O,X,O,O,X,O,X,X,X,X,X,O,O
STLIOZJ,X,X,O,O,X,X,X,X,X,O,X,O,O
STLJIZO,O,X,X,O,X,O,X,X,X,X,X,X,O
STLJIOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
STLJZIO,O,X,X,O,X,O,X,X,X,X,X,X,O
STLJZOI,O,X,X,O,X,O,X,X,X,X,X,X,X
STLJOIZ,O,X,O,X,X,O,X,X,X,X,X,O,O
STLJOZI,O,O,O,X,X,O,X,X,X,X,X,O,X
STLZIJO,O,X,X,O,X,O,X,X,X,X,X,X,O
STLZIOJ,X,X,X,O,X,X,X,X,X,X,X,X,O
STLZJIO,O,X,X,O,X,O,X,X,X,X,X,X,O
STLZJOI,O,X,X,O,X,O,X,X,X,X,X,X,X
STLZOIJ,X,X,X,O,X,X,X,X,X,X,X,O,X
STLZOJI,X,X,X,O,X,X,X,X,X,X,X,O,X
STLOIJZ,O,X,O,O,X,O,X,X,X,X,X,O,O
STLOIZJ,X,O,O,O,X,X,X,X,X,O,X,O,O
STLOJIZ,O,X,O,O,X,O,X,X,X,X,X,O,O
STLOJZI,O,O,O,O,X,O,X,X,X,X,X,O,X
STLOZIJ,X,O,O,O,X,X,X,X,X,X,X,O,X
STLOZJI,X,O,O,O,X,X,X,X,X,X,X,O,X
STJILZO,O,X,X,O,X,O,X,X,X,X,X,X,O
STJILOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
STJIZLO,O,X,X,O,X,O,X,X,X,X,X,X,X
STJIZOL,O,X,O,O,X,X,X,X,X,X,X,X,X
STJIOLZ,O,X,O,O,X,X,X,X,X,X,X,X,X
STJIOZL,O,X,O,O,X,X,X,X,X,X,X,X,X
STJLIZO,O,X,X,O,X,O,X,X,X,X,X,X,O
STJLIOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
STJLZIO,O,X,X,O,X,O,X,X,X,X,X,X,O
STJLZOI,O,X,X,O,X,O,X,X,X,X,X,X,X
STJLOIZ,O,X,O,X,X,O,X,X,X,X,X,O,O
STJLOZI,O,O,O,X,X,O,X,X,X,X,X,O,X
STJZILO,O,X,X,O,X,O,X,X,X,X,X,X,X
STJZIOL,O,X,O,O,X,X,X,X,X,X,X,X,X
STJZLIO,O,X,X,O,X,O,X,X,X,X,X,X,O
STJZLOI,O,O,X,O,X,O,X,X,X,X,X,X,X
STJZOIL,O,X,O,O,X,X,X,X,X,X,X,X,X
STJZOLI,O,O,O,O,X,O,X,X,X,X,X,X,X
STJOILZ,O,X,O,O,X,X,X,X,X,X,X,O,X
STJOIZL,O,X,O,O,X,X,X,X,X,X,X,X,X
STJOLIZ,O,X,O,O,X,O,X,X,X,X,X,O,O
STJOLZI,O,O,O,O,X,O,X,X,X,X,X,O,X
STJOZIL,O,X,O,O,X,X,X,X,X,X,X,X,X
STJOZLI,O,O,O,O,X,O,X,X,X,X,X,X,X
STZILJO,O,X,X,O,X,X,X,X,X,X,X,X,X
STZILOJ,X,X,X,O,X,X,O,X,X,X,X,X,X
STZIJLO,O,X,X,O,X,X,X,X,X,X,X,X,X
STZIJOL,O,X,O,O,X,X,X,X,X,X,X,X,X
STZIOLJ,X,X,O,O,X,X,O,X,X,X,X,X,X
STZIOJL,X,X,O,O,X,X,O,X,X,X,X,X,X
STZLIJO,O,X,X,O,X,O,X,X,X,X,X,X,O
STZLIOJ,X,X,X,O,X,X,O,X,X,X,X,X,O
STZLJIO,O,X,X,O,X,O,X,X,X,X,X,X,O
STZLJOI,O,O,X,O,X,O,O,X,X,X,X,X,X
STZLOIJ,X,O,X,O,X,X,O,X,X,X,X,O,X
STZLOJI,X,O,X,O,X,X,O,X,X,X,X,O,X
STZJILO,O,X,X,O,X,O,X,X,X,X,X,X,X
STZJIOL,O,X,O,O,X,X,X,X,X,X,X,X,X
STZJLIO,O,X,X,O,X,O,X,X,X,X,X,X,O
STZJLOI,O,O,X,O,X,O,O,X,X,X,X,X,X
STZJOIL,O,X,O,O,X,X,O,X,X,X,X,X,X
STZJOLI,O,O,O,O,X,O,O,X,X,X,X,X,X
STZOILJ,X,O,O,O,X,X,O,X,X,X,X,O,X
STZOIJL,X,X,O,O,X,X,O,X,X,X,X,X,X
STZOLIJ,X,O,O,O,X,X,O,X,X,X,X,O,X
STZOLJI,X,O,O,O,X,X,O,X,X,X,X,O,X
STZOJIL,X,X,O,O,X,X,O,X,X,X,X,X,X
STZOJLI,X,O,O,O,X,X,O,X,X,X,X,X,X
STOILJZ,O,X,O,O,X,X,X,X,X,X,X,O,X
STOILZJ,X,O,O,O,X,X,X,X,X,O,X,O,X
STOIJLZ,O,X,O,O,X,X,X,X,X,X,X,O,X
STOIJZL,O,X,O,O,X,X,X,X,X,X,X,X,X
STOIZLJ,X,O,O,O,X,X,O,X,X,O,X,O,X
STOIZJL,X,X,O,O,X,X,O,X,X,X,X,X,X
STOLIJZ,O,X,O,O,X,O,X,X,X,X,X,O,O
STOLIZJ,X,O,O,O,X,X,X,X,X,O,X,O,O
STOLJIZ,O,X,O,O,X,O,X,X,X,X,X,O,O
STOLJZI,O,O,O,O,X,O,X,X,X,X,X,O,X
STOLZIJ,X,O,O,O,X,X,X,X,X,X,X,O,X
STOLZJI,X,O,O,O,X,X,X,X,X,X,X,O,X
STOJILZ,O,X,O,O,X,X,X,X,X,X,X,O,X
STOJIZL,O,X,O,O,X,X,X,X,X,X,X,X,X
STOJLIZ,O,X,O,O,X,O,X,X,X,X,X,O,O
STOJLZI,O,O,O,O,X,O,X,X,X,X,X,O,X
STOJZIL,O,X,O,O,X,X,X,X,X,X,X,X,X
STOJZLI,O,O,O,O,X,O,X,X,X,X,X,X,X
STOZILJ,X,O,O,O,X,X,O,X,X,X,X,O,X
STOZIJL,X,X,O,O,X,X,O,X,X,X,X,X,X
STOZLIJ,X,O,O,O,X,X,O,X,X,X,X,O,X
STOZLJI,X,O,O,O,X,X,O,X,X,X,X,O,X
STOZJIL,X,X,O,O,X,X,O,X,X,X,X,X,X
STOZJLI,X,O,O,O,X,X,O,X,X,X,X,X,X
SITLJZO,O,X,X,O,X,O,X,X,X,X,X,X,O
SITLJOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
SITLZJO,O,X,X,O,X,O,X,X,X,X,X,X,O
SITLZOJ,X,X,X,O,X,X,X,X,X,O,X,X,O
SITLOJZ,O,X,O,O,X,O,X,X,X,X,X,O,O
SITLOZJ,X,X,O,O,X,X,X,X,X,O,X,O,O
SITJLZO,O,X,X,O,X,O,X,X,X,X,X,X,O
SITJLOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
SITJZLO,O,X,X,O,X,O,X,X,X,X,X,X,X
SITJZOL,O,X,O,O,X,X,X,X,X,X,X,X,X
SITJOLZ,O,X,O,O,X,X,X,X,X,X,X,X,X
SITJOZL,O,X,O,O,X,X,X,X,X,X,X,X,X
SITZLJO,O,X,X,O,X,X,X,X,X,X,X,X,X
SITZLOJ,X,X,X,O,X,X,X,X,X,X,X,X,X
SITZJLO,O,X,X,O,X,X,X,X,X,X,X,X,X
SITZJOL,O,X,O,O,X,X,X,X,X,X,X,X,X
SITZOLJ,X,X,O,O,X,X,O,X,X,O,X,X,X
SITZOJL,X,X,O,O,X,X,O,X,X,X,X,X,X
SITOLJZ,O,X,O,O,X,X,X,X,X,X,X,O,X
SITOLZJ,X,X,O,O,X,X,X,X,X,O,X,O,X
SITOJLZ,O,X,O,O,X,X,X,X,X,X,X,O,X
SITOJZL,O,X,O,O,X,X,X,X,X,X,X,X,X
SITOZLJ,X,X,O,O,X,X,O,X,X,O,X,O,X
SITOZJL,X,X,O,O,X,X,O,X,X,X,X,X,X
SILTJZO,O,X,X,O,X,O,X,X,X,X,X,X,O
SILTJOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
SILTZJO,O,X,X,O,X,O,X,X,X,X,X,X,O
SILTZOJ,X,X,X,O,X,X,X,X,X,O,X,X,O
SILTOJZ,O,X,O,O,X,O,X,X,X,X,X,O,O
SILTOZJ,X,X,O,O,X,X,X,X,X,O,X,O,O
SILJTZO,O,X,X,X,X,O,X,X,X,X,X,X,O
SILJTOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
SILJZTO,O,X,X,O,X,O,X,X,X,X,X,X,O
SILJZOT,X,X,X,O,X,X,X,X,X,X,X,X,O
SILJOTZ,X,X,O,X,X,O,X,X,X,X,X,X,O
SILJOZT,X,O,X,X,X,X,X,X,X,X,X,X,O
SILZTJO,X,X,X,O,X,O,X,X,X,X,X,X,O
SILZTOJ,X,X,X,X,X,X,X,X,X,O,X,X,O
SILZJTO,X,X,X,O,X,O,X,X,X,X,X,X,O
SILZJOT,X,X,X,O,X,X,X,X,X,X,X,X,O
SILZOTJ,X,X,X,X,X,X,X,X,X,O,X,X,O
SILZOJT,X,X,X,O,X,X,X,X,X,X,X,X,O
SILOTJZ,X,X,O,X,X,O,X,X,X,X,X,O,O
SILOTZJ,X,O,O,X,X,X,X,X,X,O,X,O,O
SILOJTZ,X,X,O,X,X,O,X,X,X,X,X,O,O
SILOJZT,X,O,X,X,X,X,X,X,X,X,X,X,O
SILOZTJ,X,O,X,X,X,X,X,X,X,O,X,O,O
SILOZJT,X,O,X,O,X,X,X,X,X,X,X,X,O
SIJTLZO,O,X,X,O,X,O,X,X,X,X,X,X,O
SIJTLOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
SIJTZLO,O,X,X,O,X,O,X,X,X,X,X,X,X
SIJTZOL,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJTOZL,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJLTZO,O,X,X,X,X,O,X,X,X,X,X,X,O
SIJLTOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
SIJLZTO,O,X,X,O,X,O,X,X,X,X,X,X,O
SIJLZOT,X,X,X,O,X,X,X,X,X,X,X,X,O
SIJLOTZ,X,X,O,X,X,O,X,X,X,X,X,X,O
SIJLOZT,X,O,X,X,X,X,X,X,X,X,X,X,O
SIJZTLO,O,X,X,O,X,O,X,X,X,X,X,X,X
SIJZTOL,O,X,O,X,X,X,X,X,X,X,X,X,X
SIJZLTO,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJZLOT,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJZOLT,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJOTZL,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJOLZT,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJOZLT,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZTLOJ,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZTJLO,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZTJOL,X,X,O,O,X,X,X,X,X,X,X,X,X
SIZTOLJ,X,X,O,O,X,X,O,X,X,O,X,X,X
SIZTOJL,X,X,O,O,X,X,O,X,X,X,X,X,X
SIZLTJO,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZLTOJ,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZLJTO,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZLJOT,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,O,X,X,X,X,X,X,X,O,X,X,X
SIZLOJT,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZJTLO,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZJTOL,X,X,O,O,X,X,X,X,X,X,X,X,X
SIZJLTO,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZJLOT,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZJOTL,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZJOLT,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,O,O,X,X,X,O,X,X,O,X,X,X
SIZOTJL,X,X,O,X,X,X,O,X,X,X,X,X,X
SIZOLTJ,X,O,X,X,X,X,O,X,X,O,X,X,X
SIZOLJT,X,O,X,O,X,X,O,X,X,X,X,X,X
SIZOJTL,X,X,O,X,X,X,O,X,X,X,X,X,X
SIZOJLT,X,O,X,O,X,X,O,X,X,X,X,X,X
SIOTLJZ,X,X,O,O,X,X,X,X,X,X,X,O,X
SIOTLZJ,X,O,O,O,X,X,X,X,X,O,X,O,X
SIOTJLZ,X,X,O,O,X,X,X,X,X,X,X,O,X
SIOTJZL,X,X,O,O,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,O,O,O,X,X,O,X,X,O,X,O,X
SIOTZJL,X,X,O,O,X,X,O,X,X,X,X,X,X
