sequence,v115@EhD8EeF8DeI8BeC8JeT6IvhFegBCcBxdBlhB3lB0rB,v115@EhD8EeF8DeI8BeC8Jei6IvhFFcBxdBzfB+lB3hB0rB,v115@EhD8EeF8DeI8BeC8JeT6IvhF0cBxdBmgBXgB1qBqrB,v115@EhD8EeF8DeI8BeC8JeT6IvhFxdBSlBXmBOlBlmB0rB,v115@EhD8EeF8DeI8BeC8JeT6IvhFibBxdBUhBFlBGrBfsB,v115@EhD8EeF8DeI8BeC8JeT6IvhF2gBxdB3hBFlBCmB0rB,v115@EhD8EeF8DeI8BeC8Je//IvhFFbBOhBxdBclBSrBzrB,v115@EhD8EeF8DeI8BeC8Jei6IvhFfhBxdBzfBumB1qB0rB
ZLOIJST,X,O,X,X,X,X,O,X
ZLOISTJ,X,X,O,O,X,X,O,X
ZLOISJT,X,O,X,O,X,X,O,X
ZLOJTIS,X,O,O,X,X,X,X,O
ZLOJTSI,X,O,O,X,X,X,X,O
ZLOJITS,X,O,O,X,X,X,X,O
ZLOJIST,X,O,X,X,X,X,O,X
ZLOJSTI,X,O,X,X,X,X,O,X
ZLOJSIT,X,O,X,X,X,X,O,X
ZLOSTIJ,X,X,O,O,X,X,O,X
ZLOSTJI,X,X,O,O,X,X,O,X
ZLOSITJ,X,X,O,O,X,X,O,X
ZLOSIJT,X,O,X,O,X,X,O,X
ZLOSJTI,X,O,X,O,X,X,O,X
ZLOSJIT,X,O,X,O,X,X,O,X
ZJTILSO,X,O,X,X,O,X,X,X
ZJTILOS,O,O,X,X,O,X,X,X
ZJTISLO,X,O,X,X,O,X,X,X
ZJTISOL,X,O,X,X,O,X,X,O
ZJTIOLS,O,O,X,X,O,X,X,O
ZJTIOSL,X,O,X,X,O,X,X,O
ZJTLISO,X,O,X,X,O,X,X,X
ZJTLIOS,O,O,X,X,O,X,X,X
ZJTLSIO,X,O,X,X,O,X,X,X
ZJTLSOI,X,O,X,X,O,X,X,X
ZJTLOIS,O,O,X,X,O,X,X,X
ZJTLOSI,X,O,X,X,O,X,X,X
ZJTSILO,X,O,X,X,O,X,X,X
ZJTSIOL,X,O,X,X,O,X,X,O
ZJTSLIO,X,O,X,X,O,X,X,X
ZJTSLOI,X,O,X,X,O,X,X,X
ZJTSOIL,X,O,X,X,O,X,X,O
ZJTSOLI,X,O,X,X,O,X,X,O
ZJTOILS,O,O,X,X,O,X,X,O
ZJTOISL,X,O,X,X,O,X,X,O
ZJTOLIS,O,O,X,X,O,X,X,O
ZJTOLSI,X,O,X,X,O,X,X,O
ZJTOSIL,X,O,X,X,O,X,X,O
ZJTOSLI,X,O,X,X,O,X,X,O
ZJITLSO,X,O,X,X,O,X,X,X
ZJITLOS,O,O,X,X,O,X,X,X
ZJITSLO,X,O,X,X,O,X,X,X
ZJITSOL,X,O,X,X,O,X,X,O
ZJITOLS,O,O,X,X,O,X,X,O
ZJITOSL,X,O,X,X,O,X,X,O
ZJILTSO,X,O,O,X,X,X,O,X
ZJILTOS,X,O,O,X,X,X,X,X
ZJILSTO,X,O,X,X,X,X,O,X
ZJILSOT,X,O,X,X,X,X,O,X
ZJILOTS,X,O,O,X,X,X,X,O
ZJILOST,X,O,X,X,X,X,O,X
ZJISTLO,O,O,X,X,X,X,O,X
ZJISTOL,O,O,X,X,X,X,X,X
ZJISLTO,X,O,X,X,X,X,O,X
ZJISLOT,O,O,X,X,X,X,O,X
ZJISOTL,O,O,X,X,X,X,X,X
ZJISOLT,O,O,X,X,X,X,X,X
ZJIOTLS,O,O,X,X,X,X,X,O
ZJIOTSL,X,O,X,X,X,X,X,O
ZJIOLTS,X,O,O,X,X,X,X,O
ZJIOLST,X,O,X,X,X,X,X,X
ZJIOSTL,O,O,X,X,X,X,X,X
ZJIOSLT,O,O,X,X,X,X,X,X
ZJLTISO,X,O,O,X,O,X,O,X
ZJLTIOS,X,O,O,X,O,X,X,X
ZJLTSIO,X,O,O,X,O,X,O,X
ZJLTSOI,X,O,O,X,O,X,O,X
ZJLTOIS,X,O,O,X,O,X,X,X
ZJLTOSI,X,O,O,X,O,X,X,X
ZJLITSO,X,O,O,X,X,X,O,X
ZJLITOS,X,O,O,X,X,X,X,X
ZJLISTO,X,O,X,X,X,X,O,X
ZJLISOT,X,O,X,X,X,X,O,X
ZJLIOTS,X,O,O,X,X,X,X,O
ZJLIOST,X,O,X,X,X,X,O,X
ZJLSTIO,X,O,X,X,X,X,O,X
ZJLSTOI,X,O,X,X,X,X,O,X
ZJLSITO,X,O,X,X,X,X,O,X
ZJLSIOT,X,O,X,X,X,X,O,X
ZJLSOTI,X,O,X,X,X,X,O,X
ZJLSOIT,X,O,X,X,X,X,O,X
ZJLOTIS,X,O,O,X,X,X,X,O
ZJLOTSI,X,O,O,X,X,X,X,O
ZJLOITS,X,O,O,X,X,X,X,O
ZJLOIST,X,O,X,X,X,X,O,X
ZJLOSTI,X,O,X,X,X,X,O,X
ZJLOSIT,X,O,X,X,X,X,O,X
ZJSTILO,O,O,X,X,O,X,O,X
ZJSTIOL,O,O,X,X,O,X,X,X
ZJSTLIO,O,O,X,X,O,X,O,X
ZJSTLOI,O,O,X,X,O,X,O,X
ZJSTOIL,O,O,X,X,O,X,X,X
ZJSTOLI,O,O,X,X,O,X,X,X
ZJSITLO,O,O,X,X,X,X,O,X
ZJSITOL,O,O,X,X,X,X,X,X
ZJSILTO,X,O,X,X,X,X,O,X
ZJSILOT,O,O,X,X,X,X,O,X
ZJSIOTL,O,O,X,X,X,X,X,X
ZJSIOLT,O,O,X,X,X,X,X,X
ZJSLTIO,X,O,X,X,X,X,O,X
ZJSLTOI,X,O,X,X,X,X,O,X
ZJSLITO,X,O,X,X,X,X,O,X
ZJSLIOT,O,O,X,X,X,X,O,X
ZJSLOTI,X,O,X,X,X,X,O,X
ZJSLOIT,O,O,X,X,X,X,O,X
ZJSOTIL,O,O,X,X,X,X,X,X
ZJSOTLI,O,O,X,X,X,X,X,X
ZJSOITL,O,O,X,X,X,X,X,X
ZJSOILT,O,O,X,X,X,X,X,X
ZJSOLTI,X,O,X,X,X,X,X,X
ZJSOLIT,O,O,X,X,X,X,X,X
ZJOTILS,O,O,X,X,O,X,X,O
ZJOTISL,X,O,X,X,O,X,X,O
ZJOTLIS,O,O,X,X,O,X,X,O
ZJOTLSI,X,O,X,X,O,X,X,O
ZJOTSIL,X,O,X,X,O,X,X,O
ZJOTSLI,X,O,X,X,O,X,X,O
ZJOITLS,O,O,X,X,X,X,X,O
ZJOITSL,X,O,X,X,X,X,X,O
ZJOILTS,X,O,O,X,X,X,X,O
ZJOILST,X,O,X,X,X,X,X,X
ZJOISTL,O,O,X,X,X,X,X,X
ZJOISLT,O,O,X,X,X,X,X,X
ZJOLTIS,X,O,O,X,X,X,X,O
ZJOLTSI,X,O,O,X,X,X,X,O
ZJOLITS,X,O,O,X,X,X,X,O
ZJOLIST,X,O,X,X,X,X,X,X
ZJOLSTI,X,O,X,X,X,X,X,X
ZJOLSIT,X,O,X,X,X,X,X,X
ZJOSTIL,O,O,X,X,X,X,X,X
ZJOSTLI,O,O,X,X,X,X,X,X
ZJOSITL,O,O,X,X,X,X,X,X
ZJOSILT,O,O,X,X,X,X,X,X
ZJOSLTI,X,O,X,X,X,X,X,X
ZJOSLIT,O,O,X,X,X,X,X,X
ZSTILJO,O,O,X,X,X,X,O,X
ZSTILOJ,X,X,X,X,X,X,O,X
ZSTIJLO,O,O,X,X,X,X,O,X
ZSTIJOL,O,O,X,X,X,O,X,X
ZSTIOLJ,X,X,X,X,X,X,O,X
ZSTIOJL,O,X,X,X,X,O,X,X
ZSTLIJO,O,O,X,X,X,X,O,X
ZSTLIOJ,X,X,X,X,X,X,O,X
ZSTLJIO,O,X,X,X,X,X,O,X
ZSTLJOI,O,X,X,X,X,X,O,X
ZSTLOIJ,X,X,X,X,X,X,O,X
ZSTLOJI,X,X,X,X,X,X,O,X
ZSTJILO,O,O,X,X,X,X,O,X
ZSTJIOL,O,O,X,X,X,O,X,X
ZSTJLIO,O,O,X,X,X,X,O,X
ZSTJLOI,O,X,X,X,X,X,O,X
ZSTJOIL,O,O,X,X,X,O,X,X
ZSTJOLI,O,O,X,X,X,O,X,X
ZSTOILJ,X,X,X,X,X,X,O,X
ZSTOIJL,O,X,X,X,X,O,X,X
ZSTOLIJ,X,X,X,X,X,X,O,X
ZSTOLJI,X,X,X,X,X,X,O,X
ZSTOJIL,O,X,X,X,X,O,X,X
ZSTOJLI,O,X,X,X,X,O,X,X
ZSITLJO,O,O,X,X,X,X,O,X
ZSITLOJ,X,X,X,X,X,X,O,X
ZSITJLO,O,O,X,X,X,X,O,X
ZSITJOL,O,O,X,X,X,O,X,X
ZSITOLJ,X,X,X,X,X,X,O,X
ZSITOJL,O,X,X,X,X,O,X,X
ZSILTJO,X,O,O,O,X,X,O,X
ZSILTOJ,X,X,O,O,X,X,O,X
ZSILJTO,X,O,X,O,X,X,O,X
ZSILJOT,O,X,X,O,X,X,O,X
ZSILOTJ,X,X,O,O,X,X,O,X
ZSILOJT,X,X,X,O,X,X,O,X
ZSIJTLO,O,O,X,X,X,X,O,X
ZSIJTOL,O,O,X,X,X,X,X,X
ZSIJLTO,X,O,X,X,X,X,O,X
ZSIJLOT,O,X,X,X,X,X,O,X
ZSIJOTL,O,O,X,X,X,X,X,X
ZSIJOLT,O,O,X,X,X,X,X,X
ZSIOTLJ,X,X,X,X,X,X,O,X
ZSIOTJL,O,X,X,X,X,O,X,X
ZSIOLTJ,X,X,O,X,X,X,O,X
ZSIOLJT,X,O,X,X,X,X,O,X
ZSIOJTL,O,O,X,X,X,X,X,X
ZSIOJLT,O,O,X,X,X,X,X,X
ZSLTIJO,X,O,O,O,X,X,O,X
ZSLTIOJ,X,X,O,O,X,X,O,X
ZSLTJIO,X,X,O,O,X,X,O,X
ZSLTJOI,X,X,O,O,X,X,O,X
ZSLTOIJ,X,X,O,O,X,X,O,X
ZSLTOJI,X,X,O,O,X,X,O,X
ZSLITJO,X,O,O,O,X,X,O,X
ZSLITOJ,X,X,O,O,X,X,O,X
ZSLIJTO,X,O,X,O,X,X,O,X
ZSLIJOT,O,X,X,O,X,X,O,X
ZSLIOTJ,X,X,O,O,X,X,O,X
ZSLIOJT,X,X,X,O,X,X,O,X
ZSLJTIO,X,O,X,O,X,X,O,X
ZSLJTOI,X,X,X,O,X,X,O,X
ZSLJITO,X,O,X,O,X,X,O,X
ZSLJIOT,O,X,X,O,X,X,O,X
ZSLJOTI,X,X,X,O,X,X,O,X
ZSLJOIT,O,X,X,O,X,X,O,X
ZSLOTIJ,X,X,O,O,X,X,O,X
ZSLOTJI,X,X,O,O,X,X,O,X
ZSLOITJ,X,X,O,O,X,X,O,X
ZSLOIJT,X,X,X,O,X,X,O,X
ZSLOJTI,X,X,X,O,X,X,O,X
ZSLOJIT,X,X,X,O,X,X,O,X
ZSJTILO,O,O,X,X,X,X,O,X
ZSJTIOL,O,O,X,X,X,X,X,X
ZSJTLIO,O,O,X,X,X,X,O,X
ZSJTLOI,O,X,X,X,X,X,O,X
ZSJTOIL,O,O,X,X,X,X,X,X
ZSJTOLI,O,O,X,X,X,X,X,X
ZSJITLO,O,O,X,X,X,X,O,X
ZSJITOL,O,O,X,X,X,X,X,X
ZSJILTO,X,O,X,X,X,X,O,X
ZSJILOT,O,X,X,X,X,X,O,X
ZSJIOTL,O,O,X,X,X,X,X,X
ZSJIOLT,O,O,X,X,X,X,X,X
ZSJLTIO,X,O,X,X,X,X,O,X
ZSJLTOI,X,X,X,X,X,X,O,X
ZSJLITO,X,O,X,X,X,X,O,X
ZSJLIOT,O,X,X,X,X,X,O,X
ZSJLOTI,X,X,X,X,X,X,O,X
ZSJLOIT,O,X,X,X,X,X,O,X
ZSJOTIL,O,O,X,X,X,X,X,X
ZSJOTLI,O,O,X,X,X,X,X,X
ZSJOITL,O,O,X,X,X,X,X,X
ZSJOILT,O,O,X,X,X,X,X,X
ZSJOLTI,X,O,X,X,X,X,X,X
ZSJOLIT,O,O,X,X,X,X,X,X
ZSOTILJ,X,X,X,X,X,X,O,X
ZSOTIJL,O,X,X,X,X,O,X,X
ZSOTLIJ,X,X,X,X,X,X,O,X
ZSOTLJI,X,X,X,X,X,X,O,X
ZSOTJIL,O,X,X,X,X,O,X,X
ZSOTJLI,O,X,X,X,X,O,X,X
ZSOITLJ,X,X,X,X,X,X,O,X
ZSOITJL,O,X,X,X,X,O,X,X
ZSOILTJ,X,X,O,X,X,X,O,X
ZSOILJT,X,O,X,X,X,X,O,X
ZSOIJTL,O,O,X,X,X,X,X,X
ZSOIJLT,O,O,X,X,X,X,X,X
ZSOLTIJ,X,X,O,X,X,X,O,X
ZSOLTJI,X,X,O,X,X,X,O,X
ZSOLITJ,X,X,O,X,X,X,O,X
ZSOLIJT,X,O,X,X,X,X,O,X
ZSOLJTI,X,O,X,X,X,X,O,X
ZSOLJIT,X,O,X,X,X,X,O,X
ZSOJTIL,O,O,X,X,X,X,X,X
ZSOJTLI,O,O,X,X,X,X,X,X
ZSOJITL,O,O,X,X,X,X,X,X
ZSOJILT,O,O,X,X,X,X,X,X
ZSOJLTI,X,O,X,X,X,X,X,X
ZSOJLIT,O,O,X,X,X,X,X,X
ZOTILJS,X,X,O,X,O,O,X,X
ZOTILSJ,X,X,O,X,X,O,X,X
ZOTIJLS,O,X,X,X,O,O,X,X
ZOTIJSL,X,X,X,X,O,O,X,X
ZOTISLJ,X,X,X,X,X,O,X,X
ZOTISJL,O,X,X,X,X,O,X,X
ZOTLIJS,X,X,O,X,O,O,X,X
ZOTLISJ,X,X,O,X,X,O,X,X
ZOTLJIS,X,X,O,X,O,O,X,O
ZOTLJSI,X,X,O,X,O,O,X,O
ZOTLSIJ,X,X,O,X,X,O,X,X
ZOTLSJI,X,X,O,X,O,O,X,O
ZOTJILS,O,X,X,X,O,O,X,O
ZOTJISL,X,X,X,X,O,O,X,O
ZOTJLIS,O,X,X,X,O,O,X,O
ZOTJLSI,X,X,X,X,O,O,X,O
ZOTJSIL,X,X,X,X,O,O,X,O
ZOTJSLI,X,X,X,X,O,O,X,O
ZOTSILJ,X,X,X,X,X,O,X,X
ZOTSIJL,O,X,X,X,X,O,X,X
ZOTSLIJ,X,X,X,X,X,O,X,X
ZOTSLJI,X,X,X,X,O,O,X,O
ZOTSJIL,O,X,X,X,O,O,X,O
ZOTSJLI,O,X,X,X,O,O,X,O
ZOITLJS,X,X,O,X,X,O,X,X
ZOITLSJ,X,X,O,X,X,O,X,X
ZOITJLS,O,X,X,X,X,O,X,X
ZOITJSL,X,X,X,X,X,O,X,X
ZOITSLJ,X,X,X,X,X,O,X,X
ZOITSJL,O,X,X,X,X,O,X,X
ZOILTJS,X,X,O,X,X,X,X,X
ZOILTSJ,X,X,O,X,X,X,X,X
ZOILJTS,X,O,O,X,X,X,X,O
ZOILJST,X,O,X,X,X,X,O,X
ZOILSTJ,X,X,O,O,X,X,O,X
ZOILSJT,X,O,X,O,X,X,O,X
ZOIJTLS,O,O,X,X,X,X,X,O
ZOIJTSL,X,O,X,X,X,X,X,O
ZOIJLTS,X,O,O,X,X,X,X,O
ZOIJLST,X,O,X,X,X,X,X,X
ZOIJSTL,O,O,X,X,X,X,X,X
ZOIJSLT,O,O,X,X,X,X,X,X
ZOISTLJ,X,X,X,X,X,X,O,X
ZOISTJL,O,X,X,X,X,O,X,X
ZOISLTJ,X,X,O,X,X,X,O,X
ZOISLJT,X,O,X,X,X,X,O,X
ZOISJTL,O,O,X,X,X,X,X,X
ZOISJLT,O,O,X,X,X,X,X,X
ZOLTIJS,X,X,O,X,X,X,X,X
ZOLTISJ,X,X,O,X,X,X,X,X
ZOLTJIS,X,X,O,X,X,X,X,O
ZOLTJSI,X,X,O,X,X,X,X,O
ZOLTSIJ,X,X,O,X,X,X,X,X
ZOLTSJI,X,X,O,X,X,X,X,O
ZOLITJS,X,X,O,X,X,X,X,X
ZOLITSJ,X,X,O,X,X,X,X,X
ZOLIJTS,X,O,O,X,X,X,X,O
ZOLIJST,X,O,X,X,X,X,O,X
ZOLISTJ,X,X,O,O,X,X,O,X
ZOLISJT,X,O,X,O,X,X,O,X
ZOLJTIS,X,O,O,X,X,X,X,O
ZOLJTSI,X,O,O,X,X,X,X,O
ZOLJITS,X,O,O,X,X,X,X,O
ZOLJIST,X,O,X,X,X,X,O,X
ZOLJSTI,X,O,X,X,X,X,O,X
ZOLJSIT,X,O,X,X,X,X,O,X
ZOLSTIJ,X,X,O,O,X,X,O,X
ZOLSTJI,X,X,O,O,X,X,O,X
ZOLSITJ,X,X,O,O,X,X,O,X
ZOLSIJT,X,O,X,O,X,X,O,X
ZOLSJTI,X,O,X,O,X,X,O,X
ZOLSJIT,X,O,X,O,X,X,O,X
ZOJTILS,O,O,X,X,O,X,X,O
ZOJTISL,X,O,X,X,O,X,X,O
ZOJTLIS,O,O,X,X,O,X,X,O
ZOJTLSI,X,O,X,X,O,X,X,O
ZOJTSIL,X,O,X,X,O,X,X,O
ZOJTSLI,X,O,X,X,O,X,X,O
ZOJITLS,O,O,X,X,X,X,X,O
ZOJITSL,X,O,X,X,X,X,X,O
ZOJILTS,X,O,O,X,X,X,X,O
ZOJILST,X,O,X,X,X,X,X,X
ZOJISTL,O,O,X,X,X,X,X,X
ZOJISLT,O,O,X,X,X,X,X,X
ZOJLTIS,X,O,O,X,X,X,X,O
ZOJLTSI,X,O,O,X,X,X,X,O
ZOJLITS,X,O,O,X,X,X,X,O
ZOJLIST,X,O,X,X,X,X,X,X
ZOJLSTI,X,O,X,X,X,X,X,X
ZOJLSIT,X,O,X,X,X,X,X,X
ZOJSTIL,O,O,X,X,X,X,X,X
ZOJSTLI,O,O,X,X,X,X,X,X
ZOJSITL,O,O,X,X,X,X,X,X
ZOJSILT,O,O,X,X,X,X,X,X
ZOJSLTI,X,O,X,X,X,X,X,X
ZOJSLIT,O,O,X,X,X,X,X,X
ZOSTILJ,X,X,X,X,X,X,O,X
ZOSTIJL,O,X,X,X,X,O,X,X
ZOSTLIJ,X,X,X,X,X,X,O,X
ZOSTLJI,X,X,X,X,X,X,O,X
ZOSTJIL,O,X,X,X,X,O,X,X
ZOSTJLI,O,X,X,X,X,O,X,X
ZOSITLJ,X,X,X,X,X,X,O,X
ZOSITJL,O,X,X,X,X,O,X,X
ZOSILTJ,X,X,O,X,X,X,O,X
ZOSILJT,X,O,X,X,X,X,O,X
ZOSIJTL,O,O,X,X,X,X,X,X
ZOSIJLT,O,O,X,X,X,X,X,X
ZOSLTIJ,X,X,O,X,X,X,O,X
ZOSLTJI,X,X,O,X,X,X,O,X
ZOSLITJ,X,X,O,X,X,X,O,X
ZOSLIJT,X,O,X,X,X,X,O,X
ZOSLJTI,X,O,X,X,X,X,O,X
ZOSLJIT,X,O,X,X,X,X,O,X
ZOSJTIL,O,O,X,X,X,X,X,X
ZOSJTLI,O,O,X,X,X,X,X,X
ZOSJITL,O,O,X,X,X,X,X,X
ZOSJILT,O,O,X,X,X,X,X,X
ZOSJLTI,X,O,X,X,X,X,X,X
ZOSJLIT,O,O,X,X,X,X,X,X
OTILJSZ,O,O,O,X,X,O,X,O
OTILJZS,O,O,O,X,O,X,X,O
OTILSJZ,O,O,O,O,X,O,X,O
OTILSZJ,X,X,O,O,X,X,X,X
OTILZJS,X,X,O,X,O,O,X,X
OTILZSJ,X,X,O,X,X,O,X,X
OTIJLSZ,O,O,O,X,X,O,X,O
OTIJLZS,O,O,O,X,O,X,X,O
OTIJSLZ,O,O,X,X,X,O,X,O
OTIJSZL,O,O,X,X,X,O,X,O
OTIJZLS,O,O,X,X,O,O,X,O
OTIJZSL,X,O,X,X,O,O,X,O
OTISLJZ,O,O,O,X,X,O,X,O
OTISLZJ,X,X,O,X,X,X,X,X
OTISJLZ,O,O,X,X,X,O,X,O
OTISJZL,O,O,X,X,X,O,X,O
OTISZLJ,X,X,X,X,X,O,X,X
OTISZJL,O,X,X,X,X,O,X,X
OTIZLJS,X,X,O,X,O,O,X,X
OTIZLSJ,X,X,O,X,X,O,X,X
OTIZJLS,O,X,X,X,O,O,X,X
OTIZJSL,X,X,X,X,O,O,X,X
OTIZSLJ,X,X,X,X,X,O,X,X
OTIZSJL,O,X,X,X,X,O,X,X
OTLIJSZ,O,O,O,X,X,O,X,O
OTLIJZS,O,O,O,X,O,X,X,O
OTLISJZ,O,O,O,O,X,O,X,O
OTLISZJ,X,X,O,O,X,X,X,X
OTLIZJS,X,X,O,X,O,O,X,X
OTLIZSJ,X,X,O,X,X,O,X,X
OTLJISZ,O,O,O,X,X,O,X,O
OTLJIZS,O,O,O,X,O,X,X,O
OTLJSIZ,O,O,O,X,X,O,X,O
OTLJSZI,X,O,O,X,O,O,X,O
OTLJZIS,O,O,O,X,O,X,X,O
OTLJZSI,X,O,O,X,O,X,X,O
OTLSIJZ,O,O,O,O,X,O,X,O
OTLSIZJ,X,X,O,O,X,X,X,X
OTLSJIZ,O,O,O,O,X,O,X,O
OTLSJZI,O,O,O,O,O,O,X,O
OTLSZIJ,X,X,O,O,X,X,X,X
OTLSZJI,X,X,O,O,O,X,X,O
OTLZIJS,X,X,O,X,O,O,X,X
OTLZISJ,X,X,O,X,X,O,X,X
OTLZJIS,X,X,O,X,O,O,X,O
OTLZJSI,X,X,O,X,O,O,X,O
OTLZSIJ,X,X,O,X,X,O,X,X
OTLZSJI,X,X,O,X,O,O,X,O
OTJILSZ,O,O,O,X,X,O,X,O
OTJILZS,O,O,O,X,O,X,X,O
OTJISLZ,O,O,X,X,X,O,X,O
OTJISZL,O,O,X,X,X,O,X,O
OTJIZLS,O,O,X,X,O,O,X,O
OTJIZSL,X,O,X,X,O,O,X,O
OTJLISZ,O,O,O,X,X,O,X,O
OTJLIZS,O,O,O,X,O,X,X,O
OTJLSIZ,O,O,O,X,X,O,X,O
OTJLSZI,X,O,O,X,O,O,X,O
OTJLZIS,O,O,O,X,O,X,X,O
OTJLZSI,X,O,O,X,O,X,X,O
OTJSILZ,O,O,X,X,X,O,X,O
OTJSIZL,O,O,X,X,X,O,X,O
OTJSLIZ,O,O,X,X,X,O,X,O
OTJSLZI,O,O,X,X,O,O,X,O
OTJSZIL,O,O,X,X,O,O,X,O
OTJSZLI,O,O,X,X,O,O,X,O
OTJZILS,O,O,X,X,O,O,X,O
OTJZISL,X,O,X,X,O,O,X,O
OTJZLIS,O,O,X,X,O,O,X,O
OTJZLSI,X,O,X,X,O,O,X,O
OTJZSIL,X,O,X,X,O,O,X,O
OTJZSLI,X,O,X,X,O,O,X,O
OTSILJZ,O,O,O,X,X,O,X,O
OTSILZJ,X,X,O,X,X,X,X,X
OTSIJLZ,O,O,X,X,X,O,X,O
OTSIJZL,O,O,X,X,X,O,X,O
OTSIZLJ,X,X,X,X,X,O,X,X
OTSIZJL,O,X,X,X,X,O,X,X
OTSLIJZ,O,O,O,X,X,O,X,O
OTSLIZJ,X,X,O,X,X,X,X,X
OTSLJIZ,O,O,O,X,X,O,X,O
OTSLJZI,O,O,O,X,O,O,X,O
OTSLZIJ,X,X,O,X,X,X,X,X
OTSLZJI,X,X,O,X,O,X,X,O
OTSJILZ,O,O,X,X,X,O,X,O
OTSJIZL,O,O,X,X,X,O,X,O
OTSJLIZ,O,O,X,X,X,O,X,O
OTSJLZI,O,O,X,X,O,O,X,O
OTSJZIL,O,O,X,X,O,O,X,O
OTSJZLI,O,O,X,X,O,O,X,O
OTSZILJ,X,X,X,X,X,O,X,X
OTSZIJL,O,X,X,X,X,O,X,X
OTSZLIJ,X,X,X,X,X,O,X,X
OTSZLJI,X,X,X,X,O,O,X,O
OTSZJIL,O,X,X,X,O,O,X,O
OTSZJLI,O,X,X,X,O,O,X,O
OTZILJS,X,X,O,X,O,O,X,X
OTZILSJ,X,X,O,X,X,O,X,X
OTZIJLS,O,X,X,X,O,O,X,X
OTZIJSL,X,X,X,X,O,O,X,X
OTZISLJ,X,X,X,X,X,O,X,X
OTZISJL,O,X,X,X,X,O,X,X
OTZLIJS,X,X,O,X,O,O,X,X
OTZLISJ,X,X,O,X,X,O,X,X
OTZLJIS,X,X,O,X,O,O,X,O
OTZLJSI,X,X,O,X,O,O,X,O
OTZLSIJ,X,X,O,X,X,O,X,X
OTZLSJI,X,X,O,X,O,O,X,O
OTZJILS,O,X,X,X,O,O,X,O
OTZJISL,X,X,X,X,O,O,X,O
OTZJLIS,O,X,X,X,O,O,X,O
OTZJLSI,X,X,X,X,O,O,X,O
OTZJSIL,X,X,X,X,O,O,X,O
OTZJSLI,X,X,X,X,O,O,X,O
OTZSILJ,X,X,X,X,X,O,X,X
OTZSIJL,O,X,X,X,X,O,X,X
OTZSLIJ,X,X,X,X,X,O,X,X
OTZSLJI,X,X,X,X,O,O,X,O
OTZSJIL,O,X,X,X,O,O,X,O
OTZSJLI,O,X,X,X,O,O,X,O
OITLJSZ,O,O,O,X,X,O,X,O
OITLJZS,O,O,O,X,O,X,X,O
OITLSJZ,O,O,O,O,X,O,X,O
OITLSZJ,X,X,O,O,X,X,X,X
OITLZJS,X,X,O,X,O,O,X,X
OITLZSJ,X,X,O,X,X,O,X,X
OITJLSZ,O,O,O,X,X,O,X,O
OITJLZS,O,O,O,X,O,X,X,O
OITJSLZ,O,O,X,X,X,O,X,O
OITJSZL,O,O,X,X,X,O,X,O
OITJZLS,O,O,X,X,O,O,X,O
OITJZSL,X,O,X,X,O,O,X,O
OITSLJZ,O,O,O,X,X,O,X,O
OITSLZJ,X,X,O,X,X,X,X,X
OITSJLZ,O,O,X,X,X,O,X,O
OITSJZL,O,O,X,X,X,O,X,O
OITSZLJ,X,X,X,X,X,O,X,X
OITSZJL,O,X,X,X,X,O,X,X
OITZLJS,X,X,O,X,O,O,X,X
OITZLSJ,X,X,O,X,X,O,X,X
OITZJLS,O,X,X,X,O,O,X,X
OITZJSL,X,X,X,X,O,O,X,X
OITZSLJ,X,X,X,X,X,O,X,X
OITZSJL,O,X,X,X,X,O,X,X
OILTJSZ,O,O,O,X,X,O,X,O
OILTJZS,O,O,O,X,X,X,X,O
OILTSJZ,O,O,O,O,X,O,X,O
OILTSZJ,X,X,O,O,X,X,X,X
OILTZJS,X,X,O,X,X,O,X,X
OILTZSJ,X,X,O,X,X,O,X,X
OILJTSZ,O,O,O,X,X,X,X,O
OILJTZS,O,O,O,X,X,X,X,O
OILJSTZ,O,O,X,O,X,X,X,O
OILJSZT,O,O,X,O,X,X,O,X
OILJZTS,X,O,O,X,X,X,X,O
OILJZST,X,O,X,X,X,X,O,X
OILSTJZ,O,O,O,O,X,O,X,X
OILSTZJ,X,X,O,O,X,X,X,X
OILSJTZ,O,O,X,O,X,X,X,O
OILSJZT,O,O,X,O,X,X,O,X
OILSZTJ,X,X,O,O,X,X,O,X
OILSZJT,X,O,X,O,X,X,O,X
OILZTJS,X,X,O,X,X,X,X,X
OILZTSJ,X,X,O,X,X,X,X,X
OILZJTS,X,O,O,X,X,X,X,O
OILZJST,X,O,X,X,X,X,O,X
OILZSTJ,X,X,O,O,X,X,O,X
OILZSJT,X,O,X,O,X,X,O,X
OIJTLSZ,O,O,O,X,X,O,X,O
OIJTLZS,O,O,O,X,O,X,X,O
OIJTSLZ,O,O,X,X,X,O,X,O
OIJTSZL,O,O,X,X,X,O,X,O
OIJTZLS,O,O,X,X,O,O,X,O
OIJTZSL,X,O,X,X,O,O,X,O
OIJLTSZ,O,O,O,X,X,X,X,O
OIJLTZS,O,O,O,X,X,X,X,O
OIJLSTZ,O,O,X,O,X,X,X,O
OIJLSZT,O,O,X,O,X,X,X,X
OIJLZTS,X,O,O,X,X,X,X,O
OIJLZST,X,O,X,X,X,X,X,X
OIJSTLZ,O,O,X,X,X,O,X,O
OIJSTZL,O,O,X,X,X,O,X,O
