sequence,v115@zgB8FeE8EeD8GeC8FeF8DeB8Je07IvhFxcBSmB2qBl?nB3rBTsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhFclBemBCiBl?nB3rBTsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhFclBThB2nBF?rBXsB6sB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhFUhBFiBTlBu?sBirBXsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Je07IvhFTdBqmBXhB2?qBlnBxwB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jel7IvhFWiBZmB0iBT?lBqrB/sB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhFqiB3gBlmBm?qBTsB8rB,v115@zgB8FeE8EeD8GeC8FeF8DeB8JeX8IvhFTdBqmB0gB2?qBlnBxwB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhFUhBTlBlnBi?rBGsBXsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jel7IvhFSiBZmBTlBu?rB3nBUsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhFUhBTlBlnBm?rB6sB3rB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jem7IvhFqhBTdBclBV?rB3nBxwB,v115@zgB8FeE8EeD8GeC8FeF8DeB8JeT9IvhF3gByqBlnBU?sB5mBmqB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Je07IvhFxcBTlBKrBf?sBlnBGsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhF3gB0mBlnBm?qBCsBTsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jel7IvhFuhBciBZmBT?lBCsB3sB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhFTdB2qBlnBU?sBfrB6rB,v115@zgB8FeE8EeD8GeC8FeF8DeB8JeqBJvhFTdBclBZmB3?nBllBWxB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Je07IvhFWiBxlBlnBy?qB3rBTsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhFzgBCiB0iB2?qB/sB1wB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhFTdBGhBilBV?sBUrB3sB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhFTdBclBSrBX?sBOrBlsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jem7IvhFclBlnBRrBT?rBfsB6sB,v115@zgB8FeE8EeD8GeC8FeF8DeB8JeC9IvhFclBlnBRrB/?rBTsBmqB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jex7IvhF3hBTlBlnBm?rB6sBUrB,v115@zgB8FeE8EeD8GeC8FeF8DeB8JeRBJvhF1nB0gB2qBf?sB6sBTrB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jez7IvhFSiBxlBlnB2?qB3rBUsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Je07IvhF5hBTdBylBm?qBXsBlsB,v115@zgB8FeE8EeD8GeC8FeF8DeB8Jez7IvhFSiBxlBlnB2?qBUsB3rB
OTJLIZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJLSIZ,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJLSZI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJLZIS,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJLZSI,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJSILZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJSIZL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X
OTJSLIZ,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJSLZI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJSZIL,O,X,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
OTJSZLI,O,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTJZILS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJZISL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJZLIS,X,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJZLSI,X,O,X,O,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJZSIL,X,X,O,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
OTJZSLI,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
OTSILJZ,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSILZJ,X,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJLZ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSIJZL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X
OTSIZLJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZJL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSLIJZ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLIZJ,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLJIZ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTSLJZI,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTSLZIJ,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLZJI,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJILZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTSJIZL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X
OTSJLIZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTSJLZI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTSJZIL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
OTSJZLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTSZILJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZIJL,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSZLIJ,X,X,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZLJI,X,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZJIL,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
OTSZJLI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OTZILJS,X,X,X,X,O,O,X,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTZILSJ,X,X,O,X,O,O,X,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZIJLS,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTZIJSL,X,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTZISLJ,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTZISJL,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
OTZLIJS,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZLISJ,X,X,O,X,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLJIS,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZLJSI,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZLSIJ,X,X,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLSJI,X,X,O,X,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJILS,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJISL,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJLIS,X,X,X,O,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJLSI,X,O,X,O,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJSIL,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OTZJSLI,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OTZSILJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSIJL,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLIJ,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLJI,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSJIL,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OTZSJLI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OITLJSZ,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLJZS,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLSJZ,X,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLSZJ,X,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLZJS,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITLZSJ,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJLSZ,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OITJLZS,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OITJSLZ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OITJSZL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OITJZLS,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OITJZSL,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OITSLJZ,X,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSLZJ,X,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSJLZ,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITSJZL,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITSZLJ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSZJL,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITZLJS,X,X,X,X,O,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OITZLSJ,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OITZJLS,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OITZJSL,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OITZSLJ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OITZSJL,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
OILTJSZ,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTJZS,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTSJZ,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTSZJ,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTZJS,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTZSJ,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJTSZ,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJTZS,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJSTZ,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJSZT,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJZTS,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILJZST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSTJZ,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSTZJ,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSJTZ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSJZT,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSZTJ,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSZJT,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZTJS,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OILZTSJ,X,X,X,X,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OILZJTS,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OILZJST,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZSTJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZSJT,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTLSZ,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJTLZS,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJTSLZ,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OIJTSZL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OIJTZLS,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJTZSL,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJLTSZ,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJLTZS,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJLSTZ,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJLSZT,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJLZTS,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLZST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJSTLZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OIJSTZL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OIJSLTZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJSLZT,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJSZTL,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJSZLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJZTLS,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OIJZTSL,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OIJZLTS,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZLST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJZSTL,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJZSLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OISTLJZ,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTLZJ,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OISTJLZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTJZL,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTZLJ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OISTZJL,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLTJZ,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLTZJ,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OISLJTZ,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLJZT,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OISLZTJ,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OISLZJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OISJTLZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OISJTZL,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OISJLTZ,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OISJLZT,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OISJZTL,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OISJZLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OISZTLJ,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OISZTJL,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISZLTJ,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OISZLJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OISZJTL,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OISZJLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIZTLJS,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
OIZTLSJ,X,X,O,X,X,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OIZTJLS,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
OIZTJSL,X,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
OIZTSLJ,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
OIZTSJL,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X
OIZLTJS,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIZLTSJ,X,X,X,X,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OIZLJTS,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIZLJST,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZLSTJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OIZLSJT,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJTLS,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIZJTSL,X,O,X,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIZJLTS,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJLST,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIZJSTL,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIZJSLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIZSTLJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIZSTJL,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZSLTJ,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIZSLJT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIZSJTL,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIZSJLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTIJSZ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTIJZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTISJZ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
