sequence,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFVgBUcBRdBy?mBziBXsB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFXcBldBifB8?nBmmBzrB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFVgBRcBzdBy?mB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFeiBifBFhBz?iB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFXbBzdBFhBR?nBKnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFzdBifBFhB3?nB8rBmrB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFXbByiBFhBR?nBTnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFlcBzdBifBU?hB3nBesB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFeiBzdBifBF?hB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFejBifBFhBX?iBTnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeT9IvhFejBxfB0hBi?fBFhBXsB
SIZLOJT,X,O,X,X,X,O,X,O,X,X,X
SIZJTLO,X,O,X,X,O,X,O,O,X,X,X
SIZJTOL,X,O,X,X,O,X,X,O,X,X,O
SIZJLTO,X,O,X,X,X,X,O,O,X,X,X
SIZJLOT,X,O,X,X,X,X,X,O,X,X,O
SIZJOTL,X,O,X,X,O,X,X,O,X,X,O
SIZJOLT,X,X,X,X,X,X,X,O,X,X,O
SIZOTLJ,X,O,X,X,X,O,X,X,X,X,X
SIZOTJL,X,O,X,X,O,X,X,X,X,X,X
SIZOLTJ,X,X,X,X,X,O,X,X,X,X,X
SIZOLJT,X,X,X,X,X,O,X,X,X,X,X
SIZOJTL,X,O,X,X,O,X,X,O,X,X,O
SIZOJLT,X,X,X,X,X,X,X,O,X,X,O
SIOTLJZ,O,X,O,X,O,X,O,X,X,X,X
SIOTLZJ,O,X,O,X,X,X,X,X,X,X,X
SIOTJLZ,O,X,O,X,O,X,O,X,X,X,X
SIOTJZL,O,X,O,X,O,X,X,X,X,X,X
SIOTZLJ,O,X,X,X,X,X,X,X,X,X,X
SIOTZJL,O,X,O,X,O,X,X,X,X,X,X
SIOLTJZ,O,X,O,X,O,X,O,O,X,X,X
SIOLTZJ,O,X,O,X,X,O,X,X,X,X,X
SIOLJTZ,O,X,O,X,O,X,O,O,X,X,X
SIOLJZT,O,X,X,X,X,O,X,O,X,X,X
SIOLZTJ,O,X,O,X,X,O,X,X,X,X,X
SIOLZJT,O,X,X,X,X,O,X,O,X,X,X
SIOJTLZ,O,X,O,X,O,X,O,O,X,X,X
SIOJTZL,O,X,O,X,O,X,X,X,X,X,O
SIOJLTZ,O,X,O,X,O,X,O,O,X,X,X
SIOJLZT,O,X,X,X,X,X,X,O,X,X,O
SIOJZTL,O,O,X,X,O,X,X,O,X,X,O
SIOJZLT,O,X,X,X,X,X,X,O,X,X,O
SIOZTLJ,O,O,X,X,X,O,X,X,X,X,X
SIOZTJL,O,O,X,X,O,X,X,X,X,X,X
SIOZLTJ,O,X,X,X,X,O,X,X,X,X,X
SIOZLJT,O,X,X,X,X,O,X,X,X,X,X
SIOZJTL,O,O,X,X,O,X,X,X,X,X,O
SIOZJLT,O,X,X,X,X,X,X,X,X,X,O
SLTIJZO,O,O,O,X,O,X,O,O,O,O,X
SLTIJOZ,O,X,O,O,O,X,O,O,O,O,X
SLTIZJO,O,O,O,X,X,O,O,O,X,X,X
SLTIZOJ,O,O,O,X,X,O,X,X,X,X,X
SLTIOJZ,O,X,O,O,O,X,O,O,X,X,X
SLTIOZJ,O,X,O,X,X,O,X,X,X,X,X
SLTJIZO,O,O,O,X,O,X,O,O,O,O,X
SLTJIOZ,O,X,O,O,O,X,O,O,O,O,X
SLTJZIO,O,O,O,X,X,X,X,O,O,O,X
SLTJZOI,O,O,O,X,X,X,X,O,O,O,X
SLTJOIZ,O,X,O,O,X,X,X,O,O,O,X
SLTJOZI,O,X,O,O,X,X,X,O,O,O,X
SLTZIJO,O,O,O,X,X,O,X,O,X,X,X
SLTZIOJ,O,O,O,X,X,O,X,X,X,X,X
SLTZJIO,O,O,O,X,X,O,X,O,X,X,X
SLTZJOI,O,O,O,X,X,O,X,O,X,X,X
SLTZOIJ,O,O,O,X,X,O,X,X,X,X,X
SLTZOJI,O,X,O,X,X,O,X,X,X,X,X
SLTOIJZ,O,X,O,O,X,X,X,O,X,X,X
SLTOIZJ,O,X,O,X,X,O,X,X,X,X,X
SLTOJIZ,O,X,O,O,X,X,X,O,X,X,X
SLTOJZI,O,X,O,O,X,X,X,O,X,X,X
SLTOZIJ,O,X,O,X,X,O,X,X,X,X,X
SLTOZJI,O,X,O,X,X,O,X,X,X,X,X
SLITJZO,O,O,O,X,O,X,O,O,O,O,X
SLITJOZ,O,X,O,O,O,X,O,O,O,O,X
SLITZJO,O,O,O,X,X,O,O,O,X,X,X
SLITZOJ,O,O,O,X,X,O,X,X,X,X,X
SLITOJZ,O,X,O,O,O,X,O,O,X,X,X
SLITOZJ,O,X,O,X,X,O,X,X,X,X,X
SLIJTZO,O,O,O,X,O,X,O,O,O,O,X
SLIJTOZ,O,X,O,O,O,X,O,O,O,O,X
SLIJZTO,O,O,X,X,X,O,O,O,O,O,X
SLIJZOT,X,O,X,X,X,O,X,O,O,X,O
SLIJOTZ,O,X,O,O,O,X,O,O,O,O,X
SLIJOZT,O,O,X,X,X,O,X,O,O,X,O
SLIZTJO,O,O,O,X,X,O,O,O,X,X,X
SLIZTOJ,O,O,O,X,X,O,X,X,X,X,X
SLIZJTO,O,O,X,X,X,O,O,O,X,X,X
SLIZJOT,X,O,X,X,X,O,X,O,X,X,O
SLIZOTJ,O,O,O,X,X,O,X,X,X,X,X
SLIZOJT,O,O,X,X,X,O,X,O,X,X,X
SLIOTJZ,O,X,O,O,O,X,O,O,X,X,X
SLIOTZJ,O,X,O,X,X,O,X,X,X,X,X
SLIOJTZ,O,X,O,O,O,X,O,O,X,X,X
SLIOJZT,O,O,X,X,X,O,X,O,X,X,X
SLIOZTJ,O,O,O,X,X,O,X,X,X,X,X
SLIOZJT,O,O,X,X,X,O,X,O,X,X,X
SLJTIZO,O,O,O,X,O,X,O,O,O,O,X
SLJTIOZ,O,X,O,O,O,X,O,O,O,O,X
SLJTZIO,O,O,O,X,X,X,X,O,O,O,X
SLJTZOI,O,O,O,X,X,X,X,O,O,O,X
SLJTOIZ,O,X,O,O,X,X,X,O,O,O,X
SLJTOZI,O,X,O,O,X,X,X,O,O,O,X
SLJITZO,O,O,O,X,O,X,O,O,O,O,X
SLJITOZ,O,X,O,O,O,X,O,O,O,O,X
SLJIZTO,O,O,X,X,X,O,O,O,O,O,X
SLJIZOT,X,O,X,X,X,O,X,O,O,X,O
SLJIOTZ,O,X,O,O,O,X,O,O,O,O,X
SLJIOZT,O,O,X,X,X,O,X,O,O,X,O
SLJZTIO,O,O,O,X,X,O,X,O,O,O,X
SLJZTOI,O,O,O,X,X,O,X,O,O,O,X
SLJZITO,O,O,X,X,X,O,X,O,O,O,X
SLJZIOT,X,O,X,X,X,O,X,O,O,X,O
SLJZOTI,O,O,O,X,X,O,X,O,O,X,X
SLJZOIT,O,O,X,X,X,O,X,O,O,X,O
SLJOTIZ,O,X,O,O,X,X,X,O,O,O,X
SLJOTZI,O,X,O,O,X,X,X,O,O,O,X
SLJOITZ,O,X,O,O,X,X,X,O,O,O,X
SLJOIZT,O,O,X,X,X,O,X,O,O,X,O
SLJOZTI,O,O,O,X,X,O,X,O,O,X,X
SLJOZIT,O,O,X,X,X,O,X,O,O,X,O
SLZTIJO,O,O,O,X,X,O,X,O,X,X,X
SLZTIOJ,O,O,O,X,X,O,X,X,X,X,X
SLZTJIO,O,O,O,X,X,O,X,O,X,X,X
SLZTJOI,O,O,O,X,X,O,X,O,X,X,X
SLZTOIJ,O,O,O,X,X,O,X,X,X,X,X
SLZTOJI,O,X,O,X,X,O,X,X,X,X,X
SLZITJO,O,O,O,X,X,O,X,O,X,X,X
SLZITOJ,O,O,O,X,X,O,X,X,X,X,X
SLZIJTO,O,O,X,X,X,O,X,O,X,X,X
SLZIJOT,X,O,X,X,X,O,X,O,X,X,O
SLZIOTJ,O,O,O,X,X,O,X,X,X,X,X
SLZIOJT,O,O,X,X,X,O,X,O,X,X,X
SLZJTIO,O,O,O,X,X,O,X,O,X,X,X
SLZJTOI,O,O,O,X,X,O,X,O,X,X,X
SLZJITO,O,O,X,X,X,O,X,O,X,X,X
SLZJIOT,X,O,X,X,X,O,X,O,X,X,O
SLZJOTI,O,O,O,X,X,O,X,O,X,X,X
SLZJOIT,O,O,X,X,X,O,X,O,X,X,O
SLZOTIJ,O,O,O,X,X,O,X,X,X,X,X
SLZOTJI,O,X,O,X,X,O,X,X,X,X,X
SLZOITJ,O,O,O,X,X,O,X,X,X,X,X
SLZOIJT,O,O,X,X,X,O,X,O,X,X,X
SLZOJTI,O,O,O,X,X,O,X,O,X,X,X
SLZOJIT,O,O,X,X,X,O,X,O,X,X,X
SLOTIJZ,O,X,O,O,X,X,X,O,X,X,X
SLOTIZJ,O,X,O,X,X,O,X,X,X,X,X
SLOTJIZ,O,X,O,O,X,X,X,O,X,X,X
SLOTJZI,O,X,O,O,X,X,X,O,X,X,X
SLOTZIJ,O,X,O,X,X,O,X,X,X,X,X
SLOTZJI,O,X,O,X,X,O,X,X,X,X,X
SLOITJZ,O,X,O,O,X,X,X,O,X,X,X
SLOITZJ,O,X,O,X,X,O,X,X,X,X,X
SLOIJTZ,O,X,O,O,X,X,X,O,X,X,X
SLOIJZT,O,O,X,X,X,O,X,O,X,X,X
SLOIZTJ,O,O,O,X,X,O,X,X,X,X,X
SLOIZJT,O,O,X,X,X,O,X,O,X,X,X
SLOJTIZ,O,X,O,O,X,X,X,O,X,X,X
SLOJTZI,O,X,O,O,X,X,X,O,X,X,X
SLOJITZ,O,X,O,O,X,X,X,O,X,X,X
SLOJIZT,O,O,X,X,X,O,X,O,X,X,X
SLOJZTI,O,O,O,X,X,O,X,O,X,X,X
SLOJZIT,O,O,X,X,X,O,X,O,X,X,X
SLOZTIJ,O,O,O,X,X,O,X,X,X,X,X
SLOZTJI,O,X,O,X,X,O,X,X,X,X,X
SLOZITJ,O,O,O,X,X,O,X,X,X,X,X
SLOZIJT,O,O,X,X,X,O,X,O,X,X,X
SLOZJTI,O,O,O,X,X,O,X,O,X,X,X
SLOZJIT,O,O,X,X,X,O,X,O,X,X,X
SJTILZO,O,X,O,X,O,X,O,O,O,O,X
SJTILOZ,O,X,O,X,O,X,O,O,O,O,X
SJTIZLO,O,O,O,X,O,X,O,X,X,X,X
SJTIZOL,O,O,O,X,O,X,X,X,X,X,O
SJTIOLZ,O,X,O,X,O,X,O,O,O,X,X
SJTIOZL,O,X,O,X,O,X,X,X,X,X,O
SJTLIZO,O,O,O,X,O,X,O,O,O,O,X
SJTLIOZ,O,X,O,O,O,X,O,O,O,O,X
SJTLZIO,O,O,O,X,X,X,X,O,O,O,X
SJTLZOI,O,O,O,X,X,X,X,O,O,O,X
SJTLOIZ,O,X,O,O,X,X,X,O,O,O,X
SJTLOZI,O,X,O,O,X,X,X,O,O,O,X
SJTZILO,O,O,O,X,O,X,O,O,X,X,X
SJTZIOL,O,O,O,X,O,X,X,O,X,X,O
SJTZLIO,O,O,O,X,X,X,X,O,O,O,X
SJTZLOI,O,O,O,X,X,X,X,O,O,O,X
SJTZOIL,O,O,O,X,X,X,X,O,X,X,O
SJTZOLI,O,O,O,X,X,X,X,O,O,X,X
SJTOILZ,O,X,O,X,O,X,O,O,O,X,X
SJTOIZL,O,X,O,X,O,X,X,X,X,X,O
SJTOLIZ,O,X,O,O,X,X,X,O,O,O,X
SJTOLZI,O,X,O,O,X,X,X,O,O,O,X
SJTOZIL,O,X,O,X,X,X,X,O,X,X,O
SJTOZLI,O,X,O,X,X,X,X,O,O,X,X
SJITLZO,O,X,O,X,O,X,O,O,O,O,X
SJITLOZ,O,X,O,X,O,X,O,O,O,O,X
SJITZLO,O,O,O,X,O,X,O,X,X,X,X
SJITZOL,O,O,O,X,O,X,X,X,X,X,O
SJITOLZ,O,X,O,X,O,X,O,O,O,X,X
SJITOZL,O,X,O,X,O,X,X,X,X,X,O
SJILTZO,O,O,O,X,O,X,O,O,O,O,X
SJILTOZ,O,X,O,X,O,X,O,O,O,O,X
SJILZTO,O,O,X,X,X,X,O,O,O,O,X
SJILZOT,X,O,X,X,X,X,X,O,O,X,O
SJILOTZ,O,X,O,X,O,X,O,O,O,O,X
SJILOZT,O,O,X,X,X,X,X,O,O,X,O
SJIZTLO,X,O,X,X,O,X,O,O,X,X,X
SJIZTOL,X,O,X,X,O,X,X,O,X,X,O
SJIZLTO,X,O,X,X,X,X,O,O,X,X,X
SJIZLOT,X,O,X,X,X,X,X,O,X,X,O
SJIZOTL,X,O,X,X,O,X,X,O,X,X,O
SJIZOLT,X,X,X,X,X,X,X,O,X,X,O
SJIOTLZ,O,X,O,X,O,X,O,O,O,X,X
SJIOTZL,O,X,O,X,O,X,X,X,X,X,O
SJIOLTZ,O,X,O,X,O,X,O,O,O,X,X
SJIOLZT,O,X,X,X,X,X,X,O,O,X,O
SJIOZTL,O,O,X,X,O,X,X,O,X,X,O
SJIOZLT,O,X,X,X,X,X,X,O,X,X,O
SJLTIZO,O,O,O,X,O,X,O,O,O,O,X
SJLTIOZ,O,X,O,O,O,X,O,O,O,O,X
SJLTZIO,O,O,O,X,X,X,X,O,O,O,X
SJLTZOI,O,O,O,X,X,X,X,O,O,O,X
SJLTOIZ,O,X,O,O,X,X,X,O,O,O,X
SJLTOZI,O,X,O,O,X,X,X,O,O,O,X
SJLITZO,O,O,O,X,O,X,O,O,O,O,X
SJLITOZ,O,X,O,O,O,X,O,O,O,O,X
SJLIZTO,O,O,X,X,X,O,O,O,O,O,X
SJLIZOT,X,O,X,X,X,O,X,O,O,X,O
SJLIOTZ,O,X,O,O,O,X,O,O,O,O,X
SJLIOZT,O,O,X,X,X,O,X,O,O,X,O
SJLZTIO,O,O,O,X,X,O,X,O,O,O,X
SJLZTOI,O,O,O,X,X,O,X,O,O,O,X
SJLZITO,O,O,X,X,X,O,X,O,O,O,X
SJLZIOT,X,O,X,X,X,O,X,O,O,X,O
SJLZOTI,O,O,O,X,X,O,X,O,O,X,X
SJLZOIT,O,O,X,X,X,O,X,O,O,X,O
SJLOTIZ,O,X,O,O,X,X,X,O,O,O,X
SJLOTZI,O,X,O,O,X,X,X,O,O,O,X
SJLOITZ,O,X,O,O,X,X,X,O,O,O,X
SJLOIZT,O,O,X,X,X,O,X,O,O,X,O
SJLOZTI,O,O,O,X,X,O,X,O,O,X,X
SJLOZIT,O,O,X,X,X,O,X,O,O,X,O
SJZTILO,O,O,O,X,O,X,O,O,X,X,X
SJZTIOL,O,O,O,X,O,X,X,O,X,X,O
SJZTLIO,O,O,O,X,X,O,X,O,O,O,X
SJZTLOI,O,O,O,X,X,O,X,O,O,O,X
SJZTOIL,O,O,O,X,X,X,X,O,X,X,O
SJZTOLI,O,O,O,X,X,O,X,O,O,X,X
SJZITLO,X,O,X,X,O,X,O,O,X,X,X
SJZITOL,X,O,X,X,O,X,X,O,X,X,O
SJZILTO,X,O,X,X,X,X,O,O,X,X,X
SJZILOT,X,O,X,X,X,X,X,O,X,X,O
SJZIOTL,X,O,X,X,O,X,X,O,X,X,O
SJZIOLT,X,X,X,X,X,X,X,O,X,X,O
SJZLTIO,O,O,O,X,X,O,X,O,O,O,X
SJZLTOI,O,O,O,X,X,O,X,O,O,O,X
SJZLITO,O,O,X,X,X,O,X,O,O,O,X
SJZLIOT,X,O,X,X,X,O,X,O,O,X,O
SJZLOTI,O,O,O,X,X,O,X,O,O,X,X
SJZLOIT,O,O,X,X,X,O,X,O,O,X,O
SJZOTIL,O,O,O,X,X,X,X,O,X,X,O
SJZOTLI,O,O,O,X,X,O,X,O,O,X,X
SJZOITL,O,O,X,X,X,X,X,O,X,X,O
SJZOILT,O,X,X,X,X,X,X,O,X,X,O
SJZOLTI,O,O,O,X,X,O,X,O,O,X,X
SJZOLIT,O,O,X,X,X,O,X,O,O,X,O
SJOTILZ,O,X,O,X,O,X,O,O,O,X,X
SJOTIZL,O,X,O,X,O,X,X,X,X,X,O
SJOTLIZ,O,X,O,O,X,X,X,O,O,O,X
SJOTLZI,O,X,O,O,X,X,X,O,O,O,X
SJOTZIL,O,X,O,X,X,X,X,O,X,X,O
SJOTZLI,O,X,O,X,X,X,X,O,O,X,X
SJOITLZ,O,X,O,X,O,X,O,O,O,X,X
SJOITZL,O,X,O,X,O,X,X,X,X,X,O
SJOILTZ,O,X,O,X,O,X,O,O,O,X,X
SJOILZT,O,X,X,X,X,X,X,O,O,X,O
SJOIZTL,O,O,X,X,O,X,X,O,X,X,O
SJOIZLT,O,X,X,X,X,X,X,O,X,X,O
SJOLTIZ,O,X,O,O,X,X,X,O,O,O,X
SJOLTZI,O,X,O,O,X,X,X,O,O,O,X
SJOLITZ,O,X,O,O,X,X,X,O,O,O,X
SJOLIZT,O,O,X,X,X,O,X,O,O,X,O
SJOLZTI,O,O,O,X,X,O,X,O,O,X,X
SJOLZIT,O,O,X,X,X,O,X,O,O,X,O
SJOZTIL,O,O,O,X,X,X,X,O,X,X,O
SJOZTLI,O,O,O,X,X,O,X,O,O,X,X
SJOZITL,O,O,X,X,X,X,X,O,X,X,O
SJOZILT,O,X,X,X,X,X,X,O,X,X,O
SJOZLTI,O,O,O,X,X,O,X,O,O,X,X
SJOZLIT,O,O,X,X,X,O,X,O,O,X,O
SZTILJO,O,O,O,X,X,O,O,X,X,X,X
SZTILOJ,O,O,O,X,X,O,X,X,X,X,X
SZTIJLO,O,O,O,X,O,X,O,O,X,X,X
SZTIJOL,O,O,O,X,O,X,X,O,X,X,O
SZTIOLJ,O,O,X,X,X,O,X,X,X,X,X
SZTIOJL,O,O,O,X,O,X,X,X,X,X,X
SZTLIJO,O,O,O,X,X,O,X,O,X,X,X
SZTLIOJ,O,O,O,X,X,O,X,X,X,X,X
SZTLJIO,O,O,O,X,X,O,X,O,X,X,X
SZTLJOI,O,O,O,X,X,O,X,O,X,X,X
SZTLOIJ,O,O,O,X,X,O,X,X,X,X,X
SZTLOJI,O,X,O,X,X,O,X,X,X,X,X
SZTJILO,O,O,O,X,O,X,O,O,X,X,X
SZTJIOL,O,O,O,X,O,X,X,O,X,X,O
SZTJLIO,O,O,O,X,X,O,X,O,X,X,X
SZTJLOI,O,O,O,X,X,O,X,O,X,X,X
SZTJOIL,O,O,O,X,X,X,X,O,X,X,O
SZTJOLI,O,O,O,X,X,O,X,O,X,X,X
SZTOILJ,O,O,X,X,X,O,X,X,X,X,X
SZTOIJL,O,O,O,X,X,X,X,X,X,X,X
SZTOLIJ,O,O,O,X,X,O,X,X,X,X,X
SZTOLJI,O,X,O,X,X,O,X,X,X,X,X
SZTOJIL,O,X,O,X,X,X,X,X,X,X,X
SZTOJLI,O,X,O,X,X,O,X,X,X,X,X
SZITLJO,X,O,X,X,X,O,O,X,X,X,X
SZITLOJ,X,O,X,X,X,O,X,X,X,X,X
SZITJLO,X,O,X,X,O,X,O,O,X,X,X
SZITJOL,X,O,X,X,O,X,X,O,X,X,O
SZITOLJ,X,O,X,X,X,O,X,X,X,X,X
SZITOJL,X,O,X,X,O,X,X,X,X,X,X
SZILTJO,X,O,X,X,X,O,O,O,X,X,X
SZILTOJ,X,O,X,X,X,O,X,X,X,X,X
SZILJTO,X,O,X,X,X,O,O,O,X,X,X
SZILJOT,X,O,X,X,X,O,X,O,X,X,O
SZILOTJ,X,O,X,X,X,O,X,X,X,X,X
SZILOJT,X,O,X,X,X,O,X,O,X,X,X
SZIJTLO,X,O,X,X,O,X,O,O,X,X,X
SZIJTOL,X,O,X,X,O,X,X,O,X,X,O
SZIJLTO,X,O,X,X,X,X,O,O,X,X,X
SZIJLOT,X,O,X,X,X,X,X,O,X,X,O
SZIJOTL,X,O,X,X,O,X,X,O,X,X,O
SZIJOLT,X,X,X,X,X,X,X,O,X,X,O
SZIOTLJ,X,O,X,X,X,O,X,X,X,X,X
SZIOTJL,X,O,X,X,O,X,X,X,X,X,X
SZIOLTJ,X,X,X,X,X,O,X,X,X,X,X
SZIOLJT,X,X,X,X,X,O,X,X,X,X,X
SZIOJTL,X,O,X,X,O,X,X,O,X,X,O
SZIOJLT,X,X,X,X,X,X,X,O,X,X,O
SZLTIJO,O,O,O,X,X,O,X,O,X,X,X
SZLTIOJ,O,O,O,X,X,O,X,X,X,X,X
SZLTJIO,O,O,O,X,X,O,X,O,X,X,X
SZLTJOI,O,O,O,X,X,O,X,O,X,X,X
SZLTOIJ,O,O,O,X,X,O,X,X,X,X,X
SZLTOJI,O,X,O,X,X,O,X,X,X,X,X
SZLITJO,O,O,O,X,X,O,X,O,X,X,X
SZLITOJ,O,O,O,X,X,O,X,X,X,X,X
SZLIJTO,O,O,X,X,X,O,X,O,X,X,X
SZLIJOT,X,O,X,X,X,O,X,O,X,X,O
SZLIOTJ,O,O,O,X,X,O,X,X,X,X,X
SZLIOJT,O,O,X,X,X,O,X,O,X,X,X
SZLJTIO,O,O,O,X,X,O,X,O,X,X,X
SZLJTOI,O,O,O,X,X,O,X,O,X,X,X
SZLJITO,O,O,X,X,X,O,X,O,X,X,X
SZLJIOT,X,O,X,X,X,O,X,O,X,X,O
SZLJOTI,O,O,O,X,X,O,X,O,X,X,X
SZLJOIT,O,O,X,X,X,O,X,O,X,X,O
SZLOTIJ,O,O,O,X,X,O,X,X,X,X,X
SZLOTJI,O,X,O,X,X,O,X,X,X,X,X
SZLOITJ,O,O,O,X,X,O,X,X,X,X,X
SZLOIJT,O,O,X,X,X,O,X,O,X,X,X
SZLOJTI,O,O,O,X,X,O,X,O,X,X,X
SZLOJIT,O,O,X,X,X,O,X,O,X,X,X
SZJTILO,O,O,O,X,O,X,O,O,X,X,X
SZJTIOL,O,O,O,X,O,X,X,O,X,X,O
SZJTLIO,O,O,O,X,X,O,X,O,X,X,X
SZJTLOI,O,O,O,X,X,O,X,O,X,X,X
SZJTOIL,O,O,O,X,X,X,X,O,X,X,O
SZJTOLI,O,O,O,X,X,O,X,O,X,X,X
SZJITLO,X,O,X,X,O,X,O,O,X,X,X
SZJITOL,X,O,X,X,O,X,X,O,X,X,O
SZJILTO,X,O,X,X,X,X,O,O,X,X,X
SZJILOT,X,O,X,X,X,X,X,O,X,X,O
SZJIOTL,X,O,X,X,O,X,X,O,X,X,O
SZJIOLT,X,X,X,X,X,X,X,O,X,X,O
SZJLTIO,O,O,O,X,X,O,X,O,X,X,X
SZJLTOI,O,O,O,X,X,O,X,O,X,X,X
SZJLITO,O,O,X,X,X,O,X,O,X,X,X
SZJLIOT,X,O,X,X,X,O,X,O,X,X,O
SZJLOTI,O,O,O,X,X,O,X,O,X,X,X
SZJLOIT,O,O,X,X,X,O,X,O,X,X,O
SZJOTIL,O,O,O,X,X,X,X,O,X,X,O
SZJOTLI,O,O,O,X,X,O,X,O,X,X,X
SZJOITL,O,O,X,X,X,X,X,O,X,X,O
SZJOILT,O,X,X,X,X,X,X,O,X,X,O
SZJOLTI,O,O,O,X,X,O,X,O,X,X,X
SZJOLIT,O,O,X,X,X,O,X,O,X,X,O
SZOTILJ,O,O,X,X,X,O,X,X,X,X,X
SZOTIJL,O,O,O,X,X,X,X,X,X,X,X
SZOTLIJ,O,O,O,X,X,O,X,X,X,X,X
SZOTLJI,O,X,O,X,X,O,X,X,X,X,X
SZOTJIL,O,X,O,X,X,X,X,X,X,X,X
SZOTJLI,O,X,O,X,X,O,X,X,X,X,X
SZOITLJ,O,O,X,X,X,O,X,X,X,X,X
SZOITJL,O,O,X,X,X,X,X,X,X,X,X
SZOILTJ,O,X,X,X,X,O,X,X,X,X,X
SZOILJT,O,X,X,X,X,O,X,X,X,X,X
SZOIJTL,O,O,X,X,X,X,X,O,X,X,O
SZOIJLT,O,X,X,X,X,X,X,O,X,X,O
SZOLTIJ,O,O,O,X,X,O,X,X,X,X,X
SZOLTJI,O,X,O,X,X,O,X,X,X,X,X
SZOLITJ,O,O,O,X,X,O,X,X,X,X,X
SZOLIJT,O,O,X,X,X,O,X,O,X,X,X
SZOLJTI,O,O,O,X,X,O,X,O,X,X,X
SZOLJIT,O,O,X,X,X,O,X,O,X,X,X
SZOJTIL,O,O,O,X,X,X,X,O,X,X,O
SZOJTLI,O,O,O,X,X,O,X,O,X,X,X
SZOJITL,O,O,X,X,X,X,X,O,X,X,O
SZOJILT,O,X,X,X,X,X,X,O,X,X,O
SZOJLTI,O,O,O,X,X,O,X,O,X,X,X
SZOJLIT,O,O,X,X,X,O,X,O,X,X,O
SOTILJZ,O,X,O,X,O,X,O,X,X,X,X
SOTILZJ,O,X,O,X,X,X,X,X,X,X,X
SOTIJLZ,O,X,O,X,O,X,O,X,X,X,X
SOTIJZL,O,X,O,X,O,X,X,X,X,X,X
SOTIZLJ,O,X,X,X,X,X,X,X,X,X,X
SOTIZJL,O,X,O,X,O,X,X,X,X,X,X
SOTLIJZ,O,X,O,O,X,X,X,O,X,X,X
SOTLIZJ,O,X,O,X,X,O,X,X,X,X,X
SOTLJIZ,O,X,O,O,X,X,X,O,X,X,X
SOTLJZI,O,X,O,O,X,X,X,O,X,X,X
SOTLZIJ,O,X,O,X,X,O,X,X,X,X,X
SOTLZJI,O,X,O,X,X,O,X,X,X,X,X
SOTJILZ,O,X,O,X,O,X,O,O,X,X,X
SOTJIZL,O,X,O,X,O,X,X,X,X,X,X
SOTJLIZ,O,X,O,O,X,X,X,O,X,X,X
SOTJLZI,O,X,O,O,X,X,X,O,X,X,X
SOTJZIL,O,X,O,X,X,X,X,O,X,X,X
SOTJZLI,O,X,O,X,X,X,X,O,X,X,X
SOTZILJ,O,X,X,X,X,O,X,X,X,X,X
SOTZIJL,O,X,O,X,X,X,X,X,X,X,X
SOTZLIJ,O,X,O,X,X,O,X,X,X,X,X
SOTZLJI,O,X,O,X,X,O,X,X,X,X,X
SOTZJIL,O,X,O,X,X,X,X,X,X,X,X
SOTZJLI,O,X,O,X,X,O,X,X,X,X,X
SOITLJZ,O,X,O,X,O,X,O,X,X,X,X
SOITLZJ,O,X,O,X,X,X,X,X,X,X,X
SOITJLZ,O,X,O,X,O,X,O,X,X,X,X
SOITJZL,O,X,O,X,O,X,X,X,X,X,X
SOITZLJ,O,X,X,X,X,X,X,X,X,X,X
SOITZJL,O,X,O,X,O,X,X,X,X,X,X
SOILTJZ,O,X,O,X,O,X,O,O,X,X,X
SOILTZJ,O,X,O,X,X,O,X,X,X,X,X
SOILJTZ,O,X,O,X,O,X,O,O,X,X,X
SOILJZT,O,X,X,X,X,O,X,O,X,X,X
SOILZTJ,O,X,O,X,X,O,X,X,X,X,X
SOILZJT,O,X,X,X,X,O,X,O,X,X,X
SOIJTLZ,O,X,O,X,O,X,O,O,X,X,X
SOIJTZL,O,X,O,X,O,X,X,X,X,X,O
SOIJLTZ,O,X,O,X,O,X,O,O,X,X,X
SOIJLZT,O,X,X,X,X,X,X,O,X,X,O
SOIJZTL,O,O,X,X,O,X,X,O,X,X,O
SOIJZLT,O,X,X,X,X,X,X,O,X,X,O
SOIZTLJ,O,O,X,X,X,O,X,X,X,X,X
SOIZTJL,O,O,X,X,O,X,X,X,X,X,X
SOIZLTJ,O,X,X,X,X,O,X,X,X,X,X
SOIZLJT,O,X,X,X,X,O,X,X,X,X,X
SOIZJTL,O,O,X,X,O,X,X,X,X,X,O
SOIZJLT,O,X,X,X,X,X,X,X,X,X,O
