sequence,v115@9gB8HeD8EeF8CeH8BeB8Jex6IvhFygBzcBGeB0mBln?B3sB,v115@9gB8HeD8EeF8CeH8BeB8Jem6IvhFzbBRdBSjBlmB3n?BUsB,v115@9gB8HeD8EeF8CeH8BeB8Jex6IvhFygBGdBTeBlmB3n?BUsB,v115@9gB8HeD8EeF8CeH8BeB8Jem6IvhFzbBRdBSjB3hBln?BUsB,v115@9gB8HeD8EeF8CeH8BeB8Jex6IvhF0cBTeBmgBfsBln?B6sB,v115@9gB8HeD8EeF8CeH8BeB8Jem6IvhFfhBxcBTeBCiBln?BUsB,v115@9gB8HeD8EeF8CeH8BeB8Jex6IvhFygBGdBTeB3hBln?BUsB
ZOIJTLS,O,X,X,O,X,O,O
ZOIJTSL,O,X,X,X,X,O,O
ZOIJLTS,O,X,X,O,X,X,O
ZOIJLST,O,X,X,O,X,O,O
ZOIJSTL,X,X,X,O,O,O,O
ZOIJSLT,O,X,X,O,X,O,O
ZOISTLJ,O,X,O,O,X,O,O
ZOISTJL,O,X,O,O,O,O,O
ZOISLTJ,O,X,O,O,X,O,O
ZOISLJT,O,X,O,O,X,O,O
ZOISJTL,X,X,X,O,O,O,O
ZOISJLT,O,X,O,O,X,O,O
ZOLTIJS,O,X,X,O,X,O,O
ZOLTISJ,O,X,O,O,X,O,O
ZOLTJIS,O,X,X,O,X,O,O
ZOLTJSI,O,X,X,O,X,O,O
ZOLTSIJ,O,X,O,O,X,O,O
ZOLTSJI,O,X,O,O,X,O,O
ZOLITJS,O,X,X,O,X,X,O
ZOLITSJ,O,X,O,O,X,X,O
ZOLIJTS,O,X,X,O,X,X,O
ZOLIJST,O,O,X,O,X,O,O
ZOLISTJ,O,X,O,O,X,O,O
ZOLISJT,O,X,O,O,X,O,O
ZOLJTIS,O,X,X,O,X,O,O
ZOLJTSI,O,X,X,O,X,O,O
ZOLJITS,O,X,X,O,X,X,O
ZOLJIST,O,O,X,O,X,O,O
ZOLJSTI,X,O,X,O,X,O,O
ZOLJSIT,O,O,X,O,X,O,O
ZOLSTIJ,O,O,O,O,X,O,O
ZOLSTJI,O,O,O,O,X,O,O
ZOLSITJ,O,X,O,O,X,O,O
ZOLSIJT,O,O,O,O,X,O,O
ZOLSJTI,X,O,X,O,X,O,O
ZOLSJIT,O,O,O,O,X,O,O
ZOJTILS,O,X,X,O,X,O,O
ZOJTISL,O,X,X,X,X,O,O
ZOJTLIS,O,X,X,O,X,O,O
ZOJTLSI,O,X,X,O,X,O,O
ZOJTSIL,O,O,X,O,X,O,O
ZOJTSLI,O,O,X,O,X,O,O
ZOJITLS,O,X,X,O,X,O,O
ZOJITSL,O,X,X,X,X,O,O
ZOJILTS,O,X,X,O,X,X,O
ZOJILST,O,X,X,O,X,O,O
ZOJISTL,X,X,X,O,O,O,O
ZOJISLT,O,X,X,O,X,O,O
ZOJLTIS,O,X,X,O,X,O,O
ZOJLTSI,O,X,X,O,X,O,O
ZOJLITS,O,X,X,O,X,X,O
ZOJLIST,O,O,X,O,X,O,O
ZOJLSTI,X,O,X,O,X,O,O
ZOJLSIT,O,O,X,O,X,O,O
ZOJSTIL,X,O,X,O,O,O,O
ZOJSTLI,X,O,X,O,O,O,O
ZOJSITL,X,X,X,O,O,O,O
ZOJSILT,O,X,X,O,X,O,O
ZOJSLTI,X,O,X,O,X,O,O
ZOJSLIT,O,O,X,O,X,O,O
ZOSTILJ,O,O,O,O,X,O,O
ZOSTIJL,O,O,O,O,O,O,O
ZOSTLIJ,O,O,O,O,X,O,O
ZOSTLJI,O,O,O,O,X,O,O
ZOSTJIL,O,O,O,O,O,O,O
ZOSTJLI,O,O,O,O,O,O,O
ZOSITLJ,O,X,O,O,X,O,O
ZOSITJL,O,X,O,O,O,O,O
ZOSILTJ,O,X,O,O,X,O,O
ZOSILJT,O,X,O,O,X,O,O
ZOSIJTL,X,X,X,O,O,O,O
ZOSIJLT,O,X,O,O,X,O,O
ZOSLTIJ,O,O,O,O,X,O,O
ZOSLTJI,O,O,O,O,X,O,O
ZOSLITJ,O,X,O,O,X,O,O
ZOSLIJT,O,O,O,O,X,O,O
ZOSLJTI,X,O,X,O,X,O,O
ZOSLJIT,O,O,O,O,X,O,O
ZOSJTIL,X,O,O,O,O,O,O
ZOSJTLI,X,O,O,O,O,O,O
ZOSJITL,X,X,X,O,O,O,O
ZOSJILT,O,X,O,O,X,O,O
ZOSJLTI,X,O,X,O,X,O,O
ZOSJLIT,O,O,O,O,X,O,O
OTILJSZ,X,X,O,O,X,O,O
OTILJZS,O,X,X,O,X,X,O
OTILSJZ,X,X,O,O,X,O,O
OTILSZJ,X,X,O,O,X,O,O
OTILZJS,O,X,X,O,X,X,O
OTILZSJ,O,X,O,X,X,X,O
OTIJLSZ,X,X,O,O,X,O,O
OTIJLZS,O,X,X,O,X,X,O
OTIJSLZ,X,O,O,X,O,O,O
OTIJSZL,X,O,O,X,O,O,O
OTIJZLS,O,X,X,X,X,X,O
OTIJZSL,O,X,X,X,X,X,X
OTISLJZ,X,O,O,X,O,O,O
OTISLZJ,X,O,O,X,X,O,O
OTISJLZ,X,O,O,X,O,O,O
OTISJZL,X,O,O,X,O,O,O
OTISZLJ,X,O,O,X,X,X,O
OTISZJL,X,O,O,X,O,O,O
OTIZLJS,O,X,X,X,X,X,O
OTIZLSJ,O,X,O,X,X,X,O
OTIZJLS,O,X,X,X,X,X,O
OTIZJSL,O,X,X,X,X,X,O
OTIZSLJ,O,X,O,X,X,X,O
OTIZSJL,O,X,O,X,X,X,O
OTLIJSZ,X,O,O,O,X,O,O
OTLIJZS,O,X,X,O,X,X,O
OTLISJZ,X,X,O,O,X,O,O
OTLISZJ,X,X,O,O,X,O,O
OTLIZJS,O,X,X,O,X,X,O
OTLIZSJ,O,X,O,X,X,X,O
OTLJISZ,X,O,O,O,X,O,O
OTLJIZS,O,X,X,O,X,X,O
OTLJSIZ,X,O,O,O,X,O,O
OTLJSZI,X,O,O,O,X,O,O
OTLJZIS,O,X,X,O,X,X,O
OTLJZSI,O,X,X,O,X,O,X
OTLSIJZ,X,O,O,O,X,O,O
OTLSIZJ,X,O,O,O,X,O,O
OTLSJIZ,X,O,O,O,X,O,O
OTLSJZI,X,O,O,O,X,O,O
OTLSZIJ,X,O,O,O,X,O,O
OTLSZJI,X,O,O,O,X,O,O
OTLZIJS,O,X,X,O,X,X,O
OTLZISJ,O,X,O,O,X,X,O
OTLZJIS,O,X,X,O,X,X,O
OTLZJSI,O,X,X,O,X,O,O
OTLZSIJ,O,X,O,O,X,O,O
OTLZSJI,O,X,O,O,X,O,O
OTJILSZ,X,X,O,O,X,O,O
OTJILZS,O,X,X,O,X,X,O
OTJISLZ,X,O,O,X,O,O,O
OTJISZL,X,O,O,X,O,O,O
OTJIZLS,O,X,X,X,X,X,O
OTJIZSL,O,X,X,X,X,X,X
OTJLISZ,X,O,O,O,X,O,O
OTJLIZS,O,X,X,O,X,X,O
OTJLSIZ,X,O,O,O,X,O,O
OTJLSZI,X,O,O,O,X,O,O
OTJLZIS,O,X,X,O,X,X,O
OTJLZSI,O,X,X,O,X,O,X
OTJSILZ,X,O,O,O,O,O,O
OTJSIZL,X,O,O,O,O,O,O
OTJSLIZ,X,O,O,O,O,O,O
OTJSLZI,X,O,O,O,O,O,O
OTJSZIL,X,O,O,O,O,O,O
OTJSZLI,X,O,O,O,O,O,O
OTJZILS,O,X,X,O,X,O,O
OTJZISL,O,X,X,X,X,O,X
OTJZLIS,O,X,X,O,X,O,O
OTJZLSI,O,X,X,O,X,O,X
OTJZSIL,O,O,X,O,X,O,O
OTJZSLI,O,O,X,O,X,O,O
OTSILJZ,X,O,O,O,O,O,O
OTSILZJ,X,O,O,O,X,O,O
OTSIJLZ,X,O,O,O,O,O,O
OTSIJZL,X,O,O,O,O,O,O
OTSIZLJ,X,O,O,O,X,X,O
OTSIZJL,X,O,O,O,O,O,O
OTSLIJZ,X,O,O,O,O,O,O
OTSLIZJ,X,O,O,O,X,O,O
OTSLJIZ,X,O,O,O,O,O,O
OTSLJZI,X,O,O,O,O,O,O
OTSLZIJ,X,O,O,O,X,O,O
OTSLZJI,X,O,O,O,X,O,O
OTSJILZ,X,O,O,O,O,O,O
OTSJIZL,X,O,O,O,O,O,O
OTSJLIZ,X,O,O,O,O,O,O
OTSJLZI,X,O,O,O,O,O,O
OTSJZIL,X,O,O,O,O,O,O
OTSJZLI,X,O,O,O,O,O,O
OTSZILJ,X,O,O,O,X,O,O
OTSZIJL,X,O,O,O,O,O,O
OTSZLIJ,X,O,O,O,X,O,O
OTSZLJI,X,O,O,O,X,O,O
OTSZJIL,X,O,O,O,O,O,O
OTSZJLI,X,O,O,O,O,O,O
OTZILJS,O,X,X,O,X,O,O
OTZILSJ,O,X,O,O,X,O,O
OTZIJLS,O,X,X,O,X,O,O
OTZIJSL,O,X,X,X,X,O,O
OTZISLJ,O,X,O,X,X,O,O
OTZISJL,O,X,O,X,X,O,O
OTZLIJS,O,X,X,O,X,O,O
OTZLISJ,O,X,O,O,X,O,O
OTZLJIS,O,X,X,O,X,O,O
OTZLJSI,O,X,X,O,X,O,O
OTZLSIJ,O,X,O,O,X,O,O
OTZLSJI,O,X,O,O,X,O,O
OTZJILS,O,X,X,O,X,O,O
OTZJISL,O,X,X,X,X,O,O
OTZJLIS,O,X,X,O,X,O,O
OTZJLSI,O,X,X,O,X,O,O
OTZJSIL,O,O,X,O,X,O,O
OTZJSLI,O,O,X,O,X,O,O
OTZSILJ,O,O,O,O,X,O,O
OTZSIJL,O,O,O,O,X,O,O
OTZSLIJ,O,O,O,O,X,O,O
OTZSLJI,O,O,O,O,X,O,O
OTZSJIL,O,O,O,O,X,O,O
OTZSJLI,O,O,O,O,X,O,O
OITLJSZ,X,X,O,O,X,O,O
OITLJZS,O,X,X,O,X,X,O
OITLSJZ,X,X,O,O,X,O,O
OITLSZJ,X,X,O,O,X,O,O
OITLZJS,O,X,X,O,X,X,O
OITLZSJ,O,X,O,X,X,X,O
OITJLSZ,X,X,O,O,X,O,O
OITJLZS,O,X,X,O,X,X,O
OITJSLZ,X,O,O,X,O,O,O
OITJSZL,X,O,O,X,O,O,O
OITJZLS,O,X,X,X,X,X,O
OITJZSL,O,X,X,X,X,X,X
OITSLJZ,X,O,O,X,O,O,O
OITSLZJ,X,O,O,X,X,O,O
OITSJLZ,X,O,O,X,O,O,O
OITSJZL,X,O,O,X,O,O,O
OITSZLJ,X,O,O,X,X,X,O
OITSZJL,X,O,O,X,O,O,O
OITZLJS,O,X,X,X,X,X,O
OITZLSJ,O,X,O,X,X,X,O
OITZJLS,O,X,X,X,X,X,O
OITZJSL,O,X,X,X,X,X,O
OITZSLJ,O,X,O,X,X,X,O
OITZSJL,O,X,O,X,X,X,O
OILTJSZ,X,O,O,O,X,X,O
OILTJZS,O,X,X,O,X,X,O
OILTSJZ,X,X,O,O,X,X,O
OILTSZJ,X,X,O,O,X,X,O
OILTZJS,O,X,X,O,X,X,O
OILTZSJ,O,X,O,X,X,X,O
OILJTSZ,X,O,O,O,X,X,O
OILJTZS,O,X,X,O,X,X,O
OILJSTZ,X,O,O,O,O,X,O
OILJSZT,X,O,O,O,X,X,O
OILJZTS,O,X,X,O,X,X,O
OILJZST,O,O,X,O,X,X,O
OILSTJZ,X,O,O,O,O,X,O
OILSTZJ,X,O,O,X,X,X,O
OILSJTZ,X,O,O,O,O,X,O
OILSJZT,X,O,O,O,X,X,O
OILSZTJ,X,X,O,X,X,X,O
OILSZJT,X,O,O,O,X,X,O
OILZTJS,O,X,X,O,X,X,O
OILZTSJ,O,X,O,O,X,X,O
OILZJTS,O,X,X,O,X,X,O
OILZJST,O,O,X,O,X,X,O
OILZSTJ,O,X,O,O,X,X,O
OILZSJT,O,X,O,O,X,X,O
OIJTLSZ,X,X,O,O,X,O,O
OIJTLZS,O,X,X,O,X,X,O
OIJTSLZ,X,O,O,X,O,O,O
OIJTSZL,X,O,O,X,O,O,O
OIJTZLS,O,X,X,X,X,X,O
OIJTZSL,O,X,X,X,X,X,X
OIJLTSZ,X,O,O,O,X,X,O
OIJLTZS,O,X,X,O,X,X,O
OIJLSTZ,X,O,O,O,O,X,O
OIJLSZT,X,O,O,O,X,X,O
OIJLZTS,O,X,X,O,X,X,O
OIJLZST,O,O,X,O,X,X,O
OIJSTLZ,X,O,O,O,O,O,O
OIJSTZL,X,O,O,O,O,O,X
OIJSLTZ,X,O,O,O,O,O,O
OIJSLZT,X,O,O,O,X,O,O
OIJSZTL,X,X,X,O,O,O,X
OIJSZLT,X,X,O,O,X,O,O
OIJZTLS,O,X,X,O,X,O,O
OIJZTSL,O,X,X,X,X,O,O
OIJZLTS,O,X,X,O,X,X,O
OIJZLST,O,X,X,O,X,O,O
OIJZSTL,X,X,X,O,O,O,O
OIJZSLT,O,X,X,O,X,O,O
OISTLJZ,X,O,O,O,O,O,O
OISTLZJ,X,O,O,O,X,O,O
OISTJLZ,X,O,O,O,O,O,O
OISTJZL,X,O,O,O,O,O,O
OISTZLJ,X,O,O,O,X,X,O
OISTZJL,X,O,O,O,O,O,O
OISLTJZ,X,O,O,O,O,X,O
OISLTZJ,X,O,O,X,X,X,O
OISLJTZ,X,O,O,O,O,O,O
OISLJZT,X,O,O,O,X,O,O
OISLZTJ,X,X,O,X,X,X,O
OISLZJT,X,O,O,O,X,X,O
OISJTLZ,X,O,O,O,O,O,O
OISJTZL,X,O,O,O,O,O,X
OISJLTZ,X,O,O,O,O,O,O
OISJLZT,X,O,O,O,X,O,O
OISJZTL,X,X,X,O,O,O,X
OISJZLT,X,X,O,O,X,O,O
OISZTLJ,X,X,O,O,X,O,O
OISZTJL,X,X,O,O,O,O,O
OISZLTJ,X,X,O,O,X,O,O
OISZLJT,X,X,O,O,X,O,O
OISZJTL,X,X,X,O,O,O,O
OISZJLT,X,X,O,O,X,O,O
OIZTLJS,O,X,X,O,X,O,O
OIZTLSJ,O,X,O,O,X,O,O
OIZTJLS,O,X,X,O,X,O,O
OIZTJSL,O,X,X,X,X,O,O
OIZTSLJ,O,X,O,X,X,O,O
OIZTSJL,O,X,O,X,X,O,O
OIZLTJS,O,X,X,O,X,X,O
OIZLTSJ,O,X,O,O,X,X,O
OIZLJTS,O,X,X,O,X,X,O
OIZLJST,O,X,X,O,X,O,O
OIZLSTJ,O,X,O,O,X,O,O
OIZLSJT,O,X,O,O,X,O,O
OIZJTLS,O,X,X,O,X,O,O
OIZJTSL,O,X,X,X,X,O,O
OIZJLTS,O,X,X,O,X,X,O
OIZJLST,O,X,X,O,X,O,O
OIZJSTL,X,X,X,O,O,O,O
OIZJSLT,O,X,X,O,X,O,O
OIZSTLJ,O,X,O,O,X,O,O
OIZSTJL,O,X,O,O,O,O,O
OIZSLTJ,O,X,O,O,X,O,O
OIZSLJT,O,X,O,O,X,O,O
OIZSJTL,X,X,X,O,O,O,O
OIZSJLT,O,X,O,O,X,O,O
OLTIJSZ,X,O,O,O,X,O,O
OLTIJZS,O,X,X,O,X,X,O
OLTISJZ,X,X,O,O,X,O,O
OLTISZJ,X,X,O,O,X,O,O
OLTIZJS,O,X,X,O,X,X,O
OLTIZSJ,O,X,O,X,X,X,O
OLTJISZ,X,O,O,O,X,O,O
OLTJIZS,O,X,X,O,X,X,O
OLTJSIZ,X,O,O,O,X,O,O
OLTJSZI,X,O,O,O,X,O,O
OLTJZIS,O,X,X,O,X,X,O
OLTJZSI,O,X,X,O,X,O,X
OLTSIJZ,X,O,O,O,X,O,O
OLTSIZJ,X,O,O,O,X,O,O
OLTSJIZ,X,O,O,O,X,O,O
OLTSJZI,X,O,O,O,X,O,O
OLTSZIJ,X,O,O,O,X,O,O
OLTSZJI,X,O,O,O,X,O,O
OLTZIJS,O,X,X,O,X,X,O
OLTZISJ,O,X,O,O,X,X,O
OLTZJIS,O,X,X,O,X,X,O
OLTZJSI,O,X,X,O,X,O,O
OLTZSIJ,O,X,O,O,X,O,O
OLTZSJI,O,X,O,O,X,O,O
OLITJSZ,X,O,O,O,X,X,O
OLITJZS,O,X,X,O,X,X,O
OLITSJZ,X,X,O,O,X,X,O
OLITSZJ,X,X,O,O,X,X,O
OLITZJS,O,X,X,O,X,X,O
OLITZSJ,O,X,O,X,X,X,O
OLIJTSZ,X,O,O,O,X,X,O
OLIJTZS,O,X,X,O,X,X,O
OLIJSTZ,X,O,O,O,O,X,O
OLIJSZT,X,O,O,O,X,X,O
OLIJZTS,O,X,X,O,X,X,O
OLIJZST,O,O,X,O,X,X,O
OLISTJZ,X,O,O,O,O,X,O
OLISTZJ,X,O,O,X,X,X,O
OLISJTZ,X,O,O,O,O,X,O
OLISJZT,X,O,O,O,X,X,O
OLISZTJ,X,X,O,X,X,X,O
OLISZJT,X,O,O,O,X,X,O
OLIZTJS,O,X,X,O,X,X,O
OLIZTSJ,O,X,O,O,X,X,O
OLIZJTS,O,X,X,O,X,X,O
OLIZJST,O,O,X,O,X,X,O
OLIZSTJ,O,X,O,O,X,X,O
OLIZSJT,O,X,O,O,X,X,O
OLJTISZ,X,O,O,O,X,O,O
OLJTIZS,O,X,X,O,X,X,O
OLJTSIZ,X,O,O,O,X,O,O
OLJTSZI,X,O,O,O,X,O,X
OLJTZIS,O,X,X,O,X,X,O
OLJTZSI,O,X,X,O,X,O,X
OLJITSZ,X,O,O,O,X,X,O
OLJITZS,O,X,X,O,X,X,O
OLJISTZ,X,O,O,O,O,X,O
OLJISZT,X,O,O,O,X,X,O
OLJIZTS,O,X,X,O,X,X,O
OLJIZST,O,O,X,O,X,X,O
OLJSTIZ,X,O,O,O,O,O,O
OLJSTZI,X,O,O,O,O,O,X
OLJSITZ,X,O,O,O,O,O,O
OLJSIZT,X,O,O,O,X,O,O
OLJSZTI,X,O,X,O,X,O,X
OLJSZIT,X,O,O,O,X,O,O
OLJZTIS,O,X,X,O,X,O,O
OLJZTSI,O,X,X,O,X,O,O
OLJZITS,O,X,X,O,X,X,O
OLJZIST,O,O,X,O,X,O,O
OLJZSTI,X,O,X,O,X,O,O
OLJZSIT,O,O,X,O,X,O,O
OLSTIJZ,X,O,O,O,O,O,O
OLSTIZJ,X,O,O,O,X,O,O
OLSTJIZ,X,O,O,O,O,O,O
OLSTJZI,X,O,O,O,O,O,O
OLSTZIJ,X,O,O,O,X,O,O
OLSTZJI,X,O,O,O,X,O,O
OLSITJZ,X,O,O,O,O,X,O
OLSITZJ,X,O,O,X,X,X,O
OLSIJTZ,X,O,O,O,O,O,O
OLSIJZT,X,O,O,O,X,O,O
OLSIZTJ,X,X,O,X,X,X,O
OLSIZJT,X,O,O,O,X,X,O
OLSJTIZ,X,O,O,O,O,O,O
OLSJTZI,X,O,O,O,O,O,X
OLSJITZ,X,O,O,O,O,O,O
OLSJIZT,X,O,O,O,X,O,O
OLSJZTI,X,O,X,O,X,O,X
OLSJZIT,X,O,O,O,X,O,O
OLSZTIJ,X,O,O,O,X,O,O
OLSZTJI,X,O,O,O,X,O,O
OLSZITJ,X,X,O,O,X,O,O
OLSZIJT,X,O,O,O,X,O,O
OLSZJTI,X,O,X,O,X,O,O
OLSZJIT,X,O,O,O,X,O,O
OLZTIJS,O,X,X,O,X,O,O
OLZTISJ,O,X,O,O,X,O,O
OLZTJIS,O,X,X,O,X,O,O
OLZTJSI,O,X,X,O,X,O,O
OLZTSIJ,O,X,O,O,X,O,O
OLZTSJI,O,X,O,O,X,O,O
OLZITJS,O,X,X,O,X,X,O
OLZITSJ,O,X,O,O,X,X,O
OLZIJTS,O,X,X,O,X,X,O
OLZIJST,O,O,X,O,X,O,O
OLZISTJ,O,X,O,O,X,O,O
OLZISJT,O,X,O,O,X,O,O
OLZJTIS,O,X,X,O,X,O,O
OLZJTSI,O,X,X,O,X,O,O
OLZJITS,O,X,X,O,X,X,O
OLZJIST,O,O,X,O,X,O,O
OLZJSTI,X,O,X,O,X,O,O
OLZJSIT,O,O,X,O,X,O,O
OLZSTIJ,O,O,O,O,X,O,O
OLZSTJI,O,O,O,O,X,O,O
OLZSITJ,O,X,O,O,X,O,O
OLZSIJT,O,O,O,O,X,O,O
OLZSJTI,X,O,X,O,X,O,O
OLZSJIT,O,O,O,O,X,O,O
OJTILSZ,X,X,O,O,X,O,O
OJTILZS,O,X,X,O,X,X,O
OJTISLZ,X,O,O,X,O,O,O
OJTISZL,X,O,O,X,O,O,O
OJTIZLS,O,X,X,X,X,X,O
OJTIZSL,O,X,X,X,X,X,X
OJTLISZ,X,O,O,O,X,O,O
OJTLIZS,O,X,X,O,X,X,O
OJTLSIZ,X,O,O,O,X,O,O
OJTLSZI,X,O,O,O,X,O,O
OJTLZIS,O,X,X,O,X,X,O
OJTLZSI,O,X,X,O,X,O,X
OJTSILZ,X,O,O,O,O,O,O
OJTSIZL,X,O,O,O,O,O,O
OJTSLIZ,X,O,O,O,O,O,O
OJTSLZI,X,O,O,O,O,O,O
OJTSZIL,X,O,O,O,O,O,O
OJTSZLI,X,O,O,O,O,O,O
OJTZILS,O,X,X,O,X,O,O
OJTZISL,O,X,X,X,X,O,X
OJTZLIS,O,X,X,O,X,O,O
OJTZLSI,O,X,X,O,X,O,X
OJTZSIL,O,O,X,O,X,O,O
OJTZSLI,O,O,X,O,X,O,O
OJITLSZ,X,X,O,O,X,O,O
OJITLZS,O,X,X,O,X,X,O
OJITSLZ,X,O,O,X,O,O,O
OJITSZL,X,O,O,X,O,O,O
OJITZLS,O,X,X,X,X,X,O
OJITZSL,O,X,X,X,X,X,X
OJILTSZ,X,O,O,O,X,X,O
OJILTZS,O,X,X,O,X,X,O
OJILSTZ,X,O,O,O,O,X,O
OJILSZT,X,O,O,O,X,X,O
OJILZTS,O,X,X,O,X,X,O
OJILZST,O,O,X,O,X,X,O
OJISTLZ,X,O,O,O,O,O,O
OJISTZL,X,O,O,O,O,O,X
OJISLTZ,X,O,O,O,O,O,O
OJISLZT,X,O,O,O,X,O,O
OJISZTL,X,X,X,O,O,O,X
OJISZLT,X,X,O,O,X,O,O
OJIZTLS,O,X,X,O,X,O,O
OJIZTSL,O,X,X,X,X,O,O
OJIZLTS,O,X,X,O,X,X,O
OJIZLST,O,X,X,O,X,O,O
OJIZSTL,X,X,X,O,O,O,O
OJIZSLT,O,X,X,O,X,O,O
OJLTISZ,X,O,O,O,X,O,O
OJLTIZS,O,X,X,O,X,X,O
OJLTSIZ,X,O,O,O,X,O,O
OJLTSZI,X,O,O,O,X,O,X
OJLTZIS,O,X,X,O,X,X,O
OJLTZSI,O,X,X,O,X,O,X
OJLITSZ,X,O,O,O,X,X,O
OJLITZS,O,X,X,O,X,X,O
OJLISTZ,X,O,O,O,O,X,O
OJLISZT,X,O,O,O,X,X,O
OJLIZTS,O,X,X,O,X,X,O
OJLIZST,O,O,X,O,X,X,O
OJLSTIZ,X,O,O,O,O,O,O
OJLSTZI,X,O,O,O,O,O,X
OJLSITZ,X,O,O,O,O,O,O
OJLSIZT,X,O,O,O,X,O,O
OJLSZTI,X,O,X,O,X,O,X
OJLSZIT,X,O,O,O,X,O,O
OJLZTIS,O,X,X,O,X,O,O
OJLZTSI,O,X,X,O,X,O,O
OJLZITS,O,X,X,O,X,X,O
OJLZIST,O,O,X,O,X,O,O
OJLZSTI,X,O,X,O,X,O,O
OJLZSIT,O,O,X,O,X,O,O
OJSTILZ,X,O,O,O,O,O,O
OJSTIZL,X,O,O,O,O,O,X
OJSTLIZ,X,O,O,O,O,O,O
OJSTLZI,X,O,O,O,O,O,X
OJSTZIL,X,O,O,O,O,O,X
OJSTZLI,X,O,O,O,O,O,X
OJSITLZ,X,O,O,O,O,O,O
OJSITZL,X,O,O,O,O,O,X
OJSILTZ,X,O,O,O,O,O,O
OJSILZT,X,O,O,O,X,O,O
OJSIZTL,X,X,X,O,O,O,X
OJSIZLT,X,X,O,O,X,O,O
OJSLTIZ,X,O,O,O,O,O,O
OJSLTZI,X,O,O,O,O,O,X
OJSLITZ,X,O,O,O,O,O,O
OJSLIZT,X,O,O,O,X,O,O
OJSLZTI,X,O,X,O,X,O,X
OJSLZIT,X,O,O,O,X,O,O
OJSZTIL,X,O,O,O,O,O,X
OJSZTLI,X,O,O,O,O,O,X
OJSZITL,X,X,X,O,O,O,X
OJSZILT,X,X,O,O,X,O,O
OJSZLTI,X,O,X,O,X,O,X
OJSZLIT,X,O,O,O,X,O,O
OJZTILS,O,X,X,O,X,O,O
OJZTISL,O,X,X,X,X,O,O
OJZTLIS,O,X,X,O,X,O,O
OJZTLSI,O,X,X,O,X,O,O
OJZTSIL,O,O,X,O,X,O,O
OJZTSLI,O,O,X,O,X,O,O
OJZITLS,O,X,X,O,X,O,O
OJZITSL,O,X,X,X,X,O,O
OJZILTS,O,X,X,O,X,X,O
OJZILST,O,X,X,O,X,O,O
OJZISTL,X,X,X,O,O,O,O
OJZISLT,O,X,X,O,X,O,O
OJZLTIS,O,X,X,O,X,O,O
OJZLTSI,O,X,X,O,X,O,O
OJZLITS,O,X,X,O,X,X,O
OJZLIST,O,O,X,O,X,O,O
OJZLSTI,X,O,X,O,X,O,O
OJZLSIT,O,O,X,O,X,O,O
OJZSTIL,X,O,X,O,O,O,O
OJZSTLI,X,O,X,O,O,O,O
OJZSITL,X,X,X,O,O,O,O
OJZSILT,O,X,X,O,X,O,O
OJZSLTI,X,O,X,O,X,O,O
OJZSLIT,O,O,X,O,X,O,O
OSTILJZ,X,O,O,O,O,O,O
OSTILZJ,X,O,O,O,X,O,O
OSTIJLZ,X,O,O,O,O,O,O
OSTIJZL,X,O,O,O,O,O,O
OSTIZLJ,X,O,O,O,X,X,O
OSTIZJL,X,O,O,O,O,O,O
OSTLIJZ,X,O,O,O,O,O,O
OSTLIZJ,X,O,O,O,X,O,O
OSTLJIZ,X,O,O,O,O,O,O
OSTLJZI,X,O,O,O,O,O,O
OSTLZIJ,X,O,O,O,X,O,O
OSTLZJI,X,O,O,O,X,O,O
OSTJILZ,X,O,O,O,O,O,O
OSTJIZL,X,O,O,O,O,O,O
OSTJLIZ,X,O,O,O,O,O,O
OSTJLZI,X,O,O,O,O,O,O
OSTJZIL,X,O,O,O,O,O,O
OSTJZLI,X,O,O,O,O,O,O
OSTZILJ,X,O,O,O,X,O,O
OSTZIJL,X,O,O,O,O,O,O
OSTZLIJ,X,O,O,O,X,O,O
OSTZLJI,X,O,O,O,X,O,O
OSTZJIL,X,O,O,O,O,O,O
OSTZJLI,X,O,O,O,O,O,O
OSITLJZ,X,O,O,O,O,O,O
OSITLZJ,X,O,O,O,X,O,O
OSITJLZ,X,O,O,O,O,O,O
OSITJZL,X,O,O,O,O,O,O
OSITZLJ,X,O,O,O,X,X,O
OSITZJL,X,O,O,O,O,O,O
OSILTJZ,X,O,O,O,O,X,O
OSILTZJ,X,O,O,X,X,X,O
OSILJTZ,X,O,O,O,O,O,O
OSILJZT,X,O,O,O,X,O,O
OSILZTJ,X,X,O,X,X,X,O
OSILZJT,X,O,O,O,X,X,O
OSIJTLZ,X,O,O,O,O,O,O
OSIJTZL,X,O,O,O,O,O,X
OSIJLTZ,X,O,O,O,O,O,O
OSIJLZT,X,O,O,O,X,O,O
OSIJZTL,X,X,X,O,O,O,X
OSIJZLT,X,X,O,O,X,O,O
OSIZTLJ,X,X,O,O,X,O,O
OSIZTJL,X,X,O,O,O,O,O
OSIZLTJ,X,X,O,O,X,O,O
OSIZLJT,X,X,O,O,X,O,O
OSIZJTL,X,X,X,O,O,O,O
OSIZJLT,X,X,O,O,X,O,O
OSLTIJZ,X,O,O,O,O,O,O
OSLTIZJ,X,O,O,O,X,O,O
OSLTJIZ,X,O,O,O,O,O,O
OSLTJZI,X,O,O,O,O,O,O
OSLTZIJ,X,O,O,O,X,O,O
OSLTZJI,X,O,O,O,X,O,O
OSLITJZ,X,O,O,O,O,X,O
