sequence,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Je5/IvhFmbBCdB?XeBTgB0mBlqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Jez6IvhFWhBxcB?XeBClB0mBlqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Jeq/IvhFTbBxcB?XeBFmB0mBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeR7IvhFCdBXeB?8lBzkB1rBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeWAJvhFxcBXeB?zkBFmB0mB6qB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeC9IvhFXeBRlB?1rB8lBzkBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeU8IvhFXeBukB?5lBaqBTrBFsB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Je5/IvhFCdBXeB?TlB0mBmlBlqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeR7IvhFXeBzfB?SmBUmBFnBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeR7IvhFXeBGgB?6mBzkB8qBFsB
LSTOIZJ,O,O,X,O,X,O,X,X,X,X
LSTOJIZ,O,O,X,X,X,X,X,X,X,X
LSTOJZI,O,O,X,O,O,X,X,X,X,X
LSTOZIJ,O,O,X,O,O,X,X,X,X,X
LSTOZJI,O,O,X,O,O,X,X,X,X,X
LSITJZO,X,O,O,X,X,O,X,X,X,X
LSITJOZ,O,O,O,X,X,O,X,X,X,X
LSITZJO,O,O,X,O,X,O,X,X,X,X
LSITZOJ,O,O,X,O,X,O,X,O,X,X
LSITOJZ,O,O,X,X,X,O,X,X,X,X
LSITOZJ,O,O,X,O,X,O,X,X,X,X
LSIJTZO,X,X,O,X,X,X,X,X,X,X
LSIJTOZ,O,O,O,X,X,X,X,X,X,X
LSIJZTO,O,O,O,X,X,X,X,X,X,X
LSIJZOT,O,O,O,X,X,X,X,O,X,X
LSIJOTZ,X,O,O,X,X,X,X,X,X,X
LSIJOZT,X,O,O,X,X,X,O,X,X,X
LSIZTJO,O,O,X,X,X,X,X,X,X,X
LSIZTOJ,O,O,X,X,X,X,X,O,X,X
LSIZJTO,O,O,X,X,X,X,X,X,X,X
LSIZJOT,O,O,X,X,X,X,X,O,X,O
LSIZOTJ,O,O,X,X,X,X,X,O,X,X
LSIZOJT,O,O,X,X,X,X,X,O,X,O
LSIOTJZ,O,O,X,X,X,X,X,X,X,X
LSIOTZJ,O,O,X,O,X,X,X,X,X,X
LSIOJTZ,X,O,X,X,X,X,X,X,X,X
LSIOJZT,X,O,X,X,X,X,O,X,X,X
LSIOZTJ,O,O,X,X,X,X,X,O,X,X
LSIOZJT,O,O,X,X,X,X,O,O,X,X
LSJTIZO,X,O,O,X,X,O,X,X,X,X
LSJTIOZ,O,O,O,X,X,O,X,X,X,X
LSJTZIO,X,O,O,O,X,X,X,X,X,X
LSJTZOI,X,O,O,O,X,X,X,X,X,X
LSJTOIZ,O,O,O,X,X,X,X,X,X,X
LSJTOZI,O,O,O,O,X,X,X,X,O,X
LSJITZO,X,X,O,X,X,X,X,X,X,X
LSJITOZ,O,O,O,X,X,X,X,X,X,X
LSJIZTO,O,O,O,X,X,X,X,X,X,X
LSJIZOT,O,O,O,X,X,X,X,O,X,X
LSJIOTZ,X,O,O,X,X,X,X,X,X,X
LSJIOZT,X,O,O,X,X,X,O,X,O,X
LSJZTIO,O,O,O,X,X,X,X,X,X,X
LSJZTOI,O,O,O,X,X,X,X,X,X,O
LSJZITO,O,O,O,X,X,X,X,X,X,X
LSJZIOT,O,O,O,X,X,X,X,O,X,O
LSJZOTI,X,O,O,X,X,X,X,X,O,O
LSJZOIT,O,O,O,X,X,X,X,O,O,O
LSJOTIZ,X,O,O,X,X,X,X,X,X,X
LSJOTZI,X,O,O,O,X,X,X,X,O,X
LSJOITZ,X,O,O,X,X,X,X,X,X,X
LSJOIZT,X,O,O,X,X,X,O,X,O,X
LSJOZTI,X,O,O,X,X,X,X,X,O,X
LSJOZIT,X,O,O,X,X,X,X,X,O,X
LSZTIJO,O,O,X,O,X,O,X,X,X,X
LSZTIOJ,O,O,X,O,X,O,X,O,X,X
LSZTJIO,O,O,X,O,X,X,X,X,X,X
LSZTJOI,O,O,X,O,X,X,X,X,X,O
LSZTOIJ,O,O,X,O,X,X,X,O,X,X
LSZTOJI,O,O,X,O,X,X,X,X,X,O
LSZITJO,O,O,X,X,X,X,X,X,X,X
LSZITOJ,O,O,X,X,X,X,X,O,X,X
LSZIJTO,O,O,X,X,X,X,X,X,X,X
LSZIJOT,O,O,X,X,X,X,X,O,X,O
LSZIOTJ,O,O,X,X,X,X,X,O,X,X
LSZIOJT,O,O,X,X,X,X,X,O,X,O
LSZJTIO,O,O,X,X,X,X,X,X,X,X
LSZJTOI,O,O,X,X,X,X,X,X,X,O
LSZJITO,O,O,X,X,X,X,X,X,X,X
LSZJIOT,O,O,X,X,X,X,X,O,X,O
LSZJOTI,X,O,X,X,X,X,X,X,X,O
LSZJOIT,O,O,X,X,X,X,X,O,X,O
LSZOTIJ,O,O,X,O,X,X,X,O,X,X
LSZOTJI,O,O,X,O,X,X,X,X,X,O
LSZOITJ,O,O,X,X,X,X,X,O,X,X
LSZOIJT,O,O,X,X,X,X,X,O,X,O
LSZOJTI,X,O,X,X,X,X,X,X,X,O
LSZOJIT,O,O,X,X,X,X,X,O,X,O
LSOTIJZ,O,O,X,X,X,O,X,X,X,X
LSOTIZJ,O,O,X,O,X,O,X,X,X,X
LSOTJIZ,O,O,X,X,X,X,X,X,X,X
LSOTJZI,O,O,X,O,O,X,X,X,X,X
LSOTZIJ,O,O,X,O,O,X,X,X,X,X
LSOTZJI,O,O,X,O,O,X,X,X,X,X
LSOITJZ,O,O,X,X,X,X,X,X,X,X
LSOITZJ,O,O,X,O,X,X,X,X,X,X
LSOIJTZ,X,O,X,X,X,X,X,X,X,X
LSOIJZT,X,O,X,X,X,X,O,X,X,X
LSOIZTJ,O,O,X,X,X,X,X,O,X,X
LSOIZJT,O,O,X,X,X,X,O,O,X,X
LSOJTIZ,X,O,X,X,X,X,X,X,X,X
LSOJTZI,X,O,X,O,O,X,X,X,X,X
LSOJITZ,X,O,X,X,X,X,X,X,X,X
LSOJIZT,X,O,X,X,X,X,O,X,X,X
LSOJZTI,X,O,X,X,X,X,X,X,X,X
LSOJZIT,X,O,X,X,X,X,X,X,X,X
LSOZTIJ,O,O,X,O,X,X,X,O,X,X
LSOZTJI,O,O,X,O,X,X,X,X,X,O
LSOZITJ,O,O,X,X,X,X,X,O,X,X
LSOZIJT,O,O,X,X,X,X,X,O,X,O
LSOZJTI,X,O,X,X,X,X,X,X,X,O
LSOZJIT,O,O,X,X,X,X,X,O,X,O
LZTIJSO,O,O,X,O,X,O,X,X,X,X
LZTIJOS,O,O,X,X,X,O,X,X,X,X
LZTISJO,O,O,X,O,X,O,X,X,X,X
LZTISOJ,O,O,X,O,X,O,X,O,X,X
LZTIOJS,O,O,X,O,X,O,X,O,X,X
LZTIOSJ,O,O,X,O,X,O,X,O,X,X
LZTJISO,O,O,X,O,X,X,X,X,X,X
LZTJIOS,O,O,X,X,X,X,X,X,X,X
LZTJSIO,O,O,X,O,X,X,X,X,X,X
LZTJSOI,O,O,X,O,X,X,X,X,X,O
LZTJOIS,O,O,X,O,X,X,X,X,X,X
LZTJOSI,O,O,X,O,X,X,X,X,X,X
LZTSIJO,O,O,X,O,X,O,X,X,X,X
LZTSIOJ,O,O,X,O,X,O,X,O,X,X
LZTSJIO,O,O,X,O,X,X,X,X,X,X
LZTSJOI,O,O,X,O,X,X,X,X,X,O
LZTSOIJ,O,O,X,O,X,X,X,O,X,X
LZTSOJI,O,O,X,O,X,X,X,X,X,O
LZTOIJS,O,O,X,O,X,X,X,O,X,X
LZTOISJ,O,O,X,O,X,X,X,O,X,X
LZTOJIS,O,O,X,O,X,X,X,X,X,O
LZTOJSI,O,O,X,O,X,X,X,X,X,O
LZTOSIJ,O,O,X,O,X,X,X,O,X,X
LZTOSJI,O,O,X,O,X,X,X,X,X,O
LZITJSO,O,O,X,X,X,X,X,X,X,X
LZITJOS,O,O,X,X,X,X,X,X,X,X
LZITSJO,O,O,X,X,X,X,X,X,X,X
LZITSOJ,O,O,X,X,X,X,X,O,X,X
LZITOJS,O,O,X,X,X,X,X,O,X,X
LZITOSJ,O,O,X,X,X,X,X,O,X,X
LZIJTSO,O,O,X,X,X,X,X,X,X,X
LZIJTOS,O,O,X,X,X,X,X,X,X,X
LZIJSTO,O,O,X,X,X,X,X,X,X,X
LZIJSOT,O,O,X,X,X,X,X,O,X,O
LZIJOTS,X,O,X,X,X,X,X,O,X,X
LZIJOST,O,O,X,X,X,X,X,O,X,X
LZISTJO,O,O,X,X,X,X,X,X,X,X
LZISTOJ,O,O,X,X,X,X,X,O,X,X
LZISJTO,O,O,X,X,X,X,X,X,X,X
LZISJOT,O,O,X,X,X,X,X,O,X,O
LZISOTJ,O,O,X,X,X,X,X,O,X,X
LZISOJT,O,O,X,X,X,X,X,O,X,O
LZIOTJS,O,O,X,X,X,X,X,O,X,X
LZIOTSJ,O,O,X,X,X,X,X,O,X,X
LZIOJTS,X,O,X,X,X,X,X,O,X,O
LZIOJST,O,O,X,X,X,X,X,O,X,O
LZIOSTJ,O,O,X,X,X,X,X,O,X,X
LZIOSJT,O,O,X,X,X,X,X,O,X,O
LZJTISO,O,O,X,X,X,X,X,X,X,X
LZJTIOS,O,O,X,X,X,X,X,X,X,X
LZJTSIO,O,O,X,X,X,X,X,X,X,X
LZJTSOI,O,O,X,X,X,X,X,X,X,O
LZJTOIS,O,O,X,X,X,X,X,X,X,X
LZJTOSI,O,O,X,X,X,X,X,X,X,X
LZJITSO,O,O,X,X,X,X,X,X,X,X
LZJITOS,O,O,X,X,X,X,X,X,X,X
LZJISTO,O,O,X,X,X,X,X,X,X,X
LZJISOT,O,O,X,X,X,X,X,O,X,O
LZJIOTS,X,O,X,X,X,X,X,O,X,X
LZJIOST,O,O,X,X,X,X,X,O,X,X
LZJSTIO,O,O,X,X,X,X,X,X,X,X
LZJSTOI,O,O,X,X,X,X,X,X,X,O
LZJSITO,O,O,X,X,X,X,X,X,X,X
LZJSIOT,O,O,X,X,X,X,X,O,X,O
LZJSOTI,X,O,X,X,X,X,X,X,X,O
LZJSOIT,O,O,X,X,X,X,X,O,X,O
LZJOTIS,X,O,X,X,X,X,X,X,X,O
LZJOTSI,X,O,X,X,X,X,X,X,X,O
LZJOITS,X,O,X,X,X,X,X,O,X,O
LZJOIST,O,O,X,X,X,X,X,O,X,O
LZJOSTI,X,O,X,X,X,X,X,X,X,O
LZJOSIT,O,O,X,X,X,X,X,O,X,O
LZSTIJO,O,O,X,O,X,O,X,X,X,X
LZSTIOJ,O,O,X,O,X,O,X,O,X,X
LZSTJIO,O,O,X,O,X,X,X,X,X,X
LZSTJOI,O,O,X,O,X,X,X,X,X,O
LZSTOIJ,O,O,X,O,X,X,X,O,X,X
LZSTOJI,O,O,X,O,X,X,X,X,X,O
LZSITJO,O,O,X,X,X,X,X,X,X,X
LZSITOJ,O,O,X,X,X,X,X,O,X,X
LZSIJTO,O,O,X,X,X,X,X,X,X,X
LZSIJOT,O,O,X,X,X,X,X,O,X,O
LZSIOTJ,O,O,X,X,X,X,X,O,X,X
LZSIOJT,O,O,X,X,X,X,X,O,X,O
LZSJTIO,O,O,X,X,X,X,X,X,X,X
LZSJTOI,O,O,X,X,X,X,X,X,X,O
LZSJITO,O,O,X,X,X,X,X,X,X,X
LZSJIOT,O,O,X,X,X,X,X,O,X,O
LZSJOTI,X,O,X,X,X,X,X,X,X,O
LZSJOIT,O,O,X,X,X,X,X,O,X,O
LZSOTIJ,O,O,X,O,X,X,X,O,X,X
LZSOTJI,O,O,X,O,X,X,X,X,X,O
LZSOITJ,O,O,X,X,X,X,X,O,X,X
LZSOIJT,O,O,X,X,X,X,X,O,X,O
LZSOJTI,X,O,X,X,X,X,X,X,X,O
LZSOJIT,O,O,X,X,X,X,X,O,X,O
LZOTIJS,O,O,X,O,X,X,X,O,X,X
LZOTISJ,O,O,X,O,X,X,X,O,X,X
LZOTJIS,O,O,X,O,X,X,X,X,X,O
LZOTJSI,O,O,X,O,X,X,X,X,X,O
LZOTSIJ,O,O,X,O,X,X,X,O,X,X
LZOTSJI,O,O,X,O,X,X,X,X,X,O
LZOITJS,O,O,X,X,X,X,X,O,X,X
LZOITSJ,O,O,X,X,X,X,X,O,X,X
LZOIJTS,X,O,X,X,X,X,X,O,X,O
LZOIJST,O,O,X,X,X,X,X,O,X,O
LZOISTJ,O,O,X,X,X,X,X,O,X,X
LZOISJT,O,O,X,X,X,X,X,O,X,O
LZOJTIS,X,O,X,X,X,X,X,X,X,O
LZOJTSI,X,O,X,X,X,X,X,X,X,O
LZOJITS,X,O,X,X,X,X,X,O,X,O
LZOJIST,O,O,X,X,X,X,X,O,X,O
LZOJSTI,X,O,X,X,X,X,X,X,X,O
LZOJSIT,O,O,X,X,X,X,X,O,X,O
LZOSTIJ,O,O,X,O,X,X,X,O,X,X
LZOSTJI,O,O,X,O,X,X,X,X,X,O
LZOSITJ,O,O,X,X,X,X,X,O,X,X
LZOSIJT,O,O,X,X,X,X,X,O,X,O
LZOSJTI,X,O,X,X,X,X,X,X,X,O
LZOSJIT,O,O,X,X,X,X,X,O,X,O
LOTIJSZ,O,O,X,X,X,O,X,X,X,X
LOTIJZS,O,O,X,X,X,O,X,X,X,X
LOTISJZ,O,O,X,X,X,O,X,X,X,X
LOTISZJ,O,O,X,O,X,O,X,X,X,X
LOTIZJS,O,O,X,O,X,O,X,X,X,X
LOTIZSJ,O,O,X,O,X,O,X,X,X,X
LOTJISZ,O,O,X,X,X,X,X,X,X,X
LOTJIZS,O,O,X,X,X,X,X,X,X,X
LOTJSIZ,O,O,X,X,X,X,X,X,X,X
LOTJSZI,O,O,X,O,O,X,X,X,X,X
LOTJZIS,O,O,X,O,O,X,X,X,X,X
LOTJZSI,O,O,X,O,O,X,X,X,X,X
LOTSIJZ,O,O,X,X,X,O,X,X,X,X
LOTSIZJ,O,O,X,O,X,O,X,X,X,X
LOTSJIZ,O,O,X,X,X,X,X,X,X,X
LOTSJZI,O,O,X,O,O,X,X,X,X,X
LOTSZIJ,O,O,X,O,O,X,X,X,X,X
LOTSZJI,O,O,X,O,O,X,X,X,X,X
LOTZIJS,O,O,X,O,O,X,X,X,X,X
LOTZISJ,O,O,X,O,O,X,X,X,X,X
LOTZJIS,O,O,X,O,O,X,X,X,X,X
LOTZJSI,O,O,X,O,O,X,X,X,X,X
LOTZSIJ,O,O,X,O,O,X,X,X,X,X
LOTZSJI,O,O,X,O,O,X,X,X,X,X
LOITJSZ,O,O,X,X,X,X,X,X,X,X
LOITJZS,O,O,X,X,X,X,X,X,X,X
LOITSJZ,O,O,X,X,X,X,X,X,X,X
LOITSZJ,O,O,X,O,X,X,X,X,X,X
LOITZJS,O,O,X,O,X,X,X,X,X,X
LOITZSJ,O,O,X,O,X,X,X,X,X,X
LOIJTSZ,X,O,X,X,X,X,X,X,X,X
LOIJTZS,X,X,X,X,X,X,X,X,X,X
LOIJSTZ,X,O,X,X,X,X,X,X,X,X
LOIJSZT,X,O,X,X,X,X,O,X,X,X
LOIJZTS,X,X,X,X,X,X,X,X,X,X
LOIJZST,X,O,X,X,X,X,O,X,X,X
LOISTJZ,O,O,X,X,X,X,X,X,X,X
LOISTZJ,O,O,X,O,X,X,X,X,X,X
LOISJTZ,X,O,X,X,X,X,X,X,X,X
LOISJZT,X,O,X,X,X,X,O,X,X,X
LOISZTJ,O,O,X,X,X,X,X,O,X,X
LOISZJT,O,O,X,X,X,X,O,O,X,X
LOIZTJS,O,O,X,X,X,X,X,O,X,X
LOIZTSJ,O,O,X,X,X,X,X,O,X,X
LOIZJTS,X,O,X,X,X,X,X,O,X,X
LOIZJST,O,O,X,X,X,X,O,O,X,X
LOIZSTJ,O,O,X,X,X,X,X,O,X,X
LOIZSJT,O,O,X,X,X,X,O,O,X,X
LOJTISZ,X,O,X,X,X,X,X,X,X,X
LOJTIZS,X,O,X,X,X,X,X,X,X,X
LOJTSIZ,X,O,X,X,X,X,X,X,X,X
LOJTSZI,X,O,X,O,O,X,X,X,X,X
LOJTZIS,X,O,X,O,O,X,X,X,X,X
LOJTZSI,X,O,X,O,O,X,X,X,X,X
LOJITSZ,X,O,X,X,X,X,X,X,X,X
LOJITZS,X,X,X,X,X,X,X,X,X,X
LOJISTZ,X,O,X,X,X,X,X,X,X,X
LOJISZT,X,O,X,X,X,X,O,X,X,X
LOJIZTS,X,X,X,X,X,X,X,X,X,X
LOJIZST,X,O,X,X,X,X,O,X,X,X
LOJSTIZ,X,O,X,X,X,X,X,X,X,X
LOJSTZI,X,O,X,O,O,X,X,X,X,X
LOJSITZ,X,O,X,X,X,X,X,X,X,X
LOJSIZT,X,O,X,X,X,X,O,X,X,X
LOJSZTI,X,O,X,X,X,X,X,X,X,X
LOJSZIT,X,O,X,X,X,X,X,X,X,X
LOJZTIS,X,O,X,X,X,X,X,X,X,X
LOJZTSI,X,O,X,X,X,X,X,X,X,X
LOJZITS,X,O,X,X,X,X,X,X,X,X
LOJZIST,X,O,X,X,X,X,X,X,X,X
LOJZSTI,X,O,X,X,X,X,X,X,X,X
LOJZSIT,X,O,X,X,X,X,X,X,X,X
LOSTIJZ,O,O,X,X,X,O,X,X,X,X
LOSTIZJ,O,O,X,O,X,O,X,X,X,X
LOSTJIZ,O,O,X,X,X,X,X,X,X,X
LOSTJZI,O,O,X,O,O,X,X,X,X,X
LOSTZIJ,O,O,X,O,O,X,X,X,X,X
LOSTZJI,O,O,X,O,O,X,X,X,X,X
LOSITJZ,O,O,X,X,X,X,X,X,X,X
LOSITZJ,O,O,X,O,X,X,X,X,X,X
LOSIJTZ,X,O,X,X,X,X,X,X,X,X
LOSIJZT,X,O,X,X,X,X,O,X,X,X
LOSIZTJ,O,O,X,X,X,X,X,O,X,X
LOSIZJT,O,O,X,X,X,X,O,O,X,X
LOSJTIZ,X,O,X,X,X,X,X,X,X,X
LOSJTZI,X,O,X,O,O,X,X,X,X,X
LOSJITZ,X,O,X,X,X,X,X,X,X,X
LOSJIZT,X,O,X,X,X,X,O,X,X,X
LOSJZTI,X,O,X,X,X,X,X,X,X,X
LOSJZIT,X,O,X,X,X,X,X,X,X,X
LOSZTIJ,O,O,X,O,X,X,X,O,X,X
LOSZTJI,O,O,X,O,X,X,X,X,X,O
LOSZITJ,O,O,X,X,X,X,X,O,X,X
LOSZIJT,O,O,X,X,X,X,X,O,X,O
LOSZJTI,X,O,X,X,X,X,X,X,X,O
LOSZJIT,O,O,X,X,X,X,X,O,X,O
LOZTIJS,O,O,X,O,X,X,X,O,X,X
LOZTISJ,O,O,X,O,X,X,X,O,X,X
LOZTJIS,O,O,X,O,X,X,X,X,X,O
LOZTJSI,O,O,X,O,X,X,X,X,X,O
LOZTSIJ,O,O,X,O,X,X,X,O,X,X
LOZTSJI,O,O,X,O,X,X,X,X,X,O
LOZITJS,O,O,X,X,X,X,X,O,X,X
LOZITSJ,O,O,X,X,X,X,X,O,X,X
LOZIJTS,X,O,X,X,X,X,X,O,X,O
LOZIJST,O,O,X,X,X,X,X,O,X,O
LOZISTJ,O,O,X,X,X,X,X,O,X,X
LOZISJT,O,O,X,X,X,X,X,O,X,O
LOZJTIS,X,O,X,X,X,X,X,X,X,O
LOZJTSI,X,O,X,X,X,X,X,X,X,O
LOZJITS,X,O,X,X,X,X,X,O,X,O
LOZJIST,O,O,X,X,X,X,X,O,X,O
LOZJSTI,X,O,X,X,X,X,X,X,X,O
LOZJSIT,O,O,X,X,X,X,X,O,X,O
LOZSTIJ,O,O,X,O,X,X,X,O,X,X
LOZSTJI,O,O,X,O,X,X,X,X,X,O
LOZSITJ,O,O,X,X,X,X,X,O,X,X
LOZSIJT,O,O,X,X,X,X,X,O,X,O
LOZSJTI,X,O,X,X,X,X,X,X,X,O
LOZSJIT,O,O,X,X,X,X,X,O,X,O
JTILSZO,X,O,O,X,X,O,X,X,X,X
JTILSOZ,O,O,O,X,X,O,X,X,X,X
JTILZSO,X,O,O,X,X,O,X,X,X,X
JTILZOS,X,O,O,X,X,O,X,X,X,X
JTILOSZ,O,O,O,X,X,O,X,X,X,X
JTILOZS,O,O,O,X,X,O,X,X,X,X
JTISLZO,X,O,O,X,X,O,X,X,X,X
JTISLOZ,O,O,O,X,X,O,X,X,X,X
JTISZLO,X,X,O,X,X,O,X,X,X,X
JTISZOL,X,X,X,X,X,O,X,X,X,X
JTISOLZ,O,X,O,X,X,O,X,X,X,X
JTISOZL,O,X,X,X,X,O,O,X,X,X
JTIZLSO,X,X,O,X,X,O,X,X,X,X
JTIZLOS,X,X,O,X,X,O,X,X,X,X
JTIZSLO,X,X,O,X,X,O,X,X,X,X
JTIZSOL,X,X,X,X,X,O,X,X,X,X
JTIZOLS,X,X,X,X,X,O,X,X,X,X
JTIZOSL,X,X,X,X,X,O,X,X,X,X
JTIOLSZ,O,X,O,X,X,O,X,X,X,X
JTIOLZS,O,X,O,X,X,O,X,X,X,X
JTIOSLZ,O,X,O,X,X,O,X,X,X,X
JTIOSZL,O,X,X,X,X,O,O,X,X,X
JTIOZLS,O,X,X,X,X,O,X,X,X,X
JTIOZSL,O,X,X,X,X,O,O,X,X,X
JTLISZO,X,O,O,X,X,O,X,X,X,X
JTLISOZ,O,O,O,X,X,O,X,X,X,X
JTLIZSO,X,O,O,X,X,O,X,X,X,X
JTLIZOS,X,O,O,X,X,O,X,X,X,X
JTLIOSZ,O,O,O,X,X,O,X,X,X,X
JTLIOZS,O,O,O,X,X,O,X,X,X,X
JTLSIZO,X,O,O,X,X,O,X,X,X,X
JTLSIOZ,O,O,O,X,X,O,X,X,X,X
JTLSZIO,X,O,O,O,X,X,X,X,X,X
JTLSZOI,X,O,O,O,X,X,X,X,X,X
JTLSOIZ,O,O,O,X,X,X,X,X,X,X
JTLSOZI,O,O,O,O,X,X,X,X,O,X
JTLZISO,X,O,O,O,X,X,X,X,X,X
JTLZIOS,X,O,O,X,X,X,X,X,X,X
JTLZSIO,X,O,O,O,X,X,X,X,X,X
JTLZSOI,X,O,O,O,X,X,X,X,X,X
JTLZOIS,X,O,O,O,X,X,X,X,X,X
JTLZOSI,X,O,O,O,X,X,X,X,X,X
JTLOISZ,O,O,O,X,X,X,X,X,X,X
JTLOIZS,O,O,O,X,X,X,X,X,X,X
JTLOSIZ,O,O,O,X,X,X,X,X,X,X
JTLOSZI,O,O,O,O,X,X,X,X,O,X
JTLOZIS,O,O,O,O,X,X,X,X,O,X
JTLOZSI,O,O,O,O,X,X,X,X,O,X
JTSILZO,X,O,O,X,X,O,X,X,X,X
JTSILOZ,O,O,O,X,X,O,X,X,X,X
JTSIZLO,X,X,O,X,X,O,X,X,X,X
JTSIZOL,X,X,X,X,X,O,X,X,X,X
JTSIOLZ,O,X,O,X,X,O,X,X,X,X
JTSIOZL,O,X,X,X,X,O,O,X,X,X
JTSLIZO,X,O,O,X,X,O,X,X,X,X
JTSLIOZ,O,O,O,X,X,O,X,X,X,X
JTSLZIO,X,O,O,O,X,X,X,X,X,X
JTSLZOI,X,O,O,O,X,X,X,X,X,X
JTSLOIZ,O,O,O,X,X,X,X,X,X,X
JTSLOZI,O,O,O,O,X,X,X,X,O,X
JTSZILO,X,X,O,O,X,X,X,X,X,X
JTSZIOL,X,X,X,X,X,X,X,X,X,X
JTSZLIO,X,X,O,O,X,X,X,X,X,X
JTSZLOI,X,X,O,O,X,X,X,X,X,X
JTSZOIL,X,X,X,O,X,X,X,X,X,X
JTSZOLI,X,X,X,O,X,X,X,X,X,X
JTSOILZ,O,X,O,X,X,X,X,X,X,X
JTSOIZL,O,X,X,X,O,X,O,X,X,X
JTSOLIZ,O,X,O,X,X,X,X,X,X,X
JTSOLZI,O,X,O,O,O,X,X,X,O,X
JTSOZIL,O,X,X,O,O,X,X,X,X,X
JTSOZLI,O,X,X,O,O,X,X,X,X,X
JTZILSO,X,X,O,O,X,X,X,X,X,X
JTZILOS,X,X,O,X,X,X,X,X,X,X
JTZISLO,X,X,O,O,X,X,X,X,X,X
JTZISOL,X,X,X,X,X,X,X,X,X,X
JTZIOLS,X,X,X,X,X,X,X,X,X,X
JTZIOSL,X,X,X,X,X,X,X,X,X,X
JTZLISO,X,X,O,O,X,X,X,X,X,X
JTZLIOS,X,X,O,X,X,X,X,X,X,X
JTZLSIO,X,X,O,O,X,X,X,X,X,X
JTZLSOI,X,X,O,O,X,X,X,X,X,X
JTZLOIS,X,X,O,O,X,X,X,X,X,X
JTZLOSI,X,X,O,O,X,X,X,X,X,X
JTZSILO,X,X,O,O,X,X,X,X,X,X
JTZSIOL,X,X,X,X,X,X,X,X,X,X
JTZSLIO,X,X,O,O,X,X,X,X,X,X
JTZSLOI,X,X,O,O,X,X,X,X,X,X
JTZSOIL,X,X,X,O,X,X,X,X,X,X
JTZSOLI,X,X,X,O,X,X,X,X,X,X
JTZOILS,X,X,X,O,X,X,X,X,X,X
JTZOISL,X,X,X,O,X,X,X,X,X,X
JTZOLIS,X,X,X,O,X,X,X,X,X,X
JTZOLSI,X,X,X,O,X,X,X,X,X,X
JTZOSIL,X,X,X,O,X,X,X,X,X,X
JTZOSLI,X,X,X,O,X,X,X,X,X,X
JTOILSZ,O,X,O,X,X,X,X,X,X,X
JTOILZS,O,X,O,X,X,X,X,X,X,X
JTOISLZ,O,X,O,X,X,X,X,X,X,X
JTOISZL,O,X,X,X,O,X,O,X,X,X
JTOIZLS,O,X,X,X,O,X,X,X,X,X
JTOIZSL,O,X,X,X,O,X,O,X,X,X
JTOLISZ,O,X,O,X,X,X,X,X,X,X
JTOLIZS,O,X,O,X,X,X,X,X,X,X
JTOLSIZ,O,X,O,X,X,X,X,X,X,X
JTOLSZI,O,X,O,O,O,X,X,X,O,X
JTOLZIS,O,X,O,O,O,X,X,X,O,X
JTOLZSI,O,X,O,O,O,X,X,X,O,X
JTOSILZ,O,X,O,X,X,X,X,X,X,X
JTOSIZL,O,X,X,X,O,X,O,X,X,X
JTOSLIZ,O,X,O,X,X,X,X,X,X,X
JTOSLZI,O,X,O,O,O,X,X,X,O,X
JTOSZIL,O,X,X,O,O,X,X,X,X,X
JTOSZLI,O,X,X,O,O,X,X,X,X,X
JTOZILS,O,X,X,O,O,X,X,X,X,X
JTOZISL,O,X,X,O,O,X,X,X,X,X
JTOZLIS,O,X,X,O,O,X,X,X,X,X
JTOZLSI,O,X,X,O,O,X,X,X,X,X
JTOZSIL,O,X,X,O,O,X,X,X,X,X
JTOZSLI,O,X,X,O,O,X,X,X,X,X
JITLSZO,X,O,O,X,X,X,X,X,X,X
JITLSOZ,O,O,O,X,X,X,X,X,X,X
JITLZSO,X,O,O,X,X,X,X,X,X,X
JITLZOS,X,O,O,X,X,X,X,X,X,X
JITLOSZ,O,O,O,X,X,X,X,X,X,X
JITLOZS,O,O,O,X,X,X,X,X,X,X
JITSLZO,X,O,O,X,X,X,X,X,X,X
JITSLOZ,O,O,O,X,X,X,X,X,X,X
JITSZLO,X,X,O,X,X,X,X,X,X,X
JITSZOL,X,X,X,X,X,X,X,X,X,X
JITSOLZ,O,X,O,X,X,X,X,X,X,X
JITSOZL,O,X,X,X,X,X,O,X,X,X
JITZLSO,X,X,O,X,X,X,X,X,X,X
JITZLOS,X,X,O,X,X,X,X,X,X,X
JITZSLO,X,X,O,X,X,X,X,X,X,X
JITZSOL,X,X,X,X,X,X,X,X,X,X
JITZOLS,X,X,X,X,X,X,X,X,X,X
JITZOSL,X,X,X,X,X,X,X,X,X,X
