sequence,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je07IvhFxcBTeBXiBl?lBmrBSwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je07IvhFxcBTeBCiBl?lBesBXrB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Jel7IvhFGdBTeB/mBa?nB0lBRwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Jex7IvhFTeBUhBFiB6?qBXnB2wB,v115@zgB8HeC8GeB8EeF8DeF8DeC8JeX8IvhFTeBFiBxlB0?lBOsBSwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8JeG9IvhFTeBZnBllBc?rB6qB/rB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Jex7IvhFTeBFhBXiB0?lBOsBSwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je07IvhFSiBTeBllB3?mBmmBRwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Jex7IvhFTeBOnBllBc?rBCrBXsB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je/BJvhFGeB1lBiiB0?lBzmBRwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je07IvhFxcBTeBOnBl?lBXrBqrB
SIOLTJZ,X,X,O,X,O,X,X,O,X,X,X
SIOLTZJ,X,X,O,X,O,X,O,O,X,X,X
SIOLJTZ,X,X,O,X,O,X,X,O,X,X,X
SIOLJZT,X,X,O,O,X,X,X,X,X,X,X
SIOLZTJ,X,X,O,O,O,X,O,O,X,X,X
SIOLZJT,X,X,O,O,X,X,X,X,X,X,X
SIOJTLZ,O,X,O,X,O,X,X,O,X,X,O
SIOJTZL,O,X,O,X,O,X,X,O,X,X,X
SIOJLTZ,X,X,O,X,X,X,X,O,X,X,X
SIOJLZT,X,X,O,X,X,X,X,X,X,X,X
SIOJZTL,X,X,O,X,X,X,X,X,X,X,X
SIOJZLT,X,X,O,X,X,X,X,X,X,X,X
SIOZTLJ,X,X,O,X,O,O,O,O,X,X,X
SIOZTJL,X,X,O,X,O,O,O,O,X,X,X
SIOZLTJ,X,X,O,X,X,X,O,O,X,X,X
SIOZLJT,X,X,O,X,X,X,X,X,X,X,X
SIOZJTL,X,X,O,X,X,X,X,X,X,X,X
SIOZJLT,X,X,O,X,X,X,X,X,X,X,X
SLTIJZO,X,X,X,X,X,X,X,X,X,O,X
SLTIJOZ,X,X,X,X,O,X,X,X,X,O,X
SLTIZJO,X,X,X,X,X,X,X,X,X,O,X
SLTIZOJ,O,O,X,X,O,X,X,X,X,X,X
SLTIOJZ,X,X,X,X,O,X,X,X,X,O,X
SLTIOZJ,O,O,X,X,O,X,O,X,X,X,X
SLTJIZO,O,X,X,X,X,X,X,X,X,O,O
SLTJIOZ,O,X,X,X,X,X,X,X,X,O,O
SLTJZIO,O,X,X,X,X,X,X,X,X,O,O
SLTJZOI,O,X,X,X,X,X,X,X,X,O,O
SLTJOIZ,O,X,X,X,O,X,X,X,X,O,O
SLTJOZI,O,X,X,X,X,X,O,X,X,O,O
SLTZIJO,X,X,X,X,X,X,O,X,X,X,X
SLTZIOJ,O,O,X,O,X,X,O,X,X,X,X
SLTZJIO,O,X,X,X,X,X,O,X,X,O,X
SLTZJOI,O,X,X,X,X,X,O,X,X,O,X
SLTZOIJ,O,O,X,O,O,X,O,O,X,X,X
SLTZOJI,O,O,X,O,X,X,O,X,X,X,X
SLTOIJZ,X,X,X,X,O,X,X,X,X,X,X
SLTOIZJ,O,O,X,X,O,X,O,X,X,X,X
SLTOJIZ,O,X,X,X,O,X,X,X,X,O,O
SLTOJZI,O,X,X,X,X,X,O,X,X,O,O
SLTOZIJ,O,O,X,O,O,X,O,O,X,X,X
SLTOZJI,O,O,X,O,X,X,O,X,X,X,X
SLITJZO,X,X,X,X,X,X,X,O,X,O,X
SLITJOZ,X,X,X,X,O,X,X,O,X,O,X
SLITZJO,X,X,X,X,X,X,X,O,X,O,X
SLITZOJ,X,X,X,X,O,X,X,O,X,X,X
SLITOJZ,X,X,X,X,O,X,X,O,X,O,X
SLITOZJ,X,X,X,X,O,X,O,O,X,X,X
SLIJTZO,X,X,X,X,X,X,X,O,X,O,X
SLIJTOZ,X,X,X,X,O,X,X,O,X,O,X
SLIJZTO,X,X,X,O,X,X,X,X,X,X,X
SLIJZOT,X,X,X,O,X,X,X,X,X,X,X
SLIJOTZ,X,X,X,X,O,X,X,O,X,X,X
SLIJOZT,X,X,X,O,X,X,X,X,X,X,X
SLIZTJO,X,X,X,X,X,X,O,O,X,X,X
SLIZTOJ,X,X,X,O,O,X,O,O,X,X,X
SLIZJTO,X,X,X,O,X,X,X,X,X,X,X
SLIZJOT,X,X,X,O,X,X,X,X,X,X,X
SLIZOTJ,X,O,X,O,O,X,O,O,X,X,X
SLIZOJT,X,O,X,O,X,X,X,X,X,X,X
SLIOTJZ,X,X,X,X,O,X,X,O,X,X,X
SLIOTZJ,X,X,X,X,O,X,O,O,X,X,X
SLIOJTZ,X,X,X,X,O,X,X,O,X,X,X
SLIOJZT,X,X,X,O,X,X,X,X,X,X,X
SLIOZTJ,X,O,X,O,O,X,O,O,X,X,X
SLIOZJT,X,O,X,O,X,X,X,X,X,X,X
SLJTIZO,O,O,X,X,X,X,X,X,X,O,O
SLJTIOZ,O,O,X,X,X,X,X,X,X,O,O
SLJTZIO,O,O,X,O,X,X,X,X,X,O,O
SLJTZOI,O,O,X,O,X,X,X,X,X,O,O
SLJTOIZ,O,O,X,X,X,X,X,X,X,O,O
SLJTOZI,O,O,X,O,X,X,O,X,X,O,O
SLJITZO,X,O,X,X,X,X,X,X,X,O,X
SLJITOZ,X,O,X,X,X,X,X,X,X,O,X
SLJIZTO,X,O,X,O,X,X,X,X,X,X,X
SLJIZOT,X,O,X,O,X,X,X,X,X,X,X
SLJIOTZ,X,O,X,X,X,X,X,X,X,X,X
SLJIOZT,X,O,X,O,X,X,X,X,X,X,X
SLJZTIO,X,O,X,O,X,X,O,X,X,X,X
SLJZTOI,X,O,X,O,X,X,O,X,X,X,X
SLJZITO,X,O,X,O,X,X,X,X,X,X,X
SLJZIOT,X,O,X,O,X,X,X,X,X,X,X
SLJZOTI,X,O,X,O,X,X,O,X,X,X,X
SLJZOIT,X,O,X,O,X,X,X,X,X,X,X
SLJOTIZ,O,O,X,X,X,X,X,X,X,X,O
SLJOTZI,O,O,X,O,X,X,O,X,X,X,O
SLJOITZ,X,O,X,X,X,X,X,X,X,X,X
SLJOIZT,X,O,X,O,X,X,X,X,X,X,X
SLJOZTI,X,O,X,O,X,X,O,X,X,X,X
SLJOZIT,X,O,X,O,X,X,X,X,X,X,X
SLZTIJO,X,X,X,X,X,X,O,X,X,X,X
SLZTIOJ,X,X,X,O,X,X,O,X,X,X,X
SLZTJIO,X,X,X,X,X,X,O,X,X,X,X
SLZTJOI,X,X,X,X,X,X,O,X,X,X,X
SLZTOIJ,X,X,X,O,X,X,O,X,X,X,X
SLZTOJI,X,X,X,O,X,X,O,X,X,X,X
SLZITJO,X,X,X,X,X,X,O,X,X,X,X
SLZITOJ,X,X,X,O,X,X,O,X,X,X,X
SLZIJTO,X,X,X,O,X,X,X,X,X,X,X
SLZIJOT,X,X,X,O,X,X,X,X,X,X,X
SLZIOTJ,X,O,X,O,X,X,O,X,X,X,X
SLZIOJT,X,O,X,O,X,X,X,X,X,X,X
SLZJTIO,X,X,X,O,X,X,O,X,X,X,X
SLZJTOI,X,X,X,O,X,X,O,X,X,X,X
SLZJITO,X,X,X,O,X,X,X,X,X,X,X
SLZJIOT,X,X,X,O,X,X,X,X,X,X,X
SLZJOTI,X,X,X,O,X,X,O,X,X,X,X
SLZJOIT,X,X,X,O,X,X,X,X,X,X,X
SLZOTIJ,X,X,X,O,X,X,O,O,X,X,X
SLZOTJI,X,X,X,O,X,X,O,X,X,X,X
SLZOITJ,X,O,X,O,X,X,O,O,X,X,X
SLZOIJT,X,O,X,O,X,X,X,X,X,X,X
SLZOJTI,X,X,X,O,X,X,O,X,X,X,X
SLZOJIT,X,O,X,O,X,X,X,X,X,X,X
SLOTIJZ,X,X,X,X,O,X,X,X,X,X,X
SLOTIZJ,O,O,X,X,O,X,O,X,X,X,X
SLOTJIZ,O,X,X,X,O,X,X,X,X,X,O
SLOTJZI,O,X,X,X,X,X,O,X,X,X,O
SLOTZIJ,O,O,X,O,O,X,O,O,X,X,X
SLOTZJI,O,O,X,O,X,X,O,X,X,X,X
SLOITJZ,X,X,X,X,O,X,X,O,X,X,X
SLOITZJ,X,X,X,X,O,X,O,O,X,X,X
SLOIJTZ,X,X,X,X,O,X,X,O,X,X,X
SLOIJZT,X,X,X,O,X,X,X,X,X,X,X
SLOIZTJ,X,O,X,O,O,X,O,O,X,X,X
SLOIZJT,X,O,X,O,X,X,X,X,X,X,X
SLOJTIZ,O,O,X,X,X,X,X,X,X,X,O
SLOJTZI,O,O,X,O,X,X,O,X,X,X,O
SLOJITZ,X,O,X,X,X,X,X,X,X,X,X
SLOJIZT,X,O,X,O,X,X,X,X,X,X,X
SLOJZTI,X,O,X,O,X,X,O,X,X,X,X
SLOJZIT,X,O,X,O,X,X,X,X,X,X,X
SLOZTIJ,X,X,X,O,X,X,O,O,X,X,X
SLOZTJI,X,X,X,O,X,X,O,X,X,X,X
SLOZITJ,X,O,X,O,X,X,O,O,X,X,X
SLOZIJT,X,O,X,O,X,X,X,X,X,X,X
SLOZJTI,X,X,X,O,X,X,O,X,X,X,X
SLOZJIT,X,O,X,O,X,X,X,X,X,X,X
SJTILZO,O,O,X,X,X,X,X,X,X,O,O
SJTILOZ,O,O,X,X,X,X,X,X,X,O,O
SJTIZLO,O,O,X,X,X,X,X,X,X,O,X
SJTIZOL,O,O,X,X,X,X,X,X,X,X,X
SJTIOLZ,O,O,X,X,X,X,X,X,X,O,O
SJTIOZL,O,O,X,X,X,X,X,X,X,X,X
SJTLIZO,O,O,X,X,X,X,X,X,X,O,O
SJTLIOZ,O,O,X,X,X,X,X,X,X,O,O
SJTLZIO,O,O,X,X,X,X,X,X,X,O,O
SJTLZOI,O,O,X,X,X,X,X,X,X,O,O
SJTLOIZ,O,O,X,X,X,X,X,X,X,O,O
SJTLOZI,O,O,X,X,X,X,X,X,X,O,O
SJTZILO,O,O,X,X,X,X,X,X,X,O,X
SJTZIOL,O,O,X,X,X,X,X,X,X,X,X
SJTZLIO,O,O,X,X,X,X,X,X,X,O,O
SJTZLOI,O,O,X,X,X,X,X,X,X,O,O
SJTZOIL,O,O,X,X,X,X,X,X,X,X,X
SJTZOLI,O,O,X,O,X,X,X,X,X,X,O
SJTOILZ,O,O,O,X,X,X,X,X,X,O,O
SJTOIZL,O,O,O,X,X,X,X,X,X,X,X
SJTOLIZ,O,O,X,X,X,X,X,X,X,O,O
SJTOLZI,O,O,X,X,X,X,O,X,X,O,O
SJTOZIL,O,O,O,X,X,X,O,X,X,X,X
SJTOZLI,O,O,O,O,X,X,O,X,X,X,O
SJITLZO,O,O,X,X,X,X,X,X,X,O,O
SJITLOZ,O,O,O,X,X,X,X,X,X,O,O
SJITZLO,O,O,X,X,X,X,X,X,X,O,X
SJITZOL,O,O,O,X,X,X,X,X,X,X,X
SJITOLZ,O,O,O,X,X,X,X,X,X,O,O
SJITOZL,O,O,O,X,X,X,X,X,X,X,X
SJILTZO,X,O,O,X,X,X,X,X,X,O,X
SJILTOZ,X,O,O,X,X,X,X,X,X,O,X
SJILZTO,X,O,O,X,X,X,X,X,X,X,X
SJILZOT,X,O,O,X,X,X,X,X,X,X,X
SJILOTZ,X,O,O,X,X,X,X,X,X,X,X
SJILOZT,X,O,O,X,X,X,X,X,X,X,X
SJIZTLO,X,O,O,X,X,X,X,X,X,X,X
SJIZTOL,X,O,O,X,X,X,X,X,X,X,X
SJIZLTO,X,O,O,X,X,X,X,X,X,X,X
SJIZLOT,X,O,O,X,X,X,X,X,X,X,X
SJIZOTL,X,O,O,X,X,X,X,X,X,X,X
SJIZOLT,X,O,O,X,X,X,X,X,X,X,X
SJIOTLZ,O,O,O,X,X,X,X,X,X,X,O
SJIOTZL,O,O,O,X,X,X,X,X,X,X,X
SJIOLTZ,X,O,O,X,X,X,X,X,X,X,X
SJIOLZT,X,O,O,X,X,X,X,X,X,X,X
SJIOZTL,X,O,O,X,X,X,X,X,X,X,X
SJIOZLT,X,O,O,X,X,X,X,X,X,X,X
SJLTIZO,O,O,X,X,X,X,X,X,X,O,O
SJLTIOZ,O,O,X,X,X,X,X,X,X,O,O
SJLTZIO,O,O,X,X,X,X,X,X,X,O,O
SJLTZOI,O,O,X,X,X,X,X,X,X,O,O
SJLTOIZ,O,O,X,X,X,X,X,X,X,O,O
SJLTOZI,O,O,X,X,X,X,O,X,X,O,O
SJLITZO,X,O,X,X,X,X,X,X,X,O,X
SJLITOZ,X,O,X,X,X,X,X,X,X,O,X
SJLIZTO,X,O,X,X,X,X,X,X,X,X,X
SJLIZOT,X,O,X,X,X,X,X,X,X,X,X
SJLIOTZ,X,O,X,X,X,X,X,X,X,X,X
SJLIOZT,X,O,X,X,X,X,X,X,X,X,X
SJLZTIO,X,O,X,X,X,X,O,X,X,X,X
SJLZTOI,X,O,X,X,X,X,O,X,X,X,X
SJLZITO,X,O,X,X,X,X,X,X,X,X,X
SJLZIOT,X,O,X,X,X,X,X,X,X,X,X
SJLZOTI,X,O,X,X,X,X,O,X,X,X,X
SJLZOIT,X,O,X,X,X,X,X,X,X,X,X
SJLOTIZ,O,O,X,X,X,X,X,X,X,X,O
SJLOTZI,O,O,X,X,X,X,O,X,X,X,O
SJLOITZ,X,O,X,X,X,X,X,X,X,X,X
SJLOIZT,X,O,X,X,X,X,X,X,X,X,X
SJLOZTI,X,O,X,X,X,X,O,X,X,X,X
SJLOZIT,X,O,X,X,X,X,X,X,X,X,X
SJZTILO,O,O,X,X,X,X,X,X,X,X,X
SJZTIOL,O,O,O,X,X,X,O,X,X,X,X
SJZTLIO,O,O,X,X,X,X,X,X,O,X,O
SJZTLOI,O,O,O,X,X,X,X,X,O,X,O
SJZTOIL,O,O,O,X,X,X,O,X,X,X,X
SJZTOLI,O,O,O,O,X,X,O,X,O,X,O
SJZITLO,X,O,O,X,X,X,X,X,X,X,X
SJZITOL,X,O,O,X,X,X,X,X,X,X,X
SJZILTO,X,O,O,X,X,X,X,X,X,X,X
SJZILOT,X,O,O,X,X,X,X,X,X,X,X
SJZIOTL,X,O,O,X,X,X,X,X,X,X,X
SJZIOLT,X,O,O,X,X,X,X,X,X,X,X
SJZLTIO,X,O,X,X,X,X,X,X,X,X,X
SJZLTOI,X,O,O,X,X,X,X,X,X,X,X
SJZLITO,X,O,X,X,X,X,X,X,X,X,X
SJZLIOT,X,O,X,X,X,X,X,X,X,X,X
SJZLOTI,X,O,O,X,X,X,X,X,X,X,X
SJZLOIT,X,O,X,X,X,X,X,X,X,X,X
SJZOTIL,O,O,O,X,X,X,O,X,X,X,X
SJZOTLI,O,O,O,O,X,X,O,X,O,X,O
SJZOITL,X,O,O,X,X,X,X,X,X,X,X
SJZOILT,X,O,O,X,X,X,X,X,X,X,X
SJZOLTI,X,O,O,X,X,X,X,X,X,X,X
SJZOLIT,X,O,X,X,X,X,X,X,X,X,X
SJOTILZ,O,O,O,X,X,X,X,X,X,X,O
SJOTIZL,O,O,O,X,X,X,X,X,X,X,X
SJOTLIZ,O,O,X,X,X,X,X,X,X,X,O
SJOTLZI,O,O,X,X,X,X,O,X,X,X,O
SJOTZIL,O,O,O,X,X,X,O,X,X,X,X
SJOTZLI,O,O,O,O,X,X,O,X,X,X,O
SJOITLZ,O,O,O,X,X,X,X,X,X,X,O
SJOITZL,O,O,O,X,X,X,X,X,X,X,X
SJOILTZ,X,O,O,X,X,X,X,X,X,X,X
SJOILZT,X,O,O,X,X,X,X,X,X,X,X
SJOIZTL,X,O,O,X,X,X,X,X,X,X,X
SJOIZLT,X,O,O,X,X,X,X,X,X,X,X
SJOLTIZ,O,O,X,X,X,X,X,X,X,X,O
SJOLTZI,O,O,X,X,X,X,O,X,X,X,O
SJOLITZ,X,O,X,X,X,X,X,X,X,X,X
SJOLIZT,X,O,X,X,X,X,X,X,X,X,X
SJOLZTI,X,O,X,X,X,X,O,X,X,X,X
SJOLZIT,X,O,X,X,X,X,X,X,X,X,X
SJOZTIL,O,O,O,X,X,X,O,X,X,X,X
SJOZTLI,O,O,O,O,X,X,O,X,O,X,O
SJOZITL,X,O,O,X,X,X,X,X,X,X,X
SJOZILT,X,O,O,X,X,X,X,X,X,X,X
SJOZLTI,X,O,O,X,X,X,X,X,X,X,X
SJOZLIT,X,O,X,X,X,X,X,X,X,X,X
SZTILJO,X,X,O,X,X,O,X,O,X,X,X
SZTILOJ,O,O,O,X,X,O,O,O,X,X,X
SZTIJLO,O,X,O,X,X,O,X,O,X,X,X
SZTIJOL,O,X,O,X,X,O,O,O,X,X,X
SZTIOLJ,O,O,O,X,X,O,O,O,X,X,X
SZTIOJL,O,O,O,X,X,O,O,O,X,X,X
SZTLIJO,X,X,O,X,X,X,X,X,X,X,X
SZTLIOJ,O,O,O,X,X,X,O,X,X,X,X
SZTLJIO,O,X,O,X,X,X,X,X,X,X,X
SZTLJOI,O,X,O,X,X,X,X,X,X,X,X
SZTLOIJ,O,O,O,X,X,X,O,O,X,X,X
SZTLOJI,O,O,O,X,X,X,O,X,X,X,X
SZTJILO,O,O,O,X,X,X,X,X,X,X,X
SZTJIOL,O,O,O,X,X,X,O,X,X,X,X
SZTJLIO,O,O,O,X,X,X,X,X,O,X,O
SZTJLOI,O,O,O,X,X,X,X,X,O,X,O
SZTJOIL,O,O,O,X,X,X,O,X,X,X,X
SZTJOLI,O,O,O,X,X,X,O,X,O,X,O
SZTOILJ,O,O,O,X,X,O,O,O,X,X,X
SZTOIJL,O,O,O,X,X,O,O,O,X,X,X
SZTOLIJ,O,O,O,X,X,X,O,O,X,X,X
SZTOLJI,O,O,O,X,X,X,O,X,X,X,X
SZTOJIL,O,O,O,X,X,X,O,X,X,X,X
SZTOJLI,O,O,O,X,X,X,O,X,O,X,O
SZITLJO,X,X,O,X,X,O,X,O,X,X,X
SZITLOJ,X,X,O,X,X,O,O,O,X,X,X
SZITJLO,X,X,O,X,X,O,X,O,X,X,X
SZITJOL,X,X,O,X,X,O,O,O,X,X,X
SZITOLJ,X,X,O,X,X,O,O,O,X,X,X
SZITOJL,X,X,O,X,X,O,O,O,X,X,X
SZILTJO,X,X,O,X,X,X,X,X,X,X,X
SZILTOJ,X,X,O,X,X,X,O,X,X,X,X
SZILJTO,X,X,O,X,X,X,X,X,X,X,X
SZILJOT,X,X,O,X,X,X,X,X,X,X,X
SZILOTJ,X,O,O,X,X,X,O,O,X,X,X
SZILOJT,X,O,O,X,X,X,X,X,X,X,X
SZIJTLO,X,X,O,X,X,X,X,X,X,X,X
SZIJTOL,X,X,O,X,X,X,X,X,X,X,X
SZIJLTO,X,X,O,X,X,X,X,X,X,X,X
SZIJLOT,X,X,O,X,X,X,X,X,X,X,X
SZIJOTL,X,X,O,X,X,X,X,X,X,X,X
SZIJOLT,X,X,O,X,X,X,X,X,X,X,X
SZIOTLJ,O,O,O,X,X,O,O,O,X,X,X
SZIOTJL,O,O,O,X,X,O,O,O,X,X,X
SZIOLTJ,X,O,O,X,X,X,O,O,X,X,X
SZIOLJT,X,O,O,X,X,X,X,X,X,X,X
SZIOJTL,X,X,O,X,X,X,X,X,X,X,X
SZIOJLT,X,O,O,X,X,X,X,X,X,X,X
SZLTIJO,X,X,O,X,X,X,O,X,X,X,X
SZLTIOJ,X,X,O,X,X,X,O,X,X,X,X
SZLTJIO,X,X,O,X,X,X,O,X,X,X,X
SZLTJOI,X,X,O,X,X,X,O,X,X,X,X
SZLTOIJ,X,X,O,X,X,X,O,X,X,X,X
SZLTOJI,X,X,O,X,X,X,O,X,X,X,X
SZLITJO,X,X,O,X,X,X,O,X,X,X,X
SZLITOJ,X,X,O,X,X,X,O,X,X,X,X
SZLIJTO,X,X,O,X,X,X,X,X,X,X,X
SZLIJOT,X,X,O,X,X,X,X,X,X,X,X
SZLIOTJ,X,O,O,X,X,X,O,X,X,X,X
SZLIOJT,X,O,O,X,X,X,X,X,X,X,X
SZLJTIO,X,X,O,X,X,X,O,X,X,X,X
SZLJTOI,X,X,O,X,X,X,O,X,X,X,X
SZLJITO,X,X,O,X,X,X,X,X,X,X,X
SZLJIOT,X,X,O,X,X,X,X,X,X,X,X
SZLJOTI,X,X,O,X,X,X,O,X,X,X,X
SZLJOIT,X,X,O,X,X,X,X,X,X,X,X
SZLOTIJ,X,X,O,X,X,X,O,O,X,X,X
SZLOTJI,X,X,O,X,X,X,O,X,X,X,X
SZLOITJ,X,O,O,X,X,X,O,O,X,X,X
SZLOIJT,X,O,O,X,X,X,X,X,X,X,X
SZLOJTI,X,X,O,X,X,X,O,X,X,X,X
SZLOJIT,X,O,O,X,X,X,X,X,X,X,X
SZJTILO,O,X,O,X,X,X,X,X,X,X,X
SZJTIOL,O,X,O,X,X,X,O,X,X,X,X
SZJTLIO,O,X,O,X,X,X,X,X,O,X,O
SZJTLOI,O,X,O,X,X,X,X,X,O,X,O
SZJTOIL,O,X,O,X,X,X,O,X,X,X,X
SZJTOLI,O,X,O,X,X,X,O,X,O,X,O
SZJITLO,X,X,O,X,X,X,X,X,X,X,X
SZJITOL,X,X,O,X,X,X,X,X,X,X,X
SZJILTO,X,X,O,X,X,X,X,X,X,X,X
SZJILOT,X,O,O,X,X,X,X,X,X,X,X
SZJIOTL,X,X,O,X,X,X,X,X,X,X,X
SZJIOLT,X,O,O,X,X,X,X,X,X,X,X
SZJLTIO,X,X,O,X,X,X,X,X,X,X,X
SZJLTOI,X,X,O,X,X,X,X,X,X,X,X
SZJLITO,X,X,O,X,X,X,X,X,X,X,X
SZJLIOT,X,O,O,X,X,X,X,X,X,X,X
SZJLOTI,X,X,O,X,X,X,X,X,X,X,X
SZJLOIT,X,O,O,X,X,X,X,X,X,X,X
SZJOTIL,O,X,O,X,X,X,O,X,X,X,X
SZJOTLI,O,X,O,X,X,X,O,X,O,X,O
SZJOITL,X,X,O,X,X,X,X,X,X,X,X
SZJOILT,X,O,O,X,X,X,X,X,X,X,X
SZJOLTI,X,X,O,X,X,X,X,X,X,X,X
SZJOLIT,X,O,O,X,X,X,X,X,X,X,X
SZOTILJ,O,O,O,X,X,O,O,O,X,X,X
SZOTIJL,O,O,O,X,X,O,O,O,X,X,X
SZOTLIJ,O,O,O,X,X,X,O,O,X,X,X
SZOTLJI,O,O,O,X,X,X,O,X,X,X,X
SZOTJIL,O,O,O,X,X,X,O,X,X,X,X
SZOTJLI,O,O,O,X,X,X,O,X,O,X,O
SZOITLJ,O,O,O,X,X,O,O,O,X,X,X
SZOITJL,O,O,O,X,X,O,O,O,X,X,X
SZOILTJ,X,O,O,X,X,X,O,O,X,X,X
SZOILJT,X,O,O,X,X,X,X,X,X,X,X
SZOIJTL,X,X,O,X,X,X,X,X,X,X,X
SZOIJLT,X,O,O,X,X,X,X,X,X,X,X
SZOLTIJ,X,X,O,X,X,X,O,O,X,X,X
SZOLTJI,X,X,O,X,X,X,O,X,X,X,X
SZOLITJ,X,O,O,X,X,X,O,O,X,X,X
SZOLIJT,X,O,O,X,X,X,X,X,X,X,X
SZOLJTI,X,X,O,X,X,X,O,X,X,X,X
SZOLJIT,X,O,O,X,X,X,X,X,X,X,X
SZOJTIL,O,X,O,X,X,X,O,X,X,X,X
SZOJTLI,O,X,O,X,X,X,O,X,O,X,O
SZOJITL,X,X,O,X,X,X,X,X,X,X,X
SZOJILT,X,O,O,X,X,X,X,X,X,X,X
SZOJLTI,X,X,O,X,X,X,X,X,X,X,X
SZOJLIT,X,O,O,X,X,X,X,X,X,X,X
SOTILJZ,X,X,O,X,O,X,X,O,X,X,X
SOTILZJ,O,X,O,X,O,X,O,O,X,X,X
SOTIJLZ,O,X,O,X,O,X,X,O,X,X,O
SOTIJZL,O,X,O,X,O,X,X,O,X,X,X
SOTIZLJ,O,X,O,X,O,X,O,O,X,X,X
SOTIZJL,O,X,O,X,O,X,O,O,X,X,X
SOTLIJZ,X,X,X,X,O,X,X,X,X,X,X
SOTLIZJ,O,O,X,X,O,X,O,X,X,X,X
SOTLJIZ,O,X,X,X,O,X,X,X,X,X,O
SOTLJZI,O,X,X,X,X,X,O,X,X,X,O
SOTLZIJ,O,O,X,O,O,X,O,O,X,X,X
SOTLZJI,O,O,X,O,X,X,O,X,X,X,X
SOTJILZ,O,X,O,X,O,X,X,X,X,X,O
SOTJIZL,O,X,O,X,O,X,X,X,X,X,X
SOTJLIZ,O,O,X,X,O,X,X,X,X,X,O
SOTJLZI,O,O,X,X,X,X,O,X,X,X,O
SOTJZIL,O,O,O,X,X,X,O,X,X,X,X
SOTJZLI,O,O,O,O,X,X,O,X,X,X,O
SOTZILJ,O,O,O,X,O,O,O,O,X,X,X
SOTZIJL,O,O,O,X,O,O,O,O,X,X,X
SOTZLIJ,O,O,O,X,O,X,O,O,X,X,X
SOTZLJI,O,O,O,X,X,X,O,X,X,X,X
SOTZJIL,O,O,O,X,X,X,O,X,X,X,X
SOTZJLI,O,O,O,X,X,X,O,X,O,X,O
SOITLJZ,X,X,O,X,O,X,X,O,X,X,X
SOITLZJ,O,X,O,X,O,X,O,O,X,X,X
SOITJLZ,O,X,O,X,O,X,X,O,X,X,O
SOITJZL,O,X,O,X,O,X,X,O,X,X,X
SOITZLJ,O,X,O,X,O,X,O,O,X,X,X
SOITZJL,O,X,O,X,O,X,O,O,X,X,X
SOILTJZ,X,X,O,X,O,X,X,O,X,X,X
SOILTZJ,X,X,O,X,O,X,O,O,X,X,X
SOILJTZ,X,X,O,X,O,X,X,O,X,X,X
SOILJZT,X,X,O,O,X,X,X,X,X,X,X
SOILZTJ,X,X,O,O,O,X,O,O,X,X,X
SOILZJT,X,X,O,O,X,X,X,X,X,X,X
SOIJTLZ,O,X,O,X,O,X,X,O,X,X,O
SOIJTZL,O,X,O,X,O,X,X,O,X,X,X
SOIJLTZ,X,X,O,X,X,X,X,O,X,X,X
SOIJLZT,X,X,O,X,X,X,X,X,X,X,X
SOIJZTL,X,X,O,X,X,X,X,X,X,X,X
SOIJZLT,X,X,O,X,X,X,X,X,X,X,X
SOIZTLJ,X,X,O,X,O,O,O,O,X,X,X
SOIZTJL,X,X,O,X,O,O,O,O,X,X,X
SOIZLTJ,X,X,O,X,X,X,O,O,X,X,X
SOIZLJT,X,X,O,X,X,X,X,X,X,X,X
SOIZJTL,X,X,O,X,X,X,X,X,X,X,X
SOIZJLT,X,X,O,X,X,X,X,X,X,X,X
SOLTIJZ,X,X,X,X,O,X,X,X,X,X,X
SOLTIZJ,O,O,X,X,O,X,O,X,X,X,X
SOLTJIZ,O,X,X,X,O,X,X,X,X,X,O
SOLTJZI,O,X,X,X,X,X,O,X,X,X,O
SOLTZIJ,O,O,X,O,O,X,O,O,X,X,X
SOLTZJI,O,O,X,O,X,X,O,X,X,X,X
SOLITJZ,X,X,X,X,O,X,X,O,X,X,X
SOLITZJ,X,X,X,X,O,X,O,O,X,X,X
SOLIJTZ,X,X,X,X,O,X,X,O,X,X,X
SOLIJZT,X,X,X,O,X,X,X,X,X,X,X
SOLIZTJ,X,O,X,O,O,X,O,O,X,X,X
SOLIZJT,X,O,X,O,X,X,X,X,X,X,X
SOLJTIZ,O,O,X,X,X,X,X,X,X,X,O
SOLJTZI,O,O,X,O,X,X,O,X,X,X,O
SOLJITZ,X,O,X,X,X,X,X,X,X,X,X
SOLJIZT,X,O,X,O,X,X,X,X,X,X,X
SOLJZTI,X,O,X,O,X,X,O,X,X,X,X
SOLJZIT,X,O,X,O,X,X,X,X,X,X,X
SOLZTIJ,X,X,X,O,X,X,O,O,X,X,X
