sequence,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFxbBXeBupBF?mB0qBiqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFxbBXeBFmBC?qBUqBmqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Jex7IvhFXeBlfBUhBO?qB6pBzqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Jex6IvhFXeB0fBFmBC?qBOrBTqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFxbBXeBVmBu?pBiqB0qB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Je07IvhFXeBlfBxlB6?pBOrBTqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFCcBXeB8kBV?mB2qBRvB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFxbBXeBVmBq?pB2qB0qB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Jei6IvhF1gBXeB5kBT?hB0lB2vB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Jei6IvhFcgBXeB5kBF?mBTqBOrB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFegBXeBUhBS?qBFmBRvB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhF2gBXeBqpBx?lBFmB0qB
LOTSIJZ,O,O,X,X,O,X,X,O,X,X,X,X
LOTSIZJ,X,O,X,X,X,O,O,O,X,O,X,O
LOTSJIZ,O,O,X,X,O,X,X,O,X,X,X,X
LOTSJZI,O,O,X,X,O,X,X,O,X,X,X,X
LOTSZIJ,X,O,X,O,X,O,X,O,X,O,X,O
LOTSZJI,X,O,O,O,X,X,X,O,X,X,X,X
LOTZIJS,X,O,X,O,X,X,X,X,X,O,X,O
LOTZISJ,X,O,X,O,X,X,X,O,X,O,X,O
LOTZJIS,X,O,X,O,X,X,X,O,X,X,X,X
LOTZJSI,X,O,X,O,X,X,X,O,X,X,X,X
LOTZSIJ,X,O,X,O,X,O,X,O,X,O,X,O
LOTZSJI,X,O,O,O,X,X,X,O,X,X,X,X
LOITJSZ,X,O,X,X,X,X,X,O,X,X,O,X
LOITJZS,X,X,X,X,X,X,X,O,X,X,O,X
LOITSJZ,X,O,X,X,X,X,X,O,X,X,O,X
LOITSZJ,X,O,X,X,X,O,O,O,X,O,O,O
LOITZJS,X,O,X,X,X,X,O,X,X,O,O,O
LOITZSJ,X,O,X,X,X,O,O,O,X,O,O,O
LOIJTSZ,X,X,X,X,O,X,X,O,X,X,O,X
LOIJTZS,X,X,X,X,X,X,X,O,X,X,O,X
LOIJSTZ,X,O,X,X,O,X,X,O,X,X,O,X
LOIJSZT,X,X,X,X,O,X,X,O,O,X,O,O
LOIJZTS,X,X,X,X,X,X,X,X,O,X,O,O
LOIJZST,X,X,X,X,O,X,X,O,O,X,O,O
LOISTJZ,O,O,X,X,O,X,X,O,X,X,O,X
LOISTZJ,X,O,X,X,X,O,O,O,X,O,O,O
LOISJTZ,O,O,X,X,O,X,X,O,X,X,O,X
LOISJZT,O,X,X,X,O,X,X,O,O,X,O,O
LOISZTJ,X,O,X,X,X,O,O,O,X,X,O,O
LOISZJT,X,X,O,X,X,X,X,O,X,X,O,O
LOIZTJS,X,X,X,X,X,X,O,X,X,X,O,O
LOIZTSJ,X,X,X,X,X,O,O,X,X,X,O,O
LOIZJTS,X,X,O,X,X,X,X,X,X,X,O,O
LOIZJST,X,X,O,X,X,X,X,X,X,X,O,O
LOIZSTJ,X,O,X,X,X,O,O,O,X,X,O,O
LOIZSJT,X,X,O,X,X,X,X,O,X,X,O,O
LOJTISZ,O,O,X,X,O,X,X,O,X,X,X,X
LOJTIZS,X,X,X,X,O,X,X,O,X,X,X,X
LOJTSIZ,O,O,X,X,O,X,X,O,X,X,X,X
LOJTSZI,O,O,O,X,O,X,X,O,X,X,X,X
LOJTZIS,O,O,O,X,O,X,X,O,X,X,X,X
LOJTZSI,O,O,O,X,O,X,X,O,X,X,X,X
LOJITSZ,X,X,X,X,O,X,X,O,X,X,X,X
LOJITZS,X,X,X,X,O,X,X,O,X,X,X,X
LOJISTZ,O,O,X,X,O,X,X,O,X,X,X,X
LOJISZT,O,X,X,X,O,X,X,O,O,X,X,O
LOJIZTS,X,X,X,X,X,X,X,X,O,X,X,O
LOJIZST,X,X,X,X,O,X,X,O,O,X,X,O
LOJSTIZ,O,O,X,X,O,X,X,O,X,X,X,X
LOJSTZI,O,O,O,X,O,X,X,O,X,X,X,X
LOJSITZ,O,O,X,X,O,X,X,O,X,X,X,X
LOJSIZT,O,X,X,X,O,X,X,O,O,X,X,O
LOJSZTI,O,X,O,X,O,X,X,O,X,X,X,X
LOJSZIT,O,X,O,X,O,X,X,O,O,X,X,O
LOJZTIS,O,X,O,X,O,X,X,O,X,X,X,X
LOJZTSI,O,X,O,X,O,X,X,O,X,X,X,X
LOJZITS,X,X,O,X,X,X,X,X,O,X,X,O
LOJZIST,O,X,O,X,O,X,X,O,O,X,X,O
LOJZSTI,O,X,O,X,O,X,X,O,X,X,X,X
LOJZSIT,O,X,O,X,O,X,X,O,O,X,X,O
LOSTIJZ,O,O,X,X,O,X,X,O,X,X,X,X
LOSTIZJ,X,O,X,X,X,O,O,O,X,O,X,O
LOSTJIZ,O,O,X,X,O,X,X,O,X,X,X,X
LOSTJZI,O,O,X,X,O,X,X,O,X,X,X,X
LOSTZIJ,X,O,X,O,X,O,X,O,X,O,X,O
LOSTZJI,X,O,O,O,X,X,X,O,X,X,X,X
LOSITJZ,O,O,X,X,O,X,X,O,X,X,O,X
LOSITZJ,X,O,X,X,X,O,O,O,X,O,O,O
LOSIJTZ,O,O,X,X,O,X,X,O,X,X,O,X
LOSIJZT,O,X,X,X,O,X,X,O,O,X,O,O
LOSIZTJ,X,O,X,X,X,O,O,O,X,X,O,O
LOSIZJT,X,X,O,X,X,X,X,O,X,X,O,O
LOSJTIZ,O,O,X,X,O,X,X,O,X,X,X,X
LOSJTZI,O,O,O,X,O,X,X,O,X,X,X,X
LOSJITZ,O,O,X,X,O,X,X,O,X,X,X,X
LOSJIZT,O,X,X,X,O,X,X,O,O,X,X,O
LOSJZTI,O,X,O,X,O,X,X,O,X,X,X,X
LOSJZIT,O,X,O,X,O,X,X,O,O,X,X,O
LOSZTIJ,X,O,X,O,X,X,X,O,X,X,X,O
LOSZTJI,X,O,O,O,X,X,X,O,X,X,X,X
LOSZITJ,X,O,X,X,X,X,X,O,X,X,X,O
LOSZIJT,X,X,O,X,X,X,X,O,X,X,X,O
LOSZJTI,X,X,O,X,X,X,X,O,X,X,X,X
LOSZJIT,X,X,O,X,X,X,X,O,X,X,X,O
LOZTIJS,X,O,X,O,X,X,X,X,X,X,X,O
LOZTISJ,X,O,X,O,X,X,X,O,X,X,X,O
LOZTJIS,X,O,X,O,X,X,X,O,X,X,X,X
LOZTJSI,X,O,X,O,X,X,X,O,X,X,X,X
LOZTSIJ,X,O,X,O,X,X,X,O,X,X,X,O
LOZTSJI,X,O,O,O,X,X,X,O,X,X,X,X
LOZITJS,X,X,X,X,X,X,X,X,X,X,X,O
LOZITSJ,X,X,X,X,X,X,X,X,X,X,X,O
LOZIJTS,X,X,O,X,X,X,X,X,X,X,X,O
LOZIJST,X,X,O,X,X,X,X,X,X,X,X,O
LOZISTJ,X,O,X,X,X,X,X,O,X,X,X,O
LOZISJT,X,X,O,X,X,X,X,O,X,X,X,O
LOZJTIS,X,X,O,X,X,X,X,O,X,X,X,X
LOZJTSI,X,X,O,X,X,X,X,O,X,X,X,X
LOZJITS,X,X,O,X,X,X,X,X,X,X,X,O
LOZJIST,X,X,O,X,X,X,X,O,X,X,X,O
LOZJSTI,X,X,O,X,X,X,X,O,X,X,X,X
LOZJSIT,X,X,O,X,X,X,X,O,X,X,X,O
LOZSTIJ,X,O,X,O,X,X,X,O,X,X,X,O
LOZSTJI,X,O,O,O,X,X,X,O,X,X,X,X
LOZSITJ,X,O,X,X,X,X,X,O,X,X,X,O
LOZSIJT,X,X,O,X,X,X,X,O,X,X,X,O
LOZSJTI,X,X,O,X,X,X,X,O,X,X,X,X
LOZSJIT,X,X,O,X,X,X,X,O,X,X,X,O
JTILSZO,X,X,X,X,O,X,O,X,O,X,X,X
JTILSOZ,O,O,X,X,O,X,X,O,X,X,X,X
JTILZSO,X,X,X,X,O,X,O,X,O,X,X,X
JTILZOS,X,X,X,X,O,X,O,X,O,X,X,X
JTILOSZ,O,O,X,X,O,X,X,O,X,X,X,X
JTILOZS,X,X,X,X,O,X,X,X,X,X,X,X
JTISLZO,X,X,X,X,O,X,O,X,O,X,X,X
JTISLOZ,O,O,X,X,O,X,X,O,X,X,X,X
JTISZLO,O,X,O,X,X,O,O,X,O,X,X,X
JTISZOL,O,X,O,X,O,O,O,X,O,X,X,X
JTISOLZ,O,X,X,X,O,X,X,X,X,X,X,X
JTISOZL,O,X,X,X,O,O,O,X,X,X,X,X
JTIZLSO,O,X,O,X,X,X,O,X,O,X,X,X
JTIZLOS,O,X,X,X,X,X,O,X,O,X,X,X
JTIZSLO,O,X,O,X,X,O,O,X,O,X,X,X
JTIZSOL,O,X,O,X,O,O,O,X,O,X,X,X
JTIZOLS,O,X,X,X,X,X,O,X,O,X,X,X
JTIZOSL,O,X,O,X,O,X,O,X,O,X,X,X
JTIOLSZ,O,X,X,X,O,X,X,X,X,X,X,X
JTIOLZS,X,X,X,X,O,X,X,X,X,X,X,X
JTIOSLZ,O,X,X,X,O,X,X,X,X,X,X,X
JTIOSZL,O,X,X,X,O,O,O,X,X,X,X,X
JTIOZLS,O,X,X,X,X,X,O,X,X,X,X,X
JTIOZSL,O,X,X,X,O,O,O,X,X,X,X,X
JTLISZO,X,X,X,X,O,X,O,O,O,X,X,X
JTLISOZ,O,O,X,X,O,X,X,O,X,X,X,X
JTLIZSO,X,X,X,X,O,X,O,O,O,X,X,X
JTLIZOS,X,X,X,X,O,X,O,O,O,X,X,X
JTLIOSZ,O,O,X,X,O,X,X,O,X,X,X,X
JTLIOZS,X,X,X,X,O,X,X,O,X,X,X,X
JTLSIZO,X,X,X,X,O,X,O,O,O,X,X,X
JTLSIOZ,O,O,X,X,O,X,X,O,X,X,X,X
JTLSZIO,O,O,O,O,O,X,X,O,O,X,X,X
JTLSZOI,O,O,O,O,O,X,X,O,X,X,X,X
JTLSOIZ,O,O,X,X,O,X,X,O,X,X,X,X
JTLSOZI,O,O,X,X,O,X,X,O,X,X,X,X
JTLZISO,O,O,O,O,O,X,X,O,O,X,X,X
JTLZIOS,O,O,X,O,O,X,X,O,O,X,X,X
JTLZSIO,O,O,O,O,O,X,X,O,O,X,X,X
JTLZSOI,O,O,O,O,O,X,X,O,X,X,X,X
JTLZOIS,O,O,X,O,O,X,X,O,X,X,X,X
JTLZOSI,O,O,X,O,O,X,X,O,X,X,X,X
JTLOISZ,O,O,X,X,O,X,X,O,X,X,X,X
JTLOIZS,X,X,X,X,O,X,X,O,X,X,X,X
JTLOSIZ,O,O,X,X,O,X,X,O,X,X,X,X
JTLOSZI,O,O,X,X,O,X,X,O,X,X,X,X
JTLOZIS,O,O,X,X,O,X,X,O,X,X,X,X
JTLOZSI,O,O,X,X,O,X,X,O,X,X,X,X
JTSILZO,X,X,X,X,O,X,O,X,O,X,X,X
JTSILOZ,O,O,X,X,O,X,X,O,X,X,X,X
JTSIZLO,O,X,O,X,X,O,O,X,O,X,X,X
JTSIZOL,O,X,O,X,O,O,O,X,O,X,X,X
JTSIOLZ,O,X,X,X,O,X,X,X,X,X,X,X
JTSIOZL,O,X,X,X,O,O,O,X,X,X,X,X
JTSLIZO,X,X,X,X,O,X,O,O,O,X,X,X
JTSLIOZ,O,O,X,X,O,X,X,O,X,X,X,X
JTSLZIO,O,O,O,O,O,X,X,O,O,X,X,X
JTSLZOI,O,O,O,O,O,X,X,O,X,X,X,X
JTSLOIZ,O,O,X,X,O,X,X,O,X,X,X,X
JTSLOZI,O,O,X,X,O,X,X,O,X,X,X,X
JTSZILO,O,X,O,X,X,O,X,X,O,X,X,X
JTSZIOL,O,X,O,X,O,O,X,X,O,X,X,X
JTSZLIO,O,X,O,O,O,X,X,X,O,X,X,X
JTSZLOI,O,X,O,O,O,X,X,X,X,X,X,X
JTSZOIL,O,X,O,X,O,X,X,X,O,X,X,X
JTSZOLI,O,X,O,X,O,X,X,X,X,X,X,X
JTSOILZ,O,X,X,X,O,X,X,X,X,X,X,X
JTSOIZL,O,X,X,X,O,O,O,X,X,O,X,X
JTSOLIZ,O,X,X,X,O,X,X,X,X,X,X,X
JTSOLZI,O,X,X,X,O,X,X,X,X,X,X,X
JTSOZIL,O,X,O,X,O,O,X,X,X,O,X,X
JTSOZLI,O,X,O,X,O,X,X,X,X,X,X,X
JTZILSO,O,X,O,X,X,X,X,X,O,X,X,X
JTZILOS,O,X,X,X,X,X,X,X,O,X,X,X
JTZISLO,O,X,O,X,X,X,X,X,O,X,X,X
JTZISOL,O,X,O,X,O,X,X,X,O,X,X,X
JTZIOLS,O,X,X,X,X,X,X,X,O,X,X,X
JTZIOSL,O,X,O,X,O,X,X,X,O,X,X,X
JTZLISO,O,X,O,O,O,X,X,X,O,X,X,X
JTZLIOS,O,X,X,O,O,X,X,X,O,X,X,X
JTZLSIO,O,X,O,O,O,X,X,X,O,X,X,X
JTZLSOI,O,X,O,O,O,X,X,X,X,X,X,X
JTZLOIS,O,X,X,O,O,X,X,X,X,X,X,X
JTZLOSI,O,X,X,O,O,X,X,X,X,X,X,X
JTZSILO,O,X,O,X,X,O,X,X,O,X,X,X
JTZSIOL,O,X,O,X,O,O,X,X,O,X,X,X
JTZSLIO,O,X,O,O,O,X,X,X,O,X,X,X
JTZSLOI,O,X,O,O,O,X,X,X,X,X,X,X
JTZSOIL,O,X,O,X,O,X,X,X,O,X,X,X
JTZSOLI,O,X,O,X,O,X,X,X,X,X,X,X
JTZOILS,O,X,X,X,X,X,X,X,O,X,X,X
JTZOISL,O,X,O,X,O,X,X,X,O,X,X,X
JTZOLIS,O,X,X,X,O,X,X,X,X,X,X,X
JTZOLSI,O,X,X,X,O,X,X,X,X,X,X,X
JTZOSIL,O,X,O,X,O,X,X,X,O,X,X,X
JTZOSLI,O,X,O,X,O,X,X,X,X,X,X,X
JTOILSZ,O,X,X,X,O,X,X,X,X,X,X,X
JTOILZS,X,X,X,X,O,X,X,X,X,X,X,X
JTOISLZ,O,X,X,X,O,X,X,X,X,X,X,X
JTOISZL,O,X,X,X,O,O,O,X,X,O,X,X
JTOIZLS,O,X,X,X,X,X,O,X,X,O,X,X
JTOIZSL,O,X,X,X,O,O,O,X,X,O,X,X
JTOLISZ,O,X,X,X,O,X,X,X,X,X,X,X
JTOLIZS,X,X,X,X,O,X,X,X,X,X,X,X
JTOLSIZ,O,X,X,X,O,X,X,X,X,X,X,X
JTOLSZI,O,X,X,X,O,X,X,X,X,X,X,X
JTOLZIS,O,X,X,X,O,X,X,X,X,X,X,X
JTOLZSI,O,X,X,X,O,X,X,X,X,X,X,X
JTOSILZ,O,X,X,X,O,X,X,X,X,X,X,X
JTOSIZL,O,X,X,X,O,O,O,X,X,O,X,X
JTOSLIZ,O,X,X,X,O,X,X,X,X,X,X,X
JTOSLZI,O,X,X,X,O,X,X,X,X,X,X,X
JTOSZIL,O,X,O,X,O,O,X,X,X,O,X,X
JTOSZLI,O,X,O,X,O,X,X,X,X,X,X,X
JTOZILS,O,X,X,X,X,X,X,X,X,O,X,X
JTOZISL,O,X,O,X,O,X,X,X,X,O,X,X
JTOZLIS,O,X,X,X,O,X,X,X,X,X,X,X
JTOZLSI,O,X,X,X,O,X,X,X,X,X,X,X
JTOZSIL,O,X,O,X,O,O,X,X,X,O,X,X
JTOZSLI,O,X,O,X,O,X,X,X,X,X,X,X
JITLSZO,X,X,X,X,O,X,O,X,O,X,X,X
JITLSOZ,O,O,X,X,O,X,X,O,X,X,X,O
JITLZSO,X,X,X,X,O,X,O,X,O,X,X,X
JITLZOS,X,X,X,X,O,X,O,X,O,X,X,X
JITLOSZ,O,O,X,X,O,X,X,O,X,X,X,O
JITLOZS,X,X,X,X,O,X,X,X,X,X,X,X
JITSLZO,X,X,X,X,O,X,O,X,O,X,X,X
JITSLOZ,O,O,X,X,O,X,X,O,X,X,X,O
JITSZLO,O,X,O,X,X,O,O,X,O,X,X,X
JITSZOL,O,X,O,X,O,O,O,X,O,X,X,X
JITSOLZ,O,X,X,X,O,X,X,X,X,X,X,X
JITSOZL,O,X,X,X,O,O,O,X,X,X,X,X
JITZLSO,O,X,O,X,X,X,O,X,O,X,X,X
JITZLOS,O,X,X,X,X,X,O,X,O,X,X,X
JITZSLO,O,X,O,X,X,O,O,X,O,X,X,X
JITZSOL,O,X,O,X,O,O,O,X,O,X,X,X
JITZOLS,O,X,X,X,X,X,O,X,O,X,X,X
JITZOSL,O,X,O,X,O,X,O,X,O,X,X,X
JITOLSZ,O,X,X,X,O,X,X,X,X,X,X,X
JITOLZS,X,X,X,X,O,X,X,X,X,X,X,X
JITOSLZ,O,X,X,X,O,X,X,X,X,X,X,X
JITOSZL,O,X,X,X,O,O,O,X,X,X,X,X
JITOZLS,O,X,X,X,X,X,O,X,X,X,X,X
JITOZSL,O,X,X,X,O,O,O,X,X,X,X,X
JILTSZO,X,X,X,X,O,X,O,X,O,X,O,X
JILTSOZ,X,O,X,X,O,X,X,O,X,X,O,O
JILTZSO,X,X,X,X,O,X,O,X,O,X,O,X
JILTZOS,X,X,X,X,O,X,O,X,O,X,O,X
JILTOSZ,X,O,X,X,O,X,X,O,X,X,O,O
JILTOZS,X,X,X,X,O,X,X,X,X,X,O,X
JILSTZO,X,X,X,X,O,X,O,X,O,X,O,X
JILSTOZ,X,O,X,X,O,X,X,O,X,X,O,O
JILSZTO,X,X,X,X,X,X,X,X,O,X,O,O
JILSZOT,X,X,X,X,O,X,X,O,O,X,O,O
JILSOTZ,O,O,X,X,O,X,X,O,X,X,O,O
JILSOZT,O,X,X,X,O,X,X,O,O,X,O,O
JILZTSO,X,X,X,X,X,X,X,X,O,X,O,O
JILZTOS,X,X,X,X,X,X,X,X,O,X,O,O
JILZSTO,X,X,X,X,X,X,X,X,O,X,O,O
JILZSOT,X,X,X,X,O,X,X,O,O,X,O,O
JILZOTS,X,X,X,X,X,X,X,X,O,X,O,O
JILZOST,X,X,X,X,O,X,X,O,O,X,O,O
JILOTSZ,X,X,X,X,O,X,X,O,X,X,O,O
JILOTZS,X,X,X,X,O,X,X,X,X,X,O,X
JILOSTZ,O,O,X,X,O,X,X,O,X,X,O,O
JILOSZT,O,X,X,X,O,X,X,O,O,X,O,O
JILOZTS,X,X,X,X,X,X,X,X,O,X,O,O
JILOZST,X,X,X,X,O,X,X,O,O,X,O,O
JISTLZO,X,X,X,X,O,X,O,X,O,X,X,X
JISTLOZ,O,O,X,X,O,X,X,O,X,X,X,O
JISTZLO,O,X,O,X,X,O,O,X,O,X,X,X
JISTZOL,O,X,O,X,O,O,O,X,O,X,X,X
JISTOLZ,O,X,X,X,O,X,X,X,X,X,X,X
JISTOZL,O,X,X,X,O,O,O,X,X,X,X,X
JISLTZO,X,X,X,X,O,X,O,X,O,X,O,X
JISLTOZ,X,O,X,X,O,X,X,O,X,X,O,O
JISLZTO,X,X,X,X,X,X,X,X,O,X,O,O
JISLZOT,X,X,X,X,O,X,X,O,O,X,O,O
JISLOTZ,O,O,X,X,O,X,X,O,X,X,O,O
JISLOZT,O,X,X,X,O,X,X,O,O,X,O,O
JISZTLO,O,X,O,X,X,O,O,X,O,X,X,X
JISZTOL,O,X,O,X,X,O,O,X,O,X,X,X
JISZLTO,X,X,O,X,X,X,X,X,O,X,O,X
JISZLOT,O,X,X,X,X,X,X,X,O,X,O,O
JISZOTL,O,X,O,X,O,X,O,X,O,X,X,X
JISZOLT,O,X,X,X,O,X,X,X,O,X,X,X
JISOTLZ,O,X,X,X,O,X,X,X,X,X,X,X
JISOTZL,O,X,X,X,O,X,O,X,X,O,X,X
JISOLTZ,O,O,X,X,O,X,X,O,X,X,O,O
JISOLZT,O,X,X,X,O,X,X,O,O,X,O,O
JISOZTL,O,X,X,X,O,X,O,X,O,X,X,X
JISOZLT,O,X,X,X,O,X,X,X,O,X,X,X
JIZTLSO,O,X,O,X,X,X,O,X,O,X,X,X
JIZTLOS,O,X,X,X,X,X,O,X,O,X,X,X
JIZTSLO,O,X,O,X,X,O,O,X,O,X,X,X
JIZTSOL,O,X,O,X,X,O,O,X,O,X,X,X
JIZTOLS,O,X,X,X,X,X,O,X,O,X,X,X
JIZTOSL,O,X,O,X,X,X,O,X,O,X,X,X
JIZLTSO,X,X,O,X,X,X,X,X,O,X,O,X
JIZLTOS,X,X,X,X,X,X,X,X,O,X,O,X
JIZLSTO,X,X,O,X,X,X,X,X,O,X,O,X
JIZLSOT,O,X,X,X,X,X,X,X,O,X,O,O
JIZLOTS,X,X,X,X,X,X,X,X,O,X,O,X
JIZLOST,O,X,X,X,X,X,X,X,O,X,O,O
JIZSTLO,O,X,O,X,X,O,O,X,O,X,X,X
JIZSTOL,O,X,O,X,X,O,O,X,O,X,X,X
JIZSLTO,X,X,O,X,X,X,X,X,O,X,O,X
JIZSLOT,O,X,X,X,X,X,X,X,O,X,O,O
JIZSOTL,O,X,O,X,O,X,O,X,O,X,X,X
JIZSOLT,O,X,X,X,O,X,X,X,O,X,X,X
JIZOTLS,O,X,X,X,X,X,O,X,O,X,X,X
JIZOTSL,O,X,O,X,X,X,O,X,O,X,X,X
JIZOLTS,X,X,X,X,X,X,X,X,O,X,X,X
JIZOLST,O,X,X,X,X,X,X,X,O,X,X,X
JIZOSTL,O,X,O,X,O,X,O,X,O,X,X,X
JIZOSLT,O,X,X,X,O,X,X,X,O,X,X,X
JIOTLSZ,O,X,X,X,O,X,X,X,X,X,X,X
JIOTLZS,X,X,X,X,O,X,X,X,X,X,X,X
JIOTSLZ,O,X,X,X,O,X,X,X,X,X,X,X
JIOTSZL,O,X,X,X,O,X,O,X,X,O,X,X
JIOTZLS,O,X,X,X,X,X,O,X,X,O,X,X
JIOTZSL,O,X,X,X,O,X,O,X,X,O,X,X
JIOLTSZ,X,X,X,X,O,X,X,X,X,X,O,O
JIOLTZS,X,X,X,X,O,X,X,X,X,X,O,X
JIOLSTZ,O,X,X,X,O,X,X,X,X,X,O,O
JIOLSZT,O,X,X,X,O,X,X,X,O,X,O,O
JIOLZTS,X,X,X,X,X,X,X,X,O,X,O,X
JIOLZST,X,X,X,X,O,X,X,X,O,X,O,O
JIOSTLZ,O,X,X,X,O,X,X,X,X,X,X,X
JIOSTZL,O,X,X,X,O,X,O,X,X,O,X,X
JIOSLTZ,O,O,X,X,O,X,X,O,X,X,O,O
JIOSLZT,O,X,X,X,O,X,X,O,O,X,O,O
JIOSZTL,O,X,X,X,O,X,O,X,O,X,X,X
JIOSZLT,O,X,X,X,O,X,X,X,O,X,X,X
JIOZTLS,O,X,X,X,X,X,O,X,O,X,X,X
JIOZTSL,O,X,X,X,X,X,O,X,O,X,X,X
JIOZLTS,X,X,X,X,X,X,X,X,O,X,X,X
JIOZLST,O,X,X,X,X,X,X,X,O,X,X,X
JIOZSTL,O,X,X,X,O,X,O,X,O,X,X,X
JIOZSLT,O,X,X,X,O,X,X,X,O,X,X,X
JLTISZO,X,X,X,X,O,X,O,O,O,X,X,X
JLTISOZ,O,O,X,X,O,X,X,O,X,X,X,X
JLTIZSO,X,X,X,X,O,X,O,O,O,X,X,X
JLTIZOS,X,X,X,X,O,X,O,O,O,X,X,X
JLTIOSZ,O,O,X,X,O,X,X,O,X,X,X,X
JLTIOZS,X,X,X,X,O,X,X,O,X,X,X,X
JLTSIZO,X,X,X,X,O,X,O,O,O,X,X,X
JLTSIOZ,O,O,X,X,O,X,X,O,X,X,X,X
JLTSZIO,O,O,O,O,O,X,X,O,O,X,X,X
JLTSZOI,O,O,O,O,O,X,X,O,X,X,X,X
JLTSOIZ,O,O,X,X,O,X,X,O,X,X,X,X
JLTSOZI,O,O,X,X,O,X,X,O,X,X,X,X
JLTZISO,O,O,O,O,O,X,X,O,O,X,X,X
JLTZIOS,O,O,X,O,O,X,X,O,O,X,X,X
JLTZSIO,O,O,O,O,O,X,X,O,O,X,X,X
JLTZSOI,O,O,O,O,O,X,X,O,X,X,X,X
JLTZOIS,O,O,X,O,O,X,X,O,X,X,X,X
JLTZOSI,O,O,X,O,O,X,X,O,X,X,X,X
JLTOISZ,O,O,X,X,O,X,X,O,X,X,X,X
JLTOIZS,X,X,X,X,O,X,X,O,X,X,X,X
JLTOSIZ,O,O,X,X,O,X,X,O,X,X,X,X
JLTOSZI,O,O,X,X,O,X,X,O,X,X,X,X
JLTOZIS,O,O,X,X,O,X,X,O,X,X,X,X
JLTOZSI,O,O,X,X,O,X,X,O,X,X,X,X
JLITSZO,X,X,X,X,O,X,O,O,O,X,X,X
JLITSOZ,X,O,X,X,O,X,X,O,X,X,X,X
JLITZSO,X,X,X,X,O,X,O,O,O,X,X,X
JLITZOS,X,X,X,X,O,X,O,O,O,X,X,X
JLITOSZ,X,O,X,X,O,X,X,O,X,X,X,X
JLITOZS,X,X,X,X,O,X,X,O,X,X,X,X
JLISTZO,X,X,X,X,O,X,O,O,O,X,X,X
JLISTOZ,X,O,X,X,O,X,X,O,X,X,X,X
JLISZTO,X,X,X,X,X,X,X,X,O,X,X,O
JLISZOT,X,X,X,X,O,X,X,O,O,X,X,O
JLISOTZ,O,O,X,X,O,X,X,O,X,X,X,X
JLISOZT,O,X,X,X,O,X,X,O,O,X,X,O
JLIZTSO,X,X,X,X,X,X,X,X,O,X,X,O
JLIZTOS,X,X,X,X,X,X,X,X,O,X,X,O
JLIZSTO,X,X,X,X,X,X,X,X,O,X,X,O
JLIZSOT,X,X,X,X,O,X,X,O,O,X,X,O
JLIZOTS,X,X,X,X,X,X,X,X,O,X,X,O
JLIZOST,X,X,X,X,O,X,X,O,O,X,X,O
JLIOTSZ,X,X,X,X,O,X,X,O,X,X,X,X
JLIOTZS,X,X,X,X,O,X,X,O,X,X,X,X
JLIOSTZ,O,O,X,X,O,X,X,O,X,X,X,X
JLIOSZT,O,X,X,X,O,X,X,O,O,X,X,O
JLIOZTS,X,X,X,X,X,X,X,X,O,X,X,O
JLIOZST,X,X,X,X,O,X,X,O,O,X,X,O
JLSTIZO,X,X,X,X,O,X,O,O,O,X,X,X
JLSTIOZ,O,O,X,X,O,X,X,O,X,X,X,X
JLSTZIO,O,O,O,O,O,X,X,O,O,X,X,X
JLSTZOI,O,O,O,O,O,X,X,O,X,X,X,X
JLSTOIZ,O,O,X,X,O,X,X,O,X,X,X,X
JLSTOZI,O,O,X,X,O,X,X,O,X,X,X,X
JLSITZO,X,X,X,X,O,X,O,O,O,X,X,X
JLSITOZ,X,O,X,X,O,X,X,O,X,X,X,X
JLSIZTO,X,X,X,X,X,X,X,X,O,X,X,O
JLSIZOT,X,X,X,X,O,X,X,O,O,X,X,O
JLSIOTZ,O,O,X,X,O,X,X,O,X,X,X,X
JLSIOZT,O,X,X,X,O,X,X,O,O,X,X,O
JLSZTIO,O,X,O,O,O,X,X,O,O,X,X,X
JLSZTOI,O,X,O,O,O,X,X,O,X,X,X,X
JLSZITO,X,X,O,X,X,X,X,X,O,X,X,O
JLSZIOT,O,X,X,X,O,X,X,O,O,X,X,O
JLSZOTI,O,X,X,X,O,X,X,O,X,X,X,X
JLSZOIT,O,X,X,X,O,X,X,O,O,X,X,O
JLSOTIZ,O,O,X,X,O,X,X,O,X,X,X,X
JLSOTZI,O,O,X,X,O,X,X,O,X,X,X,X
JLSOITZ,O,O,X,X,O,X,X,O,X,X,X,X
JLSOIZT,O,X,X,X,O,X,X,O,O,X,X,O
