sequence,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFqfBTbB?GeBfnBliB8sB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFCbBuiB?cjBXgBzhBlsB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFufBcgB?CeBzhBXjBlsB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFqfBTbB?3dBcjBWnBlsB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFGbBcjB?zfBCiB3iBlsB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8Jex6IvhFSiBTeB?OkBXgBFnB8sB
ZJSOITL,X,X,O,X,X,O
ZJSOILT,O,O,O,O,X,X
ZJSOLTI,O,X,O,O,X,X
ZJSOLIT,O,O,O,O,X,X
ZJOTILS,X,X,O,X,O,O
ZJOTISL,X,X,O,X,X,O
ZJOTLIS,O,X,O,O,O,O
ZJOTLSI,X,X,O,O,X,O
ZJOTSIL,X,X,O,X,X,O
ZJOTSLI,X,X,O,O,X,O
ZJOITLS,X,X,O,X,O,O
ZJOITSL,X,X,O,X,X,O
ZJOILTS,O,X,O,O,O,X
ZJOILST,O,X,O,O,O,X
ZJOISTL,X,X,O,X,X,X
ZJOISLT,X,O,O,O,O,X
ZJOLTIS,O,X,O,O,O,X
ZJOLTSI,X,X,O,O,X,X
ZJOLITS,O,X,O,O,O,X
ZJOLIST,O,X,O,O,O,X
ZJOLSTI,O,X,O,O,X,X
ZJOLSIT,O,X,O,O,O,X
ZJOSTIL,O,X,O,X,X,O
ZJOSTLI,O,X,O,O,X,O
ZJOSITL,X,X,O,X,X,O
ZJOSILT,O,O,O,O,O,X
ZJOSLTI,O,X,O,O,X,X
ZJOSLIT,O,O,O,O,O,X
ZSTILJO,O,O,O,X,X,O
ZSTILOJ,O,O,O,O,X,O
ZSTIJLO,O,O,O,X,X,O
ZSTIJOL,O,O,O,X,X,O
ZSTIOLJ,O,O,O,X,X,O
ZSTIOJL,O,O,O,X,X,O
ZSTLIJO,O,O,O,X,X,O
ZSTLIOJ,O,O,O,O,X,O
ZSTLJIO,O,O,O,X,X,O
ZSTLJOI,O,O,O,X,X,O
ZSTLOIJ,O,O,O,O,X,O
ZSTLOJI,O,O,O,X,X,O
ZSTJILO,O,O,O,X,X,O
ZSTJIOL,O,O,O,X,X,O
ZSTJLIO,O,O,O,X,X,O
ZSTJLOI,O,O,O,X,X,O
ZSTJOIL,O,O,O,X,X,O
ZSTJOLI,O,O,O,X,X,O
ZSTOILJ,O,O,O,X,X,O
ZSTOIJL,O,O,O,X,X,O
ZSTOLIJ,O,O,O,O,X,O
ZSTOLJI,O,O,O,X,X,O
ZSTOJIL,O,O,O,X,X,O
ZSTOJLI,O,O,O,X,X,O
ZSITLJO,O,O,O,X,X,O
ZSITLOJ,O,O,O,O,X,O
ZSITJLO,O,O,O,X,X,O
ZSITJOL,O,O,O,X,X,O
ZSITOLJ,O,O,O,X,X,O
ZSITOJL,O,O,O,X,X,O
ZSILTJO,O,O,O,X,X,O
ZSILTOJ,O,O,X,O,X,O
ZSILJTO,O,O,O,O,X,X
ZSILJOT,O,O,O,O,X,X
ZSILOTJ,O,O,X,O,X,X
ZSILOJT,O,O,O,O,O,X
ZSIJTLO,O,O,O,O,X,O
ZSIJTOL,O,X,O,X,X,O
ZSIJLTO,O,O,O,O,X,O
ZSIJLOT,O,O,O,O,X,X
ZSIJOTL,X,X,O,X,X,O
ZSIJOLT,O,O,O,O,X,X
ZSIOTLJ,O,O,O,X,X,O
ZSIOTJL,O,O,O,X,X,O
ZSIOLTJ,O,O,O,O,X,X
ZSIOLJT,O,O,O,O,O,X
ZSIOJTL,X,O,O,X,X,X
ZSIOJLT,O,O,O,X,O,X
ZSLTIJO,O,O,O,X,X,O
ZSLTIOJ,O,O,X,O,X,O
ZSLTJIO,O,O,O,X,X,O
ZSLTJOI,O,O,X,X,X,O
ZSLTOIJ,O,O,X,O,X,O
ZSLTOJI,O,O,X,X,X,O
ZSLITJO,O,O,O,X,X,O
ZSLITOJ,O,O,X,O,X,O
ZSLIJTO,O,O,O,O,X,X
ZSLIJOT,O,O,O,O,X,X
ZSLIOTJ,O,O,X,O,X,X
ZSLIOJT,O,O,O,O,O,X
ZSLJTIO,O,O,O,O,X,O
ZSLJTOI,O,X,X,O,X,O
ZSLJITO,O,O,O,O,X,O
ZSLJIOT,O,O,O,O,X,X
ZSLJOTI,O,X,X,O,X,X
ZSLJOIT,O,O,O,O,X,X
ZSLOTIJ,O,O,X,O,X,X
ZSLOTJI,O,O,X,X,X,X
ZSLOITJ,O,O,X,O,X,X
ZSLOIJT,O,O,O,O,O,X
ZSLOJTI,O,O,X,O,X,X
ZSLOJIT,O,O,O,O,O,X
ZSJTILO,O,O,O,O,X,O
ZSJTIOL,O,X,O,X,X,O
ZSJTLIO,O,O,O,O,X,O
ZSJTLOI,O,X,O,O,X,O
ZSJTOIL,O,X,O,X,X,O
ZSJTOLI,O,X,O,O,X,O
ZSJITLO,O,O,O,O,X,O
ZSJITOL,O,X,O,X,X,O
ZSJILTO,O,O,O,O,X,O
ZSJILOT,O,O,O,O,X,X
ZSJIOTL,X,X,O,X,X,O
ZSJIOLT,O,O,O,O,X,X
ZSJLTIO,O,O,O,O,X,O
ZSJLTOI,O,X,X,O,X,O
ZSJLITO,O,O,O,O,X,O
ZSJLIOT,O,O,O,O,X,X
ZSJLOTI,O,X,X,O,X,X
ZSJLOIT,O,O,O,O,X,X
ZSJOTIL,O,X,O,X,X,O
ZSJOTLI,O,X,O,O,X,O
ZSJOITL,X,X,O,X,X,O
ZSJOILT,O,O,O,O,X,X
ZSJOLTI,O,X,O,O,X,X
ZSJOLIT,O,O,O,O,X,X
ZSOTILJ,O,O,O,X,X,O
ZSOTIJL,O,O,O,X,X,O
ZSOTLIJ,O,O,O,O,X,O
ZSOTLJI,O,O,O,X,X,O
ZSOTJIL,O,O,O,X,X,O
ZSOTJLI,O,O,O,X,X,O
ZSOITLJ,O,O,O,X,X,O
ZSOITJL,O,O,O,X,X,O
ZSOILTJ,O,O,O,O,X,X
ZSOILJT,O,O,O,O,O,X
ZSOIJTL,X,O,O,X,X,X
ZSOIJLT,O,O,O,X,O,X
ZSOLTIJ,O,O,O,O,X,X
ZSOLTJI,O,O,O,X,X,X
ZSOLITJ,O,O,O,O,X,X
ZSOLIJT,O,O,O,O,O,X
ZSOLJTI,O,O,O,O,X,X
ZSOLJIT,O,O,O,O,O,X
ZSOJTIL,O,O,O,X,X,O
ZSOJTLI,O,O,O,O,X,O
ZSOJITL,X,O,O,X,X,O
ZSOJILT,O,O,O,O,O,X
ZSOJLTI,O,O,O,O,X,X
ZSOJLIT,O,O,O,O,O,X
ZOTILJS,X,O,O,O,O,O
ZOTILSJ,X,O,O,O,O,O
ZOTIJLS,X,O,O,O,O,O
ZOTIJSL,X,O,O,O,O,O
ZOTISLJ,X,O,O,O,O,O
ZOTISJL,X,O,O,X,O,O
ZOTLIJS,O,O,O,O,O,O
ZOTLISJ,O,O,O,O,O,O
ZOTLJIS,O,O,O,O,O,O
ZOTLJSI,X,O,O,O,O,O
ZOTLSIJ,O,O,O,O,O,O
ZOTLSJI,O,O,O,O,O,O
ZOTJILS,X,O,O,O,O,O
ZOTJISL,X,O,O,O,O,O
ZOTJLIS,O,O,O,O,O,O
ZOTJLSI,X,O,O,O,O,O
ZOTJSIL,X,O,O,O,O,O
ZOTJSLI,X,O,O,O,O,O
ZOTSILJ,O,O,O,O,O,O
ZOTSIJL,O,O,O,X,O,O
ZOTSLIJ,O,O,O,O,O,O
ZOTSLJI,O,O,O,O,O,O
ZOTSJIL,O,O,O,O,O,O
ZOTSJLI,O,O,O,O,O,O
ZOITLJS,X,O,O,X,O,X
ZOITLSJ,X,O,O,X,O,X
ZOITJLS,X,O,O,X,O,X
ZOITJSL,X,O,O,X,O,X
ZOITSLJ,X,O,O,X,O,X
ZOITSJL,X,O,O,X,O,X
ZOILTJS,O,X,O,O,O,X
ZOILTSJ,O,X,O,O,X,X
ZOILJTS,O,X,O,O,O,X
ZOILJST,O,O,O,O,O,X
ZOILSTJ,O,O,O,O,X,X
ZOILSJT,O,O,O,O,O,X
ZOIJTLS,X,X,O,X,O,X
ZOIJTSL,X,O,O,X,O,X
ZOIJLTS,O,X,O,O,O,X
ZOIJLST,O,O,O,O,O,X
ZOIJSTL,X,O,O,X,X,X
ZOIJSLT,X,O,O,O,O,X
ZOISTLJ,O,O,O,X,X,X
ZOISTJL,O,O,O,X,X,X
ZOISLTJ,O,O,O,O,X,X
ZOISLJT,O,O,O,O,O,X
ZOISJTL,X,O,O,X,X,X
ZOISJLT,O,O,O,X,O,X
ZOLTIJS,O,X,O,O,O,X
ZOLTISJ,O,X,O,O,X,X
ZOLTJIS,O,X,O,O,O,X
ZOLTJSI,X,X,O,O,X,X
ZOLTSIJ,O,X,O,O,X,X
ZOLTSJI,O,X,O,O,X,X
ZOLITJS,O,X,O,O,O,X
ZOLITSJ,O,X,O,O,X,X
ZOLIJTS,O,X,O,O,O,X
ZOLIJST,O,O,O,O,O,X
ZOLISTJ,O,O,O,O,X,X
ZOLISJT,O,O,O,O,O,X
ZOLJTIS,O,X,O,O,O,X
ZOLJTSI,X,X,O,O,X,X
ZOLJITS,O,X,O,O,O,X
ZOLJIST,O,O,O,O,O,X
ZOLJSTI,O,O,O,O,X,X
ZOLJSIT,O,O,O,O,O,X
ZOLSTIJ,O,O,O,O,X,X
ZOLSTJI,O,O,O,X,X,X
ZOLSITJ,O,O,O,O,X,X
ZOLSIJT,O,O,O,O,O,X
ZOLSJTI,O,O,O,O,X,X
ZOLSJIT,O,O,O,O,O,X
ZOJTILS,X,X,O,X,O,O
ZOJTISL,X,O,O,X,O,O
ZOJTLIS,O,X,O,O,O,O
ZOJTLSI,X,X,O,O,O,O
ZOJTSIL,X,O,O,X,O,O
ZOJTSLI,X,O,O,O,O,O
ZOJITLS,X,X,O,X,O,O
ZOJITSL,X,O,O,X,O,O
ZOJILTS,O,X,O,O,O,X
ZOJILST,O,O,O,O,O,X
ZOJISTL,X,O,O,X,X,X
ZOJISLT,X,O,O,O,O,X
ZOJLTIS,O,X,O,O,O,X
ZOJLTSI,X,X,O,O,X,X
ZOJLITS,O,X,O,O,O,X
ZOJLIST,O,O,O,O,O,X
ZOJLSTI,O,O,O,O,X,X
ZOJLSIT,O,O,O,O,O,X
ZOJSTIL,O,O,O,X,X,O
ZOJSTLI,O,O,O,O,X,O
ZOJSITL,X,O,O,X,X,O
ZOJSILT,O,O,O,O,O,X
ZOJSLTI,O,O,O,O,X,X
ZOJSLIT,O,O,O,O,O,X
ZOSTILJ,O,O,O,X,X,O
ZOSTIJL,O,O,O,X,X,O
ZOSTLIJ,O,O,O,O,X,O
ZOSTLJI,O,O,O,X,X,O
ZOSTJIL,O,O,O,X,X,O
ZOSTJLI,O,O,O,X,X,O
ZOSITLJ,O,O,O,X,X,O
ZOSITJL,O,O,O,X,X,O
ZOSILTJ,O,O,O,O,X,X
ZOSILJT,O,O,O,O,O,X
ZOSIJTL,X,O,O,X,X,X
ZOSIJLT,O,O,O,X,O,X
ZOSLTIJ,O,O,O,O,X,X
ZOSLTJI,O,O,O,X,X,X
ZOSLITJ,O,O,O,O,X,X
ZOSLIJT,O,O,O,O,O,X
ZOSLJTI,O,O,O,O,X,X
ZOSLJIT,O,O,O,O,O,X
ZOSJTIL,O,O,O,X,X,O
ZOSJTLI,O,O,O,O,X,O
ZOSJITL,X,O,O,X,X,O
ZOSJILT,O,O,O,O,O,X
ZOSJLTI,O,O,O,O,X,X
ZOSJLIT,O,O,O,O,O,X
OTILJSZ,X,X,X,O,O,X
OTILJZS,X,X,X,O,O,X
OTILSJZ,X,O,O,O,O,X
OTILSZJ,X,O,O,O,O,X
OTILZJS,X,O,O,O,O,X
OTILZSJ,X,O,O,O,O,X
OTIJLSZ,X,X,X,O,O,X
OTIJLZS,X,X,X,O,O,X
OTIJSLZ,X,O,O,X,O,X
OTIJSZL,X,O,O,X,O,X
OTIJZLS,X,O,O,O,O,X
OTIJZSL,X,O,O,O,O,X
OTISLJZ,X,O,O,X,O,X
OTISLZJ,X,O,O,X,O,X
OTISJLZ,X,O,O,X,O,X
OTISJZL,X,O,O,X,O,X
OTISZLJ,X,O,O,X,O,X
OTISZJL,X,O,O,X,O,X
OTIZLJS,X,O,O,O,O,X
OTIZLSJ,X,O,O,O,O,X
OTIZJLS,X,O,O,O,O,X
OTIZJSL,X,O,O,O,O,X
OTIZSLJ,X,O,O,O,O,X
OTIZSJL,X,O,O,X,O,X
OTLIJSZ,O,X,X,O,O,X
OTLIJZS,O,X,X,O,O,X
OTLISJZ,O,O,O,O,O,X
OTLISZJ,O,O,O,O,O,X
OTLIZJS,O,O,O,O,O,X
OTLIZSJ,O,O,O,O,O,X
OTLJISZ,O,X,X,O,O,X
OTLJIZS,O,X,X,O,O,X
OTLJSIZ,X,X,X,O,O,X
OTLJSZI,X,X,X,O,O,X
OTLJZIS,X,X,X,O,O,X
OTLJZSI,X,X,X,O,O,X
OTLSIJZ,O,O,O,O,O,X
OTLSIZJ,O,O,O,O,O,X
OTLSJIZ,O,O,O,O,O,X
OTLSJZI,X,O,O,O,O,X
OTLSZIJ,O,O,O,O,O,X
OTLSZJI,O,O,O,O,O,X
OTLZIJS,O,O,O,O,O,X
OTLZISJ,O,O,O,O,O,X
OTLZJIS,O,O,O,O,O,X
OTLZJSI,X,O,O,O,O,X
OTLZSIJ,O,O,O,O,O,X
OTLZSJI,O,O,O,O,O,X
OTJILSZ,X,X,X,O,O,X
OTJILZS,X,X,X,O,O,X
OTJISLZ,X,O,O,X,O,X
OTJISZL,X,O,O,X,O,X
OTJIZLS,X,O,O,O,O,X
OTJIZSL,X,O,O,O,O,X
OTJLISZ,O,X,X,O,O,X
OTJLIZS,O,X,X,O,O,X
OTJLSIZ,X,X,X,O,O,X
OTJLSZI,X,X,X,O,O,X
OTJLZIS,X,X,X,O,O,X
OTJLZSI,X,X,X,O,O,X
OTJSILZ,X,O,O,X,O,X
OTJSIZL,X,O,O,X,O,X
OTJSLIZ,X,O,O,O,O,X
OTJSLZI,X,O,O,O,O,X
OTJSZIL,X,O,O,O,O,X
OTJSZLI,X,O,O,O,O,X
OTJZILS,X,O,O,O,O,X
OTJZISL,X,O,O,O,O,X
OTJZLIS,X,O,O,O,O,X
OTJZLSI,X,O,O,O,O,X
OTJZSIL,X,O,O,O,O,X
OTJZSLI,X,O,O,O,O,X
OTSILJZ,X,O,O,X,O,X
OTSILZJ,X,O,O,X,O,X
OTSIJLZ,X,O,O,X,O,X
OTSIJZL,X,O,O,X,O,X
OTSIZLJ,X,O,O,X,O,X
OTSIZJL,X,O,O,X,O,X
OTSLIJZ,O,O,O,O,O,X
OTSLIZJ,O,O,O,O,O,X
OTSLJIZ,O,O,O,O,O,X
OTSLJZI,X,O,O,O,O,X
OTSLZIJ,O,O,O,O,O,X
OTSLZJI,O,O,O,O,O,X
OTSJILZ,X,O,O,X,O,X
OTSJIZL,X,O,O,X,O,X
OTSJLIZ,O,O,O,O,O,X
OTSJLZI,X,O,O,O,O,X
OTSJZIL,X,O,O,O,O,X
OTSJZLI,X,O,O,O,O,X
OTSZILJ,O,O,O,O,O,X
OTSZIJL,O,O,O,X,O,X
OTSZLIJ,O,O,O,O,O,X
OTSZLJI,O,O,O,O,O,X
OTSZJIL,O,O,O,O,O,X
OTSZJLI,O,O,O,O,O,X
OTZILJS,X,O,O,O,O,X
OTZILSJ,X,O,O,O,O,X
OTZIJLS,X,O,O,O,O,X
OTZIJSL,X,O,O,O,O,X
OTZISLJ,X,O,O,O,O,X
OTZISJL,X,O,O,X,O,X
OTZLIJS,O,O,O,O,O,X
OTZLISJ,O,O,O,O,O,X
OTZLJIS,O,O,O,O,O,X
OTZLJSI,X,O,O,O,O,X
OTZLSIJ,O,O,O,O,O,X
OTZLSJI,O,O,O,O,O,X
OTZJILS,X,O,O,O,O,X
OTZJISL,X,O,O,O,O,X
OTZJLIS,O,O,O,O,O,X
OTZJLSI,X,O,O,O,O,X
OTZJSIL,X,O,O,O,O,X
OTZJSLI,X,O,O,O,O,X
OTZSILJ,O,O,O,O,O,X
OTZSIJL,O,O,O,X,O,X
OTZSLIJ,O,O,O,O,O,X
OTZSLJI,O,O,O,O,O,X
OTZSJIL,O,O,O,O,O,X
OTZSJLI,O,O,O,O,O,X
OITLJSZ,X,X,X,O,O,X
OITLJZS,X,X,X,O,O,X
OITLSJZ,X,O,O,O,O,X
OITLSZJ,X,O,O,O,O,X
OITLZJS,X,O,O,O,O,X
OITLZSJ,X,O,O,O,O,X
OITJLSZ,X,X,X,O,O,X
OITJLZS,X,X,X,O,O,X
OITJSLZ,X,O,O,X,O,X
OITJSZL,X,O,O,X,O,X
OITJZLS,X,O,O,O,O,X
OITJZSL,X,O,O,O,O,X
OITSLJZ,X,O,O,X,O,X
OITSLZJ,X,O,O,X,O,X
OITSJLZ,X,O,O,X,O,X
OITSJZL,X,O,O,X,O,X
OITSZLJ,X,O,O,X,O,X
OITSZJL,X,O,O,X,O,X
OITZLJS,X,O,O,O,O,X
OITZLSJ,X,O,O,O,O,X
OITZJLS,X,O,O,O,O,X
OITZJSL,X,O,O,O,O,X
OITZSLJ,X,O,O,O,O,X
OITZSJL,X,O,O,X,O,X
OILTJSZ,O,X,X,O,O,X
OILTJZS,O,X,X,O,O,X
OILTSJZ,O,O,O,O,O,X
OILTSZJ,O,O,O,O,O,X
OILTZJS,O,O,O,O,O,X
OILTZSJ,O,O,O,O,O,X
OILJTSZ,O,X,X,O,O,X
OILJTZS,O,X,X,O,O,X
OILJSTZ,O,X,X,X,X,X
OILJSZT,O,X,X,O,O,X
OILJZTS,O,X,X,O,O,X
OILJZST,O,X,X,O,O,X
OILSTJZ,O,O,X,O,X,X
OILSTZJ,O,O,O,O,X,X
OILSJTZ,O,O,X,X,X,X
OILSJZT,O,O,O,O,O,X
OILSZTJ,O,O,O,O,X,X
OILSZJT,O,O,O,O,O,X
OILZTJS,O,X,O,O,O,X
OILZTSJ,O,X,O,O,X,X
OILZJTS,O,X,O,O,O,X
OILZJST,O,O,O,O,O,X
OILZSTJ,O,O,O,O,X,X
OILZSJT,O,O,O,O,O,X
OIJTLSZ,X,X,X,X,O,X
OIJTLZS,X,X,X,X,O,X
OIJTSLZ,X,O,O,X,O,X
OIJTSZL,X,O,O,X,O,X
OIJTZLS,X,O,O,X,O,X
OIJTZSL,X,O,O,X,O,X
OIJLTSZ,O,X,X,X,O,X
OIJLTZS,O,X,X,O,O,X
OIJLSTZ,O,X,X,X,X,X
OIJLSZT,O,X,X,O,O,X
OIJLZTS,O,X,X,O,O,X
OIJLZST,O,X,X,O,O,X
OIJSTLZ,X,O,X,X,O,X
OIJSTZL,X,O,X,X,O,X
OIJSLTZ,X,O,X,X,X,X
OIJSLZT,X,O,O,X,O,X
OIJSZTL,X,O,O,X,X,X
OIJSZLT,X,O,O,X,O,X
OIJZTLS,X,X,O,X,O,X
OIJZTSL,X,O,O,X,O,X
OIJZLTS,X,X,O,O,O,X
OIJZLST,X,O,O,O,O,X
OIJZSTL,X,O,O,X,X,X
OIJZSLT,X,O,O,O,O,X
OISTLJZ,X,O,O,X,O,X
OISTLZJ,X,O,O,X,O,X
OISTJLZ,X,O,O,X,O,X
OISTJZL,X,O,O,X,O,X
OISTZLJ,X,O,O,X,O,X
OISTZJL,X,O,O,X,O,X
OISLTJZ,O,O,X,X,X,X
OISLTZJ,O,O,O,X,X,X
OISLJTZ,O,O,X,X,X,X
OISLJZT,O,O,O,X,O,X
OISLZTJ,O,O,O,X,X,X
OISLZJT,O,O,O,X,O,X
OISJTLZ,X,O,X,X,O,X
OISJTZL,X,O,X,X,O,X
OISJLTZ,O,O,X,X,X,X
OISJLZT,O,O,O,X,O,X
OISJZTL,X,O,O,X,X,X
OISJZLT,X,O,O,X,O,X
OISZTLJ,O,O,O,X,X,X
OISZTJL,O,O,O,X,X,X
OISZLTJ,O,O,O,X,X,X
OISZLJT,O,O,O,X,O,X
OISZJTL,X,O,O,X,X,X
OISZJLT,O,O,O,X,O,X
OIZTLJS,X,O,O,X,O,X
OIZTLSJ,X,O,O,X,O,X
OIZTJLS,X,O,O,X,O,X
OIZTJSL,X,O,O,X,O,X
OIZTSLJ,X,O,O,X,O,X
OIZTSJL,X,O,O,X,O,X
OIZLTJS,O,X,O,O,O,X
OIZLTSJ,O,X,O,O,X,X
OIZLJTS,O,X,O,O,O,X
OIZLJST,O,O,O,O,O,X
OIZLSTJ,O,O,O,O,X,X
OIZLSJT,O,O,O,O,O,X
OIZJTLS,X,X,O,X,O,X
OIZJTSL,X,O,O,X,O,X
OIZJLTS,O,X,O,O,O,X
OIZJLST,O,O,O,O,O,X
OIZJSTL,X,O,O,X,X,X
OIZJSLT,X,O,O,O,O,X
OIZSTLJ,O,O,O,X,X,X
OIZSTJL,O,O,O,X,X,X
OIZSLTJ,O,O,O,O,X,X
OIZSLJT,O,O,O,O,O,X
OIZSJTL,X,O,O,X,X,X
OIZSJLT,O,O,O,X,O,X
OLTIJSZ,O,X,X,O,O,X
OLTIJZS,O,X,X,O,O,X
OLTISJZ,O,O,O,O,O,X
OLTISZJ,O,O,O,O,O,X
OLTIZJS,O,O,O,O,O,X
OLTIZSJ,O,O,O,O,O,X
OLTJISZ,O,X,X,O,O,X
OLTJIZS,O,X,X,O,O,X
OLTJSIZ,X,X,X,O,O,X
OLTJSZI,X,X,X,O,O,X
OLTJZIS,X,X,X,O,O,X
OLTJZSI,X,X,X,O,O,X
OLTSIJZ,O,O,O,O,O,X
OLTSIZJ,O,O,O,O,O,X
OLTSJIZ,O,O,O,O,O,X
OLTSJZI,X,O,O,O,O,X
OLTSZIJ,O,O,O,O,O,X
OLTSZJI,O,O,O,O,O,X
OLTZIJS,O,O,O,O,O,X
OLTZISJ,O,O,O,O,O,X
OLTZJIS,O,O,O,O,O,X
OLTZJSI,X,O,O,O,O,X
OLTZSIJ,O,O,O,O,O,X
OLTZSJI,O,O,O,O,O,X
OLITJSZ,O,X,X,O,O,X
OLITJZS,O,X,X,O,O,X
OLITSJZ,O,O,O,O,O,X
OLITSZJ,O,O,O,O,O,X
OLITZJS,O,O,O,O,O,X
OLITZSJ,O,O,O,O,O,X
OLIJTSZ,O,X,X,O,O,X
OLIJTZS,O,X,X,O,O,X
OLIJSTZ,O,X,X,X,X,X
OLIJSZT,O,X,X,O,O,X
OLIJZTS,O,X,X,O,O,X
OLIJZST,O,X,X,O,O,X
OLISTJZ,O,O,X,O,X,X
OLISTZJ,O,O,O,O,X,X
OLISJTZ,O,O,X,X,X,X
OLISJZT,O,O,O,O,O,X
OLISZTJ,O,O,O,O,X,X
OLISZJT,O,O,O,O,O,X
OLIZTJS,O,X,O,O,O,X
OLIZTSJ,O,X,O,O,X,X
OLIZJTS,O,X,O,O,O,X
OLIZJST,O,O,O,O,O,X
OLIZSTJ,O,O,O,O,X,X
OLIZSJT,O,O,O,O,O,X
OLJTISZ,O,X,X,O,O,X
OLJTIZS,O,X,X,O,O,X
OLJTSIZ,X,X,X,O,O,X
OLJTSZI,X,X,X,O,O,X
OLJTZIS,X,X,X,O,O,X
OLJTZSI,X,X,X,O,O,X
OLJITSZ,O,X,X,O,O,X
OLJITZS,O,X,X,O,O,X
OLJISTZ,O,X,X,X,X,X
OLJISZT,O,X,X,O,O,X
OLJIZTS,O,X,X,O,O,X
OLJIZST,O,X,X,O,O,X
OLJSTIZ,O,X,X,X,X,X
OLJSTZI,X,X,X,X,X,X
OLJSITZ,O,X,X,X,X,X
OLJSIZT,O,X,X,O,O,X
OLJSZTI,O,X,X,O,X,X
OLJSZIT,O,X,X,O,O,X
OLJZTIS,O,X,X,O,O,X
OLJZTSI,X,X,X,O,X,X
OLJZITS,O,X,X,O,O,X
OLJZIST,O,X,X,O,O,X
OLJZSTI,O,X,X,O,X,X
OLJZSIT,O,X,X,O,O,X
OLSTIJZ,O,O,X,O,X,X
OLSTIZJ,O,O,O,O,X,X
OLSTJIZ,O,O,X,O,X,X
OLSTJZI,X,O,X,O,X,X
OLSTZIJ,O,O,O,O,X,X
OLSTZJI,O,O,O,O,X,X
OLSITJZ,O,O,X,O,X,X
OLSITZJ,O,O,O,O,X,X
OLSIJTZ,O,O,X,X,X,X
OLSIJZT,O,O,O,O,O,X
OLSIZTJ,O,O,O,O,X,X
OLSIZJT,O,O,O,O,O,X
OLSJTIZ,O,O,X,X,X,X
OLSJTZI,X,O,X,X,X,X
OLSJITZ,O,O,X,X,X,X
OLSJIZT,O,O,O,O,O,X
OLSJZTI,O,O,O,O,X,X
OLSJZIT,O,O,O,O,O,X
OLSZTIJ,O,O,O,O,X,X
OLSZTJI,O,O,O,X,X,X
OLSZITJ,O,O,O,O,X,X
OLSZIJT,O,O,O,O,O,X
OLSZJTI,O,O,O,O,X,X
OLSZJIT,O,O,O,O,O,X
OLZTIJS,O,X,O,O,O,X
OLZTISJ,O,X,O,O,X,X
OLZTJIS,O,X,O,O,O,X
OLZTJSI,X,X,O,O,X,X
OLZTSIJ,O,X,O,O,X,X
OLZTSJI,O,X,O,O,X,X
OLZITJS,O,X,O,O,O,X
OLZITSJ,O,X,O,O,X,X
OLZIJTS,O,X,O,O,O,X
OLZIJST,O,O,O,O,O,X
OLZISTJ,O,O,O,O,X,X
OLZISJT,O,O,O,O,O,X
OLZJTIS,O,X,O,O,O,X
OLZJTSI,X,X,O,O,X,X
OLZJITS,O,X,O,O,O,X
OLZJIST,O,O,O,O,O,X
OLZJSTI,O,O,O,O,X,X
OLZJSIT,O,O,O,O,O,X
OLZSTIJ,O,O,O,O,X,X
OLZSTJI,O,O,O,X,X,X
OLZSITJ,O,O,O,O,X,X
OLZSIJT,O,O,O,O,O,X
OLZSJTI,O,O,O,O,X,X
OLZSJIT,O,O,O,O,O,X
OJTILSZ,X,X,X,O,O,X
OJTILZS,X,X,X,O,O,X
OJTISLZ,X,O,O,X,O,X
OJTISZL,X,O,O,X,O,X
OJTIZLS,X,O,O,O,O,X
OJTIZSL,X,O,O,O,O,X
OJTLISZ,O,X,X,O,O,X
OJTLIZS,O,X,X,O,O,X
OJTLSIZ,X,X,X,O,O,X
OJTLSZI,X,X,X,O,O,X
OJTLZIS,X,X,X,O,O,X
OJTLZSI,X,X,X,O,O,X
OJTSILZ,X,O,O,X,O,X
OJTSIZL,X,O,O,X,O,X
OJTSLIZ,X,O,O,O,O,X
OJTSLZI,X,O,O,O,O,X
OJTSZIL,X,O,O,O,O,X
OJTSZLI,X,O,O,O,O,X
OJTZILS,X,O,O,O,O,X
OJTZISL,X,O,O,O,O,X
OJTZLIS,X,O,O,O,O,X
OJTZLSI,X,O,O,O,O,X
OJTZSIL,X,O,O,O,O,X
OJTZSLI,X,O,O,O,O,X
OJITLSZ,X,X,X,X,O,X
OJITLZS,X,X,X,X,O,X
OJITSLZ,X,O,O,X,O,X
OJITSZL,X,O,O,X,O,X
OJITZLS,X,O,O,X,O,X
OJITZSL,X,O,O,X,O,X
OJILTSZ,O,X,X,X,O,X
OJILTZS,O,X,X,O,O,X
OJILSTZ,O,X,X,X,X,X
OJILSZT,O,X,X,O,O,X
OJILZTS,O,X,X,O,O,X
OJILZST,O,X,X,O,O,X
OJISTLZ,X,O,X,X,O,X
OJISTZL,X,O,X,X,O,X
OJISLTZ,X,O,X,X,X,X
OJISLZT,X,O,O,X,O,X
OJISZTL,X,O,O,X,X,X
OJISZLT,X,O,O,X,O,X
OJIZTLS,X,X,O,X,O,O
OJIZTSL,X,O,O,X,O,O
